"","code","title","timing","scope","severity","score","invasive","sp"
"46","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter butleri"
"47","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter butleri"
"48","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","No decline","Low Impact: 5",NA,"Accipiter collaris"
"49","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","No decline","Low Impact: 5",NA,"Accipiter collaris"
"50","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter erythrauchen"
"51","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter erythrauchen"
"52","2.1.1","Shifting agriculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter erythrauchen"
"53","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter erythrauchen"
"54","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter erythrauchen"
"55","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter erythrauchen"
"56","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter erythrauchen"
"57","4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter erythrauchen"
"58","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter erythrauchen"
"59","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter erythrauchen"
"60","7.1","Fire & fire suppression","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5",NA,"Accipiter erythrauchen"
"61","7.1.1","Increase in fire frequency/intensity","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5",NA,"Accipiter erythrauchen"
"62","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"63","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"64","3.3","Renewable energy","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"65","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"66","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"67","5.1.3","Persecution/control","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"68","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Accipiter gentilis"
"69","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Accipiter gentilis"
"70","6.3","Work & other activities","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter gentilis"
"71","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gentilis"
"72","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gentilis"
"73","8.2","Problematic native species/diseases (Bubo bubo)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Bubo bubo","Accipiter gentilis"
"74","8.2.2","Named species (Bubo bubo)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Bubo bubo","Accipiter gentilis"
"75","9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gentilis"
"76","9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gentilis"
"77","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Accipiter gularis"
"78","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Accipiter gularis"
"79","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gularis"
"80","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gularis"
"81","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Accipiter gularis"
"82","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Accipiter gularis"
"83","8.2","Problematic native species/diseases (Corvus macrorhynchos)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Corvus macrorhynchos","Accipiter gularis"
"84","8.2.2","Named species (Corvus macrorhynchos)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Corvus macrorhynchos","Accipiter gularis"
"85","9.5","Air-borne pollutants","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gularis"
"86","9.5.4","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter gularis"
"87","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter gundlachi"
"88","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter gundlachi"
"89","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter gundlachi"
"90","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter gundlachi"
"91","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter gundlachi"
"92","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter gundlachi"
"93","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter gundlachi"
"94","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter gundlachi"
"95","5.1.3","Persecution/control","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter gundlachi"
"96","5.1.3","Persecution/control","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter gundlachi"
"97","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter gundlachi"
"98","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter gundlachi"
"99","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter haplochrous"
"100","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter haplochrous"
"101","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","No decline",NA,NA,"Accipiter haplochrous"
"102","5.1.3","Persecution/control","Ongoing","Minority (<50%)","No decline",NA,NA,"Accipiter haplochrous"
"103","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","No decline",NA,NA,"Accipiter haplochrous"
"104","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","No decline",NA,NA,"Accipiter haplochrous"
"105","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"106","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"107","2.1.1","Shifting agriculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"108","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"109","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"110","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"111","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"112","4.1","Roads & railroads","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"113","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"114","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"115","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"116","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter henicogrammus"
"117","7.1","Fire & fire suppression","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"118","7.1.1","Increase in fire frequency/intensity","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5",NA,"Accipiter henicogrammus"
"119","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter henstii"
"120","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter henstii"
"121","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter henstii"
"122","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter henstii"
"123","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter imitator"
"124","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter imitator"
"125","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter imitator"
"126","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter imitator"
"127","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter imitator"
"128","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter imitator"
"129","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter imitator"
"130","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter imitator"
"131","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter imitator"
"132","8.2","Problematic native species/diseases","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter imitator"
"133","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter luteoschistaceus"
"134","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter luteoschistaceus"
"135","2.1.4","Scale Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter luteoschistaceus"
"136","3.2","Mining & quarrying","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter luteoschistaceus"
"137","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter luteoschistaceus"
"138","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter luteoschistaceus"
"139","8.2","Problematic native species/diseases","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Accipiter luteoschistaceus"
"140","8.2.2","Named species","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Accipiter luteoschistaceus"
"141","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter madagascariensis"
"142","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter madagascariensis"
"143","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter madagascariensis"
"144","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter madagascariensis"
"145","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter nanus"
"146","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Accipiter nanus"
"147","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter nisus"
"148","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter nisus"
"149","3.3","Renewable energy","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter nisus"
"150","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter nisus"
"151","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter nisus"
"152","5.1.2","Unintentional effects (species is not the target)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter nisus"
"153","5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter nisus"
"154","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter nisus"
"155","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter nisus"
"156","9.3","Agricultural & forestry effluents","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter nisus"
"157","9.3.3","Herbicides and pesticides","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter nisus"
"158","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter ovampensis"
"159","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Accipiter ovampensis"
"160","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Accipiter poliogaster"
"161","2.1.3","Agro-industry farming","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Accipiter poliogaster"
"162","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Accipiter poliogaster"
"163","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Accipiter poliogaster"
"164","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Accipiter princeps"
"165","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Accipiter princeps"
"166","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Accipiter princeps"
"167","2.1","Annual & perennial non-timber crops","Ongoing","Unknown","Rapid Declines",NA,NA,"Accipiter princeps"
"168","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Accipiter princeps"
"169","2.1.3","Agro-industry farming","Ongoing","Unknown","Rapid Declines",NA,NA,"Accipiter princeps"
"170","3.2","Mining & quarrying","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter princeps"
"171","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter princeps"
"172","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter princeps"
"173","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter princeps"
"174","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Accipiter princeps"
"175","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter soloensis"
"176","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter soloensis"
"177","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter soloensis"
"178","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter soloensis"
"179","4.4","Flight paths","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter soloensis"
"180","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter soloensis"
"181","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Accipiter soloensis"
"182","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter soloensis"
"183","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Accipiter soloensis"
"184","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter virgatus"
"185","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Accipiter virgatus"
"186","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Aceros nipalensis"
"187","1.2","Commercial & industrial areas","Future","Minority (<50%)","Unknown","Unknown",NA,"Aceros nipalensis"
"188","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Aceros nipalensis"
"189","2.1.1","Shifting agriculture","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Aceros nipalensis"
"190","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Aceros nipalensis"
"191","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Aceros nipalensis"
"192","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Aceros nipalensis"
"193","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Aceros nipalensis"
"194","5.1","Hunting & trapping terrestrial animals","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA,"Acridotheres cinereus"
"195","5.1.1","Intentional use (species is the target)","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA,"Acridotheres cinereus"
"196","5.1","Hunting & trapping terrestrial animals","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA,"Acridotheres javanicus"
"197","5.1.1","Intentional use (species is the target)","Ongoing","Whole (>90%)","Rapid Declines","High Impact: 8",NA,"Acridotheres javanicus"
"198","9.3","Agricultural & forestry effluents","Ongoing","Unknown","Unknown","Unknown",NA,"Acridotheres javanicus"
"199","9.3.3","Herbicides and pesticides","Ongoing","Unknown","Unknown","Unknown",NA,"Acridotheres javanicus"
"200","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Acridotheres melanopterus"
"201","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Acridotheres melanopterus"
"202","9.3","Agricultural & forestry effluents","Ongoing","Unknown","Slow, Significant Declines","Unknown",NA,"Acridotheres melanopterus"
"203","9.3.3","Herbicides and pesticides","Ongoing","Unknown","Slow, Significant Declines","Unknown",NA,"Acridotheres melanopterus"
"204","2.1","Annual & perennial non-timber crops","Ongoing","Whole (>90%)","Rapid Declines",NA,NA,"Acrobatornis fonsecai"
"205","2.1.3","Agro-industry farming","Ongoing","Whole (>90%)","Rapid Declines",NA,NA,"Acrobatornis fonsecai"
"206","2.3","Livestock farming & ranching","Ongoing","Whole (>90%)","Rapid Declines",NA,NA,"Acrobatornis fonsecai"
"207","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Whole (>90%)","Rapid Declines",NA,NA,"Acrobatornis fonsecai"
"208","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines",NA,NA,"Acrobatornis fonsecai"
