"","code","title","timing","scope","severity","score","invasive","sp"
"27","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus dohertyi"
"28","2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus dohertyi"
"29","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus dohertyi"
"30","2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus dohertyi"
"31","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus dohertyi"
"32","2.3.3","Agro-industry grazing, ranching or farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus dohertyi"
"33","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Ptilinopus dohertyi"
"34","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Ptilinopus dohertyi"
"35","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus dohertyi"
"36","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus dohertyi"
"37","7.1","Fire & fire suppression","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus dohertyi"
"38","7.1.1","Increase in fire frequency/intensity","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus dohertyi"
"39","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ptilinopus eugeniae"
"40","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ptilinopus eugeniae"
"41","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus granulifrons"
"42","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Ptilinopus granulifrons"
"43","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus granulifrons"
"44","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus granulifrons"
"45","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus granulifrons"
"46","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus granulifrons"
"47","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Ptilinopus granulifrons"
"48","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus granulifrons"
"49","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Ptilinopus granulifrons"
"50","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Ptilinopus granulifrons"
"51","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus granulifrons"
"52","5.1","Hunting & trapping terrestrial animals (Felis catus)","Past, Likely to Return","Whole (>90%)","Slow, Significant Declines","Past Impact","Felis catus","Ptilinopus huttoni"
"53","5.1.1","Intentional use (species is the target) (Felis catus)","Past, Likely to Return","Whole (>90%)","Slow, Significant Declines","Past Impact","Felis catus","Ptilinopus huttoni"
"54","5.3","Logging & wood harvesting (Felis catus)","Ongoing","Whole (>90%)","Negligible declines","Medium Impact: 6","Felis catus","Ptilinopus huttoni"
"55","5.3.3","Unintentional effects: (subsistence/small scale) [harvest] (Felis catus)","Ongoing","Whole (>90%)","Negligible declines","Medium Impact: 6","Felis catus","Ptilinopus huttoni"
"56","7.1","Fire & fire suppression (Felis catus)","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7","Felis catus","Ptilinopus huttoni"
"57","7.1.1","Increase in fire frequency/intensity (Felis catus)","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7","Felis catus","Ptilinopus huttoni"
"58","8.1","Invasive non-native/alien species/diseases (Bos taurus)","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7","Bos taurus","Ptilinopus huttoni"
"59","8.1","Invasive non-native/alien species/diseases (Capra hircus)","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7","Capra hircus","Ptilinopus huttoni"
"60","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Felis catus","Ptilinopus huttoni"
"61","8.1","Invasive non-native/alien species/diseases (Psidium cattleianum)","Ongoing","Majority (50-90%)","Unknown","Unknown","Psidium cattleianum","Ptilinopus huttoni"
"62","8.1","Invasive non-native/alien species/diseases (Rattus exulans)","Ongoing","Majority (50-90%)","Unknown","Unknown","Rattus exulans","Ptilinopus huttoni"
"63","8.1.2","Named species (Bos taurus)","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7","Bos taurus","Ptilinopus huttoni"
"64","8.1.2","Named species (Capra hircus)","Ongoing","Whole (>90%)","Slow, Significant Declines","Medium Impact: 7","Capra hircus","Ptilinopus huttoni"
"65","8.1.2","Named species (Felis catus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Felis catus","Ptilinopus huttoni"
"66","8.1.2","Named species (Psidium cattleianum)","Ongoing","Majority (50-90%)","Unknown","Unknown","Psidium cattleianum","Ptilinopus huttoni"
"67","8.1.2","Named species (Rattus exulans)","Ongoing","Majority (50-90%)","Unknown","Unknown","Rattus exulans","Ptilinopus huttoni"
"68","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Ptilinopus insularis"
"69","8.1","Invasive non-native/alien species/diseases","Future","Whole (>90%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus insularis"
"70","8.1","Invasive non-native/alien species/diseases (Plasmodium relictum)","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6","Plasmodium relictum","Ptilinopus insularis"
"71","8.1","Invasive non-native/alien species/diseases (Rattus rattus)","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6","Rattus rattus","Ptilinopus insularis"
"72","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6","Unspecified Rattus","Ptilinopus insularis"
"73","8.1.1","Unspecified species","Future","Whole (>90%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus insularis"
"74","8.1.2","Named species (Plasmodium relictum)","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6","Plasmodium relictum","Ptilinopus insularis"
"75","8.1.2","Named species (Rattus rattus)","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6","Rattus rattus","Ptilinopus insularis"
"76","8.1.2","Named species (Unspecified Rattus)","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6","Unspecified Rattus","Ptilinopus insularis"
"77","8.5","Viral/prion-induced diseases","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6",NA,"Ptilinopus insularis"
"78","8.5.2","Named species","Future","Whole (>90%)","Rapid Declines","Medium Impact: 6",NA,"Ptilinopus insularis"
"79","8.1","Invasive non-native/alien species/diseases (Bubo virginianus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Bubo virginianus","Ptilinopus mercierii"
"80","8.1","Invasive non-native/alien species/diseases (Felis catus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Felis catus","Ptilinopus mercierii"
"81","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Unspecified Rattus","Ptilinopus mercierii"
"82","8.1.2","Named species (Bubo virginianus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Bubo virginianus","Ptilinopus mercierii"
"83","8.1.2","Named species (Felis catus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Felis catus","Ptilinopus mercierii"
"84","8.1.2","Named species (Unspecified Rattus)","Past, Unlikely to Return","Whole (>90%)","Rapid Declines","Past Impact","Unspecified Rattus","Ptilinopus mercierii"
"85","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Unknown",NA,NA,"Ptilinopus monacha"
"86","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Unknown",NA,NA,"Ptilinopus monacha"
"87","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Ptilinopus monacha"
"88","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Unknown",NA,NA,"Ptilinopus monacha"
"89","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Unknown",NA,NA,"Ptilinopus monacha"
"90","7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Unknown",NA,NA,"Ptilinopus monacha"
"91","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Ptilinopus pelewensis"
"92","11.4","Storms & flooding","Future","Majority (50-90%)","Rapid Declines","Low Impact: 5",NA,"Ptilinopus rarotongensis"
"93","8.1","Invasive non-native/alien species/diseases","Future","Majority (50-90%)","Unknown","Unknown",NA,"Ptilinopus rarotongensis"
"94","8.1","Invasive non-native/alien species/diseases (Acridotheres tristis)","Ongoing","Majority (50-90%)","No decline","Low Impact: 5","Acridotheres tristis","Ptilinopus rarotongensis"
"95","8.1","Invasive non-native/alien species/diseases (Rattus rattus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Rattus rattus","Ptilinopus rarotongensis"
"96","8.1.1","Unspecified species","Future","Majority (50-90%)","Unknown","Unknown",NA,"Ptilinopus rarotongensis"
"97","8.1.2","Named species (Acridotheres tristis)","Ongoing","Majority (50-90%)","No decline","Low Impact: 5","Acridotheres tristis","Ptilinopus rarotongensis"
"98","8.1.2","Named species (Rattus rattus)","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5","Rattus rattus","Ptilinopus rarotongensis"
"99","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Ptilinopus richardsii"
"100","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Ptilinopus richardsii"
"101","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Ptilinopus richardsii"
"102","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Ptilinopus roseicapilla"
"103","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus roseicapilla"
"104","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus roseicapilla"
"105","2.3","Livestock farming & ranching","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus roseicapilla"
"106","2.3.2","Small-holder grazing, ranching or farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilinopus roseicapilla"
"107","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus roseicapilla"
"108","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilinopus roseicapilla"
"109","8.1","Invasive non-native/alien species/diseases (Boiga irregularis)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7","Boiga irregularis","Ptilinopus roseicapilla"
"110","8.1","Invasive non-native/alien species/diseases (Leucaena leucocephala)","Ongoing","Majority (50-90%)","Unknown","Unknown","Leucaena leucocephala","Ptilinopus roseicapilla"
"111","8.1","Invasive non-native/alien species/diseases (Unspecified Leucaena)","Ongoing","Majority (50-90%)","Unknown","Unknown","Unspecified Leucaena","Ptilinopus roseicapilla"
"112","8.1.2","Named species (Boiga irregularis)","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7","Boiga irregularis","Ptilinopus roseicapilla"
"113","8.1.2","Named species (Leucaena leucocephala)","Ongoing","Majority (50-90%)","Unknown","Unknown","Leucaena leucocephala","Ptilinopus roseicapilla"
"114","8.1.2","Named species (Unspecified Leucaena)","Ongoing","Majority (50-90%)","Unknown","Unknown","Unspecified Leucaena","Ptilinopus roseicapilla"
"115","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ptilinopus tannensis"
"116","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines",NA,NA,"Ptilinopus tannensis"
"117","5.3","Logging & wood harvesting","Ongoing","Whole (>90%)","Slow, Significant Declines",NA,NA,"Ptilinopus tannensis"
"118","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Whole (>90%)","Slow, Significant Declines",NA,NA,"Ptilinopus tannensis"
"119","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Ptilocichla falcata"
"120","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla falcata"
"121","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Ptilocichla falcata"
"122","2.1.2","Small-holder farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla falcata"
"123","3.2","Mining & quarrying","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6",NA,"Ptilocichla falcata"
"124","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Ptilocichla falcata"
"125","5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla falcata"
"126","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla falcata"
"127","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Ptilocichla falcata"
"128","1.1","Housing & urban areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla leucogrammica"
"129","11.2","Droughts","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA,"Ptilocichla leucogrammica"
"130","1.2","Commercial & industrial areas","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla leucogrammica"
"131","2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla leucogrammica"
"132","2.1.1","Shifting agriculture","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla leucogrammica"
"133","2.2","Wood & pulp plantations","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Ptilocichla leucogrammica"
"134","2.2.2","Agro-industry plantations","Ongoing","Majority (50-90%)","Rapid Declines","Medium Impact: 7",NA,"Ptilocichla leucogrammica"
"135","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Very Rapid Declines","High Impact: 8",NA,"Ptilocichla leucogrammica"
"136","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Very Rapid Declines","High Impact: 8",NA,"Ptilocichla leucogrammica"
"137","7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla leucogrammica"
"138","7.1.3","Trend Unknown/Unrecorded","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptilocichla leucogrammica"
"139","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Ptilonorhynchus violaceus"
"140","2.1","Annual & perennial non-timber crops","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"141","2.1.2","Small-holder farming","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"142","5.1","Hunting & trapping terrestrial animals","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"143","5.1.1","Intentional use (species is the target)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"144","5.3","Logging & wood harvesting","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"145","5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"146","5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptilopachus nahani"
"147","6.3","Work & other activities","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Ptilopachus nahani"
"148","8.1","Invasive non-native/alien species/diseases (Broussonetia papyrifera)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Broussonetia papyrifera","Ptilopachus nahani"
"149","8.1.2","Named species (Broussonetia papyrifera)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Broussonetia papyrifera","Ptilopachus nahani"
"150","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Ptiloprora mayri"
"151","11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown",NA,NA,"Ptilotula ornata"
"152","11.3","Temperature extremes","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA,"Ptychoramphus aleuticus"
"153","5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Ptychoramphus aleuticus"
"154","5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Ptychoramphus aleuticus"
"155","6.1","Recreational activities","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptychoramphus aleuticus"
"156","8.1","Invasive non-native/alien species/diseases (Capra hircus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Capra hircus","Ptychoramphus aleuticus"
"157","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Felis catus","Ptychoramphus aleuticus"
"158","8.1","Invasive non-native/alien species/diseases (Oryctolagus cuniculus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Oryctolagus cuniculus","Ptychoramphus aleuticus"
"159","8.1","Invasive non-native/alien species/diseases (Procyon lotor)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Procyon lotor","Ptychoramphus aleuticus"
"160","8.1","Invasive non-native/alien species/diseases (Rattus norvegicus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Rattus norvegicus","Ptychoramphus aleuticus"
"161","8.1","Invasive non-native/alien species/diseases (Rattus rattus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Rattus rattus","Ptychoramphus aleuticus"
"162","8.1","Invasive non-native/alien species/diseases (Vulpes vulpes)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Vulpes vulpes","Ptychoramphus aleuticus"
"163","8.1.2","Named species (Capra hircus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Capra hircus","Ptychoramphus aleuticus"
"164","8.1.2","Named species (Felis catus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Felis catus","Ptychoramphus aleuticus"
"165","8.1.2","Named species (Oryctolagus cuniculus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Oryctolagus cuniculus","Ptychoramphus aleuticus"
"166","8.1.2","Named species (Procyon lotor)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Procyon lotor","Ptychoramphus aleuticus"
"167","8.1.2","Named species (Rattus norvegicus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Rattus norvegicus","Ptychoramphus aleuticus"
"168","8.1.2","Named species (Rattus rattus)","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6","Rattus rattus","Ptychoramphus aleuticus"
"169","8.1.2","Named species (Vulpes vulpes)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Vulpes vulpes","Ptychoramphus aleuticus"
"170","8.2","Problematic native species/diseases (Falco peregrinus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Falco peregrinus","Ptychoramphus aleuticus"
"171","8.2","Problematic native species/diseases (Haliaeetus leucocephalus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Haliaeetus leucocephalus","Ptychoramphus aleuticus"
"172","8.2","Problematic native species/diseases (Larus occidentalis)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Larus occidentalis","Ptychoramphus aleuticus"
"173","8.2.2","Named species (Falco peregrinus)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Falco peregrinus","Ptychoramphus aleuticus"
"174","8.2.2","Named species (Haliaeetus leucocephalus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Haliaeetus leucocephalus","Ptychoramphus aleuticus"
"175","8.2.2","Named species (Larus occidentalis)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Larus occidentalis","Ptychoramphus aleuticus"
"176","9.2","Industrial & military effluents","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptychoramphus aleuticus"
"177","9.2.1","Oil spills","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Ptychoramphus aleuticus"
"178","9.6","Excess energy","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptychoramphus aleuticus"
"179","9.6.1","Light pollution","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Ptychoramphus aleuticus"
"180","5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Puffinus assimilis"
"181","5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Puffinus assimilis"
"182","8.1","Invasive non-native/alien species/diseases (Felis catus)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Felis catus","Puffinus assimilis"
"183","8.1","Invasive non-native/alien species/diseases (Unspecified Rattus)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Unspecified Rattus","Puffinus assimilis"
"184","8.1.2","Named species (Felis catus)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Felis catus","Puffinus assimilis"
"185","8.1.2","Named species (Unspecified Rattus)","Ongoing","Minority (<50%)","Rapid Declines","Medium Impact: 6","Unspecified Rattus","Puffinus assimilis"
