"","X","code","title","timing","scope","severity","score","invasive","Scientific.name","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres"
"674",674,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Xema sabini","Sabine's Gull","Xema_sabini",2481221,"Omnivore",30,70,0,0,"Ground.Understory",0,"LC",-0.663754,271.5,276,267,116.5,118,115,24.5,24.9,24.1,95,29.5,49.145655,45.05955,193.6666667,177,199.25,2.09,1,15.04166667,6.2,4,340000,3543668.601,"Colonies","Gull-like","long","Obligate","Xema sabini",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675",675,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Xema sabini","Sabine's Gull","Xema_sabini",2481221,"Omnivore",30,70,0,0,"Ground.Understory",0,"LC",-0.663754,271.5,276,267,116.5,118,115,24.5,24.9,24.1,95,29.5,49.145655,45.05955,193.6666667,177,199.25,2.09,1,15.04166667,6.2,4,340000,3543668.601,"Colonies","Gull-like","long","Obligate","Xema sabini",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676",676,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Xema sabini","Sabine's Gull","Xema_sabini",2481221,"Omnivore",30,70,0,0,"Ground.Understory",0,"LC",-0.663754,271.5,276,267,116.5,118,115,24.5,24.9,24.1,95,29.5,49.145655,45.05955,193.6666667,177,199.25,2.09,1,15.04166667,6.2,4,340000,3543668.601,"Colonies","Gull-like","long","Obligate","Xema sabini",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",677,"11.1","Habitat shifting & alteration","Ongoing","Whole (>90%)","Unknown","Unknown",NA,"Rhodostethia rosea","Ross's Gull","Rhodostethia_rosea",2481218,"Invertebrate",60,40,0,0,"Water_Ground.Understory",0,"LC",2.129046,253.83833,248.91475,239.33907,115.21438,112.86763,105.1073,70.99409,74.92791,76.1521,95,34,76.102995,69.30557,187,144,180,3,1,14.1465845,5.4,0,15000,70000,"Pairs/Flocks","Gull-like","short","Obligate","Rhodostethia rosea",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678",678,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Rhodostethia rosea","Ross's Gull","Rhodostethia_rosea",2481218,"Invertebrate",60,40,0,0,"Water_Ground.Understory",0,"LC",2.129046,253.83833,248.91475,239.33907,115.21438,112.86763,105.1073,70.99409,74.92791,76.1521,95,34,76.102995,69.30557,187,144,180,3,1,14.1465845,5.4,0,15000,70000,"Pairs/Flocks","Gull-like","short","Obligate","Rhodostethia rosea",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"679",679,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Rhodostethia rosea","Ross's Gull","Rhodostethia_rosea",2481218,"Invertebrate",60,40,0,0,"Water_Ground.Understory",0,"LC",2.129046,253.83833,248.91475,239.33907,115.21438,112.86763,105.1073,70.99409,74.92791,76.1521,95,34,76.102995,69.30557,187,144,180,3,1,14.1465845,5.4,0,15000,70000,"Pairs/Flocks","Gull-like","short","Obligate","Rhodostethia rosea",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680",680,"6.3","Work & other activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Rhodostethia rosea","Ross's Gull","Rhodostethia_rosea",2481218,"Invertebrate",60,40,0,0,"Water_Ground.Understory",0,"LC",2.129046,253.83833,248.91475,239.33907,115.21438,112.86763,105.1073,70.99409,74.92791,76.1521,95,34,76.102995,69.30557,187,144,180,3,1,14.1465845,5.4,0,15000,70000,"Pairs/Flocks","Gull-like","short","Obligate","Rhodostethia rosea",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681",681,"11.3","Temperature extremes","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",682,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683",683,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684",684,"5.4","Fishing & harvesting aquatic resources","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685",685,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Majority (50-90%)","Causing/Could cause fluctuations","Medium Impact: 6",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686",686,"6.1","Recreational activities","Ongoing","Majority (50-90%)","Slow, Significant Declines","Medium Impact: 6",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687",687,"8.1","Invasive non-native/alien species/diseases (Mus musculus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Mus musculus","Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688",688,"8.1","Invasive non-native/alien species/diseases (Rattus rattus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Rattus rattus","Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689",689,"8.1.2","Named species (Mus musculus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Mus musculus","Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690",690,"8.1.2","Named species (Rattus rattus)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5","Rattus rattus","Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691",691,"9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692",692,"9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus heermanni","Heermann's Gull","Larus_heermanni",2481130,"VertFishScav",80,20,0,0,"Water",0,"NT",-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,"Colonies","Gull-like","short","facultative","Larus heermanni",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693",693,"11.2","Droughts","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Larus californicus","California Gull","Larus_californicus",2481146,"Omnivore",20,80,0,0,"Ground.Understory",0,"LC",-0.339,380.16579,403,382,149.222475,160.610682,153.823025,46.65677,50.2,45.2,130,53,64.174935,59.90944,676.82,649.5,758.625,2.75,1,28,11.7,2,621000,1639906.367,"Colonies","Gull-like","long","Obligate","Larus californicus",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694",694,"11.1","Habitat shifting & alteration","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695",695,"3.3","Renewable energy","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",696,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697",697,"5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698",698,"5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699",699,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700",700,"8.2","Problematic native species/diseases (Clostridium botulinum)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Clostridium botulinum","Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701",701,"8.2.2","Named species (Clostridium botulinum)","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5","Clostridium botulinum","Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702",702,"8.5","Viral/prion-induced diseases","Ongoing","Unknown","Unknown","Unknown",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703",703,"8.5.2","Named species","Ongoing","Unknown","Unknown","Unknown",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704",704,"9.2","Industrial & military effluents","Ongoing","Unknown","Unknown","Unknown",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",705,"9.2.1","Oil spills","Ongoing","Unknown","Unknown","Unknown",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706",706,"9.4","Garbage & solid waste","Ongoing","Majority (50-90%)","Unknown","Unknown",NA,"Larus argentatus","Herring Gull","Larus_argentatus",2481139,"VertFishScav",60,40,0,0,"Water_Ground.Understory",0,"LC",-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,"Colonies","Gull-like","short","facultative","Larus argentatus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707",707,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Larus glaucoides","Iceland Gull","Larus_glaucoides",2481156,"VertFishScav",70,30,0,0,"Water",0,"LC",-0.324119,410,417,403,169.5,172,167,42.75,43.6,41.9,145,56,67.74859,63.72531,806.4366667,863,863,2.445,1,27.5,11.6,3,190000,4e+05,"Colonies","Gull-like","short","facultative","Larus glaucoides",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708",708,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Larus glaucoides","Iceland Gull","Larus_glaucoides",2481156,"VertFishScav",70,30,0,0,"Water",0,"LC",-0.324119,410,417,403,169.5,172,167,42.75,43.6,41.9,145,56,67.74859,63.72531,806.4366667,863,863,2.445,1,27.5,11.6,3,190000,4e+05,"Colonies","Gull-like","short","facultative","Larus glaucoides",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",709,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus fuscus","Lesser Black-backed Gull","Larus_fuscus",2481174,"VertFishScav",70,30,0,0,"Water",0,"LC",-1.241702,419.5,431,408,155,160,150,50,52,48,140,59.5,69.654235,65.7434,865.5366667,801,941,2.85,1,33.875,13.9,5,940000,2070000,"Colonies","Gull-like","long","facultative","Larus fuscus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710",710,"5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Larus fuscus","Lesser Black-backed Gull","Larus_fuscus",2481174,"VertFishScav",70,30,0,0,"Water",0,"LC",-1.241702,419.5,431,408,155,160,150,50,52,48,140,59.5,69.654235,65.7434,865.5366667,801,941,2.85,1,33.875,13.9,5,940000,2070000,"Colonies","Gull-like","long","facultative","Larus fuscus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711",711,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Larus fuscus","Lesser Black-backed Gull","Larus_fuscus",2481174,"VertFishScav",70,30,0,0,"Water",0,"LC",-1.241702,419.5,431,408,155,160,150,50,52,48,140,59.5,69.654235,65.7434,865.5366667,801,941,2.85,1,33.875,13.9,5,940000,2070000,"Colonies","Gull-like","long","facultative","Larus fuscus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712",712,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Larus fuscus","Lesser Black-backed Gull","Larus_fuscus",2481174,"VertFishScav",70,30,0,0,"Water",0,"LC",-1.241702,419.5,431,408,155,160,150,50,52,48,140,59.5,69.654235,65.7434,865.5366667,801,941,2.85,1,33.875,13.9,5,940000,2070000,"Colonies","Gull-like","long","facultative","Larus fuscus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713",713,"5.4","Fishing & harvesting aquatic resources","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Larus marinus","Great Black-backed Gull","Larus_marinus",2481172,"Omnivore",20,80,0,0,"Ground.Understory",0,"LC",-2.9,486,500,472,188,195,181,60.8,64,57.6,155,71,75.38001,70.9834,1655.57,1488,1828.25,2.75,1,27.37491667,12,0,2015137.405,3226673.268,"Pairs/Colonies","Gull-like","short","facultative","Larus marinus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714",714,"5.4.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Larus marinus","Great Black-backed Gull","Larus_marinus",2481172,"Omnivore",20,80,0,0,"Ground.Understory",0,"LC",-2.9,486,500,472,188,195,181,60.8,64,57.6,155,71,75.38001,70.9834,1655.57,1488,1828.25,2.75,1,27.37491667,12,0,2015137.405,3226673.268,"Pairs/Colonies","Gull-like","short","facultative","Larus marinus",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715",715,"11.2","Droughts","Ongoing","Minority (<50%)","Causing/Could cause fluctuations","Low Impact: 5",NA,"Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716",716,"2.1","Annual & perennial non-timber crops","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717",717,"2.1.3","Agro-industry farming","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718",718,"7.2","Dams & water management/use","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719",719,"7.2.1","Abstraction of surface water (domestic use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",720,"7.2.3","Abstraction of surface water (agricultural use)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721",721,"8.1","Invasive non-native/alien species/diseases (Cichla ocellaris)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Cichla ocellaris","Chlidonias niger","Black Tern","Chlidonias_niger",2481119,"VertFishScav",100,0,0,0,"Water",0,"LC",-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8e+05,1750000,"Colonies","Gull-like","long","Obligate","Chlidonias niger",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
