Common_Name,Scientific.name,Scientific_name,GBIF_ID,Dietary_Guild,Water_Forager,Ground.Understory_Forager,Midhigh.Canopy_Forager,Aerial_Forager,Foraging.Strata,Activity_Time,Global.IUCN.Red.List.Category,Annual_Trend,Mean_Wing_Length_.mm.,Mean_M_Wing_Length_.mm.,Mean_F_Wing_Length_.mm.,Mean_Tail_Length_.mm.,Mean_M_Tail_Length_.mm.,Mean_F_Tail_Length_.mm.,Mean_Bill_Length_.mm.,Mean_M_Bill_Length_.mm.,Mean_F_Bill_Length_.mm.,Wingspan_cm,Mean_Body_Length_.cm.,Mean_M_Body_Length_.cm.,Mean_F_Body_Length_.cm.,Mean_Body_Mass_.g.,Mean_F_Body_Mass_.g.,Mean_M_Body_Mass_.g.,Mean_Clutch_Size_.n.,Clutches_per_year,Life_Span_.years.,Generation_length,Number_of_Subspecies,Population_size_MIN,Population_size_MAX,Social,Flight_pattern,Migration.Distance,Migration.Status,Scienttific_name,Waterfowl,Birds.of.Prey,Wetland.Birds,Seabirds,Forest.Birds,All.Other.Birds.,Shorebirds,Grassland.Birds,Aerial.Insectivores,Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies,Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards,Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes,Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles,Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances,Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances,Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud,Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada,Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres
Rock Wren,Salpinctes obsoletus,Salpinctes_obsoletus,5231483,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.939,76.11888,70.3,67.8,52.34342,51.9,47.8,14.885775,18.7,17.8,23,15,14.70694,15.01899,16.435,17.15,15.6,5.17,2.5,8.344928083,3.6,8,143419039.1,269312562.4,Solitary/Pairs,Duck-like,nonmigratory,non-migratory,Salpinctes obsoletus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Canyon Wren,Catherpes mexicanus,Catherpes_mexicanus,5231430,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.178766,71.97841,58.6,59,52.94636,55.2,51.9,15.644825,21.1,19.5,19,15,14.97259,14.78978,11.7975,11.1,11.4,5.5,1,8.01143375,3.6,3,55044128.8,185857241.4,Solitary/Pairs,Duck-like,nonmigratory,non-migratory,Catherpes mexicanus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
House Wren,Troglodytes aedon,Troglodytes_aedon,5231459,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.207,51.07,51.7,50.27,43.47,42.9,42.6,14.81,13.74077,13.37065,15,11.934,12.55,11.25,11.32333333,11.45,10.95,6.3,2,7.1,3.6,32,83531067.9,220148022.3,Solitary,Duck-like,short,Obligate,Troglodytes aedon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Wren,Troglodytes pacificus,Troglodytes_pacificus,9533566,Invertebrate,3.17,80.92,17.208,4.58,Ground.Understory,0,LC,-1.45,46.4,46.53,43.86,30.2,30.35,28.8,8.3,10.22271,10.19495929,14,10,11.1,10.6,9.225,9.175,9.85,5.555,1.5,5.833333333,3.5,13,56717305.2,195713004.3,Solitary/Family Groups,Swallow-like,short,Facultative,Troglodytes pacificus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Winter Wren,Troglodytes hiemalis,Troglodytes_hiemalis,7340825,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.692,47.75,49.3,46.2,30.95,31.5,30.4,13.65,14,13.3,14,9.5,11.1,10.6,9.288333333,8.4875,9.925,6.0275,1.75,6.583333334,3.5,2,27815280.5,181142793.4,Solitary/Family Groups,Duck-like,short,Facultative,Troglodytes hiemalis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sedge Wren,Cistothorus platensis,Cistothorus_platensis,2493890,Invertebrate,0,100,0,0,Ground.Understory,0,LC,1.72,40.3,44.03,43.33,40.4,37.316559,35.536435,12.4,6.95,6.77,14.9,10.94,12.1843,11.71579,8.493333333,7.7,8.3,6.5,2,7.693273833,3.5,18,74470317.9,225644987.3,Colonies,Duck-like,long,Obligate,Cistothorus platensis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marsh Wren,Cistothorus palustris,Cistothorus_palustris,2493863,Invertebrate,0,100,0,0,Ground.Understory,0,LC,1.76,55.36194,48.2,45.2,44.23883,41.100075,38.198171,13.00154,13.3493,13.37113,15,13,12.76274,12.10645,11.025,10.3,11.65,4.975,2.25,7.886754167,3.5,14,129987739,264588015.4,Colonies,Duck-like,short,Facultative,Cistothorus palustris,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carolina Wren,Thryothorus ludovicianus,Thryothorus_ludovicianus,2493801,Invertebrate,0,80,20,0,Ground.Understory,0,LC,3.59,76.047165,59.1,55.3,54.274005,49.8,46.9,11.572865,12.3,11.7,19,14,13.84822,13.56366,19.26333334,18.7,21.2,4.435,1.75,6.1,3.8,9,26476133.7,192611889.3,Pairs/Family Groups,Duck-like,nonmigratory,non-migratory,Thryothorus ludovicianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bewick's Wren,Thryomanes bewickii,Thryomanes_bewickii,2493843,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-3.64,60.43277,58.2,55.6,50.47467,56.2,51.4,12.724555,14.1,14.2,18,13,12.84703,12.13002,9.9,12.3825325,11.45971167,5.82,2.25,8,3.6,15,140676388.5,323640228.4,Solitary/Pairs,Duck-like,nonmigratory,non-migratory,Thryomanes bewickii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Blue-gray Gnatcatcher,Polioptila caerulea,Polioptila_caerulea,2487596,Invertebrate,0.22,50.258,44.485,1.165,Ground.Understory_Midhigh.Canopy,0,LC,2.6,63.78928,52.1,50.9,48.60093,50.3,50,9.8545,9.9,9.7,15,11,15.73589,15.04799,5.65,6.06,6.05,4.5,2,4.16,3.4,8,31460644.7,220419277.4,Solitary/Flocks,Duck-like,short,Obligate,Polioptila caerulea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Dipper,Cinclus mexicanus,Cinclus_mexicanus,9606873,Invertebrate,80,20,0,0,Water,0,LC,-0.593,99.06488,88.6,83.5,53.455175,47.6,45.2,19.11167,17.2,17,28,19,17.1,16.2,56.29,53.95,59.6,4.08,2,5.1,3.9,4,33783669.1,182508973.9,Solitary,Duck-like,nonmigratory,non-migratory,Cinclus mexicanus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Golden-crowned Kinglet,Regulus satrapa,Regulus_satrapa,2484591,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,0.059,57.33,52.590095,50.7503275,45,42.40634,40.754616,6.875,8.53724,8.34647,16,10,15.68198,14.79622,6.146666667,6.1,6.3,8,2,5.316666667,2.7,6,26286904,183395697.3,Solitary/Pairs,Duck-like,short,Obligate,Regulus satrapa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruby-crowned Kinglet,Regulus calendula,Regulus_calendula,2484597,Invertebrate,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,0.34,60.77853,58.3,53.25,48.312615,46.22,43.53,8.771765,5.82,5.76,16.5,11,15.59988,14.40834,6.3825,6.25,6.7,8,1,5.6,2.8,3,22637553.8,171838785.3,Winter Flocks,Duck-like,long,Obligate,Regulus calendula,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bluethroat,Luscinia svecica,Luscinia_svecica,4408732,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.077798,75.767985,76.5,73.5,53.78591,54,51.5,10.50988,8.8,8.5,23.12913,14,14.50214,14.63957,17.265,17.4,16.7,5.9,1,11.4,4.2,12,3.50E+07,64999999,Solitary,Finch-like,long,Obligate,Luscinia svecica,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Northern Wheatear,Oenanthe oenanthe,Oenanthe_oenanthe,5231240,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-2.523532667,96.4,98.1,94.7,53,54.5,51.5,17.3,17.5,17.1,27,15,15.94265,15.43532,24.03833333,22.675,23.7,5.5,1.75,9.8,4.1,4,1.00E+07,5.00E+08,Solitary/Flocks,Finch-like,long,Obligate,Oenanthe oenanthe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Bluebird,Sialia sialis,Sialia_sialis,2490941,Invertebrate,0,100,0,0,Ground.Understory,0,LC,1.89,98.229295,99.32275,97.0231,71.032685,70.56842,67.087015,14.056795,13.390025,13.405885,29,18,18.83606,17.78756,28.575,30.35,29,4.41,2,8,3.9,7,29036638,209128759.5,Flocks,Gull-like,short,Facultative,Sialia sialis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Western Bluebird,Sialia mexicana,Sialia_mexicana,2490936,Invertebrate,0,100,0,0,Ground.Understory,0,LC,4.93,106.4897,108.5,105.09,72.620745,68.92,64.84,13.662865,11.8,11.6,31,18,18.82346,17.44776,26.745,27.1,25.9,5,2,5.2,3.8,6,30312745.7,197655554.5,Winter Flocks,Gull-like,short,Facultative,Sialia mexicana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain Bluebird,Sialia currucoides,Sialia_currucoides,2490935,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.681,106.37129,114.56,110.53,71.14984,70.45,66.75,14.081195,13.4,13.1,30.9,18,16.9,16.6,29.6,29.1,29.3,5.25,2,9,3.8,0,6.00E+06,234319071.5,Flocks,Gull-like,short,Obligate,Sialia currucoides,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Townsend's Solitaire,Myadestes townsendi,Myadestes_townsendi,2490849,Omnivore,0,0,80,20,Midhigh.Canopy,0,LC,0.375,108.60463,114.4,111.7,84.44005,84.9387,82.983895,13.316445,8.6,8.4,35,21,24.830925,23.39281,33.3375,32.6,32.4,3.83,1.5,8.900020584,4.5,2,20225434.87,100543356.5,Solitary,Gull-like,short,Facultative,Myadestes townsendi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Veery,Catharus fuscescens,Catharus_fuscescens,2490804,Omnivore,0,100,0,0,Ground.Understory,0,LC,-0.519,96.4,98.87739,95.04087,72,73.7,69.1165,14.3,13.5,13.97445,28.5,17.625,18.24143,17.26189,32.10833333,39.7,43.3,4,1.5,10.1,4.3,4,25825648.4,137408575.4,Pairs,Hawk-like,long,Obligate,Catharus fuscescens,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Gray-cheeked Thrush,Catharus minimus,Catharus_minimus,2490826,Invertebrate,0.26,88.282,8.449,0.83,Ground.Understory,0,LC,-2.66,101.94,102.435,100.2,68.79,71.7,70.6,13.60594,13,13.3,31.5,18,18.49331,17.06922,27.5,29.75,31.75,4,1,7.33,4,2,1.20E+07,176302190.4,Mixed Flocks,Hawk-like,long,Obligate,Catharus minimus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bicknell's Thrush,Catharus bicknelli,Catharus_bicknelli,2490800,Invertebrate,0,100,0,0,Ground.Understory,0,VU,-5.4,92.1,92.4,87.5,68.3,68.5,64,12.7,12.7,12.6,30,18,23.66482,20.87221,28.72,30,29.7,4,1,7.34,2.4,0,80000,165688316.5,Solitary/Flocks,Hawk-like,long,Obligate,Catharus bicknelli,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swainson's Thrush,Catharus ustulatus,Catharus_ustulatus,2490821,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.318,98.63,96.55565,92.6666,67.17,66.2,65.029955,12.503655,8.67,11.12515,30,18,17.23113,16.45377,30.18333334,30.45,29.7,3.65,1,11,4.3,6,20898129.3,202475916.4,Pairs/Flocks,Hawk-like,long,Obligate,Catharus ustulatus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Hermit Thrush,Catharus guttatus,Catharus_guttatus,2490810,Invertebrate,0,100,0,0,Ground.Understory,0,LC,0.486,93.85,93.1968,89.57258,71.7,70.21517,66.491155,14.1,13.44076,13.487285,26.5,17,17.22444,16.93642,30.325,29.99429767,30.50658,3.66,2,8.7,4.1,9,33210954.3,213435875.4,Solitary,Hawk-like,long,Obligate,Catharus guttatus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wood Thrush,Hylocichla mustelina,Hylocichla_mustelina,2490872,Invertebrate,0,100,0,0,Ground.Understory,0,NT,-2.68,106.35,107.7,105.8,69.48,70.6,68.6,15.17499,11.2,13.183825,32.73,20.5,21.235915,19.88332,49.37,52.5,47.8,3.5,2,8.9,2.8,0,1.20E+07,99899906.95,Pairs/Flocks,Gull-like,long,Obligate,Hylocichla mustelina,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
American Robin,Turdus migratorius,Turdus_migratorius,9510564,Omnivore,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.145,130.42343,130.7,123.6,97.29504,101.13347,96.583375,23.55,21.520825,20.94106,35.5,26.5,36.164775,36.57984,78.64166667,75,84.9,3.43,2.5,13.91666667,5.3,7,60660848.85,93868142.89,Flocks,Hawk-like,short,Obligate,Turdus migratorius,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Varied Thrush,Zoothera naevia,Zoothera_naevia,2490928,FruiNect,0,100,0,0,Ground.Understory,0,LC,-1.24,126.2767,124.7,122.4,87.219115,87.4,87.1,21.215345,20.7,21.4,35.5,24.75,30.41784,29.29565,78.3625,80.3,78.4,3,2,4.8,3,3,18041914.3,52293876.08,Solitary/Flocks,Duck-like,short,Facultative,Ixoreus naevius,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gray Catbird,Dumetella carolinensis,Dumetella_carolinensis,2494936,Invertebrate,1.93,50.127,39.636,10.127,Generalist,0,LC,-0.046,89.5,91,89.85,94.4,93.25,92.15,11.2,14.5,14.5,27.5,22,26.339395,27.85822,36.55,35.8,34,3.51,2,17,6.3,0,46606465.4,188481185.5,Solitary/Pairs,Duck-like,long,Obligate,Dumetella carolinensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Brown Thrasher,Toxostoma rufum,Toxostoma_rufum,9479809,Omnivore,0,100,0,0,Ground.Understory,0,LC,-0.933,126.36037,105,102,104.86127,126,124,21.6499,24.9,24.4,32,29,32.195275,33.50084,68.725,68,69,3.9,2,12.8,4.2,2,29142360.1,75981959.41,Solitary/Flocks,Duck-like,short,Facultative,Toxostoma rufum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sage Thrasher,Oreoscoptes montanus,Oreoscoptes_montanus,2494973,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-0.527364,99.23717,99.5,96.5,84.7,87.91197,83.86632,12.25,13.948575,14.14484,29,22,23.68893,22.76391,44.2125,45,42.55,4.08,2,11.43820608,4.9,0,15428994.4,106775775.7,Solitary/Pairs,Hawk-like,short,Obligate,Oreoscoptes montanus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Northern Mockingbird,Mimus polyglottos,Mimus_polyglottos,5231677,Omnivore,0,100,0,0,Ground.Understory,0,LC,0.243,108,111,105,115,119,111,17.9,18.3,17.5,35.5,25,30.04071,30.2848,48.5,46.4,50.5,3.91,2.5,20,5.3,3,70826010.2,121370041.6,Pairs,Gull-like,short,Facultative,Mimus polyglottos,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
European Starling,Sturnus vulgaris,Sturnus_vulgaris,9809229,Omnivore,5.02,85.771,5.736,0.315,Ground.Understory,0,LC,-2.7,126.05205,127.75,125.35,64.597335,64.09,62.075,21.34,21.485585,20.27727,41,22,21.82,21.51,78.19291694,81.9,85.7,4.7,1.5,17.6,4.6,12,1.50E+08,60813701.02,Colonies,Hawk-like,nonmigratory,non-migratory,Sturnus vulgaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bohemian Waxwing,Bombycilla garrulus,Bombycilla_garrulus,2484605,Omnivore,0,40,40,20,Generalist,0,LC,-3.95,118.05,118,118.1,61.5,62.4,60.6,17.8,17.8,17.8,37,18,18.79617,18.38781,57.08666667,57.7,59.125,5.25,1,9.416666667,4.6,3,1.40E+07,29999999,Flocks,Finch-like,short,Facultative,Bombycilla garrulus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Cedar Waxwing,Bombycilla cedrorum,Bombycilla_cedrorum,2484609,FruiNect,0,40,40,20,Generalist,0,LC,0.323,98.356695,94.32,92.27,56.49433,53.1,51.7,11.263505,6.765,6.21,30,18,15.72091,15.49995,31.81408334,33,30.7,4,1.9,7.6,4.2,0,26162085.6,235134423.4,Flocks,Finch-like,short,Obligate,Bombycilla cedrorum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
House Sparrow,Passer domesticus,Passer_domesticus,5231190,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-3.98,76.61,79.6,76.6,55.25,56.3,54.9,13.98,15.5,15.6,24,14.3735,16.13641,15.51397,26.9775,28.35,28.75,4.425,3.125,18.855,6,12,8.96E+08,1.31E+09,Flocks,Finch-like,nonmigratory,non-migratory,Passer domesticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Yellow Wagtail,Motacilla tschutschensis,Motacilla_tschutschensis,2490303,Invertebrate,24.08,59.609,19.601,0.15,Water_Ground.Understory,0,LC,-0.831679667,79.05434,79.7,74.5,61.280255,67.05,64.02,13.35566,14.503975,14.29805,20.5,17,15.31801,14.77682,16.55,16,16.675,5.2,1.25,8.8,4.7,4,5.00E+07,1.50E+08,Flocks,Finch-like,short,Obligate,Motacilla tschutschensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
American Pipit,Anthus rubescens,Anthus_rubescens,2490263,Invertebrate,0,100,0,0,Ground.Understory,0,LC,-5.21,92.798065,90.533995,86.55767,58.622795,62.59153,59.73425,11.35179,11.272115,11.06308,26.5,17,15.5,15.1,20.68,22.539673,23.618225,5,1,6,3.7,4,2.00E+07,244637376.4,Flocks,Finch-like,long,Obligate,Anthus rubescens,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sprague's Pipit,Anthus spragueii,Anthus_spragueii,2490268,Invertebrate,0,100,0,0,Ground.Understory,0,VU,-3.24,89.626215,81.2,78.3,57.89117,57.3,56.4,13.13138,8.8,8.6,17.5,17,17.83146,16.79339,25.45,24.1,22.8,4.5,1.5,9.151780167,3.7,0,5.00E+05,999999,Solitary,Finch-like,long,Obligate,Anthus spragueii,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Evening Grosbeak,Coccothraustes vespertinus,Coccothraustes_vespertinus,2494321,PlantSeed,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,VU,-4.6,114.36581,111.3,108.1,61.983445,62.6,61.3,15.35486,15.3,15.1,33,20,22.29611,20.67688,58.4,58.35,60.55,3.5,1.25,15.3,5.5,3,3400000,119058440.7,Flocks,Finch-like,nonmigratory,Facultative,Coccothraustes vespertinus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Pine Grosbeak,Pinicola enucleator,Pinicola_enucleator,2494771,PlantSeed,0,0,100,0,Midhigh.Canopy,0,LC,-1.43,109.3,109.4,109.2,84.85,84.8,84.9,21,21,21,33,18.5,24.979,24.52055,55.8,54.55,54.3,3.9,1,9.8625,4.2,9,4.00E+06,75461137.72,Flocks,Finch-like,nonmigratory,non-migratory,Pinicola enucleator,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Leucosticte_tephrocotis,2494360,PlantSeed,0.35,85.126,9.839,1.29,Ground.Understory,0,LC,-1.032036,103.86704,108.03,102.7,64.64241,70.56,67.54,8.49,9,8.99,33,18.5,16.171,15.7047,24.6,22.03,23.59,4.48,2,6.58,3.5,7,76476623,286181535.4,Flocks,Finch-like,short,Facultative,Leucosticte tephrocotis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
House Finch,Carpodacus mexicanus,Carpodacus_mexicanus,2494446,PlantSeed,0,66,33,0,Ground.Understory_Midhigh.Canopy,0,LC,1.17,83.385665,80.4,78.3,57.763825,59.9,58.8,10.174,8.78,8.6,22.5,15,17.60242,16.95286,21.4,21.05,20.7,4.305,2.5,11.6,4.1,12,184341051.5,289364255.4,Flocks,Finch-like,nonmigratory,non-migratory,Haemorhous mexicanus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Purple Finch,Carpodacus purpureus,Carpodacus_purpureus,2494478,PlantSeed,0,66,33,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.992,82.86492,83.79,80.04,57.201215,59.71,56.27,11.284105,10.64,10.57,24,15,14.6,14.32,24.26666667,25.1,25.55,4.25,1.75,11.8,4.1,2,40507766.1,196723093.7,Flocks,Finch-like,short,Obligate,Haemorhous purpureus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Cassin's Finch,Carpodacus cassinii,Carpodacus_cassinii,2494506,PlantSeed,0,60,40,0,Ground.Understory_Midhigh.Canopy,0,LC,-2.12,94.677435,92.5,89.2,60.341695,61.7,63.2,12.82421,12.8,12.7,26,16,15,14.6,26.9875,28.2,26.9,4.5,1.25,7,4,0,3.00E+06,205324507.8,Flocks,Finch-like,nonmigratory,non-migratory,Haemorhous cassinii,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Common Redpoll,Carduelis flammea,Carduelis_flammea,2494622,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-0.398,67.2632,62.99065833,60.05636,50.725425,50.30871,48.086615,10.57296,10.31341,10.21467,16.5,13,12.95274,12.02781,13,12.9,12.5,5,1.75,10.67,4.5,3,5.00E+07,149999999,Flocks,Finch-like,short,Facultative,Acanthis flammea,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hoary Redpoll,Acanthis hornemanni,Acanthis_hornemanni,5231646,PlantSeed,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.249578,75.081085,73.2,70.26112,57.5,60.4,60.3,8.4,9.31428,9.234375,22.25,14,16.96262,16.13026,15.75,14.4,14.93,4.5,1,4.58,3.8141,2,32495013.2,170384998.3,Flocks,Finch-like,nonmigratory,non-migratory,Acanthis hornemanni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Red Crossbill,Loxia curvirostra,Loxia_curvirostra,9629160,PlantSeed,0,0,100,0,Midhigh.Canopy,0,LC,0.946,97.25,98.3,96.2,57.8,58.4,57.2,22.6,22.9,22.3,26,16.5,18.38721,18.58161,39.83,41.725,41.2,3.7,1.875,11,3.4,21,9.00E+07,179999999,Flocks,Finch-like,nonmigratory,Facultative,Loxia curvirostra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
White-winged Crossbill,Loxia leucoptera,Loxia_leucoptera,8144830,PlantSeed,0,40,60,0,Ground.Understory_Midhigh.Canopy,0,LC,3.62,88,90.1,85.9,58,59,57,19.1,19.6,18.6,26.5,15,21.34024,20.72467,30.745,31.2,34.4,4,1.5,4,3.4,2,1.00E+07,99999999,Flocks,Finch-like,nonmigratory,Facultative,Loxia leucoptera,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Pine Siskin,Carduelis pinus,Carduelis_pinus,2494634,PlantSeed,0,50,50,0,Ground.Understory_Midhigh.Canopy,0,LC,-2.99,73.837215,72.05,70.83,52.18828,47.79,47.06,8.842795,8.99,9.18,20.5,13,16.4146,15.52183,12.875,13.48717467,13.341555,3.5,1.5,9.4,3.9,3,32543585.5,229302757.4,Flocks,Finch-like,short,Facultative,Spinus pinus,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
American Goldfinch,Carduelis tristis,Carduelis_tristis,2494653,PlantSeed,0,66,33,0,Ground.Understory_Midhigh.Canopy,0,LC,-0.332,71.107535,71.1,68.2,52.12296,48.1,46.3,9.890925,10.5,10.2,20.5,13,16.26259,15.41428,12.795,12.55,13.1,5,2,10.70833333,4.1,4,50801865,201578911.3,Flocks,Finch-like,short,Facultative,Spinus tristis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Lapland Longspur,Calcarius lapponicus,Calcarius_lapponicus,2491678,Omnivore,0,80,20,0,Ground.Understory,0,LC,-1.412460667,92.7,96.1,89.3,57.95,59.9,56,12.65,13,12.3,28,15.5,15.32846,14.92307,27.01333333,26.075,25.775,5.25,1,5.5,3.3,3,5.00E+07,199999999,Flocks,Finch-like,short,Obligate,Calcarius lapponicus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chestnut-collared Longspur,Calcarius ornatus,Calcarius_ornatus,2491677,PlantSeed,0,100,0,0,Ground.Understory,0,VU,-6.55,88.71197,87,81.8,55.31339,56.8,52.4,10.422885,9.9,9.8,26,15,15.1598,14.30388,20.2125,20.1,19.8,4.07,1.5,4,2.68,0,3100000,266243987.8,Flocks,Finch-like,long,Obligate,Calcarius ornatus,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Smith's Longspur,Calcarius pictus,Calcarius_pictus,2491684,Omnivore,0,100,0,0,Ground.Understory,0,LC,-1.139642,93.92933,92,87.95,59.05127,63.1,59.4,11.92206,10.6,10.2,27,16,15.65005,15.03657,26.53,24.325,28.3,4,1,5,5.1,0,25553829.67,188228529.3,Flocks,Finch-like,short,Obligate,Calcarius pictus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
McCown's Longspur,Rhynchophanes mccownii,Rhynchophanes_mccownii,6093927,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-6.97,92.234725,91.2,84.3,54.270475,53.8,48.3,12.22853,11.7,11.2,26.5,15,15.47137,14.90967,25.68,25,25.4,3,2,8.5488525,4,0,54299462,321784045.4,Flocks,Finch-like,short,Obligate,Rhynchophanes mccownii,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Snow Bunting,Plectrophenax nivalis,Plectrophenax_nivalis,2491719,PlantSeed,0,100,0,0,Ground.Understory,0,LC,-1.722984,106.9,110,103.8,60.75,63.7,57.8,14.35,14.6,14.1,33.5,16.5,16.42808,15.87092,39.96111111,35.65,38.975,5.115,1.25,9.4,3.9,4,34295049.2,241871361.4,Flocks,Finch-like,short,Obligate,Plectrophenax nivalis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
