threatened,masscentr,rangecentr,Migration,agriculture,climate_change,invasive,resource_use
0,-1.584028339,1.28210208,1,1,0,0,0
1,-1.274955076,-2.959193579,1,1,0,0,0
0,-1.282923246,-0.04239104,3,1,0,0,1
0,-1.496116467,0.04717571,1,1,0,0,0
1,-1.557360092,0.04424878,1,1,0,0,0
0,-0.94645101,1.59117815,1,0,1,0,0
1,-1.506066797,-2.401952707,1,1,1,0,0
0,-1.263120619,-4.114334637,1,0,0,1,0
0,-2.03369954,-9.812067101,1,1,1,1,1
1,-0.21133963,-0.43070751,1,1,0,0,1
0,-0.419189765,0.24107422,1,1,0,0,1
1,-0.64106936,-4.7198687,1,1,0,0,1
0,-2.169655176,2.64644692,1,0,1,0,0
0,-1.263120619,-0.974634228,1,0,0,0,1
1,-0.738276074,0.92262116,1,1,0,0,1
0,-0.159293194,-1.508739209,1,0,1,1,1
1,-0.740598955,1.74384578,1,1,0,1,1
0,0.20773113,-1.788623932,1,0,0,1,1
0,-1.651092569,3.37584714,3,0,1,0,0
0,-1.767431562,-0.15786636,1,1,0,0,1
0,-1.315446438,0.40934084,1,1,0,0,1
1,-1.278931225,0.49964098,1,1,1,1,0
1,-0.122275567,-5.412655828,1,1,0,1,1
0,-1.137957476,-3.328315851,1,0,1,0,0
0,-0.035890952,5.82210198,3,1,0,0,1
1,-1.462049912,-5.134968186,1,1,0,1,0
0,-2.397664917,-0.869483603,1,1,1,0,1
0,-1.531384605,1.70304586,1,1,0,0,0
0,-1.388283762,-2.499586914,1,1,0,0,1
1,-1.100601689,-6.020495523,1,1,1,1,0
0,-0.77851819,3.47633668,1,0,1,0,0
0,1.431771498,4.88130297,2,0,0,0,1
0,-1.42448681,-0.824431274,1,1,0,0,1
1,-0.363437623,-10.94420208,1,0,1,1,0
0,-1.827650422,5.79503318,3,0,1,1,0
0,-0.923851178,0.66895223,1,1,0,0,1
0,-0.63059806,-0.09301344,1,1,0,0,0
1,-1.506066797,-0.05111884,1,1,0,0,1
1,-1.628234431,-0.28681092,1,1,1,0,1
0,-2.000363119,1.07944266,1,1,0,0,1
0,-0.776105644,0.68611634,1,1,0,0,1
1,-1.622600614,-2.260963006,1,1,0,0,0
0,-1.361966453,-1.983950266,1,1,0,1,0
0,0.198681295,-0.70071403,1,1,0,0,1
0,-1.173172382,0.41723405,1,1,0,0,1
1,-0.589776066,-4.639067956,1,1,0,0,1
0,1.798986724,-4.824754174,1,1,0,0,1
1,-1.166029495,1.56828342,1,1,1,0,1
1,-0.812919617,-2.246522349,1,1,1,1,0
1,-1.232230132,-3.017726665,1,1,1,0,1
0,-2.050793973,0.82904089,1,1,0,0,1
1,-0.46050373,-0.06087106,1,1,0,0,0
1,-1.282923246,1.23538628,1,1,0,0,0
0,-1.366304855,-5.362330468,1,1,1,0,0
0,-1.169594561,-1.208301762,1,1,1,1,0
0,-1.600377477,-3.970680342,1,1,1,0,1
0,-1.117408808,0.57103095,1,1,0,0,1
1,-2.008593618,-4.10806487,1,1,1,0,1
1,-1.600377477,-4.193393053,1,1,0,0,1
0,-0.90448681,-2.540943941,1,1,0,0,1
1,1.66571742,3.37863953,2,1,1,0,1
0,-0.952181684,2.3502918,1,1,0,0,0
0,-1.173172382,2.98218314,1,0,1,0,0
0,-1.173172382,-0.38053879,1,0,1,0,0
0,-1.173172382,0.55381727,1,0,1,0,0
0,-1.100601689,0.38060236,1,0,0,0,1
0,-1.466846084,3.01784497,1,0,1,0,0
0,0.508169334,0.45752376,1,0,0,0,1
0,2.170233874,4.56317544,2,0,1,0,0
1,-1.151894984,1.15153335,1,1,0,0,0
0,-0.350759165,-2.981774527,1,1,0,0,1
0,-1.134503241,-8.016043233,1,0,1,1,0
1,-1.282923246,-4.215356006,1,1,0,0,1
1,1.229274264,-5.148731682,1,1,0,0,1
1,-0.817932159,-2.836680561,1,1,0,1,1
0,-0.62644005,2.20722728,1,1,0,0,1
0,-1.716787829,2.21103019,1,1,0,0,1
0,-1.506066797,0.32876987,1,1,0,0,1
1,-2.103903798,-7.607139262,1,0,0,1,0
0,-2.397664917,-0.5189402,1,1,1,0,1
0,0.821210908,-0.819143577,1,1,1,1,1
1,1.411703935,0.77442387,1,1,1,0,1
0,-1.239863757,3.13991943,1,1,0,0,1
0,-0.706309882,0.34498079,1,1,1,0,0
0,2.028495296,2.63118544,1,0,0,0,1
0,-1.466846084,1.37805095,1,0,1,0,0
0,-1.169594561,-3.496106508,1,0,1,0,0
1,-1.323745241,-1.619587854,1,1,0,0,1
0,-1.155409926,-2.028867505,1,1,0,0,0
0,0.019989506,-1.756038767,1,1,0,0,1
0,0.151208444,-2.097072577,1,1,1,0,1
1,-1.124211555,-2.931212548,1,1,0,0,1
1,-1.202265343,-0.78673144,1,1,0,0,1
0,-2.261089382,2.02595614,1,1,0,0,1
0,-1.496116467,2.83873673,2,0,1,0,0
0,-1.17676305,-2.318749852,1,0,0,0,1
0,-0.583793994,1.61954858,1,0,1,0,0
1,-0.742927245,-7.459123216,1,1,1,1,1
0,3.365306429,5.26930139,1,0,0,1,1
0,-1.366304855,-0.53805603,1,1,0,0,1
1,-0.25045076,-6.618715736,1,0,1,1,0
1,-0.63059806,-1.421896754,2,1,0,0,0
1,-1.546888792,-2.723581885,1,1,1,1,0
1,-0.838237425,-7.58319558,1,1,1,1,0
1,-2.169655176,-5.93865547,1,1,0,0,0
0,-0.246186361,3.3984567,1,1,0,0,1
0,0.546132008,-0.12012487,1,1,0,1,1
0,0.189548811,3.44849145,3,0,1,0,0
0,-1.511079339,0.83256985,1,1,0,0,1
0,-1.191256058,-4.606250677,1,0,1,0,0
0,-1.506066797,0.71988014,1,0,1,0,0
0,1.781028266,5.70692915,1,0,1,0,0
0,-1.526269505,0.36686295,1,0,1,0,0
1,0.092310168,-0.909592571,2,0,0,0,1
0,-1.511079339,-2.613587678,1,0,1,0,1
0,0.522739128,5.25678978,3,1,1,0,1
1,-1.496116467,-4.979104844,1,0,0,0,1
0,-1.169594561,2.39383487,1,1,0,0,1
0,0.668684924,2.42642676,1,1,0,0,1
1,-1.100601689,-3.59464246,1,1,0,0,1
1,-1.243702533,-0.29786256,1,1,1,0,1
0,-0.322807035,-3.943256637,2,0,0,1,1
0,-1.187613066,-0.52610426,1,0,1,0,0
0,1.813920529,-1.963607977,1,0,0,1,1
0,1.813920529,-2.602732263,1,0,0,1,1
0,-1.37066216,-3.977492023,1,0,1,0,0
1,-0.322807035,-6.247240295,1,0,1,1,1
0,-2.460578742,2.29836413,1,0,1,0,0
0,-1.087356463,1.73963128,1,0,1,0,0
1,-1.340552359,4.7640985,3,0,1,0,1
0,-0.695136581,3.1491874,1,1,0,0,1
0,-1.11402471,-2.783820207,1,1,0,0,0
0,-2.199213978,1.02233689,1,1,0,0,1
1,-1.263120619,-1.156142598,1,1,0,0,1
1,-0.184310957,3.12031105,1,1,0,0,1
1,-0.548634122,-0.12784122,1,1,0,1,1
1,-1.729210349,-3.627608602,1,0,1,1,0
0,-1.117408808,-5.16356379,1,1,1,0,1
0,-2.016892421,-0.48821589,1,1,0,0,1
0,-1.388283762,-6.575761641,1,1,1,1,0
0,-1.067811867,-1.681957352,1,1,0,0,0
1,-1.11402471,1.23256322,2,1,1,0,0
0,-1.117408808,-1.866760835,1,0,0,0,1
0,-1.722979799,-1.737942753,1,0,1,0,0
0,0.453323513,4.02636266,3,1,0,0,1
1,-0.366632514,-0.42342208,1,1,1,1,1
1,-1.267049897,-7.501455697,1,0,1,1,0
1,-0.673157675,-2.189464082,1,1,0,0,1
0,-1.992199809,-2.851774979,1,1,1,1,0
0,3.210197436,1.34947947,1,1,0,0,1
0,0.474934671,-1.226336526,1,1,0,0,1
0,0.454027987,-2.567007906,1,1,0,0,1
1,2.16896725,-4.143829564,1,0,0,1,1
1,1.712809027,-1.93337058,2,1,0,0,1
1,0.454027987,-2.926164241,1,1,0,0,1
1,0.674350662,-3.908733438,1,1,0,0,1
1,0.755696301,-2.334141775,1,1,0,1,1
1,0.358013333,0.13767277,1,1,0,0,1
1,0.079078422,-4.872415146,1,0,0,1,1
1,1.712809027,-3.624442515,2,1,0,1,1
1,0.474934671,-4.602600965,1,1,0,0,1
0,-0.957945389,4.35937925,1,0,1,0,0
0,-0.940752988,-1.736772761,1,0,1,0,0
1,-1.307215939,-1.038269793,1,1,0,0,1
0,-0.63059806,2.49478593,1,1,1,1,1
0,-0.695136581,1.56290553,1,1,0,0,0
0,-1.127630362,-0.47625271,1,1,0,0,0
0,-1.134503241,-2.009263434,1,1,0,0,0
1,-0.585784044,-5.645657468,1,1,1,0,1
0,-1.388283762,1.86891734,1,1,0,0,1
0,-0.585784044,-4.999198028,1,1,1,0,1
0,-1.029832618,-0.848887629,1,1,0,0,1
1,-2.13155533,-5.492286136,1,0,0,1,1
0,-2.629996894,-0.58469134,1,1,0,0,1
0,-0.94645101,1.18961434,1,1,0,0,0
0,-1.668585727,-2.26187588,1,0,0,0,0
1,-0.949312242,-6.896575967,1,1,1,1,0
0,-0.996241674,6.55788143,3,1,0,1,0
0,0.225588748,5.17179044,3,0,1,0,0
0,-1.011370556,0.9246896,1,1,0,0,0
0,2.620422218,2.93968832,1,1,0,0,1
0,1.66843908,-1.006846842,1,1,0,0,1
1,2.113864427,-3.274881916,1,1,0,0,1
1,2.337998515,2.45768064,1,1,0,0,1
1,2.975861732,2.10936329,1,1,0,0,1
1,2.172130808,-4.278040771,1,1,1,0,1
1,3.725897069,-4.837457629,1,1,0,0,1
0,-1.457276633,-2.797295535,1,0,1,0,0
0,-2.042210229,0.73438573,1,0,1,0,0
0,-1.704517736,-2.37494487,1,0,0,0,1
0,-0.494465886,-0.60606727,1,0,0,0,1
1,-1.34479865,-4.255833216,1,1,0,0,1
1,0.806468626,4.06787113,3,1,0,0,1
0,-1.710633963,6.48277858,1,0,1,0,0
0,0.799513805,4.2914446,3,1,0,0,1
1,-0.151521135,-1.974826472,1,1,0,0,1
1,-1.562637149,0.86663762,1,1,0,0,0
0,1.120050021,5.04746301,1,1,0,0,0
0,-1.662720607,-9.524385028,1,0,1,1,1
1,-2.219416685,-5.257727621,1,1,0,0,1
0,-1.026731841,4.24376689,1,0,0,0,1
0,-0.643176842,-0.996880348,1,1,0,0,1
1,-0.579825735,-5.059519514,1,1,1,1,1
0,-1.023640648,-3.542076279,1,1,0,0,0
1,-1.036063168,-2.305199627,1,1,0,0,1
1,-1.23603966,-5.005467267,1,1,0,0,1
0,-0.225132952,0.46587826,3,1,0,0,1
1,-0.825498399,-2.821493595,1,1,0,0,1
0,-0.843378824,-2.179169179,1,1,0,1,1
1,-0.579825735,-5.336938851,1,1,1,1,1
0,-1.410756618,0.87898389,1,1,0,0,1
0,-1.054991178,2.5625353,1,1,0,0,1
0,-0.848546795,1.11306988,1,0,1,0,0
1,-1.067811867,-0.32657726,1,0,0,0,1
1,-0.890881158,-1.500795731,1,1,1,1,1
0,-1.704517736,-3.802642102,1,1,0,0,1
0,-1.067811867,-4.792219184,1,0,1,1,1
1,-1.327920612,-6.416747767,1,1,1,1,1
1,-0.742927245,-6.055820027,1,0,1,1,0
0,-1.628234431,1.43091166,1,1,0,0,1
1,-1.042332781,-0.98741345,1,1,1,0,1
0,-1.187613066,1.40694171,1,1,0,0,0
1,-1.020558982,-3.368355227,1,1,0,0,1
1,-1.187613066,-10.83657142,1,0,1,1,0
1,-0.688492039,-4.049497503,1,1,0,0,1
1,0.608983172,2.26669287,1,1,1,1,0
1,-0.589776066,-2.196137097,1,1,1,0,1
0,-1.100601689,0.46709378,1,1,0,0,1
1,-0.812919617,-9.804767798,1,0,0,0,1
0,-1.014423993,-2.053653836,1,1,1,0,1
1,-0.35233521,-6.604241112,1,0,0,1,1
1,-1.220887855,-0.825221532,1,1,1,1,0
1,-0.735958576,-9.912150559,1,0,1,1,0
0,-1.020558982,-2.419647416,1,1,0,0,0
1,-0.399155706,-3.966178987,1,1,0,1,1
0,-1.213397183,3.80669328,1,1,0,0,0
0,-2.199213978,-4.035572185,1,1,1,1,1
1,-0.453498447,4.37098349,2,0,0,1,1
0,-1.862741741,1.47101024,1,0,1,0,0
0,-0.599826401,-1.762173506,2,0,0,0,1
0,1.587245804,0.48131416,1,0,0,0,1
0,-0.984301234,-0.88917635,1,1,0,0,0
0,-0.599826401,-0.980543486,2,1,0,0,1
0,-2.159993265,2.72930328,1,0,1,0,0
1,-1.117408808,2.74465882,1,1,0,0,1
0,-1.704517736,-3.203019039,1,0,0,0,1
1,-2.385543556,3.24409788,1,1,0,0,0
0,-2.853140445,2.05145815,1,0,1,0,0
1,-0.822969953,-7.348759563,1,0,1,1,0
1,-0.802969286,-1.773441578,2,1,0,0,1
0,-1.084072387,-3.810860782,1,0,1,0,0
0,-1.036063168,-0.50689685,1,1,0,0,1
1,-1.704517736,-6.147472833,1,1,1,1,1
0,0.985070402,1.96038847,1,0,1,0,0
1,-1.100601689,-0.77400047,1,0,0,0,1
0,-1.704517736,-5.338191147,1,0,0,0,1
0,-0.593784087,1.74749271,1,0,0,0,1
1,-1.224654338,-8.893580978,1,0,1,1,0
1,-1.704517736,-5.848362598,1,1,1,0,1
0,-0.957945389,-4.305113842,1,0,1,0,1
1,-1.220887855,0.07097065,1,1,0,1,1
0,-1.148392353,-2.85181321,1,1,1,0,1
1,-0.94645101,-7.736754952,1,1,1,1,1
1,0.518786554,5.23561229,3,1,0,0,1
0,-0.09630008,-2.732614266,1,0,0,0,1
1,-0.815422747,0.97792574,1,1,0,0,1
1,-1.220887855,-1.098320168,1,1,0,0,0
0,0.07497164,3.81086989,3,1,1,1,1
0,-0.481818924,-1.078477759,1,1,0,1,1
0,-1.243702533,-1.509389042,1,1,0,0,1
1,-0.960839747,0.24968573,1,1,0,0,1
1,-0.540985901,-1.39454207,1,1,0,0,1
0,-0.89358752,0.7705835,1,0,1,0,0
0,-0.086579469,2.16148361,1,0,1,1,0
1,-1.002265789,1.92933262,1,1,0,0,1
0,-0.322807035,-2.94239033,2,0,0,1,1
0,-1.067811867,3.16601309,1,1,0,0,1
0,-1.862741741,0.14831583,1,0,1,0,0
0,-0.09630008,-2.649178484,1,1,0,0,1
1,-0.319748928,-8.095731393,1,0,0,1,0
1,0.030800422,-0.59375711,3,1,0,0,1
0,0.633999366,5.05501896,3,1,1,0,1
0,-1.616998358,6.94462002,3,1,1,1,1
1,-1.026731841,-9.150550464,1,1,1,0,1
0,-0.209970704,-1.330838216,1,0,1,0,0
0,-0.853741611,-1.56135999,1,1,0,0,0
0,-0.764129453,1.20698794,1,1,0,0,1
1,-1.042332781,-0.850529087,1,1,0,0,1
1,-1.144901948,-1.630637679,1,1,1,0,1
0,-0.587778063,5.0366898,3,0,1,0,0
0,-1.680420185,2.73487312,1,0,1,0,0
1,-1.026731841,1.59298848,1,1,0,0,0
1,-0.935087251,0.82528764,1,1,0,0,1
0,-0.138700446,5.79982872,3,0,1,0,0
0,-0.662346758,3.08025145,3,1,0,0,1
0,-0.757011985,3.47053756,2,0,1,1,1
0,-0.509118163,2.2298469,1,0,0,0,1
0,-0.890881158,0.50355654,1,1,1,0,1
0,-2.48689605,-7.181945442,1,1,1,1,1
1,-1.884403238,-3.288795295,1,1,1,0,1
1,-1.183983298,-6.655768352,1,0,0,1,0
0,-1.023640648,3.09263415,1,1,0,0,1
1,-1.026731841,0.07563311,1,1,0,0,1
0,-0.890881158,-1.213206149,1,0,1,0,0
1,-1.134503241,-3.78941806,1,1,0,1,0
0,-1.633900169,3.09927302,1,0,1,0,0
0,-0.921061776,-3.307143039,1,1,0,0,0
0,-1.605887133,-1.580763206,1,0,1,0,1
0,-0.77851819,0.99024153,1,0,0,1,0
1,-0.324339602,-0.63691292,1,1,0,0,0
0,-0.471104536,1.15288809,2,1,0,0,1
1,-0.374664686,-2.288726302,1,1,0,0,1
0,-0.471104536,-1.854264082,1,0,0,0,1
1,-1.481374185,-0.15996572,1,1,0,0,1
1,-0.469329912,-3.182882901,1,1,1,1,0
0,0.737298936,6.26970217,3,1,0,1,1
1,-1.820777542,-4.268894871,1,1,0,1,1
0,-0.923851178,-0.01111175,1,1,1,0,1
0,-1.79374887,-7.642490251,1,1,1,1,0
0,0.103371115,-0.06534668,1,1,0,0,1
1,-0.890881158,-1.762172337,1,1,1,0,1
1,1.385415455,4.70437212,1,1,0,0,1
1,1.385415455,3.92935464,1,1,0,0,1
0,-0.773698904,0.49077364,1,1,0,0,1
0,-0.890881158,1.6680433,1,1,0,0,1
0,-1.536526005,3.23087207,1,0,1,0,0
0,-1.536526005,3.92423589,1,0,1,0,0
0,-0.516525604,3.0068893,1,1,0,0,1
1,-2.059452036,-1.236571136,1,1,0,1,1
1,-0.327411801,-0.49654601,1,1,0,0,1
0,-0.374664686,-1.415390623,1,1,1,0,1
1,-1.594898011,-10.37811378,1,0,1,1,0
0,-0.622299257,-5.744450187,1,0,1,1,0
0,-1.323745241,-2.253078501,1,0,1,0,0
0,-1.800437858,0.78907231,1,1,0,0,1
0,-1.800437858,-5.504690992,1,0,0,1,0
1,-0.88549031,-2.525110462,1,1,0,0,1
1,-0.952181684,-4.442366559,1,1,1,0,1
1,-1.263120619,-0.73501869,1,1,0,0,1
0,-1.04548239,-1.863200604,1,0,1,0,1
0,-0.932266375,-0.52957748,1,1,0,0,1
1,-1.323745241,-1.057314042,1,0,1,0,1
0,-0.788227004,-0.76540945,1,1,0,0,1
1,-1.11402471,-8.228604675,1,0,1,1,0
0,-0.918280133,-4.679160149,1,1,0,1,0
0,-0.717609437,2.59293103,1,0,1,0,0
0,-0.918280133,-1.466396839,1,0,1,0,0
0,-0.307609174,0.44021455,1,1,0,0,1
1,-0.843378824,-3.402223631,1,1,0,1,1
0,-1.294995827,-3.211090837,1,0,1,0,0
0,-1.299052628,-2.119674603,1,1,0,0,0
1,-0.915506206,-5.139820408,1,0,0,1,0
0,-0.75937885,0.54757682,1,1,1,0,0
0,-1.032943041,5.26630996,3,0,0,0,1
0,-0.489026162,-2.976000632,1,1,0,1,1
0,2.17805134,4.58676864,2,0,1,0,0
0,-0.88549031,-1.664240248,1,1,0,0,1
0,-1.323745241,3.12239759,1,1,0,0,1
0,-0.715339289,0.93943705,1,0,1,0,0
0,1.823992556,5.37529741,2,0,0,1,0
0,1.049220649,4.72995168,1,1,0,0,1
0,-0.899022316,5.20728842,3,0,1,0,0
0,-0.73133963,2.85496652,1,0,1,0,0
0,-0.89358752,0.9015479,1,1,0,0,0
0,-0.996241674,3.12030035,1,1,0,0,1
0,-0.708559602,2.00121863,1,1,1,0,0
1,0.620377598,2.24009951,3,1,0,0,1
1,-0.328951447,-0.32258265,1,1,0,1,1
0,-0.034742187,-2.125465939,1,1,0,1,1
0,-0.776105644,0.98840812,1,0,0,0,1
0,-1.929186841,2.16626219,1,1,0,0,1
0,0.821210908,-1.004212214,1,1,0,0,1
1,-0.943597941,-2.200228324,1,0,1,0,0
1,-1.243702533,-3.16547205,1,1,0,1,0
0,-0.368233796,2.15130548,1,0,1,0,0
0,-1.087356463,2.15567949,1,0,1,0,0
0,-0.692916824,2.09524828,1,1,0,0,0
0,-1.278931225,-0.69213969,1,0,0,0,0
0,-0.752294995,0.81572665,1,1,0,0,1
0,-0.361843998,-0.7351317,1,1,0,1,0
1,-1.35334571,0.75856367,1,1,0,0,0
0,-2.527718045,0.15520474,1,0,1,0,0
0,-0.48361587,4.32985381,3,0,1,0,0
1,-0.599826401,-6.416747767,1,1,0,1,0
1,-0.358664345,0.83563794,3,0,0,0,1
0,-0.715339289,2.6830513,1,1,0,0,1
1,-0.161897363,-5.777340341,1,1,0,0,1
0,0.573374744,0.59933205,1,1,0,0,0
0,1.266209376,6.04992689,2,1,1,1,1
0,-0.783360815,0.19368657,1,1,0,0,1
1,-0.695136581,-3.361903423,1,1,1,0,1
0,-0.658054906,4.09648762,1,1,0,0,0
1,-1.704517736,-5.67722294,1,0,0,0,1
0,-1.020558982,-2.84558687,1,1,1,0,1
1,-1.899109386,0.8453809,1,1,0,0,1
0,-0.749944818,-1.290641852,1,1,1,0,1
0,1.688721232,2.76038848,1,0,0,0,1
1,-1.388283762,-2.575100313,1,1,0,1,1
0,-1.084072387,0.06949671,1,0,0,0,1
1,-0.651651469,-6.69749415,1,1,1,1,1
1,1.076420181,-2.128875937,1,1,0,0,1
0,-0.138700446,-3.204570822,3,0,1,0,0
0,-0.292638834,-3.391761999,1,1,0,0,1
1,-0.089000778,-6.967072534,1,1,0,1,1
0,0.679984479,-2.252211783,1,1,0,1,1
1,0.035092274,-6.20293278,1,1,0,1,0
0,1.245362127,4.15619819,1,0,1,1,1
0,-0.256165061,-1.098401425,1,1,0,0,0
0,-0.328951447,-1.332006138,1,0,0,0,1
0,-0.44135606,1.93529083,1,1,0,0,1
1,-0.926648382,-0.75568811,1,1,0,0,1
0,-1.198582098,1.25294202,1,0,1,0,0
0,-0.531507157,-0.46250801,1,1,0,0,1
0,1.494653018,4.46176906,2,0,0,1,0
1,-0.675333954,-2.83563695,1,1,1,0,1
1,-1.357646792,0.40288223,1,0,1,1,0
1,-1.074284381,-1.523741688,1,1,0,0,1
1,-1.323745241,-3.667645679,1,1,1,1,0
1,-0.137427372,-4.238270941,1,1,1,0,1
0,-0.579825735,2.05452821,1,1,0,0,1
0,0.835739009,4.15179437,1,0,0,0,1
1,-0.246186361,-1.724067782,1,1,0,0,1
0,-0.254733422,-4.52657893,1,0,1,0,0
1,-0.390925207,-1.289389343,1,1,0,0,1
0,-0.733646436,-4.380170266,1,0,1,0,0
0,-1.169594561,1.44506868,1,0,0,0,1
0,-0.790669008,3.04794406,1,1,0,0,1
1,-0.455245173,-1.785870571,1,1,0,0,0
0,-1.303125953,-1.818683337,1,0,0,0,0
0,-0.342915988,-0.891913523,1,1,0,0,1
0,-1.299052628,-1.810651947,1,1,0,0,1
1,0.618587087,-5.756625842,1,1,0,1,1
0,-1.162477093,3.0990737,1,1,0,0,1
0,-2.743941153,-3.238039111,1,0,1,0,0
1,-0.771297942,-3.726591919,1,1,0,0,1
0,-0.219592772,-2.215947121,1,1,0,0,1
1,-0.494465886,-7.100117309,1,0,1,1,0
1,-1.00529151,-4.512486796,1,1,0,0,1
0,-1.862741741,3.21622998,1,0,1,0,0
0,-0.531507157,-0.850264169,1,1,0,0,0
1,0.481807551,-2.045088493,2,1,0,0,1
0,-1.107290677,-1.851164463,1,1,1,0,1
0,-0.599826401,-0.42742165,1,0,0,0,1
0,-0.987273004,1.89782096,1,0,1,0,0
1,-0.890881158,-4.270703008,1,1,1,0,1
0,-0.471104536,-1.26357829,1,0,0,0,1
1,-0.450014123,-0.13658333,2,1,1,1,1
1,-1.501079256,-7.90946765,1,0,1,1,0
1,-0.059147815,1.68848217,1,1,0,0,1
1,-1.243702533,-4.603121537,1,1,0,0,1
0,-0.599826401,-2.653382083,1,0,0,0,1
1,-1.169594561,-5.796641539,1,1,0,1,1
0,-0.601848647,-0.60989184,1,0,0,0,1
1,0.824619726,-4.063222549,1,1,0,0,1
1,-0.612021675,-3.879345933,1,1,0,0,1
0,0.824619726,0.64608544,1,1,0,0,1
0,-0.310630324,-3.890429761,1,0,0,0,1
0,-0.662346758,-0.983303622,2,1,0,1,1
0,0.318482495,-2.518728025,1,1,0,0,1
0,-0.599826401,-4.824779171,2,1,0,0,1
0,-0.651651469,-0.08661864,2,0,1,0,0
1,-1.299052628,-1.446634286,1,0,1,0,0
1,-0.63059806,-3.423542634,1,1,0,0,1
1,0.043621111,-4.609429946,1,1,0,0,0
1,-1.307215939,-9.247752792,1,1,1,1,0
1,-0.675333954,-2.767714621,1,1,1,1,0
0,-0.335133847,4.70780575,1,1,0,0,0
1,-1.04548239,0.0880119,3,1,1,1,1
0,-0.845959471,6.51489097,3,0,0,1,1
1,-1.151894984,-2.417344379,1,1,0,0,1
0,-1.061380976,4.10119184,2,0,0,1,0
0,-0.882805744,2.97509077,1,1,0,0,1
0,-0.647405178,-0.56192574,1,1,0,0,1
1,-0.651651469,-0.18530067,1,1,1,0,0
0,-0.61817554,0.37582739,2,1,0,0,1
1,-0.301594118,-1.148764263,1,1,0,0,1
1,-1.100601689,-5.843573749,1,1,0,1,1
1,-1.04548239,0.00374332,1,1,0,0,1
0,-0.579825735,-2.163454774,1,1,0,0,1
0,-0.890881158,-0.980455749,2,0,0,1,1
0,-0.201796272,-0.27384413,1,0,1,0,0
0,-0.740598955,0.09234969,1,1,0,0,1
1,0.824619726,-0.28136021,1,1,0,0,1
1,-0.77851819,-1.858169537,1,0,1,1,0
1,-2.068185716,-7.180890033,1,1,0,1,1
1,0.824619726,-0.863599685,1,1,0,0,1
0,-0.987273004,2.55775026,1,0,1,0,0
0,0.588878931,4.93052687,1,1,0,0,1
1,-0.172382387,1.70203778,1,1,0,0,1
0,0.824619726,-2.104396874,1,1,0,0,1
1,-0.853741611,-5.249934426,1,1,1,1,0
0,0.616194741,2.92888994,1,1,0,0,1
1,-0.880128367,0.37041282,1,1,1,1,0
1,-0.695136581,-4.384152352,1,1,0,0,1
1,0.198681295,4.69021241,1,1,1,0,1
1,-0.740598955,2.84931562,1,1,0,1,0
0,-0.57587316,-0.2175788,1,1,0,1,1
1,-0.291154053,0.98233973,1,1,0,0,1
1,2.22203337,1.72595154,1,1,0,0,1
1,-0.825498399,2.49659293,1,1,1,0,1
0,-0.08537101,2.24258398,1,0,1,0,0
0,-0.467558433,2.73408478,1,1,0,0,1
0,-0.253303829,-1.474234579,1,1,0,0,1
0,-0.272049872,0.50833998,1,0,0,0,1
1,-0.812919617,-1.751778071,2,1,1,1,1
1,-0.788227004,-2.292557466,2,1,0,1,1
1,-0.507274844,-4.432625617,1,1,1,0,1
0,-0.858963555,1.21147997,1,0,1,0,0
1,0.403475707,-1.915116563,1,1,1,1,1
0,-0.424261627,-2.671550204,1,1,0,0,1
0,-1.37066216,4.60332376,3,0,1,0,0
1,-0.54289248,-2.589902221,1,1,1,0,1
0,-0.907230296,0.64665922,1,1,0,0,1
1,0.562692896,0.64727491,1,1,1,1,0
0,-0.589776066,-0.1256293,1,1,0,0,0
1,-0.550555352,-1.010721135,1,1,1,0,1
0,-0.550555352,0.15045294,1,1,0,0,1
0,-0.972501687,0.15466418,1,0,1,0,0
0,-0.446541897,2.97550471,1,1,0,0,1
0,1.031590418,2.07385666,1,1,0,0,1
1,-1.415312434,-10.16404352,1,0,1,1,0
0,0.268885553,0.01681255,1,1,0,0,1
1,-1.103940591,-3.28226332,1,1,1,0,0
0,0.52863885,-1.291643966,1,1,0,0,1
1,-0.848546795,-2.295480354,1,1,0,1,1
0,-1.137957476,-0.41387592,1,0,1,0,0
1,-0.585784044,-2.487012256,1,1,0,0,1
0,-0.63059806,-2.75393907,2,0,1,0,1
0,-0.63059806,2.88284906,1,1,0,0,1
0,0.439843352,-0.3074254,1,0,0,0,1
1,-0.272049872,-6.728713136,1,1,1,1,1
1,-0.450014123,-3.136354745,1,1,0,0,0
1,-0.589776066,-5.493944268,2,1,0,1,1
0,-0.272049872,-1.704696851,1,0,0,0,1
1,-0.67751498,3.3261029,1,1,0,0,1
1,-0.065047537,-4.150277432,1,1,0,1,0
1,-1.992199809,-9.93260117,1,0,0,1,0
1,-1.992199809,-8.083300746,1,0,1,1,0
1,-1.183983298,-8.083300746,1,0,1,1,0
0,-0.926648382,1.91826104,1,1,0,0,1
0,-0.195034921,-0.67458144,1,1,0,0,0
0,-0.225132952,-6.243308578,1,1,1,1,0
0,-2.016892421,-1.963349205,1,0,0,1,0
0,-0.788227004,-2.36730876,1,1,1,0,1
0,-0.050946245,-1.618557501,2,1,0,0,1
1,0.123173742,1.05662958,1,1,1,0,1
0,-0.373053082,5.83115154,3,1,1,1,1
0,-1.051811525,1.18835673,1,1,0,0,1
0,0.260374864,4.48038944,2,0,0,0,1
