threatened,masscentr,rangecentr,Migration,agriculture,climate_change,invasive,resource_use
1,-1.496116467,-6.120718171,1,0,0,0,1
0,-1.976070427,0.40543932,1,1,0,0,0
0,-2.209264314,2.90566219,1,0,1,0,0
0,-2.555888922,1.01432778,1,0,1,0,0
0,-2.159993265,3.96316675,3,0,1,0,0
0,-2.179411351,5.74334301,3,0,1,0,0
0,-0.024462257,-2.365727799,1,1,0,0,1
0,0.604146403,-3.156688038,1,1,0,0,1
1,0.093320779,-0.71600725,1,1,0,0,1
1,-0.024462257,-3.054487506,1,1,0,0,1
1,-0.297106452,-8.128521216,1,1,0,0,0
0,-0.318223375,3.91572483,3,0,1,0,1
0,0.151208444,-4.82290616,1,1,0,0,1
1,-2.059452036,1.33653198,1,1,0,0,0
0,-1.936849714,-2.992014747,1,0,0,0,0
0,-1.862741741,-0.58430933,1,1,0,0,1
0,-1.877130479,-2.439988213,1,1,0,0,1
1,-2.447675337,0.12185568,1,1,0,0,1
0,-2.113036282,0.65158564,1,0,1,0,0
0,-2.050793973,-0.49683984,1,1,0,0,1
0,-2.710039602,1.84072726,1,1,0,0,0
0,-2.016892421,0.54859025,1,1,0,0,0
1,-1.729210349,3.04575992,2,1,0,1,0
0,-2.059452036,-2.938482451,1,1,0,0,1
0,-2.122252937,-2.358675024,1,1,0,0,1
1,-1.9523539,-8.526868857,1,1,0,0,0
1,-2.03369954,-1.501490861,1,1,0,0,1
0,-2.000363119,-0.49931032,1,1,0,1,1
1,-1.457276633,2.03487374,1,1,0,0,1
0,-1.992199809,3.1248605,1,1,0,0,1
0,-1.716787829,-4.278142059,1,1,0,0,1
0,-1.315446438,4.43357316,1,0,0,0,0
1,-2.016892421,-2.078576001,1,1,0,0,1
1,-1.936849714,-4.010668305,1,1,1,0,0
1,-1.968102257,-4.871576571,1,0,0,1,0
0,-1.557360092,2.78002785,1,1,0,0,0
1,-1.299052628,0.75210905,2,1,0,0,1
1,-2.422357529,2.71552453,3,1,0,0,0
1,-1.100601689,-9.148661889,1,0,1,1,1
1,-2.209264314,-0.22478119,3,1,1,1,1
0,-1.936849714,-1.333478431,1,0,1,0,1
0,-2.008593618,-1.037554754,1,1,0,0,1
1,0.234399377,1.09888916,1,1,0,0,1
0,-0.890881158,0.77300637,1,1,0,0,0
1,-1.960197078,0.52359656,1,1,1,0,1
0,-2.179411351,0.73355924,2,0,1,0,0
0,-1.656889687,-0.3172112,1,1,0,0,0
0,-2.373567365,0.31782096,1,0,1,0,0
0,-2.282595587,-2.039746326,1,1,1,0,1
1,-1.877130479,0.36327783,1,1,0,1,1
0,-1.17676305,2.35330923,1,1,0,0,0
1,-1.80717189,-1.897417272,1,1,0,0,1
1,-1.968102257,-4.136782087,1,1,1,0,0
0,-1.526269505,0.14894093,1,1,1,0,1
1,0.277324422,-5.211670194,1,1,1,1,1
0,-1.899109386,-0.21699872,1,1,0,0,1
1,-1.936849714,-2.509153616,1,1,0,0,1
1,-0.16450833,-5.347760196,1,1,0,0,1
1,2.201389042,0.32191232,1,1,0,1,1
0,-1.79374887,-0.7008754,1,1,0,0,1
0,-1.686390352,-1.344663804,1,0,0,0,1
0,-1.862741741,-5.506814712,1,0,1,0,0
0,-0.918280133,5.19743921,1,1,0,1,1
1,-0.129822772,-4.297398429,1,1,0,0,1
0,-0.681891354,0.2720712,1,1,0,1,1
1,-2.008593618,-1.467067586,1,0,0,0,1
0,-1.656889687,-8.772554346,1,1,0,1,1
0,-1.662720607,2.05212388,1,1,0,0,1
0,-1.760959047,3.34336532,3,0,0,1,1
1,-1.921582241,1.30075539,1,1,0,0,0
0,-2.094853963,6.05612747,1,0,1,1,1
1,-1.410756618,-6.850046931,1,1,1,0,1
0,-1.457276633,-0.5072074,2,1,0,0,1
1,-0.830574552,-5.903713824,2,0,0,1,0
0,0.277324422,1.12525351,1,1,0,0,1
0,0.161640023,-3.950227406,1,0,0,0,1
1,-1.668585727,-1.827395967,1,1,0,1,0
1,-1.600377477,-2.570139454,1,1,1,1,1
1,-1.457276633,-1.730993101,1,0,1,0,1
0,-0.267692566,-0.998423251,1,1,0,1,1
0,-0.298600104,6.84676894,3,1,0,0,1
0,-0.084164009,-0.921609136,1,1,0,0,1
0,-1.169594561,-2.791333145,1,0,0,1,0
0,-2.199213978,-1.635166769,1,0,1,0,0
0,-2.199213978,0.45079674,1,0,1,0,0
1,-1.848557106,-6.366683427,1,1,1,1,1
0,-1.929186841,0.10940699,1,1,0,0,1
0,-1.891729278,-2.366187496,1,1,0,0,0
0,-1.656889687,5.98966854,3,1,0,1,1
1,-1.00529151,-1.107100817,1,1,0,0,1
1,-2.282595587,-0.76681305,1,1,0,1,1
1,-1.243702533,-10.83657142,3,1,0,0,1
1,-1.820777542,-3.506065908,1,1,1,0,1
0,0.052077821,-3.910314878,1,1,0,0,1
0,-2.085885293,-2.757462457,1,1,0,0,1
0,-1.202265343,-0.50847628,1,1,0,0,1
0,-0.972501687,0.62081523,1,1,0,0,1
1,-2.513924723,-5.388735072,1,1,1,0,0
1,-2.460578742,-5.908726366,1,1,1,0,0
0,-2.261089382,0.60469615,1,1,0,0,1
1,-0.289671473,-4.605005872,1,1,1,0,1
1,-2.103903798,-8.939961767,1,1,1,1,0
0,0.20773113,-2.259391503,1,1,0,0,1
1,-1.884403238,-2.603111642,1,1,0,0,1
1,-2.103903798,-1.211483304,1,1,1,0,0
1,-1.748138359,3.78060598,1,1,0,1,0
0,-1.869910231,-0.893045688,1,1,0,0,1
1,-1.093957147,-5.937057722,1,0,1,0,1
0,-1.557360092,-4.624824551,1,0,1,0,0
1,0.468014229,-7.168832219,1,1,1,1,1
0,-1.936849714,-1.168988984,1,1,0,0,0
1,-1.9523539,-1.448136949,1,1,0,0,1
1,-1.501079256,0.74686805,2,1,0,0,1
0,-2.261089382,-4.180920966,1,1,0,0,1
1,-2.271784671,-7.989055088,1,1,1,0,0
1,-1.375038535,0.93864256,1,1,1,0,1
1,-2.13155533,-1.949600923,1,1,0,0,1
0,-1.841539534,0.13379237,1,0,1,0,0
1,-2.068185716,-3.619734575,1,1,1,0,1
0,-1.433746136,-1.511897945,1,1,0,0,1
0,-2.094853963,-3.263884734,1,0,1,0,0
0,-1.729210349,5.47237377,1,0,0,0,1
1,-1.79374887,-1.026573509,1,1,0,0,1
0,-0.399155706,3.33461311,1,1,0,0,1
1,-1.827650422,0.39413783,1,1,0,0,0
1,-0.297106452,-3.938619133,1,1,1,1,1
0,-0.342915988,4.66124071,3,0,1,0,0
0,-2.068185716,-0.57211032,1,0,0,0,1
0,-1.33211349,3.08907891,1,1,0,0,0
0,-1.401706782,-1.013757299,1,1,0,0,1
0,-0.918280133,-4.519959451,1,0,1,1,0
0,-1.748138359,-4.600781091,1,0,0,1,0
0,-1.303125953,-3.882896953,1,0,0,1,1
0,-2.122252937,0.53838624,1,1,0,0,0
0,-1.976070427,0.65212847,1,1,0,0,0
0,-1.516117133,-1.058116778,1,0,0,0,1
0,-0.02673757,-1.562121507,1,1,1,0,1
0,-0.390925207,-1.049333383,1,0,0,0,1
0,-1.754528157,3.34122982,1,0,0,1,1
0,-1.213397183,-1.378838584,1,0,1,0,0
0,-1.813951577,-4.724538601,1,1,1,1,1
0,-0.764129453,-1.806959178,1,1,0,0,1
0,-0.35549477,-1.349330095,2,0,1,1,0
0,-1.820777542,0.15684337,1,1,0,0,0
0,-0.101196051,2.44889731,1,1,0,0,1
0,-2.025260671,-2.79649937,1,1,1,0,1
0,-2.025260671,-0.985222307,1,0,0,0,1
0,-1.282923246,0.57292251,1,1,0,0,0
0,-1.48626417,-5.96840922,1,0,0,0,1
0,-1.584028339,-3.824860691,1,1,0,0,0
0,-1.33211349,4.36938456,1,1,0,0,0
0,-0.35549477,-1.507982812,2,0,1,1,0
0,-1.735479962,-1.682972019,1,1,0,0,1
0,-1.9523539,-6.762846142,1,1,0,0,0
0,-0.64952607,-0.32756059,1,1,0,0,1
0,-0.643176842,1.24194588,1,1,0,0,1
0,-2.304574494,-1.622820541,1,1,0,0,0
0,-2.797050979,-0.919445657,1,1,0,0,1
0,-2.169655176,-4.2553239,1,1,0,0,1
0,0.796518296,1.91888376,1,1,0,0,1
0,-0.918280133,-4.694029421,1,0,1,1,0
0,-1.557360092,1.8968326,1,1,1,0,0
0,-0.052113788,1.46937113,1,1,0,0,1
0,-1.716787829,-2.420529924,1,1,0,0,1
0,-0.516525604,-1.301560685,1,1,0,0,1
0,-0.516525604,-2.670262389,1,1,0,0,1
0,-1.388283762,1.98512411,3,1,0,0,1
0,-1.754528157,0.67004377,1,0,0,0,1
0,-1.213397183,-4.171004696,1,0,1,0,0
0,-1.327920612,-3.122677428,1,0,0,1,0
0,-1.327920612,-3.658602074,1,0,0,1,1
0,-1.303125953,-3.877647852,1,0,0,1,0
0,-2.016892421,-3.674245114,1,0,1,0,0
0,-1.340552359,-2.244632411,1,1,0,0,0
0,-1.032943041,-1.921514726,1,1,0,0,1
0,-2.122252937,-5.322649047,1,1,1,1,1
1,-0.764129453,-1.984233401,1,1,0,0,0
1,-0.764129453,-1.802145417,1,1,0,0,0
1,-2.122252937,0.33715997,1,1,0,1,1
1,-0.219592772,-4.080090008,1,1,0,0,1
1,-0.219592772,-5.163633946,1,0,0,0,1
1,-1.516117133,-2.662696702,1,1,0,0,0
1,-0.817932159,-3.072470412,1,1,0,0,0
1,-2.122252937,-6.201149188,1,1,0,0,1
1,-1.813951577,-5.443175809,1,1,1,1,1
1,-2.122252937,-2.108634501,1,1,0,0,1
1,-0.835676604,-0.71939755,1,1,0,0,1
1,-1.668585727,-5.106471634,1,1,0,1,0
1,-0.605905448,-2.065807615,1,1,0,1,1
1,-2.250507272,-1.96301333,1,1,0,1,1
1,-1.303125953,0.45695602,1,1,0,0,1
1,-1.303125953,-5.744638317,1,0,1,1,0
1,-0.417504845,-5.45235724,2,1,1,0,1
1,0.796518296,-0.38832247,1,1,0,0,1
1,-0.219592772,-5.550626189,1,1,0,0,0
1,-1.704517736,-0.856150224,1,1,0,0,1
1,-1.936849714,-2.436106971,1,1,1,0,1
1,-1.710633963,-5.374817175,1,1,0,0,0
1,-1.180366658,-4.117989688,1,1,0,0,1
1,-0.662346758,-4.337843707,3,1,1,1,1
1,-0.647405178,-3.689477901,1,1,0,1,1
1,-1.397212393,-4.122537116,1,1,0,0,1
1,-1.668585727,-5.799950171,1,1,0,1,1
1,-0.695136581,-1.127880463,2,1,0,0,0
1,-2.282595587,-4.429422053,1,0,1,0,0
1,-1.557360092,0.55229659,1,1,1,0,1
1,-1.286931268,-2.735416379,1,1,0,0,0
1,0.755696301,-0.02362273,1,0,0,0,1
1,-0.516525604,0.71973593,1,1,0,0,0
1,-1.187613066,-4.523245224,1,1,1,0,1
1,-1.628234431,-8.343197316,1,1,1,1,1
1,-0.890881158,-2.444751731,1,1,1,0,1
1,0.755696301,-2.423365535,1,0,0,1,1
1,-1.169594561,-5.377159605,1,1,0,1,0
0,-1.773946243,-9.239453989,1,1,1,1,0
1,-0.371444071,2.80409613,1,1,1,1,1
1,-1.79374887,-3.598631851,1,1,1,0,1
0,-1.848557106,0.04990874,1,1,0,0,1
0,-2.219416685,-1.537946415,1,1,0,0,1
1,-0.681891354,-4.501879078,1,1,1,1,0
0,-1.710633963,1.97172406,1,0,1,0,0
0,-1.914035036,-0.30616452,1,1,0,0,0
1,-2.350036868,-7.538469545,1,0,0,1,0
1,-2.016892421,-7.801324125,1,0,1,1,0
0,-0.579825735,-4.506050512,1,0,1,1,0
1,-1.680420185,-1.327596164,1,1,0,0,1
1,-1.388283762,-0.79268681,1,1,0,0,0
1,-1.600377477,-0.20356417,1,1,0,0,1
0,-1.557360092,2.70532481,1,1,0,0,1
0,-2.059452036,1.70472294,1,0,1,0,0
1,-1.433746136,0.22969108,1,1,1,0,1
0,-1.457276633,-0.819362582,1,0,0,0,1
0,-1.457276633,-2.442879621,1,0,0,0,1
1,-1.42448681,-6.097334268,1,0,0,0,1
0,-1.220887855,-1.369011862,1,1,0,0,0
0,1.086572552,2.06852316,1,0,0,0,1
0,-1.567942201,1.51732834,2,0,1,0,0
0,-1.841539534,-1.992308657,1,1,0,0,1
1,-1.303125953,-1.246704206,1,1,0,0,1
0,-1.891729278,2.85306543,1,1,0,0,1
0,-2.282595587,-0.933199688,1,1,0,0,1
0,-0.932266375,3.52927604,3,1,1,0,0
0,-2.315747794,-2.422849371,1,0,0,0,1
0,-1.496116467,2.15007656,1,0,1,0,0
0,-1.716787829,2.82113009,1,1,0,0,1
0,-1.748138359,-1.148520583,1,1,0,0,1
0,-2.304574494,1.84436614,3,1,0,1,0
0,-1.600377477,3.13294069,1,1,0,0,1
0,-2.229673185,1.2965933,1,0,1,0,0
0,-1.336324023,1.60386111,1,1,0,0,1
1,-0.874795021,0.81895862,1,1,0,1,1
0,-0.757011985,2.85918104,2,0,0,0,1
1,-0.63896631,2.73173693,1,1,0,1,1
1,-1.787104327,-6.396203678,1,1,1,0,1
1,-1.239863757,-1.924268592,1,1,0,1,0
1,-1.877130479,1.03846846,3,1,1,1,1
1,-2.373567365,-3.448003787,1,1,0,0,0
0,-1.290955418,1.58389234,1,1,0,0,1
1,-1.773946243,-0.13884709,1,1,0,0,0
0,-1.862741741,-3.689453805,1,1,0,0,0
0,-1.729210349,-2.351884551,2,0,1,0,0
0,-1.379434147,-0.27387263,1,0,0,0,0
0,-2.373567365,0.29644106,1,1,0,0,0
0,-0.184310957,2.39325481,1,1,0,0,1
0,-1.17676305,5.14345296,3,0,1,0,0
0,-1.79374887,-3.203295614,1,0,1,0,0
0,-0.366632514,2.63986206,1,0,0,0,1
1,-1.622600614,2.961489,1,1,0,0,1
0,-0.409122566,3.7380254,2,1,0,0,0
0,-1.526269505,-0.14450035,1,1,0,1,0
1,-2.32704735,-0.72912937,1,1,0,0,1
0,-2.113036282,4.68285258,3,0,1,0,0
0,-1.936849714,5.98453424,2,0,1,0,0
0,-2.016892421,0.95258182,1,1,0,0,1
0,-1.79374887,3.23524034,1,1,0,0,1
1,-1.800437858,-3.583397163,1,1,1,0,1
0,-1.466846084,1.54632971,1,1,0,0,1
0,-1.704517736,-0.41788892,1,1,0,0,1
0,-1.557360092,-1.079474848,1,0,1,0,0
1,-2.373567365,-2.79904142,1,1,0,0,1
0,-0.289671473,-2.146397781,1,1,0,0,1
0,-1.729210349,0.24040096,1,1,0,0,1
0,-1.716787829,-0.70034406,1,1,1,0,1
0,-1.392738112,1.41825738,1,1,0,0,0
1,-1.303125953,-3.344732466,1,1,0,0,1
1,-1.645328865,-6.566731263,1,1,0,1,1
0,-1.457276633,-1.972703114,1,1,0,0,1
0,-1.760959047,2.1201963,1,1,0,0,0
0,-1.57863749,2.84967738,1,1,0,0,1
0,-0.932266375,2.72731076,2,1,0,0,0
0,-1.80717189,-1.999085741,1,1,1,0,0
0,-1.767431562,0.83578795,1,0,1,0,0
0,-2.229673185,0.60814775,1,1,0,0,1
1,-1.729210349,-5.472122412,1,1,0,0,1
0,0.2247034,5.48286234,3,1,0,0,0
0,-0.872138977,0.569702,1,1,0,0,0
0,-1.594898011,2.05666149,1,1,0,0,0
1,-1.748138359,-2.568357773,1,1,1,0,0
0,-1.546888792,2.30446043,1,1,0,0,0
1,-0.253303829,-7.607139262,1,0,1,1,0
0,-1.722979799,-3.877667242,1,0,1,0,0
0,-0.932266375,-1.635795002,1,0,0,0,1
1,-1.729210349,-2.288726302,1,1,0,0,1
1,-1.692396376,-5.357506862,1,0,1,1,1
1,-0.092643769,-1.090462367,1,1,0,0,0
1,-1.406221462,-6.918039032,1,0,1,1,0
0,-1.884403238,-2.076627344,1,0,1,0,0
1,-1.224654338,-1.398597995,1,1,1,0,0
0,2.126771266,5.92599372,2,1,0,1,1
1,-1.243702533,-1.757937864,1,1,0,1,1
1,-1.680420185,-5.596283192,1,1,0,0,1
1,-1.438408149,1.76401547,1,1,0,0,0
1,-0.94645101,-3.045812087,1,0,0,0,1
1,-1.042332781,-2.811555683,1,1,0,1,1
0,-2.076996345,-1.444109338,1,1,1,0,1
0,-1.429105756,-5.267409363,1,0,1,0,1
0,-1.087356463,0.66897803,1,1,0,0,1
0,-1.036063168,2.20590543,2,1,0,0,1
0,-1.729210349,2.50258729,1,1,0,0,1
1,-1.704517736,-0.75568811,1,1,0,0,1
1,-1.481374185,-3.191198118,1,1,1,0,1
0,-1.992199809,2.96712412,1,1,0,0,0
0,2.266809077,2.09004825,1,1,0,1,1
0,-2.113036282,-5.363829238,1,1,1,0,0
1,-0.828033255,1.7546561,2,1,0,0,0
0,-0.75937885,4.91897921,3,0,1,0,0
0,-1.827650422,-4.30097477,1,0,1,0,0
1,-2.016892421,0.00097321,2,1,0,0,1
1,-2.361732908,-2.889553137,1,1,0,0,1
1,-1.611427313,3.37549645,1,1,0,0,0
1,-1.158937266,1.83557998,1,1,0,0,0
1,-0.577847495,0.15400531,1,1,1,1,0
0,-2.397664917,1.03279718,3,0,1,0,0
0,0.015632201,-4.889549356,1,1,0,1,0
0,0.418181855,0.9225445,1,1,0,0,1
0,-1.877130479,0.81670437,1,1,0,0,0
0,-1.278931225,3.29242355,1,0,0,0,1
0,-1.600377477,1.1900527,1,1,0,0,0
0,-1.531384605,0.95515301,1,1,0,1,1
0,-0.230703997,4.69689887,1,1,1,1,1
1,-1.735479962,-3.254987009,1,1,1,1,1
0,-0.972501687,1.24735521,1,1,0,0,1
0,-1.680420185,-1.710252833,1,0,1,0,0
1,-1.741789131,-2.097177159,1,1,0,0,1
1,0.318482495,-3.562693111,1,1,0,0,1
0,-1.481374185,-1.059013322,1,0,1,0,0
0,-1.557360092,-1.293172062,1,1,0,0,1
0,-1.127630362,2.46603851,1,1,0,0,1
0,-1.651092569,0.15323325,1,1,0,1,1
1,-1.017486783,-5.717539405,1,1,1,1,0
0,-1.662720607,-3.353797716,1,0,0,0,0
0,-1.611427313,0.10065043,1,1,0,0,1
0,-0.297106452,-3.164806407,1,1,0,0,0
0,-0.503598369,-2.226789743,3,0,1,1,0
0,-1.552110736,-5.16929769,1,1,0,1,0
0,-1.361966453,-1.302138327,1,1,0,0,1
0,-1.79374887,-2.343353137,1,1,0,0,1
1,-0.239119194,1.33112914,3,1,0,0,1
0,-1.79374887,-2.770126797,1,1,0,0,1
0,-1.79374887,-4.723295677,1,0,1,0,0
1,-1.020558982,-1.460122698,1,1,0,0,0
1,-1.589448406,-4.502078186,1,1,0,0,1
1,-2.240035973,-5.528354236,1,1,1,0,1
0,0.277324422,5.4571458,3,1,0,0,0
0,0.017813227,4.94955362,2,1,0,0,0
1,-1.729210349,-2.497324064,1,1,0,0,1
1,-1.134503241,-3.8156059,1,1,0,0,1
0,-0.566059539,4.34911396,2,1,0,0,0
1,-1.63959819,1.24988545,1,1,0,0,0
1,-1.594898011,-6.104498905,1,1,1,0,0
1,-1.729210349,2.14458411,1,1,0,0,1
1,-1.686390352,0.7546598,3,0,1,0,1
1,-2.83409225,-1.840766346,1,0,1,0,1
0,-1.611427313,2.18799033,1,1,0,0,1
0,-2.094853963,1.99319207,1,0,1,0,0
0,-2.32704735,-1.41523444,1,0,1,0,0
0,-2.338476045,0.54144608,1,0,1,0,0
0,-2.397664917,-0.58546732,1,1,0,0,0
0,-2.094853963,-3.862980627,1,1,1,0,0
1,-1.633900169,-1.496505099,1,0,1,1,0
0,-1.827650422,-5.536317152,1,1,0,1,1
1,0.399765128,-0.72876371,1,0,0,1,1
1,-3.403186782,1.27267781,1,1,0,0,1
1,-2.933183153,-2.502597328,1,1,0,0,0
1,-2.629996894,-2.413666479,1,1,0,0,0
1,-2.933183153,-2.867527859,1,1,0,0,1
1,-1.158937266,-4.883540138,1,1,1,0,1
0,-2.008593618,-4.692298198,1,0,1,0,0
0,-2.059452036,-1.710874542,1,1,0,0,1
0,-1.511079339,-0.78549549,1,1,0,0,1
0,-1.032943041,-2.65381254,1,1,0,0,1
1,-1.589448406,-2.006264143,1,1,1,0,1
0,-0.558277399,5.17984224,3,1,1,1,1
1,-1.841539534,-4.935165557,1,1,1,0,1
0,-2.570277659,-4.177997275,1,1,0,0,0
1,-1.457276633,-2.337581684,1,1,0,0,1
1,-1.710633963,-3.520511528,1,1,0,0,0
0,-1.584028339,-5.5466566,1,1,1,0,0
0,-1.516117133,-1.177252385,1,0,0,0,1
1,-2.150423814,-3.54344962,1,0,0,0,1
0,-1.457276633,-2.566466901,1,0,1,0,0
1,-2.113036282,-5.103428298,1,1,1,0,1
0,2.170233874,4.45396588,2,1,0,0,1
0,-1.686390352,-0.62263949,1,1,0,0,1
0,-1.562637149,-3.503748503,1,0,1,0,0
1,-2.422357529,-5.971079868,1,1,0,1,0
0,-1.481374185,0.56909422,1,1,1,0,1
1,0.604146403,-6.069785771,1,1,0,0,1
0,-1.511079339,-1.508739209,1,1,0,0,1
0,-1.600377477,3.04528654,2,0,1,0,0
0,-1.79374887,-4.942871591,1,0,0,0,1
0,1.046498501,-0.78321786,1,1,0,0,1
1,-1.166029495,1.94032733,1,1,0,0,1
1,-1.541693975,-1.170560513,1,1,0,0,1
1,-1.506066797,-0.22471009,1,1,0,1,0
1,-2.085885293,-5.627196791,1,1,0,0,1
1,-1.180366658,-2.122496518,1,1,0,0,1
1,-1.516117133,-10.83657142,1,1,1,1,1
0,-1.651092569,-2.703229623,1,0,1,0,1
0,-1.57863749,-1.087561384,1,1,0,0,1
1,-1.496116467,-5.915027584,1,0,1,1,0
0,0.258663999,-4.254037617,1,0,0,0,1
1,-1.622600614,-0.42066635,1,1,0,0,0
1,0.234399377,-2.982661519,1,1,0,0,1
1,-1.984102598,-2.269665261,1,1,0,1,0
0,-1.611427313,1.15183931,1,1,0,0,1
1,-1.286931268,-2.324831845,1,1,0,0,1
1,-0.724450969,3.77239376,1,1,0,0,0
0,0.720716582,0.60998833,1,1,0,0,1
0,-1.992199809,-2.980101681,1,1,0,0,1
0,-1.662720607,-2.73746345,1,1,0,0,1
1,-0.722165254,-5.229194961,1,0,0,1,1
1,-0.929453433,-5.911760821,1,1,0,1,0
1,-0.722165254,-5.915697103,1,1,0,1,1
1,-1.457276633,0.68416358,3,1,0,0,0
0,-1.217135506,2.65845017,3,0,1,0,0
0,-1.69843869,-7.811181278,1,0,0,0,1
0,-1.936849714,1.47629302,3,1,1,1,0
1,0.52863885,1.71652554,1,0,0,1,0
1,-1.729210349,-7.677402268,1,1,1,1,0
0,-1.471665371,-1.486554288,1,1,0,0,1
0,-1.567942201,-0.76792577,1,1,0,0,1
1,-1.557360092,-8.115007497,1,1,1,0,1
1,-1.976070427,-2.034128702,1,1,1,1,1
1,-1.516117133,-7.628777175,1,1,0,0,0
0,-1.63959819,-0.60513583,1,0,0,0,1
0,-1.692396376,-1.762166492,1,0,1,0,0
1,-1.936849714,-4.55898852,1,1,0,0,1
0,-0.915506206,-4.405651212,1,0,0,1,0
0,-1.506066797,-2.667749548,1,0,1,0,0
0,-1.419889101,-0.55306635,1,1,0,0,0
0,-0.773698904,2.63213734,1,0,1,0,0
0,-1.127630362,1.64625615,1,1,1,1,0
1,-1.228435061,-1.135530456,1,1,0,0,1
1,-0.392565896,1.12054864,1,1,0,0,1
0,-0.62436751,0.98839595,1,0,0,1,1
1,-2.199213978,0.96013351,1,1,0,0,1
1,-2.32704735,-2.425539516,1,1,1,0,1
1,-1.541693975,-3.781425868,1,1,1,0,0
0,-1.780503643,2.97062811,1,0,1,0,0
0,-1.169594561,1.40423623,1,0,0,0,1
1,-0.800497097,-1.245309581,1,1,1,1,1
0,-2.076996345,-1.057216417,1,1,0,0,1
0,-1.906544364,3.10314785,1,1,0,0,1
0,-1.457276633,-0.50451293,1,0,1,0,0
0,-1.48626417,2.86645432,1,0,1,0,0
1,-1.401706782,0.12496646,2,0,0,0,1
0,-1.379434147,1.33637557,1,1,0,0,0
0,-0.673157675,4.95185734,1,0,0,1,0
1,-0.069792504,-4.225394811,1,1,0,1,1
0,-1.120804397,3.55159923,3,0,1,0,0
0,-1.929186841,-7.607139262,1,0,0,1,0
1,0.036162365,0.96525652,1,0,0,0,1
1,-0.013162701,-7.16052911,1,0,0,0,1
1,-0.342915988,-2.763308414,1,1,0,0,1
0,-2.008593618,-2.145522677,1,1,0,0,1
0,-1.600377477,3.12661581,1,0,1,0,0
1,-1.63959819,-8.186640476,1,1,0,0,1
1,0.365735379,-2.382376709,1,1,1,0,1
0,-2.229673185,1.21166328,1,0,1,0,0
0,-2.059452036,0.32710945,1,1,0,0,1
1,-1.735479962,-5.531085926,1,1,1,1,1
1,-1.433746136,2.01572006,3,1,0,1,0
1,-0.807932075,-3.204640066,1,1,1,1,0
1,-1.151894984,-9.912150559,1,0,0,1,0
0,-1.862741741,-3.508207767,1,0,1,0,0
1,-1.151894984,-8.017259778,1,0,0,1,0
0,-1.506066797,-0.16913141,1,0,1,0,0
1,-1.611427313,-8.32813427,1,0,1,1,1
0,-1.327920612,6.6751567,3,0,1,0,0
0,-2.397664917,-3.938639743,1,0,1,0,0
0,-1.100601689,-1.767947447,1,1,0,0,0
0,-1.48626417,-3.156277954,1,1,0,0,0
1,-1.429105756,-4.666576505,1,1,1,0,1
1,-1.457276633,-7.285020644,1,0,1,1,1
1,-1.419889101,-3.981323919,1,1,1,0,1
0,-1.616998358,-4.955155227,1,1,0,1,0
1,-1.067811867,-1.02387082,1,1,0,0,1
0,-1.433746136,-0.820801189,1,1,0,0,1
0,-1.452526031,-1.245253112,1,1,0,0,1
0,-0.757011985,-1.024560484,1,1,0,0,1
1,-1.573275547,-1.950869295,1,0,1,1,0
1,-1.773946243,-0.3873021,1,1,0,0,0
0,-0.757011985,-4.713765374,1,1,0,1,0
1,-1.429105756,-3.258634746,1,1,0,0,1
0,-2.6935103,1.02583856,1,1,1,1,1
1,-0.729038133,-0.29708787,1,1,0,0,0
0,-1.33211349,-2.035599681,1,0,0,0,1
0,-1.282923246,1.53732302,1,1,0,0,1
1,0.381002852,5.86580821,3,1,1,1,1
1,2.112658397,0.23905971,1,1,1,0,1
0,-1.366304855,-1.600325629,1,1,0,0,1
1,-1.361966453,-3.711748149,1,1,1,0,1
0,-1.282923246,2.58109385,1,1,0,0,1
0,-1.23603966,1.2312195,1,1,0,0,1
1,-1.366304855,-1.731918145,1,0,0,0,1
1,-0.021058963,3.15251447,3,1,0,0,1
1,-0.670986121,-3.829857705,1,1,1,1,1
0,-1.286931268,0.06338495,1,1,0,0,0
1,-1.169594561,-3.18363818,1,1,0,0,1
0,-1.282923246,-1.111956071,1,0,0,1,0
0,-1.906544364,-1.830355089,1,1,0,0,1
0,-1.35334571,3.13431944,1,0,1,0,0
0,-1.303125953,-1.886601075,1,1,0,0,1
0,-0.701825569,2.93485775,1,0,1,0,0
0,-1.754528157,2.77320402,1,0,0,1,1
0,0.103371115,-3.524290247,1,0,1,1,1
0,-0.990253632,0.66771644,1,1,0,0,1
0,-1.198582098,2.5940854,1,1,0,0,1
0,-1.914035036,3.23747702,1,1,1,1,1
0,-2.016892421,-0.29141206,1,1,0,0,1
0,-1.263120619,-0.69314982,1,1,0,0,1
0,-1.410756618,3.19056887,1,1,0,0,1
0,-0.73133963,0.05155058,1,1,0,0,1
0,-1.605887133,2.7676653,1,0,1,0,0
0,-1.388283762,-1.625803586,1,0,1,0,0
1,-0.699590932,-1.649680375,1,1,0,0,1
0,-1.340552359,-4.114432914,1,1,1,1,1
0,-0.926648382,-4.67950596,1,1,0,0,0
0,-1.290955418,-4.508069924,1,1,0,1,0
0,-1.169594561,-3.874038106,1,0,1,0,0
0,-1.278931225,-2.143184248,1,1,0,0,1
1,-1.729210349,-1.953399553,1,1,1,1,1
1,1.738476774,-6.655300516,1,0,0,1,1
0,-1.704517736,-6.231707401,1,0,1,1,0
