"","count","result.taxonid","result.scientific_name","result.subspecies","result.rank","result.subpopulation","result.category"
"6379",11162,22720699,"Mycerobas carnipes",NA,NA,NA,"LC"
"6380",11162,22720690,"Mycerobas icterioides",NA,NA,NA,"LC"
"6381",11162,22720696,"Mycerobas melanozanthos",NA,NA,NA,"LC"
"6382",11162,22697648,"Mycteria americana",NA,NA,NA,"LC"
"6383",11162,22697651,"Mycteria cinerea",NA,NA,NA,"EN"
"6384",11162,22697654,"Mycteria ibis",NA,NA,NA,"LC"
"6385",11162,22697658,"Mycteria leucocephala",NA,NA,NA,"NT"
"6386",11162,22707393,"Myiagra albiventris",NA,NA,NA,"NT"
"6387",11162,22707409,"Myiagra alecto",NA,NA,NA,"LC"
"6388",11162,22707368,"Myiagra atra",NA,NA,NA,"NT"
"6389",11162,103711173,"Myiagra azureocapilla",NA,NA,NA,"NT"
"6390",11162,22707387,"Myiagra caledonica",NA,NA,NA,"LC"
"6391",11162,103711188,"Myiagra castaneigularis",NA,NA,NA,"LC"
"6392",11162,22707383,"Myiagra cervinicauda",NA,NA,NA,"NT"
"6393",11162,103711391,"Myiagra cervinicolor",NA,NA,NA,"VU"
"6394",11162,22707403,"Myiagra cyanoleuca",NA,NA,NA,"LC"
"6395",11162,103711426,"Myiagra eichhorni",NA,NA,NA,"LC"
"6396",11162,22707358,"Myiagra erythrops",NA,NA,NA,"LC"
"6397",11162,22707380,"Myiagra ferrocyanea",NA,NA,NA,"LC"
"6398",11162,22707354,"Myiagra freycineti",NA,NA,NA,"EX"
"6399",11162,22707373,"Myiagra galeata",NA,NA,NA,"LC"
"6400",11162,103711371,"Myiagra hebetior",NA,NA,NA,"VU"
"6401",11162,103711768,"Myiagra inquieta",NA,NA,NA,"LC"
"6402",11162,103712761,"Myiagra nana",NA,NA,NA,"LC"
"6403",11162,22707362,"Myiagra oceanica",NA,NA,NA,"LC"
"6404",11162,22707365,"Myiagra pluto",NA,NA,NA,"LC"
"6405",11162,22707377,"Myiagra rubecula",NA,NA,NA,"LC"
"6406",11162,22707400,"Myiagra ruficollis",NA,NA,NA,"LC"
"6407",11162,22707390,"Myiagra vanikorensis",NA,NA,NA,"LC"
"6408",11162,22700455,"Myiarchus antillarum",NA,NA,NA,"LC"
"6409",11162,22700424,"Myiarchus apicalis",NA,NA,NA,"LC"
"6410",11162,22700402,"Myiarchus barbirostris",NA,NA,NA,"LC"
"6411",11162,22700418,"Myiarchus cephalotes",NA,NA,NA,"LC"
"6412",11162,22700427,"Myiarchus cinerascens",NA,NA,NA,"LC"
"6413",11162,22700433,"Myiarchus crinitus",NA,NA,NA,"LC"
"6414",11162,22700415,"Myiarchus ferox",NA,NA,NA,"LC"
"6415",11162,22700442,"Myiarchus magnirostris",NA,NA,NA,"LC"
"6416",11162,22700439,"Myiarchus nugator",NA,NA,NA,"LC"
"6417",11162,22700430,"Myiarchus nuttingi",NA,NA,NA,"LC"
"6418",11162,22700458,"Myiarchus oberi",NA,NA,NA,"LC"
"6419",11162,22700411,"Myiarchus panamensis",NA,NA,NA,"LC"
"6420",11162,22700421,"Myiarchus phaeocephalus",NA,NA,NA,"LC"
"6421",11162,22700449,"Myiarchus sagrae",NA,NA,NA,"LC"
"6422",11162,22700393,"Myiarchus semirufus",NA,NA,NA,"VU"
"6423",11162,22700452,"Myiarchus stolidus",NA,NA,NA,"LC"
"6424",11162,22700405,"Myiarchus swainsoni",NA,NA,NA,"LC"
"6425",11162,22700399,"Myiarchus tuberculifer",NA,NA,NA,"LC"
"6426",11162,22700436,"Myiarchus tyrannulus",NA,NA,NA,"LC"
"6427",11162,22700446,"Myiarchus validus",NA,NA,NA,"LC"
"6428",11162,22700408,"Myiarchus venezuelensis",NA,NA,NA,"LC"
"6429",11162,22700396,"Myiarchus yucatanensis",NA,NA,NA,"LC"
"6430",11162,22699726,"Myiobius atricaudus",NA,NA,NA,"LC"
"6431",11162,22731980,"Myiobius barbatus",NA,NA,NA,"LC"
"6432",11162,22731699,"Myiobius sulphureipygius",NA,NA,NA,"LC"
"6433",11162,22699717,"Myiobius villosus",NA,NA,NA,"LC"
"6434",11162,22721925,"Myioborus albifacies",NA,NA,NA,"LC"
"6435",11162,22721947,"Myioborus albifrons",NA,NA,NA,"NT"
"6436",11162,22721915,"Myioborus brunniceps",NA,NA,NA,"LC"
"6437",11162,22721929,"Myioborus cardonai",NA,NA,NA,"NT"
"6438",11162,22721902,"Myioborus castaneocapilla",NA,NA,NA,"LC"
"6439",11162,103804115,"Myioborus chrysops",NA,NA,NA,"LC"
"6440",11162,22721951,"Myioborus flavivertex",NA,NA,NA,"LC"
"6441",11162,22721938,"Myioborus melanocephalus",NA,NA,NA,"LC"
"6442",11162,22721898,"Myioborus miniatus",NA,NA,NA,"LC"
"6443",11162,103804095,"Myioborus ornatus",NA,NA,NA,"LC"
"6444",11162,22721919,"Myioborus pariae",NA,NA,NA,"EN"
"6445",11162,22721894,"Myioborus pictus",NA,NA,NA,"LC"
"6446",11162,22721934,"Myioborus torquatus",NA,NA,NA,"LC"
"6447",11162,22700569,"Myiodynastes bairdii",NA,NA,NA,"LC"
"6448",11162,131366585,"Myiodynastes chrysocephalus",NA,NA,NA,"LC"
"6449",11162,131358269,"Myiodynastes hemichrysus",NA,NA,NA,"LC"
"6450",11162,22700580,"Myiodynastes luteiventris",NA,NA,NA,"LC"
"6451",11162,103682222,"Myiodynastes maculatus",NA,NA,NA,"LC"
"6452",11162,22731714,"Myiodynastes solitarius",NA,NA,NA,"LC"
"6453",11162,22734062,"Myiomela cambodiana",NA,NA,NA,"LC"
"6454",11162,22710114,"Myiomela diana",NA,NA,NA,"LC"
"6455",11162,103768823,"Myiomela leucura",NA,NA,NA,"LC"
"6456",11162,103681536,"Myiopagis caniceps",NA,NA,NA,"LC"
"6457",11162,103681580,"Myiopagis cinerea",NA,NA,NA,"LC"
"6458",11162,22699245,"Myiopagis cotta",NA,NA,NA,"LC"
"6459",11162,22699242,"Myiopagis flavivertex",NA,NA,NA,"LC"
"6460",11162,22699230,"Myiopagis gaimardii",NA,NA,NA,"LC"
"6461",11162,22729451,"Myiopagis olallai",NA,NA,NA,"LC"
"6462",11162,103681584,"Myiopagis parambae",NA,NA,NA,"LC"
"6463",11162,22699239,"Myiopagis subplacens",NA,NA,NA,"LC"
"6464",11162,22699248,"Myiopagis viridicata",NA,NA,NA,"LC"
"6465",11162,103682414,"Myiophobus crypterythrus",NA,NA,NA,"LC"
"6466",11162,22699708,"Myiophobus cryptoxanthus",NA,NA,NA,"LC"
"6467",11162,103682408,"Myiophobus fasciatus",NA,NA,NA,"LC"
"6468",11162,22699668,"Myiophobus flavicans",NA,NA,NA,"LC"
"6469",11162,22699674,"Myiophobus inornatus",NA,NA,NA,"LC"
"6470",11162,22699671,"Myiophobus phoenicomitra",NA,NA,NA,"LC"
"6471",11162,22699677,"Myiophobus roraimae",NA,NA,NA,"LC"
"6472",11162,103682419,"Myiophobus rufescens",NA,NA,NA,"LC"
"6473",11162,45427286,"Myiopsitta luchsi",NA,NA,NA,"LC"
"6474",11162,45427277,"Myiopsitta monachus",NA,NA,NA,"LC"
"6475",11162,22699534,"Myiornis albiventris",NA,NA,NA,"LC"
"6476",11162,22699544,"Myiornis atricapillus",NA,NA,NA,"LC"
"6477",11162,22699539,"Myiornis auricularis",NA,NA,NA,"LC"
"6478",11162,22699549,"Myiornis ecaudatus",NA,NA,NA,"LC"
"6479",11162,22699997,"Myiotheretes fumigatus",NA,NA,NA,"LC"
"6480",11162,22700002,"Myiotheretes fuscorufus",NA,NA,NA,"LC"
"6481",11162,22699992,"Myiotheretes pernix",NA,NA,NA,"EN"
"6482",11162,22699987,"Myiotheretes striaticollis",NA,NA,NA,"LC"
"6483",11162,22721982,"Myiothlypis basilica",NA,NA,NA,"NT"
"6484",11162,103799746,"Myiothlypis bivittata",NA,NA,NA,"LC"
"6485",11162,103800433,"Myiothlypis chlorophrys",NA,NA,NA,"LC"
"6486",11162,103799796,"Myiothlypis chrysogaster",NA,NA,NA,"LC"
"6487",11162,22721985,"Myiothlypis cinereicollis",NA,NA,NA,"NT"
"6488",11162,22721989,"Myiothlypis conspicillata",NA,NA,NA,"NT"
"6489",11162,22721992,"Myiothlypis coronata",NA,NA,NA,"LC"
"6490",11162,105296143,"Myiothlypis euophrys",NA,NA,NA,"LC"
"6491",11162,22722038,"Myiothlypis flaveola",NA,NA,NA,"LC"
"6492",11162,22721958,"Myiothlypis fraseri",NA,NA,NA,"LC"
"6493",11162,22722041,"Myiothlypis fulvicauda",NA,NA,NA,"LC"
"6494",11162,22722031,"Myiothlypis leucoblephara",NA,NA,NA,"LC"
"6495",11162,22722035,"Myiothlypis leucophrys",NA,NA,NA,"LC"
"6496",11162,105296047,"Myiothlypis luteoviridis",NA,NA,NA,"LC"
"6497",11162,103799622,"Myiothlypis mesoleuca",NA,NA,NA,"LC"
"6498",11162,22721975,"Myiothlypis nigrocristata",NA,NA,NA,"LC"
"6499",11162,103799599,"Myiothlypis rivularis",NA,NA,NA,"LC"
"6500",11162,103799761,"Myiothlypis roraimae",NA,NA,NA,"LC"
"6501",11162,22721969,"Myiothlypis signata",NA,NA,NA,"LC"
"6502",11162,105296089,"Myiothlypis striaticeps",NA,NA,NA,"LC"
"6503",11162,103680660,"Myiotriccus ornatus",NA,NA,NA,"LC"
"6504",11162,103680670,"Myiotriccus phoenicurus",NA,NA,NA,"LC"
"6505",11162,22700583,"Myiozetetes cayanensis",NA,NA,NA,"LC"
"6506",11162,22700589,"Myiozetetes granadensis",NA,NA,NA,"LC"
"6507",11162,22700593,"Myiozetetes luteiventris",NA,NA,NA,"LC"
"6508",11162,22700586,"Myiozetetes similis",NA,NA,NA,"LC"
"6509",11162,22708292,"Myophonus blighi",NA,NA,NA,"EN"
"6510",11162,22732973,"Myophonus borneensis",NA,NA,NA,"LC"
"6511",11162,22708329,"Myophonus caeruleus",NA,NA,NA,"LC"
"6512",11162,22732967,"Myophonus castaneus",NA,NA,NA,"NT"
"6513",11162,22733656,"Myophonus glaucinus",NA,NA,NA,"LC"
"6514",11162,22708324,"Myophonus horsfieldii",NA,NA,NA,"LC"
"6515",11162,22708334,"Myophonus insularis",NA,NA,NA,"LC"
"6516",11162,22708303,"Myophonus melanurus",NA,NA,NA,"LC"
"6517",11162,22708313,"Myophonus robinsoni",NA,NA,NA,"NT"
"6518",11162,22703483,"Myornis senilis",NA,NA,NA,"LC"
"6519",11162,22701786,"Myrmeciza longipes",NA,NA,NA,"LC"
"6520",11162,22710400,"Myrmecocichla aethiops",NA,NA,NA,"LC"
"6521",11162,22710432,"Myrmecocichla arnotti",NA,NA,NA,"LC"
"6522",11162,22710409,"Myrmecocichla formicivora",NA,NA,NA,"LC"
"6523",11162,22710420,"Myrmecocichla melaena",NA,NA,NA,"LC"
"6524",11162,22710263,"Myrmecocichla monticola",NA,NA,NA,"LC"
"6525",11162,22710416,"Myrmecocichla nigra",NA,NA,NA,"LC"
"6526",11162,22710394,"Myrmecocichla tholloni",NA,NA,NA,"LC"
"6527",11162,22736163,"Myrmelastes brunneiceps",NA,NA,NA,"LC"
"6528",11162,22701770,"Myrmelastes caurensis",NA,NA,NA,"LC"
"6529",11162,22736158,"Myrmelastes humaythae",NA,NA,NA,"LC"
"6530",11162,22701832,"Myrmelastes hyperythrus",NA,NA,NA,"LC"
"6531",11162,22736153,"Myrmelastes leucostigma",NA,NA,NA,"LC"
"6532",11162,22736168,"Myrmelastes rufifacies",NA,NA,NA,"LC"
"6533",11162,22735305,"Myrmelastes saturatus",NA,NA,NA,"LC"
"6534",11162,22701755,"Myrmelastes schistaceus",NA,NA,NA,"LC"
"6535",11162,22688248,"Myrmia micrura",NA,NA,NA,"LC"
"6536",11162,22701717,"Myrmoborus leucophrys",NA,NA,NA,"LC"
"6537",11162,22701776,"Myrmoborus lophotes",NA,NA,NA,"LC"
"6538",11162,22701720,"Myrmoborus lugubris",NA,NA,NA,"VU"
"6539",11162,22701726,"Myrmoborus melanurus",NA,NA,NA,"VU"
"6540",11162,22701723,"Myrmoborus myotherinus",NA,NA,NA,"LC"
"6541",11162,22701743,"Myrmochanes hemileucus",NA,NA,NA,"LC"
"6542",11162,155256702,"Myrmoderus eowilsoni",NA,NA,NA,"NT"
"6543",11162,22701792,"Myrmoderus ferrugineus",NA,NA,NA,"LC"
"6544",11162,22701798,"Myrmoderus loricatus",NA,NA,NA,"LC"
"6545",11162,22701795,"Myrmoderus ruficauda",NA,NA,NA,"EN"
"6546",11162,22701801,"Myrmoderus squamosus",NA,NA,NA,"LC"
"6547",11162,22701851,"Myrmophylax atrothorax",NA,NA,NA,"LC"
"6548",11162,22701546,"Myrmorchilus strigilatus",NA,NA,NA,"LC"
"6549",11162,22724765,"Myrmornis stictoptera",NA,NA,NA,"LC"
"6550",11162,103660209,"Myrmornis torquata",NA,NA,NA,"LC"
"6551",11162,22703355,"Myrmothera campanisona",NA,NA,NA,"LC"
"6552",11162,22703358,"Myrmothera simplex",NA,NA,NA,"LC"
"6553",11162,22701442,"Myrmotherula ambigua",NA,NA,NA,"LC"
"6554",11162,22701540,"Myrmotherula assimilis",NA,NA,NA,"LC"
"6555",11162,103657467,"Myrmotherula axillaris",NA,NA,NA,"LC"
"6556",11162,22701530,"Myrmotherula behni",NA,NA,NA,"LC"
"6557",11162,22733626,"Myrmotherula brachyura",NA,NA,NA,"LC"
"6558",11162,22701451,"Myrmotherula cherriei",NA,NA,NA,"LC"
"6559",11162,22701520,"Myrmotherula grisea",NA,NA,NA,"LC"
"6560",11162,22731673,"Myrmotherula ignota",NA,NA,NA,"LC"
"6561",11162,22701517,"Myrmotherula iheringi",NA,NA,NA,"LC"
"6562",11162,22701439,"Myrmotherula klagesi",NA,NA,NA,"VU"
"6563",11162,22701454,"Myrmotherula longicauda",NA,NA,NA,"LC"
"6564",11162,22701511,"Myrmotherula longipennis",NA,NA,NA,"LC"
"6565",11162,103657471,"Myrmotherula luctuosa",NA,NA,NA,"LC"
"6566",11162,22701536,"Myrmotherula menetriesii",NA,NA,NA,"LC"
"6567",11162,22701514,"Myrmotherula minor",NA,NA,NA,"VU"
"6568",11162,22733159,"Myrmotherula multostriata",NA,NA,NA,"LC"
"6569",11162,22729067,"Myrmotherula pacifica",NA,NA,NA,"LC"
"6570",11162,22701505,"Myrmotherula schisticolor",NA,NA,NA,"LC"
"6571",11162,22701436,"Myrmotherula sclateri",NA,NA,NA,"LC"
"6572",11162,22724407,"Myrmotherula snowi",NA,NA,NA,"CR"
"6573",11162,22701508,"Myrmotherula sunensis",NA,NA,NA,"LC"
"6574",11162,22701445,"Myrmotherula surinamensis",NA,NA,NA,"VU"
"6575",11162,22701524,"Myrmotherula unicolor",NA,NA,NA,"NT"
"6576",11162,22701533,"Myrmotherula urosticta",NA,NA,NA,"VU"
"6577",11162,22688241,"Myrtis fanny",NA,NA,NA,"LC"
"6578",11162,22716772,"Mystacornis crossleyi",NA,NA,NA,"LC"
"6579",11162,22704307,"Myza celebensis",NA,NA,NA,"LC"
"6580",11162,22704310,"Myza sarasinorum",NA,NA,NA,"LC"
"6581",11162,22703834,"Myzomela adolphinae",NA,NA,NA,"LC"
"6582",11162,22703813,"Myzomela albigula",NA,NA,NA,"DD"
"6583",11162,103686945,"Myzomela batjanensis",NA,NA,NA,"VU"
"6584",11162,22703810,"Myzomela blasii",NA,NA,NA,"LC"
"6585",11162,22703855,"Myzomela boiei",NA,NA,NA,"LC"
"6586",11162,22703862,"Myzomela caledonica",NA,NA,NA,"LC"
"6587",11162,22703868,"Myzomela cardinalis",NA,NA,NA,"LC"
"6588",11162,22703871,"Myzomela chermesina",NA,NA,NA,"VU"
"6589",11162,103686853,"Myzomela chloroptera",NA,NA,NA,"LC"
"6590",11162,103686550,"Myzomela cineracea",NA,NA,NA,"LC"
"6591",11162,103686661,"Myzomela cruentata",NA,NA,NA,"LC"
"6592",11162,22703842,"Myzomela dammermani",NA,NA,NA,"LC"
"6593",11162,22703884,"Myzomela eichhorni",NA,NA,NA,"LC"
"6594",11162,103686493,"Myzomela eques",NA,NA,NA,"LC"
"6595",11162,103686707,"Myzomela erythrina",NA,NA,NA,"LC"
"6596",11162,22703845,"Myzomela erythrocephala",NA,NA,NA,"LC"
"6597",11162,22703902,"Myzomela erythromelas",NA,NA,NA,"LC"
"6598",11162,22703898,"Myzomela jugularis",NA,NA,NA,"LC"
"6599",11162,22703838,"Myzomela kuehni",NA,NA,NA,"LC"
"6600",11162,22703880,"Myzomela lafargei",NA,NA,NA,"LC"
"6601",11162,103687306,"Myzomela longirostris",NA,NA,NA,"NT"
"6602",11162,22703891,"Myzomela malaitae",NA,NA,NA,"NT"
"6603",11162,22703888,"Myzomela melanocephala",NA,NA,NA,"LC"
"6604",11162,22703827,"Myzomela nigrita",NA,NA,NA,"LC"
"6605",11162,103686571,"Myzomela obscura",NA,NA,NA,"LC"
"6606",11162,22703877,"Myzomela pammelaena",NA,NA,NA,"LC"
"6607",11162,22703830,"Myzomela pulchella",NA,NA,NA,"LC"
"6608",11162,103687293,"Myzomela rosenbergii",NA,NA,NA,"LC"
"6609",11162,22703865,"Myzomela rubratra",NA,NA,NA,"LC"
"6610",11162,103686589,"Myzomela rubrobrunnea",NA,NA,NA,"LC"
"6611",11162,103686620,"Myzomela rubrotincta",NA,NA,NA,"LC"
"6612",11162,22703858,"Myzomela sanguinolenta",NA,NA,NA,"LC"
"6613",11162,22703874,"Myzomela sclateri",NA,NA,NA,"LC"
"6614",11162,103686603,"Myzomela simplex",NA,NA,NA,"LC"
"6615",11162,22703895,"Myzomela tristrami",NA,NA,NA,"LC"
"6616",11162,22703906,"Myzomela vulnerata",NA,NA,NA,"LC"
"6617",11162,22703852,"Myzomela wakoloensis",NA,NA,NA,"LC"
"6618",11162,22716760,"Myzornis pyrrhoura",NA,NA,NA,"LC"
"6619",11162,22728841,"Nannococcyx psix",NA,NA,NA,"EX"
"6620",11162,22686000,"Nannopsittaca dachilleae",NA,NA,NA,"LC"
"6621",11162,22685997,"Nannopsittaca panychlora",NA,NA,NA,"LC"
"6622",11162,22696776,"Nannopterum auritus",NA,NA,NA,"LC"
"6623",11162,22696773,"Nannopterum brasilianus",NA,NA,NA,"LC"
"6624",11162,22696756,"Nannopterum harrisi",NA,NA,NA,"VU"
"6625",11162,22734523,"Napothera albostriata",NA,NA,NA,"LC"
"6626",11162,103869790,"Napothera danjoui",NA,NA,NA,"NT"
"6627",11162,22716094,"Napothera epilepidota",NA,NA,NA,"LC"
"6628",11162,22735139,"Napothera malacoptila",NA,NA,NA,"LC"
"6629",11162,103870218,"Napothera naungmungensis",NA,NA,NA,"NT"
"6630",11162,22734528,"Napothera pasquieri",NA,NA,NA,"EN"
"6631",11162,22703049,"Nasica longirostris",NA,NA,NA,"LC"
"6632",11162,22686672,"Neafrapus boehmi",NA,NA,NA,"LC"
"6633",11162,22686668,"Neafrapus cassini",NA,NA,NA,"LC"
"6634",11162,22710836,"Necropsar rodericanus",NA,NA,NA,"EX"
"6635",11162,22728851,"Necropsittacus rodricanus",NA,NA,NA,"EX"
"6636",11162,22695185,"Necrosyrtes monachus",NA,NA,NA,"CR"
"6637",11162,22717966,"Nectarinia bocagii",NA,NA,NA,"LC"
"6638",11162,22717979,"Nectarinia famosa",NA,NA,NA,"LC"
"6639",11162,22717984,"Nectarinia johnstoni",NA,NA,NA,"LC"
"6640",11162,22717970,"Nectarinia kilimensis",NA,NA,NA,"LC"
"6641",11162,22717962,"Nectarinia purpureiventris",NA,NA,NA,"LC"
"6642",11162,22717958,"Nectarinia tacazze",NA,NA,NA,"LC"
"6643",11162,22722290,"Nemosia pileata",NA,NA,NA,"LC"
"6644",11162,22722293,"Nemosia rourei",NA,NA,NA,"CR"
"6645",11162,22679987,"Neochen jubata",NA,NA,NA,"NT"
"6646",11162,103817919,"Neochmia evangelinae",NA,NA,NA,"LC"
"6647",11162,22719676,"Neochmia modesta",NA,NA,NA,"LC"
"6648",11162,103817894,"Neochmia phaeton",NA,NA,NA,"LC"
"6649",11162,22719673,"Neochmia ruficauda",NA,NA,NA,"LC"
"6650",11162,22719666,"Neochmia temporalis",NA,NA,NA,"LC"
"6651",11162,22710799,"Neocichla gutturalis",NA,NA,NA,"LC"
"6652",11162,22708195,"Neocossyphus poensis",NA,NA,NA,"LC"
"6653",11162,22708188,"Neocossyphus rufus",NA,NA,NA,"LC"
"6654",11162,22692740,"Neocrex colombiana",NA,NA,NA,"DD"
"6655",11162,22692760,"Neocrex erythrops",NA,NA,NA,"LC"
"6656",11162,22701355,"Neoctantes niger",NA,NA,NA,"LC"
"6657",11162,22698771,"Neodrepanis coruscans",NA,NA,NA,"LC"
"6658",11162,22698777,"Neodrepanis hypoxantha",NA,NA,NA,"VU"
"6659",11162,22696317,"Neohierax insignis",NA,NA,NA,"NT"
"6660",11162,22707210,"Neolalage banksiana",NA,NA,NA,"LC"
"6661",11162,22713256,"Neolestes torquatus",NA,NA,NA,"LC"
"6662",11162,103771124,"Neomixis pallidior",NA,NA,NA,"LC"
"6663",11162,103771036,"Neomixis striatigula",NA,NA,NA,"LC"
"6664",11162,22716148,"Neomixis tenella",NA,NA,NA,"LC"
"6665",11162,22716153,"Neomixis viridis",NA,NA,NA,"LC"
"6666",11162,62144610,"Neomorphus geoffroyi",NA,NA,NA,"VU"
"6667",11162,22684483,"Neomorphus pucheranii",NA,NA,NA,"LC"
"6668",11162,22684473,"Neomorphus radiolosus",NA,NA,NA,"EN"
"6669",11162,22684478,"Neomorphus rufipennis",NA,NA,NA,"LC"
"6670",11162,22701188,"Neopelma aurifrons",NA,NA,NA,"NT"
"6671",11162,22701173,"Neopelma chrysocephalum",NA,NA,NA,"LC"
"6672",11162,22724481,"Neopelma chrysolophum",NA,NA,NA,"LC"
"6673",11162,22701183,"Neopelma pallescens",NA,NA,NA,"LC"
"6674",11162,22701178,"Neopelma sulphureiventer",NA,NA,NA,"LC"
"6675",11162,22712194,"Neophedina cincta",NA,NA,NA,"LC"
"6676",11162,22685203,"Neophema chrysogaster",NA,NA,NA,"CR"
"6677",11162,22685194,"Neophema chrysostoma",NA,NA,NA,"LC"
"6678",11162,22685197,"Neophema elegans",NA,NA,NA,"LC"
"6679",11162,22685200,"Neophema petrophila",NA,NA,NA,"LC"
"6680",11162,22685209,"Neophema pulchella",NA,NA,NA,"LC"
"6681",11162,22685214,"Neophema splendida",NA,NA,NA,"LC"
"6682",11162,22695180,"Neophron percnopterus",NA,NA,NA,"EN"
"6683",11162,22701155,"Neopipo cinnamomea",NA,NA,NA,"LC"
"6684",11162,22685191,"Neopsephotus bourkii",NA,NA,NA,"LC"
"6685",11162,22684717,"Neopsittacus musschenbroekii",NA,NA,NA,"LC"
"6686",11162,22684720,"Neopsittacus pullicauda",NA,NA,NA,"LC"
"6687",11162,22722126,"Neothraupis fasciata",NA,NA,NA,"NT"
"6688",11162,22691905,"Neotis denhami",NA,NA,NA,"NT"
"6689",11162,22691920,"Neotis heuglinii",NA,NA,NA,"LC"
"6690",11162,22691910,"Neotis ludwigii",NA,NA,NA,"EN"
"6691",11162,22691914,"Neotis nuba",NA,NA,NA,"NT"
"6692",11162,22700069,"Neoxolmis rufiventris",NA,NA,NA,"LC"
"6693",11162,22699688,"Nephelomyias lintoni",NA,NA,NA,"NT"
"6694",11162,22699696,"Nephelomyias ochraceiventris",NA,NA,NA,"LC"
"6695",11162,22699680,"Nephelomyias pulcher",NA,NA,NA,"LC"
"6696",11162,22723033,"Nephelornis oneilli",NA,NA,NA,"LC"
"6697",11162,22689539,"Nesasio solomonensis",NA,NA,NA,"VU"
"6698",11162,22714587,"Nesillas aldabrana",NA,NA,NA,"EX"
"6699",11162,22714611,"Nesillas brevicaudata",NA,NA,NA,"LC"
"6700",11162,22724542,"Nesillas lantzii",NA,NA,NA,"LC"
"6701",11162,22714620,"Nesillas mariae",NA,NA,NA,"EN"
"6702",11162,103778700,"Nesillas typica",NA,NA,NA,"LC"
"6703",11162,22719318,"Nesocharis ansorgei",NA,NA,NA,"LC"
"6704",11162,22719323,"Nesocharis capistrata",NA,NA,NA,"LC"
"6705",11162,22719312,"Nesocharis shelleyi",NA,NA,NA,"LC"
"6706",11162,22680795,"Nesoctites micromegas",NA,NA,NA,"LC"
"6707",11162,62257034,"Nesoenas cicur",NA,NA,NA,"EX"
"6708",11162,22728712,"Nesoenas duboisi",NA,NA,NA,"EX"
"6709",11162,22690392,"Nesoenas mayeri",NA,NA,NA,"VU"
"6710",11162,22690364,"Nesoenas picturatus",NA,NA,NA,"LC"
"6711",11162,22728722,"Nesoenas rodericanus",NA,NA,NA,"EX"
"6712",11162,22698471,"Nesofregetta fuliginosa",NA,NA,NA,"EN"
"6713",11162,133484158,"Nesophlox evelynae",NA,NA,NA,"LC"
"6714",11162,133484007,"Nesophlox lyrura",NA,NA,NA,"LC"
"6715",11162,22724163,"Nesopsar nigerrimus",NA,NA,NA,"EN"
"6716",11162,22704073,"Nesoptilotis flavicollis",NA,NA,NA,"LC"
"6717",11162,22704070,"Nesoptilotis leucotis",NA,NA,NA,"LC"
"6718",11162,22722159,"Nesospingus speculiferus",NA,NA,NA,"LC"
"6719",11162,22735943,"Nesospiza acunhae",NA,NA,NA,"VU"
"6720",11162,22735345,"Nesospiza questi",NA,NA,NA,"VU"
"6721",11162,22735949,"Nesospiza wilkinsi",NA,NA,NA,"CR"
"6722",11162,22699191,"Nesotriccus ridgwayi",NA,NA,NA,"VU"
"6723",11162,22684840,"Nestor meridionalis",NA,NA,NA,"EN"
"6724",11162,22684831,"Nestor notabilis",NA,NA,NA,"EN"
"6725",11162,22684834,"Nestor productus",NA,NA,NA,"EX"
"6726",11162,22680354,"Netta erythrophthalma",NA,NA,NA,"LC"
"6727",11162,22680351,"Netta peposaca",NA,NA,NA,"LC"
"6728",11162,22680095,"Nettapus auritus",NA,NA,NA,"LC"
"6729",11162,22680090,"Nettapus coromandelianus",NA,NA,NA,"LC"
"6730",11162,22680086,"Nettapus pulchellus",NA,NA,NA,"LC"
"6731",11162,22680348,"Netta rufina",NA,NA,NA,"LC"
"6732",11162,22715082,"Newtonia amphichroa",NA,NA,NA,"LC"
"6733",11162,22715090,"Newtonia archboldi",NA,NA,NA,"LC"
"6734",11162,22715086,"Newtonia brunneicauda",NA,NA,NA,"LC"
"6735",11162,22715094,"Newtonia fanovanae",NA,NA,NA,"VU"
"6736",11162,22713095,"Nicator chloris",NA,NA,NA,"LC"
"6737",11162,22713100,"Nicator gularis",NA,NA,NA,"LC"
"6738",11162,22713105,"Nicator vireo",NA,NA,NA,"LC"
"6739",11162,22685493,"Nicopsitta calthrapae",NA,NA,NA,"LC"
"6740",11162,22685489,"Nicopsitta columboides",NA,NA,NA,"LC"
"6741",11162,22719288,"Nigrita bicolor",NA,NA,NA,"LC"
"6742",11162,22719298,"Nigrita canicapillus",NA,NA,NA,"LC"
"6743",11162,22719278,"Nigrita fusconotus",NA,NA,NA,"LC"
"6744",11162,22719293,"Nigrita luteifrons",NA,NA,NA,"LC"
"6745",11162,22707451,"Nilaus afer",NA,NA,NA,"LC"
"6746",11162,22709470,"Niltava davidi",NA,NA,NA,"LC"
"6747",11162,22709464,"Niltava grandis",NA,NA,NA,"LC"
"6748",11162,22709467,"Niltava macgrigoriae",NA,NA,NA,"LC"
"6749",11162,103757396,"Niltava oatesi",NA,NA,NA,"LC"
"6750",11162,22709476,"Niltava sumatrana",NA,NA,NA,"LC"
"6751",11162,22709473,"Niltava sundara",NA,NA,NA,"LC"
"6752",11162,103756772,"Niltava vivida",NA,NA,NA,"LC"
"6753",11162,22689420,"Ninox affinis",NA,NA,NA,"LC"
"6754",11162,62023787,"Ninox boobook",NA,NA,NA,"LC"
