"","count","result.taxonid","result.scientific_name","result.subspecies","result.rank","result.subpopulation","result.category"
"2304",11162,22717841,"Cinnyris oustaleti",NA,NA,NA,"LC"
"2305",11162,22718017,"Cinnyris pembae",NA,NA,NA,"LC"
"2306",11162,103798427,"Cinnyris prigoginei",NA,NA,NA,"NT"
"2307",11162,103799817,"Cinnyris pulchellus",NA,NA,NA,"LC"
"2308",11162,22717927,"Cinnyris regius",NA,NA,NA,"LC"
"2309",11162,22717887,"Cinnyris reichenowi",NA,NA,NA,"LC"
"2310",11162,22717941,"Cinnyris rockefelleri",NA,NA,NA,"VU"
"2311",11162,22717954,"Cinnyris rufipennis",NA,NA,NA,"VU"
"2312",11162,22717990,"Cinnyris shelleyi",NA,NA,NA,"LC"
"2313",11162,22717805,"Cinnyris solaris",NA,NA,NA,"LC"
"2314",11162,22717808,"Cinnyris sovimanga",NA,NA,NA,"LC"
"2315",11162,103798409,"Cinnyris stuhlmanni",NA,NA,NA,"LC"
"2316",11162,22718035,"Cinnyris superbus",NA,NA,NA,"LC"
"2317",11162,22717836,"Cinnyris talatala",NA,NA,NA,"LC"
"2318",11162,103801517,"Cinnyris tsavoensis",NA,NA,NA,"LC"
"2319",11162,22717831,"Cinnyris ursulae",NA,NA,NA,"LC"
"2320",11162,103799620,"Cinnyris usambaricus",NA,NA,NA,"NT"
"2321",11162,22717826,"Cinnyris venustus",NA,NA,NA,"LC"
"2322",11162,103804289,"Cinnyris voeltzkowi",NA,NA,NA,"LC"
"2323",11162,22732272,"Circaetus beaudouini",NA,NA,NA,"VU"
"2324",11162,22695283,"Circaetus cinerascens",NA,NA,NA,"LC"
"2325",11162,22695271,"Circaetus cinereus",NA,NA,NA,"LC"
"2326",11162,22695277,"Circaetus fasciolatus",NA,NA,NA,"NT"
"2327",11162,22734216,"Circaetus gallicus",NA,NA,NA,"LC"
"2328",11162,22734223,"Circaetus pectoralis",NA,NA,NA,"LC"
"2329",11162,22695344,"Circus aeruginosus",NA,NA,NA,"LC"
"2330",11162,22695363,"Circus approximans",NA,NA,NA,"LC"
"2331",11162,22695376,"Circus assimilis",NA,NA,NA,"LC"
"2332",11162,22695373,"Circus buffoni",NA,NA,NA,"LC"
"2333",11162,22695393,"Circus cinereus",NA,NA,NA,"LC"
"2334",11162,22727733,"Circus cyaneus",NA,NA,NA,"LC"
"2335",11162,22727740,"Circus hudsonius",NA,NA,NA,"LC"
"2336",11162,22695368,"Circus macrosceles",NA,NA,NA,"EN"
"2337",11162,22695396,"Circus macrourus",NA,NA,NA,"NT"
"2338",11162,22728310,"Circus maillardi",NA,NA,NA,"EN"
"2339",11162,22695379,"Circus maurus",NA,NA,NA,"EN"
"2340",11162,22695402,"Circus melanoleucos",NA,NA,NA,"LC"
"2341",11162,22695405,"Circus pygargus",NA,NA,NA,"LC"
"2342",11162,22695352,"Circus ranivorus",NA,NA,NA,"LC"
"2343",11162,61709141,"Circus spilonotus",NA,NA,NA,"LC"
"2344",11162,61709172,"Circus spilothorax",NA,NA,NA,"LC"
"2345",11162,22720840,"Ciridops anna",NA,NA,NA,"EX"
"2346",11162,22705809,"Cissa chinensis",NA,NA,NA,"LC"
"2347",11162,22705813,"Cissa hypoleuca",NA,NA,NA,"LC"
"2348",11162,22724829,"Cissa jefferyi",NA,NA,NA,"LC"
"2349",11162,22724821,"Cissa thalassina",NA,NA,NA,"CR"
"2350",11162,22703913,"Cissomela pectoralis",NA,NA,NA,"LC"
"2351",11162,22722142,"Cissopis leverianus",NA,NA,NA,"LC"
"2352",11162,22713436,"Cisticola aberdare",NA,NA,NA,"VU"
"2353",11162,103775454,"Cisticola aberrans",NA,NA,NA,"LC"
"2354",11162,22713453,"Cisticola angusticauda",NA,NA,NA,"LC"
"2355",11162,22713287,"Cisticola anonymus",NA,NA,NA,"LC"
"2356",11162,22713515,"Cisticola aridulus",NA,NA,NA,"LC"
"2357",11162,22713540,"Cisticola ayresii",NA,NA,NA,"LC"
"2358",11162,103775575,"Cisticola bailunduensis",NA,NA,NA,"LC"
"2359",11162,22713329,"Cisticola bodessa",NA,NA,NA,"LC"
"2360",11162,22713474,"Cisticola brachypterus",NA,NA,NA,"LC"
"2361",11162,103776392,"Cisticola brunnescens",NA,NA,NA,"LC"
"2362",11162,22713295,"Cisticola bulliens",NA,NA,NA,"LC"
"2363",11162,22713279,"Cisticola cantans",NA,NA,NA,"LC"
"2364",11162,22713415,"Cisticola carruthersi",NA,NA,NA,"LC"
"2365",11162,22713508,"Cisticola cherina",NA,NA,NA,"LC"
"2366",11162,22713333,"Cisticola chiniana",NA,NA,NA,"LC"
"2367",11162,22730835,"Cisticola chubbi",NA,NA,NA,"LC"
"2368",11162,22713340,"Cisticola cinereolus",NA,NA,NA,"LC"
"2369",11162,103776400,"Cisticola cinnamomeus",NA,NA,NA,"LC"
"2370",11162,22713530,"Cisticola dambo",NA,NA,NA,"LC"
"2371",11162,22713268,"Cisticola erythrops",NA,NA,NA,"LC"
"2372",11162,22713544,"Cisticola exilis",NA,NA,NA,"LC"
"2373",11162,22713524,"Cisticola eximius",NA,NA,NA,"LC"
"2374",11162,22713444,"Cisticola fulvicapilla",NA,NA,NA,"LC"
"2375",11162,103776048,"Cisticola galactotes",NA,NA,NA,"LC"
"2376",11162,22713355,"Cisticola guinea",NA,NA,NA,"LC"
"2377",11162,103776144,"Cisticola haematocephalus",NA,NA,NA,"LC"
"2378",11162,22713500,"Cisticola haesitatus",NA,NA,NA,"NT"
"2379",11162,22713309,"Cisticola hunteri",NA,NA,NA,"LC"
"2380",11162,22713491,"Cisticola juncidis",NA,NA,NA,"LC"
"2381",11162,22713383,"Cisticola lais",NA,NA,NA,"LC"
"2382",11162,22713283,"Cisticola lateralis",NA,NA,NA,"LC"
"2383",11162,103776172,"Cisticola luapula",NA,NA,NA,"LC"
"2384",11162,103776131,"Cisticola lugubris",NA,NA,NA,"LC"
"2385",11162,103776094,"Cisticola marginatus",NA,NA,NA,"LC"
"2386",11162,22713459,"Cisticola melanurus",NA,NA,NA,"DD"
"2387",11162,22713487,"Cisticola nana",NA,NA,NA,"LC"
"2388",11162,22713440,"Cisticola natalensis",NA,NA,NA,"LC"
"2389",11162,22713313,"Cisticola nigriloris",NA,NA,NA,"LC"
"2390",11162,22713401,"Cisticola njombe",NA,NA,NA,"LC"
"2391",11162,22713411,"Cisticola pipiens",NA,NA,NA,"LC"
"2392",11162,22713394,"Cisticola restrictus",NA,NA,NA,"DD"
"2393",11162,22713430,"Cisticola robustus",NA,NA,NA,"LC"
"2394",11162,22713344,"Cisticola ruficeps",NA,NA,NA,"LC"
"2395",11162,22713365,"Cisticola rufilatus",NA,NA,NA,"LC"
"2396",11162,22713479,"Cisticola rufus",NA,NA,NA,"LC"
"2397",11162,22713370,"Cisticola subruficapilla",NA,NA,NA,"LC"
"2398",11162,22713519,"Cisticola textrix",NA,NA,NA,"LC"
"2399",11162,22713419,"Cisticola tinniens",NA,NA,NA,"LC"
"2400",11162,22713483,"Cisticola troglodytes",NA,NA,NA,"LC"
"2401",11162,22713291,"Cisticola woosnami",NA,NA,NA,"LC"
"2402",11162,22711366,"Cistothorus apolinari",NA,NA,NA,"EN"
"2403",11162,22711370,"Cistothorus meridae",NA,NA,NA,"LC"
"2404",11162,22711374,"Cistothorus palustris",NA,NA,NA,"LC"
"2405",11162,103886997,"Cistothorus platensis",NA,NA,NA,"LC"
"2406",11162,103887005,"Cistothorus stellaris",NA,NA,NA,"LC"
"2407",11162,22726889,"Cittura cyanotis",NA,NA,NA,"LC"
"2408",11162,22726899,"Cittura sanghirensis",NA,NA,NA,"NT"
"2409",11162,22693709,"Cladorhynchus leucocephalus",NA,NA,NA,"LC"
"2410",11162,22683816,"Clamator coromandus",NA,NA,NA,"LC"
"2411",11162,22683819,"Clamator glandarius",NA,NA,NA,"LC"
"2412",11162,22683800,"Clamator jacobinus",NA,NA,NA,"LC"
"2413",11162,22683808,"Clamator levaillantii",NA,NA,NA,"LC"
"2414",11162,22696027,"Clanga clanga",NA,NA,NA,"VU"
"2415",11162,22729779,"Clanga hastata",NA,NA,NA,"VU"
"2416",11162,22696022,"Clanga pomarina",NA,NA,NA,"LC"
"2417",11162,22680427,"Clangula hyemalis",NA,NA,NA,"VU"
"2418",11162,22690809,"Claravis pretiosa",NA,NA,NA,"LC"
"2419",11162,22714282,"Cleptornis marchei",NA,NA,NA,"EN"
"2420",11162,22702639,"Clibanornis dendrocolaptoides",NA,NA,NA,"NT"
"2421",11162,22702956,"Clibanornis erythrocephalus",NA,NA,NA,"NT"
"2422",11162,22702949,"Clibanornis rectirostris",NA,NA,NA,"LC"
"2423",11162,22736330,"Clibanornis rubiginosus",NA,NA,NA,"LC"
"2424",11162,22736301,"Clibanornis rufipectus",NA,NA,NA,"VU"
"2425",11162,22703571,"Climacteris affinis",NA,NA,NA,"LC"
"2426",11162,22703574,"Climacteris erythrops",NA,NA,NA,"LC"
"2427",11162,22703580,"Climacteris melanurus",NA,NA,NA,"LC"
"2428",11162,22703577,"Climacteris picumnus",NA,NA,NA,"LC"
"2429",11162,22703591,"Climacteris rufus",NA,NA,NA,"LC"
"2430",11162,22683202,"Clytoceyx rex",NA,NA,NA,"LC"
"2431",11162,22701358,"Clytoctantes alixii",NA,NA,NA,"EN"
"2432",11162,22701364,"Clytoctantes atrogularis",NA,NA,NA,"VU"
"2433",11162,22687712,"Clytolaema rubricauda",NA,NA,NA,"LC"
"2434",11162,22703709,"Clytomyias insignis",NA,NA,NA,"LC"
"2435",11162,22707224,"Clytorhynchus hamlini",NA,NA,NA,"NT"
"2436",11162,22735037,"Clytorhynchus nigrogularis",NA,NA,NA,"NT"
"2437",11162,22707213,"Clytorhynchus pachycephaloides",NA,NA,NA,"LC"
"2438",11162,22734762,"Clytorhynchus sanctaecrucis",NA,NA,NA,"EN"
"2439",11162,22707216,"Clytorhynchus vitiensis",NA,NA,NA,"LC"
"2440",11162,22719407,"Clytospiza monteiri",NA,NA,NA,"LC"
"2441",11162,22699978,"Cnemarchus erythropygius",NA,NA,NA,"LC"
"2442",11162,22722611,"Cnemathraupis aureodorsalis",NA,NA,NA,"EN"
"2443",11162,22722606,"Cnemathraupis eximia",NA,NA,NA,"LC"
"2444",11162,22706100,"Cnemophilus loriae",NA,NA,NA,"LC"
"2445",11162,103731110,"Cnemophilus macgregorii",NA,NA,NA,"LC"
"2446",11162,103731114,"Cnemophilus sanguineus",NA,NA,NA,"LC"
"2447",11162,103819218,"Cnemoscopus chrysogaster",NA,NA,NA,"LC"
"2448",11162,103819177,"Cnemoscopus rubrirostris",NA,NA,NA,"LC"
"2449",11162,22699748,"Cnemotriccus fuscatus",NA,NA,NA,"LC"
"2450",11162,22699590,"Cnipodectes subbrunneus",NA,NA,NA,"LC"
"2451",11162,22735464,"Cnipodectes superrufus",NA,NA,NA,"VU"
"2452",11162,103815110,"Coccopygia bocagei",NA,NA,NA,"LC"
"2453",11162,103814997,"Coccopygia melanotis",NA,NA,NA,"LC"
"2454",11162,103815089,"Coccopygia quartinia",NA,NA,NA,"LC"
"2455",11162,22720681,"Coccothraustes coccothraustes",NA,NA,NA,"LC"
"2456",11162,22684318,"Coccycua cinerea",NA,NA,NA,"LC"
"2457",11162,22684379,"Coccycua minuta",NA,NA,NA,"LC"
"2458",11162,22684309,"Coccycua pumila",NA,NA,NA,"LC"
"2459",11162,22684331,"Coccyzus americanus",NA,NA,NA,"LC"
"2460",11162,22728160,"Coccyzus bahamensis",NA,NA,NA,"NT"
"2461",11162,22684328,"Coccyzus erythropthalmus",NA,NA,NA,"LC"
"2462",11162,22684334,"Coccyzus euleri",NA,NA,NA,"LC"
"2463",11162,22684340,"Coccyzus ferrugineus",NA,NA,NA,"VU"
"2464",11162,22684346,"Coccyzus lansbergi",NA,NA,NA,"LC"
"2465",11162,22684408,"Coccyzus longirostris",NA,NA,NA,"LC"
"2466",11162,22684343,"Coccyzus melacoryphus",NA,NA,NA,"LC"
"2467",11162,22728153,"Coccyzus merlini",NA,NA,NA,"LC"
"2468",11162,22684337,"Coccyzus minor",NA,NA,NA,"LC"
"2469",11162,22684350,"Coccyzus pluvialis",NA,NA,NA,"LC"
"2470",11162,22684360,"Coccyzus rufigularis",NA,NA,NA,"EN"
"2471",11162,22684399,"Coccyzus vetula",NA,NA,NA,"LC"
"2472",11162,22684417,"Coccyzus vieilloti",NA,NA,NA,"LC"
"2473",11162,22697250,"Cochlearius cochlearius",NA,NA,NA,"LC"
"2474",11162,22710153,"Cochoa azurea",NA,NA,NA,"VU"
"2475",11162,22710150,"Cochoa beccarii",NA,NA,NA,"VU"
"2476",11162,22710144,"Cochoa purpurea",NA,NA,NA,"LC"
"2477",11162,22710147,"Cochoa viridis",NA,NA,NA,"LC"
"2478",11162,22726764,"Coeligena albicaudata",NA,NA,NA,"LC"
"2479",11162,61172969,"Coeligena bonapartei",NA,NA,NA,"LC"
"2480",11162,22687807,"Coeligena coeligena",NA,NA,NA,"LC"
"2481",11162,22726729,"Coeligena conradii",NA,NA,NA,"LC"
"2482",11162,61173094,"Coeligena consita",NA,NA,NA,"EN"
"2483",11162,22726758,"Coeligena dichroura",NA,NA,NA,"LC"
"2484",11162,22726736,"Coeligena eisenmanni",NA,NA,NA,"LC"
"2485",11162,61173059,"Coeligena eos",NA,NA,NA,"LC"
"2486",11162,22687834,"Coeligena helianthea",NA,NA,NA,"LC"
"2487",11162,22726743,"Coeligena inca",NA,NA,NA,"LC"
"2488",11162,22687847,"Coeligena iris",NA,NA,NA,"LC"
"2489",11162,22687837,"Coeligena lutetiae",NA,NA,NA,"LC"
"2490",11162,22687828,"Coeligena orina",NA,NA,NA,"EN"
"2491",11162,22726770,"Coeligena osculans",NA,NA,NA,"LC"
"2492",11162,22687825,"Coeligena phalerata",NA,NA,NA,"NT"
"2493",11162,22687813,"Coeligena prunellei",NA,NA,NA,"VU"
"2494",11162,22726720,"Coeligena torquata",NA,NA,NA,"LC"
"2495",11162,22726750,"Coeligena violifer",NA,NA,NA,"LC"
"2496",11162,22687810,"Coeligena wilsoni",NA,NA,NA,"LC"
"2497",11162,22727499,"Coenocorypha aucklandica",NA,NA,NA,"NT"
"2498",11162,62178398,"Coenocorypha barrierensis",NA,NA,NA,"EX"
"2499",11162,22727509,"Coenocorypha huegeli",NA,NA,NA,"NT"
"2500",11162,22727515,"Coenocorypha iredalei",NA,NA,NA,"EX"
"2501",11162,22693137,"Coenocorypha pusilla",NA,NA,NA,"VU"
"2502",11162,22722080,"Coereba flaveola",NA,NA,NA,"LC"
"2503",11162,61534039,"Colaptes aeruginosus",NA,NA,NA,"LC"
"2504",11162,22726398,"Colaptes atriceps",NA,NA,NA,"LC"
"2505",11162,22681269,"Colaptes atricollis",NA,NA,NA,"LC"
"2506",11162,22726404,"Colaptes auratus",NA,NA,NA,"LC"
"2507",11162,22681250,"Colaptes auricularis",NA,NA,NA,"LC"
"2508",11162,22726414,"Colaptes cafer",NA,NA,NA,"LC"
"2509",11162,22726441,"Colaptes campestris",NA,NA,NA,"LC"
"2510",11162,22726449,"Colaptes campestroides",NA,NA,NA,"LC"
"2511",11162,22681290,"Colaptes chrysoides",NA,NA,NA,"LC"
"2512",11162,22726434,"Colaptes cinereicapillus",NA,NA,NA,"LC"
"2513",11162,22681293,"Colaptes fernandinae",NA,NA,NA,"EN"
"2514",11162,22727950,"Colaptes melanochloros",NA,NA,NA,"LC"
"2515",11162,22727957,"Colaptes melanolaimus",NA,NA,NA,"LC"
"2516",11162,22726420,"Colaptes mexicanoides",NA,NA,NA,"LC"
"2517",11162,62322970,"Colaptes oceanicus",NA,NA,NA,"EX"
"2518",11162,22681297,"Colaptes pitius",NA,NA,NA,"LC"
"2519",11162,22681272,"Colaptes punctigula",NA,NA,NA,"LC"
"2520",11162,22726390,"Colaptes rivolii",NA,NA,NA,"LC"
"2521",11162,61533973,"Colaptes rubiginosus",NA,NA,NA,"LC"
"2522",11162,22726426,"Colaptes rupicola",NA,NA,NA,"LC"
"2523",11162,22687114,"Colibri coruscans",NA,NA,NA,"LC"
"2524",11162,22687106,"Colibri delphinae",NA,NA,NA,"LC"
"2525",11162,22687118,"Colibri serrirostris",NA,NA,NA,"LC"
"2526",11162,22687110,"Colibri thalassinus",NA,NA,NA,"LC"
"2527",11162,45093141,"Colinus cristatus",NA,NA,NA,"LC"
"2528",11162,45093155,"Colinus leucopogon",NA,NA,NA,"LC"
"2529",11162,22679623,"Colinus nigrogularis",NA,NA,NA,"LC"
"2530",11162,22728956,"Colinus virginianus",NA,NA,NA,"NT"
"2531",11162,22683784,"Colius castanotus",NA,NA,NA,"LC"
"2532",11162,22683788,"Colius colius",NA,NA,NA,"LC"
"2533",11162,22683780,"Colius leucocephalus",NA,NA,NA,"LC"
"2534",11162,22683776,"Colius striatus",NA,NA,NA,"LC"
"2535",11162,22686495,"Collocalia esculenta",NA,NA,NA,"LC"
"2536",11162,22686498,"Collocalia linchi",NA,NA,NA,"LC"
"2537",11162,22686504,"Collocalia troglodytes",NA,NA,NA,"LC"
"2538",11162,22705553,"Colluricincla boweri",NA,NA,NA,"LC"
"2539",11162,22705561,"Colluricincla harmonica",NA,NA,NA,"LC"
"2540",11162,22705547,"Colluricincla megarhyncha",NA,NA,NA,"LC"
"2541",11162,22705543,"Colluricincla tenebrosa",NA,NA,NA,"LC"
"2542",11162,22705557,"Colluricincla woodwardi",NA,NA,NA,"LC"
"2543",11162,22700318,"Colonia colonus",NA,NA,NA,"LC"
"2544",11162,22699963,"Colorhamphus parvirostris",NA,NA,NA,"LC"
"2545",11162,22690164,"Columba albinucha",NA,NA,NA,"NT"
"2546",11162,22690084,"Columba albitorques",NA,NA,NA,"LC"
"2547",11162,22690195,"Columba argentina",NA,NA,NA,"CR"
"2548",11162,22690145,"Columba arquatrix",NA,NA,NA,"LC"
"2549",11162,22690117,"Columba bollii",NA,NA,NA,"LC"
"2550",11162,22690359,"Columba delegorguei",NA,NA,NA,"LC"
"2551",11162,22690173,"Columba elphinstonii",NA,NA,NA,"VU"
"2552",11162,22690097,"Columba eversmanni",NA,NA,NA,"VU"
"2553",11162,22690080,"Columba guinea",NA,NA,NA,"LC"
"2554",11162,22690159,"Columba hodgsonii",NA,NA,NA,"LC"
"2555",11162,22690346,"Columba iriditorques",NA,NA,NA,"LC"
"2556",11162,22690206,"Columba janthina",NA,NA,NA,"NT"
"2557",11162,22690222,"Columba jouyi",NA,NA,NA,"EX"
"2558",11162,22690122,"Columba junoniae",NA,NA,NA,"NT"
"2559",11162,22690215,"Columba leucomela",NA,NA,NA,"LC"
"2560",11162,22690077,"Columba leuconota",NA,NA,NA,"LC"
"2561",11162,22690066,"Columba livia",NA,NA,NA,"LC"
"2562",11162,22690351,"Columba malherbii",NA,NA,NA,"NT"
"2563",11162,22690088,"Columba oenas",NA,NA,NA,"LC"
"2564",11162,22690092,"Columba oliviae",NA,NA,NA,"DD"
"2565",11162,22690226,"Columba pallidiceps",NA,NA,NA,"VU"
"2566",11162,22690201,"Columba palumboides",NA,NA,NA,"NT"
"2567",11162,22690103,"Columba palumbus",NA,NA,NA,"LC"
"2568",11162,22690152,"Columba pollenii",NA,NA,NA,"NT"
"2569",11162,22690168,"Columba pulchricollis",NA,NA,NA,"LC"
"2570",11162,22690191,"Columba punicea",NA,NA,NA,"VU"
"2571",11162,22690074,"Columba rupestris",NA,NA,NA,"LC"
"2572",11162,22690131,"Columba sjostedti",NA,NA,NA,"LC"
"2573",11162,62254534,"Columba thiriouxi",NA,NA,NA,"EX"
"2574",11162,22690138,"Columba thomensis",NA,NA,NA,"EN"
"2575",11162,22690178,"Columba torringtoniae",NA,NA,NA,"VU"
"2576",11162,22690112,"Columba trocaz",NA,NA,NA,"LC"
"2577",11162,22690127,"Columba unicincta",NA,NA,NA,"LC"
"2578",11162,22690218,"Columba versicolor",NA,NA,NA,"EX"
"2579",11162,22690211,"Columba vitiensis",NA,NA,NA,"LC"
"2580",11162,22690789,"Columbina buckleyi",NA,NA,NA,"LC"
"2581",11162,22690799,"Columbina cruziana",NA,NA,NA,"LC"
"2582",11162,22690804,"Columbina cyanopis",NA,NA,NA,"CR"
"2583",11162,22690762,"Columbina inca",NA,NA,NA,"LC"
"2584",11162,22690779,"Columbina minuta",NA,NA,NA,"LC"
"2585",11162,22690774,"Columbina passerina",NA,NA,NA,"LC"
"2586",11162,22690794,"Columbina picui",NA,NA,NA,"LC"
"2587",11162,22690768,"Columbina squammata",NA,NA,NA,"LC"
"2588",11162,22690784,"Columbina talpacoti",NA,NA,NA,"LC"
"2589",11162,22722153,"Compsothraupis loricata",NA,NA,NA,"LC"
"2590",11162,22700913,"Conioptilon mcilhennyi",NA,NA,NA,"LC"
"2591",11162,22722111,"Conirostrum albifrons",NA,NA,NA,"LC"
"2592",11162,22722089,"Conirostrum bicolor",NA,NA,NA,"NT"
"2593",11162,22722114,"Conirostrum binghami",NA,NA,NA,"NT"
"2594",11162,103834574,"Conirostrum cinereum",NA,NA,NA,"LC"
"2595",11162,22722102,"Conirostrum ferrugineiventre",NA,NA,NA,"LC"
"2596",11162,103834605,"Conirostrum fraseri",NA,NA,NA,"LC"
"2597",11162,22722086,"Conirostrum leucogenys",NA,NA,NA,"LC"
"2598",11162,22722093,"Conirostrum margaritae",NA,NA,NA,"VU"
"2599",11162,22722105,"Conirostrum rufum",NA,NA,NA,"LC"
"2600",11162,22722108,"Conirostrum sitticolor",NA,NA,NA,"LC"
"2601",11162,22722083,"Conirostrum speciosum",NA,NA,NA,"LC"
"2602",11162,22722099,"Conirostrum tamarugense",NA,NA,NA,"LC"
"2603",11162,22700536,"Conopias albovittatus",NA,NA,NA,"LC"
"2604",11162,22700560,"Conopias cinchoneti",NA,NA,NA,"VU"
"2605",11162,22700544,"Conopias parvus",NA,NA,NA,"LC"
"2606",11162,22700552,"Conopias trivirgatus",NA,NA,NA,"LC"
"2607",11162,22703409,"Conopophaga ardesiaca",NA,NA,NA,"LC"
"2608",11162,103660322,"Conopophaga aurita",NA,NA,NA,"LC"
"2609",11162,22703412,"Conopophaga castaneiceps",NA,NA,NA,"LC"
"2610",11162,22728504,"Conopophaga cearae",NA,NA,NA,"NT"
"2611",11162,22734381,"Conopophaga lineata",NA,NA,NA,"LC"
"2612",11162,22703418,"Conopophaga melanogaster",NA,NA,NA,"LC"
"2613",11162,22703415,"Conopophaga melanops",NA,NA,NA,"LC"
"2614",11162,22703406,"Conopophaga peruviana",NA,NA,NA,"LC"
"2615",11162,22703403,"Conopophaga roberti",NA,NA,NA,"LC"
"2616",11162,103660326,"Conopophaga snethlageae",NA,NA,NA,"LC"
"2617",11162,22704403,"Conopophila albogularis",NA,NA,NA,"LC"
"2618",11162,22704406,"Conopophila rufogularis",NA,NA,NA,"LC"
"2619",11162,22704409,"Conopophila whitei",NA,NA,NA,"LC"
"2620",11162,22722136,"Conothraupis mesoleuca",NA,NA,NA,"EN"
"2621",11162,22722133,"Conothraupis speculigera",NA,NA,NA,"NT"
"2622",11162,22699827,"Contopus albogularis",NA,NA,NA,"LC"
"2623",11162,103683917,"Contopus bogotensis",NA,NA,NA,"LC"
"2624",11162,22699830,"Contopus caribaeus",NA,NA,NA,"LC"
"2625",11162,103683886,"Contopus cinereus",NA,NA,NA,"LC"
"2626",11162,22699787,"Contopus cooperi",NA,NA,NA,"NT"
"2627",11162,22699804,"Contopus fumigatus",NA,NA,NA,"LC"
"2628",11162,22724420,"Contopus hispaniolensis",NA,NA,NA,"LC"
"2629",11162,22699836,"Contopus latirostris",NA,NA,NA,"LC"
"2630",11162,22699801,"Contopus lugubris",NA,NA,NA,"LC"
"2631",11162,22699824,"Contopus nigrescens",NA,NA,NA,"LC"
"2632",11162,22699808,"Contopus ochraceus",NA,NA,NA,"LC"
"2633",11162,22724415,"Contopus pallidus",NA,NA,NA,"LC"
"2634",11162,22699798,"Contopus pertinax",NA,NA,NA,"LC"
"2635",11162,103683897,"Contopus punensis",NA,NA,NA,"LC"
"2636",11162,22699811,"Contopus sordidulus",NA,NA,NA,"LC"
"2637",11162,22699816,"Contopus virens",NA,NA,NA,"LC"
"2638",11162,22685776,"Conuropsis carolinensis",NA,NA,NA,"EX"
"2639",11162,103894037,"Copsychus albospecularis",NA,NA,NA,"LC"
"2640",11162,103893527,"Copsychus mindanensis",NA,NA,NA,"LC"
"2641",11162,103894121,"Copsychus pica",NA,NA,NA,"LC"
"2642",11162,103893432,"Copsychus saularis",NA,NA,NA,"LC"
"2643",11162,22709978,"Copsychus sechellarum",NA,NA,NA,"EN"
"2644",11162,22682865,"Coracias abyssinicus",NA,NA,NA,"LC"
"2645",11162,22725924,"Coracias affinis",NA,NA,NA,"LC"
"2646",11162,22725914,"Coracias benghalensis",NA,NA,NA,"LC"
"2647",11162,22682874,"Coracias caudatus",NA,NA,NA,"LC"
"2648",11162,22682908,"Coracias cyanogaster",NA,NA,NA,"LC"
"2649",11162,22682860,"Coracias garrulus",NA,NA,NA,"LC"
"2650",11162,22682892,"Coracias naevius",NA,NA,NA,"LC"
"2651",11162,22682883,"Coracias spatulatus",NA,NA,NA,"LC"
"2652",11162,22682905,"Coracias temminckii",NA,NA,NA,"LC"
"2653",11162,22706486,"Coracina atriceps",NA,NA,NA,"LC"
"2654",11162,22706508,"Coracina bicolor",NA,NA,NA,"NT"
"2655",11162,22706516,"Coracina boyeri",NA,NA,NA,"LC"
"2656",11162,22706499,"Coracina caeruleogrisea",NA,NA,NA,"LC"
"2657",11162,103694177,"Coracina caledonica",NA,NA,NA,"LC"
"2658",11162,103694300,"Coracina dobsoni",NA,NA,NA,"NT"
"2659",11162,22706489,"Coracina fortis",NA,NA,NA,"NT"
"2660",11162,183446899,"Coracina javensis",NA,NA,NA,"LC"
"2661",11162,22706470,"Coracina larvata",NA,NA,NA,"LC"
"2662",11162,22706519,"Coracina leucopygia",NA,NA,NA,"LC"
"2663",11162,22706511,"Coracina lineata",NA,NA,NA,"LC"
"2664",11162,22706526,"Coracina longicauda",NA,NA,NA,"LC"
"2665",11162,183458017,"Coracina macei",NA,NA,NA,"LC"
"2666",11162,22706466,"Coracina maxima",NA,NA,NA,"LC"
"2667",11162,22706495,"Coracina novaehollandiae",NA,NA,NA,"LC"
"2668",11162,103694213,"Coracina panayensis",NA,NA,NA,"LC"
"2669",11162,22706522,"Coracina papuensis",NA,NA,NA,"LC"
"2670",11162,22706529,"Coracina parvula",NA,NA,NA,"LC"
"2671",11162,22706483,"Coracina personata",NA,NA,NA,"LC"
"2672",11162,22706479,"Coracina schistacea",NA,NA,NA,"LC"
"2673",11162,103694198,"Coracina striata",NA,NA,NA,"LC"
"2674",11162,22706502,"Coracina temminckii",NA,NA,NA,"LC"
"2675",11162,103694187,"Coracina welchmani",NA,NA,NA,"LC"
"2676",11162,22727890,"Coracopsis barklyi",NA,NA,NA,"VU"
"2677",11162,22727885,"Coracopsis nigra",NA,NA,NA,"LC"
"2678",11162,62292583,"Coracopsis sibilans",NA,NA,NA,"NT"
"2679",11162,22685261,"Coracopsis vasa",NA,NA,NA,"LC"
"2680",11162,22705425,"Coracornis raveni",NA,NA,NA,"LC"
"2681",11162,22724568,"Coracornis sanghirensis",NA,NA,NA,"CR"
"2682",11162,22697624,"Coragyps atratus",NA,NA,NA,"LC"
"2683",11162,22701093,"Corapipo gutturalis",NA,NA,NA,"LC"
"2684",11162,103676541,"Corapipo leucorrhoa",NA,NA,NA,"LC"
"2685",11162,22705382,"Corcorax melanorhamphos",NA,NA,NA,"LC"
"2686",11162,22703560,"Cormobates leucophaea",NA,NA,NA,"LC"
"2687",11162,22703557,"Cormobates placens",NA,NA,NA,"LC"
"2688",11162,22706077,"Corvus albicollis",NA,NA,NA,"LC"
