cur_alternate_com_name,sci_name
Pygargue empereur,Haliaeetus pelagicus
Pygargue blagre,Haliaeetus leucogaster
Pygargue de Sanford,Haliaeetus sanfordi
Pygargue vocifer,Haliaeetus vocifer
Pygargue de Madagascar,Haliaeetus vociferoides
Pygargue nain,Haliaeetus humilis
Pygargue a tete grise,Haliaeetus ichthyaetus
Pygargue nain ou P. a tete grise,Haliaeetus humilis/ichthyaetus
Haliaeetus sp. (pygargue),Haliaeetus sp.
Buse echasse,Geranospiza caerulescens
Buse echasse (groupe nigra),Geranospiza caerulescens [nigra Group]
Buse echasse (caerulescens),Geranospiza caerulescens caerulescens
Buse echasse (gracilis/flexipes),Geranospiza caerulescens gracilis/flexipes
Buse plombee,Cryptoleucopteryx plumbea
Buse ardoisee,Buteogallus schistaceus
Buse noire,Buteogallus anthracinus
Buse noire (anthracinus/utilensis),Buteogallus anthracinus anthracinus/utilensis
Buse noire (groupe subtilis),Buteogallus anthracinus [subtilis Group]
Buse de Gundlach,Buteogallus gundlachii
Buse buson,Buteogallus aequinoctialis
Buse roussatre,Buteogallus meridionalis
Buse lacernulee,Buteogallus lacernulatus
Buse urubu,Buteogallus urubitinga
Buse urubu (ridgwayi),Buteogallus urubitinga ridgwayi
Buse urubu (urubitinga),Buteogallus urubitinga urubitinga
Buse noire ou B. urubu,Buteogallus anthracinus/urubitinga
Buse solitaire,Buteogallus solitarius
Buse couronnee,Buteogallus coronatus
Buteogallus sp.,Buteogallus sp.
Buse barree,Morphnarchus princeps
Buse a gros bec,Rupornis magnirostris
Buse a gros bec (gracilis),Rupornis magnirostris gracilis
Buse a gros bec (groupe magnirostris),Rupornis magnirostris [magnirostris Group]
Buse a gros bec (groupe pucherani),Rupornis magnirostris [pucherani Group]
Buse de Harris,Parabuteo unicinctus
Buse de Harris (harrisi),Parabuteo unicinctus harrisi
Buse de Harris (unicinctus),Parabuteo unicinctus unicinctus
Buse cul-blanc,Parabuteo leucorrhous
Buse a queue blanche,Geranoaetus albicaudatus
Buse tricolore,Geranoaetus polyosoma
Buse tricolore (forme de la puna),Geranoaetus polyosoma (Puna)
Buse tricolore (forme a dos roux),Geranoaetus polyosoma (Red-backed)
Buse tricolore (polyosoma),Geranoaetus polyosoma polyosoma
Buse tricolore (exsul),Geranoaetus polyosoma exsul
Buse aguia,Geranoaetus melanoleucus
Geranoaetus sp.,Geranoaetus sp.
Buse mantelee,Pseudastur polionotus
Buse blanche,Pseudastur albicollis
Buse blanche (ghiesbreghti),Pseudastur albicollis ghiesbreghti
Buse blanche (costaricensis),Pseudastur albicollis costaricensis
Buse blanche (williaminae),Pseudastur albicollis williaminae
Buse blanche (albicollis),Pseudastur albicollis albicollis
Buse a dos gris,Pseudastur occidentalis
Buse semiplombee,Leucopternis semiplumbeus
Buse a face noire,Leucopternis melanops
Buse a sourcils blancs,Leucopternis kuhli
Buse des Bermudes,Bermuteo avivorus
Buse grise,Buteo plagiatus
Buse cendree,Buteo nitidus
Buse grise ou B. cendree,Buteo plagiatus/nitidus
Buse a epaulettes,Buteo lineatus
Buse a epaulettes (groupe lineatus),Buteo lineatus [lineatus Group]
Buse a epaulettes (extimus),Buteo lineatus extimus
Buse a epaulettes (elegans),Buteo lineatus elegans
Hybride Buse noire x B. a epaulettes,Buteogallus anthracinus x Buteo lineatus
Buse de Ridgway,Buteo ridgwayi
Petite Buse,Buteo platypterus
Petite Buse (platypterus),Buteo platypterus platypterus
Petite Buse (groupe antillarum),Buteo platypterus [antillarum Group]
Hybride Buse a epaulettes x Petite Buse,Buteo lineatus x platypterus
Buse a epaulettes ou Petite Buse,Buteo lineatus/platypterus
Buse d'Hawai,Buteo solitarius
Buse a queue courte,Buteo brachyurus
Buse a gorge blanche,Buteo albigula
Buse de Swainson,Buteo swainsoni
Buse des Galapagos,Buteo galapagoensis
Buse a queue barree,Buteo albonotatus
Buse de Patagonie,Buteo ventralis
Buse a queue rousse,Buteo jamaicensis
Buse a queue rousse (calurus/alascensis),Buteo jamaicensis calurus/alascensis
Buse a queue rousse (borealis),Buteo jamaicensis borealis
Buse a queue rousse (abieticola),Buteo jamaicensis abieticola
Buse a queue rousse (calurus/abieticola),Buteo jamaicensis calurus/abieticola
Buse a queue rousse (harlani),Buteo jamaicensis harlani
Buse a queue rousse (kriderii),Buteo jamaicensis kriderii
Buse a queue rousse (fuertesi),Buteo jamaicensis fuertesi
Buse a queue rousse (kemsiesi/hadropus),Buteo jamaicensis kemsiesi/hadropus
Buse a queue rousse (costaricensis),Buteo jamaicensis costaricensis
Buse a queue rousse (fumosus),Buteo jamaicensis fumosus
Buse a queue rousse (socorroensis),Buteo jamaicensis socorroensis
Buse a queue rousse (umbrinus),Buteo jamaicensis umbrinus
Buse a queue rousse (jamaicensis),Buteo jamaicensis jamaicensis
Buse a queue rousse (solitudinis),Buteo jamaicensis solitudinis
Hybride Buse a epaulettes x B. a queue rousse,Buteo lineatus x jamaicensis
Buse pattue,Buteo lagopus
Hybride Buse de Swainson x B. pattue,Buteo swainsoni x lagopus
Hybride Buse a queue rousse x B. pattue,Buteo jamaicensis x lagopus
Buse rouilleuse,Buteo regalis
Hybride Buse a queue rouse x B. rouilleuse,Buteo jamaicensis x regalis
Buse variable,Buteo buteo
Buse variable (buteo),Buteo buteo buteo
Buse variable (arrigonii),Buteo buteo arrigonii
Buse variable (rothschildi),Buteo buteo rothschildi
Buse variable (insularum),Buteo buteo insularum
Buse variable (vulpinus/menetriesi),Buteo buteo vulpinus/menetriesi
Buse de l'Himalaya,Buteo refectus
Buse variable ou B. de l'Himalaya,Buteo buteo/refectus
Buse du Japon,Buteo japonicus
"Buse variable, B. de l'Himalaya ou B. du Japon",Buteo buteo/refectus/japonicus
Buse de l'Himalaya ou B. du Japon,Buteo refectus/japonicus
Buse montagnarde,Buteo oreophilus
Buse forestiere,Buteo trizonatus
"Buse (d'Elgin, forme non decrite)",Buteo [undescribed form]
Buse de Madagascar,Buteo brachypterus
Buse du Cap-Vert,Buteo bannermani
Buse de Socotra,Buteo socotraensis
Buse feroce,Buteo rufinus
Buse feroce (rufinus),Buteo rufinus rufinus
Buse feroce (cirtensis),Buteo rufinus cirtensis
Hybride Buse variable x B. feroce,Buteo buteo x rufinus
Buse variable ou B. feroce,Buteo buteo/rufinus
Buse de Chine,Buteo hemilasius
Hybride Buse feroce x B. de Chine,Buteo rufinus x hemilasius
Buse feroce ou B. de Chine,Buteo rufinus/hemilasius
Buse d'Afrique,Buteo auguralis
Buse augure,Buteo augur
Buse d'Archer,Buteo archeri
Buse rounoir,Buteo rufofuscus
Buteo sp.,Buteo sp.
Geranoaetus ou Buteo sp.,Geranoaetus/Buteo sp.
Buse ou Aigle sp.,Buteo/eagle sp.
Rapace sp.,Accipitridae sp. (hawk sp.)
Aigle ou Pygargue sp.,Accipitridae sp. (eagle sp.)
Effraie ombree,Tyto tenebricosa
Effraie ombree (tenebricosa/arfaki),Tyto tenebricosa tenebricosa/arfaki
Effraie ombree (multipunctata),Tyto tenebricosa multipunctata
Effraie masquee,Tyto novaehollandiae
Effraie doree,Tyto aurantia
Effraie de Ceram,Tyto almae
Effraie des Tanimbar,Tyto sororcula
Effraie des Tanimbar (cayelii),Tyto sororcula cayelii
Effraie des Tanimbar (sororcula),Tyto sororcula sororcula
Effraie de Manus,Tyto manusi
Effraie de Taliabu,Tyto nigrobrunnea
Effraie de Minahassa,Tyto inexspectata
Effraie des Celebes,Tyto rosenbergii
Effraie de prairie,Tyto longimembris
Effraie du Cap,Tyto capensis
Effraie des clochers,Tyto alba
Effraie des clochers (groupe alba),Tyto alba [alba Group]
Effraie des clochers (schmitzi),Tyto alba schmitzi
Effraie des clochers (gracilirostris),Tyto alba gracilirostris
Effraie des clochers (affinis),Tyto alba affinis
Effraie des clochers (poensis),Tyto alba poensis
Effraie des clochers (detorta),Tyto alba detorta
Effraie des clochers (thomensis),Tyto alba thomensis
Effraie des clochers (crassirostris),Tyto alba crassirostris
Effraie des clochers (groupe javanica),Tyto alba [javanica Group]
Effraie des clochers (groupe tuidara),Tyto alba [tuidara Group]
Effraie des clochers (furcata),Tyto alba furcata
Effraie des clochers (bargei),Tyto alba bargei
Effraie des clochers (insularis/nigrescens),Tyto alba insularis/nigrescens
Effraie des clochers (punctatissima),Tyto alba punctatissima
Effraie des Andaman,Tyto deroepstorffi
Effraie d'Hispaniola,Tyto glaucops
Effraie de Soumagne,Tyto soumagnei
Phodile calong,Phodilus badius
Phodile de Ceylan,Phodilus assimilis
Phodile de Prigogine,Phodilus prigoginei
Petit-duc a front blanc,Otus sagittatus
Petit-duc des Andaman,Otus balli
Petit-duc roussatre,Otus rufescens
Petit-duc de Serendip,Otus thilohoffmanni
Petit-duc a bec jaune,Otus icterorhynchus
Petit-duc a bec jaune (icterorhynchus),Otus icterorhynchus icterorhynchus
Petit-duc a bec jaune (holerythrus),Otus icterorhynchus holerythrus
Petit-duc d'Irene,Otus ireneae
Petit-duc de Flores,Otus alfredi
Petit-duc tachete,Otus spilocephalus
Petit-duc radjah,Otus brookii
Petit-duc radjah (solokensis),Otus brookii solokensis
Petit-duc radjah (brookii),Otus brookii brookii
Petit-duc de Java,Otus angelinae
Petit-duc des Mentawai,Otus mentawi
Petit-duc indien,Otus bakkamoena
Petit-duc a collier,Otus lettia
Petit-duc de Gurney,Otus gurneyi
Petit-duc de Horsfield,Otus lempiji
Petit-duc a collier ou P.-d. de Horsfield,Otus lettia/lempiji
Petit-duc du Japon,Otus semitorques
Petit-duc de Wallace,Otus silvicola
Petit-duc de Palawan,Otus fuliginosus
Petit-duc de Luçon,Otus megalotis
Petit-duc d'Everett,Otus everetti
Petit-duc de Negros,Otus nigrorum
Petit-duc de Mindoro,Otus mindorensis
Petit-duc mysterieux,Otus magicus
Petit-duc mysterieux (groupe magicus),Otus magicus [magicus Group]
Petit-duc mysterieux (tempestatis),Otus magicus tempestatis
Petit-duc de Lombok,Otus jolandae
Petit-duc de Mantanani,Otus mantananensis
Petit-duc elegant,Otus elegans
Petit-duc de Manado,Otus manadensis
Petit-duc de Manado (manadensis),Otus manadensis manadensis
Petit-duc de Manado (mendeni),Otus manadensis mendeni
Petit-duc de Manado (kalidupae),Otus manadensis kalidupae
Petit-duc des Sangihe,Otus collari
Petit-duc de Siau,Otus siaoensis
Petit-duc des Sula,Otus sulaensis
Petit-duc de Beccari,Otus beccarii
Petit-duc de Simalur,Otus umbra
Petit-duc d'Enggano,Otus enganensis
Petit-duc des Nicobar,Otus alius
Petit-duc d'Arabie,Otus pamelae
Petit-duc scops,Otus scops
Petit-duc de Chypre,Otus cyprius
Petit-duc scops ou P.-d. de Chypre,Otus scops/cyprius
Petit-duc de Pemba,Otus pembaensis
Petit-duc de Sao Tome,Otus hartlaubi
"Petit-duc (de Principe, forme non decrite)",Otus [undescribed form]
Petit-duc africain,Otus senegalensis
Petit-duc africain (senegalensis),Otus senegalensis senegalensis
Petit-duc africain (feae),Otus senegalensis feae
Petit-duc africain (nivosus),Otus senegalensis nivosus
Petit-duc de Bruce,Otus brucei
Petit-duc scops ou P.-d. de Bruce,Otus scops/brucei
Petit-duc de Mindanao,Otus mirus
Petit-duc longicorne,Otus longicornis
Petit-duc de Moheli,Otus moheliensis
Petit-duc du Karthala,Otus pauliani
Petit-duc scieur,Otus insularis
Petit-duc d'Orient,Otus sunia
Petit-duc d'Orient (groupe sunia),Otus sunia [sunia Group]
Petit-duc d'Orient (modestus),Otus sunia modestus
Petit-duc de Socotra,Otus socotranus
Petit-duc d'Anjouan,Otus capnodes
Petit-duc de Mayotte,Otus mayottensis
Petit-duc de La Reunion,Otus grucheti
Petit-duc de Rodrigues,Otus murivorus
Petit-duc de Maurice,Otus sauzieri
Petit-duc malgache,Otus rutilus
Petit-duc torotoroka,Otus madagascariensis
Otus sp.,Otus sp.
Petit-duc nain,Psiloscops flammeolus
Petit-duc de Porto Rico,Gymnasio nudipes
Petit-duc de Clark,Megascops clarkii
Petit-duc a moustaches,Megascops trichopsis
Petit-duc a gorge blanche,Megascops albogularis
Petit-duc choliba,Megascops choliba
Petit-duc de Koepcke,Megascops koepckeae
Petit-duc de Koepcke (koepckeae),Megascops koepckeae koepckeae
Petit-duc de Koepcke (hockingi),Megascops koepckeae hockingi
Petit-duc de Salvin,Megascops ingens
Petit-duc de Salvin (colombianus),Megascops ingens colombianus
Petit-duc de Salvin (ingens/venezuelanus),Megascops ingens ingens/venezuelanus
Petit-duc de Peterson,Megascops petersoni
Petit-duc de Marshall,Megascops marshalli
Petit-duc de Hoy,Megascops hoyi
Petit-duc guatemalteque,Megascops guatemalae
Petit-duc guatemalteque (groupe guatemalae),Megascops guatemalae [guatemalae Group]
Petit-duc guatemalteque (vermiculatus),Megascops guatemalae vermiculatus
Petit-duc du Choco,Megascops centralis
Petit-duc du Roraima,Megascops roraimae
Petit-duc du Roraima (roraimae),Megascops roraimae roraimae
Petit-duc du Roraima (groupe napensis),Megascops roraimae [napensis Group]
Petit-duc a aigrettes longues,Megascops sanctaecatarinae
Petit-duc bride,Megascops barbarus
Petit-duc du Balsas,Megascops seductus
Petit-duc de Cooper,Megascops cooperi
Petit-duc de Cooper (lambi),Megascops cooperi lambi
Petit-duc de Cooper (cooperi),Megascops cooperi cooperi
Petit-duc des montagnes,Megascops kennicottii
Petit-duc des montagnes (groupe kennicottii),Megascops kennicottii [kennicottii Group]
Petit-duc des montagnes (vinaceus),Megascops kennicottii vinaceus
Petit-duc des montagnes (suttoni),Megascops kennicottii suttoni
Petit-duc macule,Megascops asio
Petit-duc macule (groupe asio),Megascops asio [asio Group]
Petit-duc macule (mccallii),Megascops asio mccallii
Hybride Petit-duc des montagnes x P.-d. macule,Megascops kennicottii x asio
Petit-duc de Santa Marta,Megascops gilesi
Petit-duc du Perou,Megascops roboratus
Petit-duc du Perou (pacificus),Megascops roboratus pacificus
Petit-duc du Perou (roboratus),Megascops roboratus roboratus
Petit-duc de Watson,Megascops watsonii
Petit-duc de Watson (watsonii),Megascops watsonii watsonii
Petit-duc de Watson (usta),Megascops watsonii usta
Petit-duc a meches noires,Megascops atricapilla
Megascops sp.,Megascops sp.
Petit-duc des Palau,Pyrroglaux podargina
Petit-duc de Cuba,Margarobyas lawrencii
Petit-duc a face blanche,Ptilopsis leucotis
Petit-duc de Grant,Ptilopsis granti
Duc a aigrettes,Lophostrix cristata
Duc a criniere,Jubula lettii
Chouette a lunettes,Pulsatrix perspicillata
Chouette a sourcils jaunes,Pulsatrix koeniswaldiana
Chouette a collier,Pulsatrix melanota
Pulsatrix sp.,Pulsatrix sp.
Grand-duc d'Amerique,Bubo virginianus
Grand-duc d'Amerique (groupe virginianus),Bubo virginianus [virginianus Group]
Grand-duc d'Amerique (magellanicus),Bubo virginianus magellanicus
Grand-duc d'Europe,Bubo bubo
Grand-duc indien,Bubo bengalensis
Grand-duc ascalaphe,Bubo ascalaphus
Grand-duc ascalaphe (ascalaphus),Bubo ascalaphus ascalaphus
Grand-duc ascalaphe (desertorum),Bubo ascalaphus desertorum
Grand-duc du Cap,Bubo capensis
Grand-duc du Cap (dillonii/mackinderi),Bubo capensis dillonii/mackinderi
Grand-duc du Cap (capensis),Bubo capensis capensis
Grand-duc d'Oman,Bubo milesi
Grand-duc africain,Bubo africanus
Grand-duc du Sahel,Bubo cinerascens
Grand-duc a aigrettes,Bubo poensis
Grand-duc des Usambara,Bubo vosseleri
Grand-duc du Nepal,Bubo nipalensis
Grand-duc bruyant,Bubo sumatranus
Grand-duc de Shelley,Bubo shelleyi
Grand-duc de Verreaux,Bubo lacteus
Grand-duc de Coromandel,Bubo coromandus
Grand-duc tachete,Bubo leucostictus
Grand-duc des Philippines,Bubo philippensis
Harfang des neiges,Bubo scandiacus
Bubo sp.,Bubo sp.
Ketoupa de Blakiston,Ketupa blakistoni
Ketoupa brun,Ketupa zeylonensis
Ketoupa brun (semenowi),Ketupa zeylonensis semenowi
Ketoupa brun (groupe zeylonensis),Ketupa zeylonensis [zeylonensis Group]
Ketoupa roux,Ketupa flavipes
Ketoupa malais,Ketupa ketupu
Hybride Ketoupa brun x K. malais,Ketupa zeylonensis x ketupu
Chouette-pecheuse de Pel,Scotopelia peli
Chouette-pecheuse rousse,Scotopelia ussheri
Chouette-pecheuse de Bouvier,Scotopelia bouvieri
eperviere boreale,Surnia ulula
eperviere boreale (caparoch),Surnia ulula caparoch
eperviere boreale (ulula/tianschanica),Surnia ulula ulula/tianschanica
Chevechette d'Europe,Glaucidium passerinum
Chevechette perlee,Glaucidium perlatum
Chevechette naine,Glaucidium gnoma
Chevechette naine (gnoma),Glaucidium gnoma gnoma
Chevechette naine (groupe californicum),Glaucidium gnoma [californicum Group]
Chevechette naine (pinicola),Glaucidium gnoma pinicola
Chevechette naine (cobanense),Glaucidium gnoma cobanense
Chevechette naine (hoskinsii),Glaucidium gnoma hoskinsii
Chevechette du Costa Rica,Glaucidium costaricanum
Chevechette des nuages,Glaucidium nubicola
Chevechette des Andes,Glaucidium jardinii
Chevechette des yungas,Glaucidium bolivianum
Chevechette de Parker,Glaucidium parkeri
Chevechette a tete grise,Glaucidium griseiceps
Chevechette du Tamaulipas,Glaucidium sanchezi
Chevechette du Colima,Glaucidium palmarum
Chevechette d'Amazonie,Glaucidium hardyi
Chevechette des Moore,Glaucidium mooreorum
Chevechette caboure,Glaucidium minutissimum
Chevechette brune,Glaucidium brasilianum
Chevechette brune (groupe brasilianum),Glaucidium brasilianum [brasilianum Group]
Chevechette brune (tucumanum),Glaucidium brasilianum tucumanum
Chevechette australe,Glaucidium nana
Chevechette brune ou C. australe,Glaucidium brasilianum/nana
Chevechette du Perou,Glaucidium peruanum
Chevechette de Cuba,Glaucidium siju
Chevechette a pieds jaunes,Glaucidium tephronotum
Chevechette a pieds jaunes (tephronotum),Glaucidium tephronotum tephronotum
Chevechette a pieds jaunes (pycrafti),Glaucidium tephronotum pycrafti
Chevechette a pieds jaunes (medje),Glaucidium tephronotum medje
Chevechette a queue barree,Glaucidium sjostedti
Chevechette cuculoide,Glaucidium cuculoides
Chevechette spadicee,Glaucidium castanopterum
Chevechette de jungle,Glaucidium radiatum
Chevechette cuculoide ou C. de jungle,Glaucidium cuculoides/radiatum
Chevechette a dos marron,Glaucidium castanotum
Chevechette du Cap,Glaucidium capense
Chevechette du Cap (scheffleri),Glaucidium capense scheffleri
Chevechette du Cap (capense/ngamiense),Glaucidium capense capense/ngamiense
Chevechette chataine,Glaucidium castaneum
Chevechette chataine (etchecopari),Glaucidium castaneum etchecopari
Chevechette chataine (castaneum),Glaucidium castaneum castaneum
Chevechette de Prigogine,Glaucidium albertinum
Glaucidium sp.,Glaucidium sp.
Chevechette a collier,Taenioptynx brodiei
Chevechette de la Sonde,Taenioptynx sylvaticus
Chevechette des saguaros,Micrathene whitneyi
Chevechette nimbee,Xenoglaux loweryi
Cheveche brame,Athene brama
Cheveche d'Athena,Athene noctua
Cheveche d'Athena (groupe noctua),Athene noctua [noctua Group]
Cheveche d'Athena (spilogastra/somaliensis),Athene noctua spilogastra/somaliensis
Cheveche d'Athena (lilith),Athene noctua lilith
Cheveche d'Athena (bactriana),Athene noctua bactriana
Cheveche forestiere,Athene blewitti
Cheveche a sourcils blancs,Athene superciliaris
Cheveche des terriers,Athene cunicularia
Cheveche des terriers (hypugaea/rostrata),Athene cunicularia hypugaea/rostrata
Cheveche des terriers (floridana),Athene cunicularia floridana
Cheveche des terriers (groupe guadeloupensis),Athene cunicularia [guadeloupensis Group]
Cheveche des terriers (groupe tolimae),Athene cunicularia [tolimae Group]
Cheveche des terriers (nanodes/juninensis),Athene cunicularia nanodes/juninensis
Cheveche des terriers (grallaria),Athene cunicularia grallaria
