cur_alternate_com_name,sci_name
Colibri del Chimborazo,Oreotrochilus chimborazo
Colibri Chivito de Arcos,Oreotrochilus cyanolaemus
Colibri de Cabeza Verde,Oreotrochilus stolzmanni
Colibri Pechinegro,Oreotrochilus melanogaster
Colibri de Cabeza Verde/Pechinegro,Oreotrochilus stolzmanni/melanogaster
Colibri Puneno,Oreotrochilus estella
Colibri Cordillerano,Oreotrochilus leucopleurus
Colibri de Cochabamba,Oreotrochilus adela
Colibri (Oreotrochilus) sp.,Oreotrochilus sp.
Colibri Picolezna,Opisthoprora euryptera
Colibri Colilargo Mayor,Lesbia victoriae
Colibri Colilargo Menor,Lesbia nuna
Colibri Colilargo Mayor/Menor,Lesbia victoriae/nuna
Colibri Piquicorto Dorsinegro,Ramphomicron dorsale
Colibri Piquicorto Comun,Ramphomicron microrhynchum
Colibri Capirrufo,Chalcostigma ruficeps
Colibri Olivaceo,Chalcostigma olivaceum
Colibri de Stanley,Chalcostigma stanleyi
Colibri Picoespina,Chalcostigma heteropogon
Colibri de Herran,Chalcostigma herrani
Colibri Chivito del Nevado del Ruiz,Oxypogon stuebelii
Colibri Chivito de Santa Marta,Oxypogon cyanolaemus
Colibri Chivito de Merida,Oxypogon lindenii
Colibri Chivito de Bogota,Oxypogon guerinii
Colibri chivito sp.,Oxypogon sp.
Colibri Noble Oriental,Oreonympha nobilis
Colibri Noble Oriental (albolimbata),Oreonympha nobilis albolimbata
Colibri Noble Oriental (nobilis),Oreonympha nobilis nobilis
Metalura Iracunda,Metallura iracunda
Metalura Tiria,Metallura tyrianthina
Metalura Tiria (districta),Metallura tyrianthina districta
Metalura Tiria (chloropogon),Metallura tyrianthina chloropogon
Metalura Tiria (oreopola),Metallura tyrianthina oreopola
Metalura Tiria (tyrianthina/quitensis),Metallura tyrianthina tyrianthina/quitensis
Metalura Tiria (septentrionalis),Metallura tyrianthina septentrionalis
Metalura Tiria (smaragdinicollis),Metallura tyrianthina smaragdinicollis
Silfo de King x Metalura Tiria (hibrido),Aglaiocercus kingii x Metallura tyrianthina
Metalura Verde,Metallura williami
Metalura Verde (recisa),Metallura williami recisa
Metalura Verde (williami),Metallura williami williami
Metalura Verde (primolina),Metallura williami primolina
Metalura Verde (atrigularis),Metallura williami atrigularis
Metalura de Azuay,Metallura baroni
Metalura del Chinguela,Metallura odomae
Metalura de Teresa,Metallura theresiae
Metalura Barbafuego,Metallura eupogon
Metalura Escamosa,Metallura aeneocauda
Metalura Negra,Metallura phoebe
Metalura sp.,Metallura sp.
Calzadito Verdoso Norteno,Haplophaedia aureliae
Calzadito Verdoso Sureno,Haplophaedia assimilis
Calzadito Canoso,Haplophaedia lugens
Calzadito Pechinegro,Eriocnemis nigrivestis
Calzadito del Pinche,Eriocnemis isabellae
Calzadito Reluciente,Eriocnemis vestita
Calzadito Patinegro,Eriocnemis derbyi
Calzadito Turquesa,Eriocnemis godini
Calzadito Cobrizo,Eriocnemis cupreoventris
Calzadito Colilargo Norteno,Eriocnemis luciani
Calzadito Colilargo Norteno (grupo luciani),Eriocnemis luciani [luciani Group]
Calzadito Colilargo Norteno (sapphiropygia/catharina),Eriocnemis luciani sapphiropygia/catharina
Calzadito de Mosquera,Eriocnemis mosquera
Calzadito Frentiazul,Eriocnemis glaucopoides
Calzadito Admirable,Eriocnemis mirabilis
Calzadito Pechiblanco,Eriocnemis aline
Colibri Admirable,Loddigesia mirabilis
Colibri Cobrizo,Aglaeactis cupripennis
Colibri Condecorado,Aglaeactis castelnaudii
Colibri Cobrizo x Condecorado (hibrido),Aglaeactis cupripennis x castelnaudii
Colibri de Alicia,Aglaeactis aliciae
Colibri Negrito,Aglaeactis pamela
Inca Bronceado,Coeligena coeligena
Inca Pardo,Coeligena wilsoni
Inca Negro,Coeligena prunellei
Inca Acollarado,Coeligena torquata
Inca Acollarado (verde),Coeligena torquata conradii
Inca Acollarado (grupo torquata),Coeligena torquata [torquata Group]
Inca Acollarado (de Vilcabamba),Coeligena torquata eisenmanni
Inca Acollarado (inca/omissa),Coeligena torquata inca/omissa
Inca Boliviano,Coeligena violifer
Inca Boliviano (dichroura),Coeligena violifer dichroura
Inca Boliviano (albicaudata),Coeligena violifer albicaudata
Inca Boliviano (osculans),Coeligena violifer osculans
Inca Boliviano (violifer),Coeligena violifer violifer
Inca Arcoiris,Coeligena iris
Inca Coliblanco,Coeligena phalerata
Inca de Antioquia,Coeligena orina
Inca Alihabano,Coeligena lutetiae
Inca de Bogota,Coeligena bonapartei
Inca de Bogota (consita),Coeligena bonapartei consita
Inca de Bogota (bonapartei),Coeligena bonapartei bonapartei
Inca de Bogota (eos),Coeligena bonapartei eos
Inca Ventrivioleta,Coeligena helianthea
Colibri Aterciopelado,Lafresnaya lafresnayi
Colibri Picoespada,Ensifera ensifera
Colibri Aliazul,Pterophanes cyanopterus
Colibri Colihabano,Boissonneaua flavescens
Colibri Pechirrojo,Boissonneaua matthewsii
Colibri Sietecolores,Boissonneaua jardini
Colibri Colihabano x Sietecolores (hibrido),Boissonneaua flavescens x jardini
Colibri de Raquetas,Ocreatus underwoodii
Colibri de Raquetas (grupo underwoodii),Ocreatus underwoodii [underwoodii Group]
Colibri de Raquetas (peruanus),Ocreatus underwoodii peruanus
Colibri de Raquetas (annae),Ocreatus underwoodii annae
Colibri de Raquetas (addae),Ocreatus underwoodii addae
Colibri de Bouguer Occidental,Urochroa bougueri
Colibri de Bouguer Oriental,Urochroa leucura
Colibri Puntiblanco Occidental,Urosticte benjamini
Colibri Puntiblanco Oriental,Urosticte ruficrissa
Brillante de Tepuy,Heliodoxa xanthogonys
Brillante Gorjirrosado,Heliodoxa gularis
Brillante Alicanela,Heliodoxa branickii
Brillante Ventrinegro,Heliodoxa schreibersii
Brillante Ventrinegro (schreibersii),Heliodoxa schreibersii schreibersii
Brillante Ventrinegro (whitelyana),Heliodoxa schreibersii whitelyana
Brillante Pechicastano,Heliodoxa aurescens
Brillante Pechigamuza,Heliodoxa rubinoides
Brillante Coroniverde,Heliodoxa jacula
Brillante Emperador,Heliodoxa imperatrix
Brillante Frentivioleta,Heliodoxa leadbeateri
Colibri Colirrojo,Clytolaema rubricauda
Colibri Gigante,Patagona gigas
Colibri Pechiazul,Sternoclyta cyanopectus
Colibri Tijereta,Hylonympha macrocerca
Colibri Magnifico,Eugenes fulgens
Colibri de Talamanca,Eugenes spectabilis
Colibri Piquilargo,Heliomaster longirostris
Colibri Pochotero,Heliomaster constantii
Colibri Piquilargo/Pochotero,Heliomaster longirostris/constantii
Colibri Escamoso,Heliomaster squamosus
Colibri de Barbijo,Heliomaster furcifer
Colibri Insigne,Panterpe insignis
Colibri Gorjiescamoso,Lampornis viridipallens
Colibri de Sibila,Lampornis sybillae
Colibri Amatistino,Lampornis amethystinus
Colibri Amatistino (grupo amethystinus),Lampornis amethystinus [amethystinus Group]
Colibri Amatistino (margaritae),Lampornis amethystinus margaritae
Colibri Gorjiazul,Lampornis clemenciae
Colibri Gorjivioleta,Lampornis hemileucus
Colibri Gorjipurpura,Lampornis calolaemus
Colibri Ventricastano,Lampornis castaneoventris
Colibri Ventricastano (castaneoventris),Lampornis castaneoventris castaneoventris
Colibri Ventricastano (cinereicauda),Lampornis castaneoventris cinereicauda
Colibri Gorjipurpura x Ventricastano (hibrido),Lampornis calolaemus x castaneoventris
Colibri Gorjipururea/Ventricastano,Lampornis calolaemus/castaneoventris
Colibri Alicastano,Lamprolaima rhami
Colibri de Dupont,Tilmatura dupontii
Colibri Amatista,Calliphlox amethystina
Colibri Cora,Thaumastura cora
Colibri Colicorto,Myrmia micrura
Colibri de Myrtis,Myrtis fanny
Colibri del Atacama,Rhodopis vesper
Colibri de Arica,Eulidia yarrellii
Colibri de Arica x Cora (hibrido),Thaumastura cora x Eulidia yarrellii
Colibri de Burmeister,Microstilbon burmeisteri
Colibri de Mulsant,Chaetocercus mulsant
Colibri Abejorro,Chaetocercus bombus
Colibri de Heliodoro,Chaetocercus heliodor
Colibri Astral,Chaetocercus astreans
Colibri de Esmeraldas,Chaetocercus berlepschi
Colibri de Jourdan,Chaetocercus jourdanii
Chaetocercus sp.,Chaetocercus sp.
Colibri Magenta,Philodice bryantae
Colibri de Mitchell,Philodice mitchellii
Colibri/Diamante sp. (Trochilidae sp.),Trochilidae sp. (woodstar sp.)
Colibri Colirraro,Doricha enicura
Colibri de Elisa,Doricha eliza
Colibri Luminoso,Calothorax lucifer
Colibri Bonito,Calothorax pulcher
Colibri Luminoso/Bonito,Calothorax lucifer/pulcher
Colibri Gorjirrubi,Archilochus colubris
Colibri Gorjinegro,Archilochus alexandri
Colibri Luminoso x Gorjinegro (hibrido),Calothorax lucifer x Archilochus alexandri
Colibri Gorjirrubi x Gorjinegro (hibrido),Archilochus colubris x alexandri
Colibri Gorjirrubi/Gorjinegro,Archilochus colubris/alexandri
Colibri de Las Bahamas,Nesophlox evelynae
Colibri de Inagua,Nesophlox lyrura
Colibri Zumbadorcito,Mellisuga minima
Colibri Zunzuncito,Mellisuga helenae
Colibri de Anna,Calypte anna
Colibri Luminoso x de Anna (hibrido),Calothorax lucifer x Calypte anna
Colibri Gorjinegro x de Anna (hibrido),Archilochus alexandri x Calypte anna
Colibri de Costa,Calypte costae
Colibri Luminoso x de Costa (hibrido),Calothorax lucifer x Calypte costae
Colibri Gorjinegro x de Costa (hibrido),Archilochus alexandri x Calypte costae
Colibri de Anna x de Costa (hibrido),Calypte anna x costae
Colibri de Anna/de Costa,Calypte anna/costae
Colibri Caliope,Selasphorus calliope
Colibri Gorjinegro x Caliope (hibrido),Archilochus alexandri x Selasphorus calliope
Colibri de Anna x Caliope (hibrido),Calypte anna x Selasphorus calliope
Colibri Rufo,Selasphorus rufus
Colibri Gorjinegro x Rufo (hibrido),Archilochus alexandri x Selasphorus rufus
Colibri de Anna x Rufo (hibrido),Calypte anna x Selasphorus rufus
Colibri Caliope x Rufo (hibrido),Selasphorus calliope x rufus
Colibri de Allen,Selasphorus sasin
Colibri de Anna x de Allen (hibrido),Calypte anna x Selasphorus sasin
Colibri Rufo x de Allen (hibrido),Selasphorus rufus x sasin
Colibri Rufo/de Allen,Selasphorus rufus/sasin
Colibri Coliancho,Selasphorus platycercus
Colibri Caliope x Coliancho (hibrido),Selasphorus calliope x platycercus
Colibri Rufo x Coliancho (hibrido),Selasphorus rufus x platycercus
Colibri de Eloisa,Selasphorus heloisa
Colibri de Elliot,Selasphorus ellioti
Colibri Volcanero,Selasphorus flammula
Colibri Volcanero (flammula),Selasphorus flammula flammula
Colibri Volcanero (torridus),Selasphorus flammula torridus
Colibri Volcanero (simoni),Selasphorus flammula simoni
Colibri Centelleante,Selasphorus scintilla
Colibri Ardiente,Selasphorus ardens
Colibri (Selasphorus) sp.,Selasphorus sp.
Colibri de Anna x Selasphorus sp. (hibrido),Calypte anna x Selasphorus sp.
Colibri Prieto,Phaeoptila sordida
Esmeralda Zunzun,Riccordia ricordii
Esmeralda de Brace,Riccordia bracei
Esmeralda de Brace (bracei),Riccordia bracei bracei
Esmeralda de Brace (elegans),Riccordia bracei elegans
Esmeralda de La Espanola,Riccordia swainsonii
Esmeralda Puertorriquena,Riccordia maugaeus
Colibri Bicolor,Riccordia bicolor
Colibri Piquiancho Comun,Cynanthus latirostris
Colibri Piquiancho Comun (grupo latirostris),Cynanthus latirostris [latirostris Group]
Colibri Piquiancho Comun (lawrencei),Cynanthus latirostris lawrencei
Colibri Gorjinegro x Piquiancho Comun (hibrido),Archilochus alexandri x Cynanthus latirostris
Colibri de Anna x Piquiancho Comun (hibrido),Calypte anna x Cynanthus latirostris
Colibri Piquiancho de Guerrero,Cynanthus doubledayi
Colibri Piquiancho Comun x Piquiancho de Guerrero (hibrido),Cynanthus latirostris x doubledayi
Colibri Prieto/Piquiancho de Guerrero,Phaeoptila sordida/Cynanthus doubledayi
Colibri Piquiancho Comun/Piquiancho de Guerrero,Cynanthus latirostris/doubledayi
Esmeralda Mexicana,Cynanthus auriceps
Esmeralda de Cozumel,Cynanthus forficatus
Esmeralda de Canivet,Cynanthus canivetii
Esmeralda de Canivet (canivetii),Cynanthus canivetii canivetii
Esmeralda de Canivet (salvini/osberti),Cynanthus canivetii salvini/osberti
Esmeralda Coliazul,Chlorostilbon mellisugus
Esmeralda del Chiribiquete,Chlorostilbon olivaresi
Esmeralda Piquirroja,Chlorostilbon gibsoni
Esmeralda Ventridorada,Chlorostilbon lucidus
Esmeralda Colicorta,Chlorostilbon poortmani
Esmeralda Colifina,Chlorostilbon stenurus
Esmeralda Coliverde,Chlorostilbon alice
Esmeralda Bronceada,Chlorostilbon russatus
Esmeralda Afin,Chlorostilbon assimilis
Esmeralda Occidental,Chlorostilbon melanorhynchus
Riccordia/Cynanthus/Chlorostilbon sp.,Riccordia/Cynanthus/Chlorostilbon sp.
Colibri Orejiblanco,Basilinna leucotis
Colibri de Xantus,Basilinna xantusii
Colibri Ruisenor,Pampa curvipennis
Colibri Ruisenor (curvipennis),Pampa curvipennis curvipennis
Colibri Ruisenor (pampa),Pampa curvipennis pampa
Colibri Tuxtleno,Pampa excellens
Colibri Rojizo Mexicano,Pampa rufa
Colibri Cabeciazul,Klais guimeti
Colibri de Abeille,Abeillia abeillei
Colibri Crestado,Orthorhyncus cristatus
Colibri Crestado (exilis),Orthorhyncus cristatus exilis
Colibri Crestado (ornatus),Orthorhyncus cristatus ornatus
Colibri Crestado (Barbados),Orthorhyncus cristatus cristatus
Colibri Crestado (emigrans),Orthorhyncus cristatus emigrans
Colibri Copeton Norteno,Stephanoxis lalandi
Colibri Copeton Sureno,Stephanoxis loddigesii
Colibri Florido de Santa Marta,Anthocephala floriceps
Colibri Florido de Tolima,Anthocephala berlepschi
Colibri Pechigris,Campylopterus largipennis
Colibri Pechigris (largipennis),Campylopterus largipennis largipennis
Colibri Pechigris (obscurus),Campylopterus largipennis obscurus
Colibri de Bosque Seco,Campylopterus calcirupicola
Colibri de Diamantina,Campylopterus diamantinensis
Colibri Morado,Campylopterus hemileucurus
Colibri Rojizo Venezolano,Campylopterus hyperythrus
Colibri del Duida,Campylopterus duidae
Colibri del Napo,Campylopterus villaviscensio
Colibri Lazulita,Campylopterus falcatus
Colibri de Santa Marta,Campylopterus phainopeplus
Colibri Coliblanco,Campylopterus ensipennis
Colibri Patirrojo,Chalybura urochrysia
Colibri de Buffon,Chalybura buffonii
Colibri de Buffon (grupo buffonii),Chalybura buffonii [buffonii Group]
Colibri de Buffon (caeruleogaster),Chalybura buffonii caeruleogaster
Colibri de Buffon (Ecuador),Chalybura buffonii intermedia
Zafiro Capirotado,Thalurania glaucopis
Zafiro Colilargo,Thalurania watertonii
Zafiro Coronado,Thalurania colombica
Zafiro Coronado (frente violeta),Thalurania colombica (Violet-crowned Woodnymph)
Zafiro Coronado (venusta/townsendi),Thalurania colombica venusta/townsendi
Zafiro Coronado (colombica/rostrifera),Thalurania colombica colombica/rostrifera
Zafiro Coronado (frente verde),Thalurania colombica (Green-crowned Woodnymph)
Zafiro Coronado (grupo fannyae),Thalurania colombica [fannyae Group]
Zafiro Coronado (hypochlora),Thalurania colombica hypochlora
Zafiro Golondrina,Thalurania furcata
Zafiro Capirotado/Golondrina,Thalurania glaucopis/furcata
Colibri Coroniblanco,Microchera albocoronata
Esmeralda Capirotada,Microchera cupreiceps
Esmeralda de Elvira,Microchera chionura
Colibri de Goldman,Goldmania violiceps
Colibri del Pirre,Goldmania bella
Zafiro Mexicano,Eupherusa ridgwayi
Colibri de Guerrero,Eupherusa poliocerca
Colibri Oaxaqueno,Eupherusa cyanophrys
Colibri Colirrayado,Eupherusa eximia
Colibri Ventrinegro,Eupherusa nigriventris
Colibri de Cuvier,Phaeochroa cuvierii
Colibri de Cuvier (roberti),Phaeochroa cuvierii roberti
Colibri de Cuvier (grupo cuvierii),Phaeochroa cuvierii [cuvierii Group]
Colibri Ante,Leucippus fallax
Colibri de Tumbes,Thaumasius baeri
Colibri de Taczanowski,Thaumasius taczanowskii
Colibri Moteado,Taphrospilus hypostictus
Colibri Golondrina,Eupetomena macroura
Colibri Apagado,Eupetomena cirrochloris
Colibri Blanquioliva,Talaphorus chlorocercus
Colibri Portacintas,Trochilus polytmus
Colibri Portacintas (piquirrojo),Trochilus polytmus polytmus
Colibri Portacintas (piquinegro),Trochilus polytmus scitulus
Colibri Portacintas (piquirrojo x piquinegro),Trochilus polytmus polytmus x scitulus
Amazilia Coronivioleta,Leucolia violiceps
Colibri Piquiancho Comun x Amazilia Coronivioleta (hibrido),Cynanthus latirostris x Leucolia violiceps
Amazilia Frentiverde,Leucolia viridifrons
Amazilia Frentiverde (viridifrons),Leucolia viridifrons viridifrons
Amazilia Frentiverde (wagneri),Leucolia viridifrons wagneri
Amazilia Frentiverde (villadai),Leucolia viridifrons villadai
Amazilia Coroniazul,Saucerottia cyanocephala
Amazilia Coroniazul (cyanocephala),Saucerottia cyanocephala cyanocephala
Amazilia Coroniazul (chlorostephana),Saucerottia cyanocephala chlorostephana
Amazilia Azul,Saucerottia hoffmanni
Amazilia Berilina,Saucerottia beryllina
Amazilia Berilina (beryllina/viola),Saucerottia beryllina beryllina/viola
Amazilia Berilina (grupo devillei),Saucerottia beryllina [devillei Group]
Colibri Magnifico x Amazilia Berilina (hibrido),Eugenes fulgens x Saucerottia beryllina
Amazilia Coliazul,Saucerottia cyanura
Amazilia de Edward,Saucerottia edward
Amazilia Verdiazul,Saucerottia saucerottei
Amazilia de Guanacaste (especie no reconocida),Saucerottia alfaroana [unrecognized species]
Amazilia Capiazul,Saucerottia cyanifrons
Amazilia Ventricastana,Saucerottia castaneiventris
Amazilia Colimorada,Saucerottia viridigaster
Amazilia Colimorada (grupo viridigaster),Saucerottia viridigaster viridigaster/iodura
Amazilia Colimorada (grupo cupreicauda),Saucerottia viridigaster [cupreicauda Group]
Amazilia de Tobago,Saucerottia tobaci
Saucerottia sp.,Saucerottia sp.
Amazilia Canela,Amazilia rutila
Amazilia Canela (graysoni),Amazilia rutila graysoni
Amazilia Canela (grupo rutila),Amazilia rutila [rutila Group]
Amazilia Yucateca,Amazilia yucatanensis
Amazilia Yucateca (yucatanensis),Amazilia yucatanensis yucatanensis
Amazilia Yucateca (cerviniventris/chalconota),Amazilia yucatanensis cerviniventris/chalconota
Amazilia Tzacatl,Amazilia tzacatl
Amazilia Tzacatl (grupo tzacatl),Amazilia tzacatl [tzacatl Group]
Amazilia Tzacatl (handleyi),Amazilia tzacatl handleyi
Amazilia Tzacatl x Canela (hibrido),Amazilia rutila x tzacatl
Amazilia Yucateca/Canela,Amazilia yucatanensis/tzacatl
Amazilia Hondurena,Amazilia luciae
Amazilia Coroniazul x Hondurena (hibrido),Saucerottia cyanocephala x Amazilia luciae
Amazilia de Manglar,Amazilia boucardi
Amazilia Costena,Amazilis amazilia
Amazilia Costena (garganta blanca),Amazilis amazilia [dumerilii Group]
Amazilia Costena (garganta verde),Amazilis amazilia amazilia
Amazilia Costena (garganta azul),Amazilis amazilia caeruleigularis
Amazilia Andina,Uranomitra franciae
Amazilia Versicolor,Chrysuronia versicolor
Amazilia Versicolor (grupo versicolor),Chrysuronia versicolor [versicolor Group]
Amazilia Versicolor (rondoniae),Chrysuronia versicolor rondoniae
Colibri de Goudot,Chrysuronia goudoti
Zafiro Colidorado,Chrysuronia oenone
Colibri Gorjizafiro,Chrysuronia coeruleogularis
Colibri Ventrizafiro,Chrysuronia lilliae
Colibri de Goudot/Gorjizafiro/Ventrizafiro,Chrysuronia goudoti/coeruleogularis/lilliae
Amazilia de Humboldt,Chrysuronia humboldtii
Amazilia Cabeciazul,Chrysuronia grayi
Amazilia Pechiblanca,Chrysuronia brevirostris
Amazilia Ventriblanca,Chrysuronia leucogaster
Colibri Gargantilla,Leucochloris albicollis
Amazilia Listada,Chionomesa fimbriata
Amazilia Zafirina,Chionomesa lactea
Amazilia Zafirina (lactea/zimmeri),Chionomesa lactea lactea/zimmeri
Amazilia Zafirina (bartletti),Chionomesa lactea bartletti
Amazilia Listada/Zafirina,Chionomesa fimbriata/lactea
Amazilia Gorjirroja,Hylocharis sapphirina
Zafiro Bronceado,Hylocharis chrysura
Amazilia Ventrinivea,Elliotomyia chionogaster
Amazilia Ventrinivea (chionogaster),Elliotomyia chionogaster chionogaster
Amazilia Ventrinivea (hypoleuca),Elliotomyia chionogaster hypoleuca
Amazilia Blanquiverde,Elliotomyia viridicauda
Amazilia Ventrinivea/Blanquiverde,Elliotomyia chionogaster/viridicauda
Amazilia de Rosenberg,Polyerata rosenbergi
Amazilia Amable,Polyerata amabilis
Amazilia Encantadora,Polyerata decora
Amazilia Candida,Chlorestes candida
Zafiro de Elicia,Chlorestes eliciae
Zafiro Gorjiblanco,Chlorestes cyanus
Colibri de Julia,Chlorestes julie
Esmeralda Gorjiazul,Chlorestes notata
Colibri de Bogota (hibrido),Aglaiocercus kingii x Trochilidae sp. (Bogota Sunangel)
Trochilidae sp.,Trochilidae sp.
