"","French.name"
"2958","Aigle ravisseur"
"2959","Aigle des steppes"
"2960","Aigle iberique"
"2961","Aigle imperial"
"2962","Aigle de Gurney"
"2963","Aigle royal"
"2964","Aigle d'Australie"
"2965","Aigle de Verreaux"
"2966","Aigle de Bonelli"
"2967","Aigle fascie"
"2968","Aigle de Cassin"
"2969","Aigle de Wahlberg"
"2970","Aigle botte"
"2971","Aigle de Weiske"
"2972","Aigle nain"
"2973","Aigle d'Ayres"
"2974","Autour unibande"
"2975","Autour sombre"
"2976","Autour chanteur"
"2977","Autour a ailes grises"
"2978","Autour gabar"
"2979","Harpage bidente"
"2980","Harpage diodon"
"2981","Busard des roseaux"
"2982","Busard d'Orient"
"2983","Busard de Nouvelle-Guinee"
"2984","Busard de Gould"
"2985","Busard grenouillard"
"2986","Busard de Maillard"
"2987","Busard de Madagascar"
"2988","Busard de Buffon"
"2989","Busard tachete"
"2990","Busard maure"
"2991","Busard Saint-Martin"
"2992","Busard des marais"
"2993","Busard bariole"
"2994","Busard pale"
"2995","Busard tchoug"
"2996","Busard cendre"
"2997","Autour a ventre gris"
"2998","Autour huppe"
"2999","Autour des Celebes"
"3000","Autour de Toussenel"
"3001","Autour tachiro"
"3002","Autour a flancs roux"
"3003","epervier shikra"
"3004","epervier des Nicobar"
"3005","epervier a pieds courts"
"3006","epervier de Horsfield"
"3007","epervier de Frances"
"3008","epervier a queue tachetee"
"3010","Autour variable"
"3011","Autour blanc"
"3012","Autour a tete grise"
"3013","Autour de Mayr"
"3014","Autour australien"
"3015","Autour a manteau noir"
"3016","Autour pie"
"3017","Autour a ventre blanc"
"3018","Autour des Fidji"
"3019","Autour des Moluques"
"3020","Autour bleu et gris"
"3021","Autour imitateur"
"3022","epervier de Hartlaub"
"3023","epervier minule"
"3024","epervier du Japon"
"3025","epervier besra"
"3026","epervier des Celebes"
"3027","epervier a gorge grise"
"3028","epervier a collier roux"
"3029","epervier de Nouvelle-Bretagne"
"3030","epervier a poitrine rousse"
"3031","epervier de Madagascar"
"3032","epervier des Ovampos"
"3033","epervier d'Europe"
"3034","epervier menu"
"3035","epervier brun"
"3036","epervier de Cooper"
"3037","epervier de Cuba"
"3038","epervier bicolore"
"3039","Autour de Henst"
"3040","Autour noir"
"3041","Autour des palombes"
"3042","Autour de Meyer"
"3043","epervier a collier interrompu"
"3044","epervier nain"
"3045","Autour de Bürgers"
"3046","Autour rouge"
"3047","Autour de Doria"
"3048","Autour a longue queue"
"3049","Pygargue blagre"
"3050","Pygargue de Sanford"
"3051","Pygargue vocifer"
"3052","Pygargue de Madagascar"
"3053","Pygargue de Pallas"
"3054","Pygargue a queue blanche"
"3055","Pygargue a tete blanche"
"3056","Pygargue empereur"
"3059","Milan siffleur"
"3060","Milan sacre"
"3061","Milan royal"
"3062","Milan noir"
"3064","Buse a tete blanche"
"3065","Buse echasse"
"3066","Busautour des sauterelles"
"3067","Busautour aux yeux blancs"
"3068","Busautour pale"
"3069","Busautour a joues grises"
"3070","Milan du Mississippi"
"3071","Milan bleuatre"
"3072","Milan des marais"
"3073","Milan a long bec"
"3074","Buse a gros bec"
"3075","Buse de Harris"
"3076","Buse cul-blanc"
"3077","Buse plombee"
"3078","Buse ardoisee"
"3079","Buse noire"
"3080","Buse de Gundlach"
"3081","Buse buson"
"3082","Buse roussatre"
"3083","Buse lacernulee"
"3084","Buse urubu"
"3085","Buse solitaire"
"3086","Buse couronnee"
"3087","Buse barree"
"3088","Buse a queue blanche"
"3089","Buse tricolore"
"3090","Buse aguia"
"3091","Buse blanche"
"3092","Buse a dos gris"
"3093","Buse mantelee"
"3094","Buse semiplombee"
"3095","Buse a face noire"
"3096","Buse a sourcils blancs"
"3097","Buse grise"
"3098","Buse cendree"
"3099","Buse de Ridgway"
"3100","Buse a epaulettes"
"3101","Petite Buse"
"3102","Buse d'Hawai"
"3103","Buse a gorge blanche"
"3104","Buse a queue courte"
"3105","Buse de Swainson"
"3106","Buse des Galapagos"
"3107","Buse a queue barree"
"3108","Buse a queue rousse"
"3109","Buse de Patagonie"
"3110","Buse pattue"
"3111","Buse rouilleuse"
"3112","Buse d'Afrique"
"3113","Buse augure"
"3114","Buse rounoir"
"3115","Buse variable"
"3116","Buse du Japon"
"3117","Buse de l'Himalaya"
"3118","Buse montagnarde"
"3119","Buse forestiere"
"3120","Buse de Madagascar"
"3121","Buse feroce"
"3122","Buse de Socotra"
"3123","Buse de Chine"
"3124","Coliou raye"
"3125","Coliou a tete blanche"
"3126","Coliou a dos marron"
"3127","Coliou a dos blanc"
"3128","Coliou huppe"
"3129","Coliou quiriva"
"3130","Courol vouroudriou"
"3131","Trogon narina"
"3132","Trogon a joues jaunes"
"3133","Trogon a queue barree"
"3136","Trogon a poitrine jaune"
"3137","Trogon cannelle"
"3138","Trogon de Duvaucel"
"3139","Trogon de Malabar"
"3140","Trogon de Diard"
"3141","Trogon a tete rouge"
"3142","Trogon de Ward"
"3143","Trogon de Whitehead"
"3144","Trogon a nuque rouge"
"3145","Trogon des Philippines"
"3146","Quetzal pavonin"
"3147","Quetzal dore"
"3148","Quetzal brillant"
"3149","Quetzal resplendissant"
"3150","Quetzal antisien"
"3151","Quetzal oreillard"
"3152","Trogon de Cuba"
"3154","Trogon echelette"
"3155","Trogon de Massena"
"3156","Trogon aux yeux blancs"
"3157","Trogon d'equateur"
"3158","Trogon a queue noire"
"3159","Trogon a queue blanche"
"3160","Trogon de Sclater"
"3161","Trogon a tete noire"
"3162","Trogon citrin"
"3163","Trogon de Baird"
"3164","Trogon violace"
"3165","Trogon couroucou"
"3167","Trogon surucua"
"3168","Trogon aurore"
"3169","Trogon elegant"
"3171","Trogon montagnard"
"3172","Trogon rosalba"
"3173","Trogon masque"
"3174","Bucorve du Sud"
"3175","Bucorve d'Abyssinie"
"3176","Calao a bec pale"
"3177","Calao a bec noir"
"3179","Calao longibande"
"3180","Calao de Hemprich"
"3181","Calao pygmee"
"3182","Calao couronne"
"3183","Calao de Bradfield"
"3184","Calao a bec jaune"
"3185","Calao leucomele"
"3186","Calao de Jackson"
"3187","Calao de der Decken"
"3188","Calao de Monteiro"
"3189","Calao de Namibie"
"3190","Calao a bec rouge"
"3191","Calao coiffe"
"3192","Calao a huppe blanche"
"3195","Calao de Hartlaub"
"3196","Calao a casque jaune"
"3197","Calao a casque noir"
"3198","Calao a joues argent"
"3199","Calao a joues grises"
"3200","Calao a joues brunes"
"3201","Calao a cuisses blanches"
"3202","Calao trompette"
"3203","Calao siffleur"
"3206","Calao a casque plat"
"3208","Calao bicorne"
"3209","Calao rhinoceros"
"3210","Calao largup"
"3211","Calao d'Austen"
"3212","Calao brun"
"3213","Calao de Gingi"
"3214","Calao gris"
"3215","Calao de Ceylan"
"3216","Calao charbonnier"
"3217","Calao des Sulu"
"3218","Calao de Malabar"
"3219","Calao pie"
"3220","Calao de Palawan"
"3221","Calao a cou roux"
"3222","Calao a casque rouge"
"3223","Calao des Celebes"
"3224","Calao de Vieillot"
"3225","Calao de Walden"
"3226","Calao tarictic"
"3227","Calao de Mindanao"
"3228","Calao de Mindoro"
"3229","Calao de Manille"
"3230","Calao a cimier"
"3231","Calao de Sumba"
"3232","Calao festonne"
"3233","Calao a gorge claire"
"3234","Calao de Narcondam"
"3235","Calao papou"
"3236","Huppe fasciee"
"3237","Huppe de Madagascar"
"3238","Irrisor moqueur"
"3239","Irrisor damara"
"3240","Irrisor a bec noir"
"3241","Irrisor a tete blanche"
"3243","Irrisor noir"
"3244","Irrisor namaquois"
"3245","Irrisor a cimeterre"
"3246","Guepier a fraise"
"3247","Guepier a barbe bleue"
"3248","Guepier des Celebes"
"3249","Guepier a front blanc"
"3250","Guepier a gorge rouge"
"3251","Guepier a tete noire"
"3252","Guepier a gorge blanche"
"3253","Guepier de Revoil"
"3254","Guepier gris-rose"
"3255","Guepier ecarlate"
"3256","Guepier carmin"
"3259","Guepier d'Orient"
"3260","Guepier de Leschenault"
"3261","Guepier a gorge bleue"
"3262","Guepier a gorge verte"
"3263","Guepier a queue d'azur"
"3264","Guepier de Madagascar"
"3265","Guepier de Perse"
"3266","Guepier d'Europe"
"3267","Guepier arc-en-ciel"
"3268","Guepier de Böhm"
"3269","Guepier a queue d'aronde"
"3271","Guepier montagnard"
"3272","Guepier a collier bleu"
"3273","Guepier nain"
"3274","Guepier noir"
"3275","Guepier a tete bleue"
"3276","Guepier a moustaches"
"3277","Rollier varie"
"3278","Rollier indien"
"3279","Rollier d'Indochine"
"3280","Rollier de Temminck"
"3281","Rollier a raquettes"
"3282","Rollier a longs brins"
"3283","Rollier d'Abyssinie"
"3284","Rollier d'Europe"
"3285","Rollier a ventre bleu"
"3286","Rolle a gorge bleue"
"3287","Rolle violet"
"3288","Rolle oriental"
"3289","Rolle azure"
"3290","Brachypterolle leptosome"
"3292","Brachypterolle a longue queue"
"3293","Brachypterolle pittoide"
"3294","Brachypterolle de Crossley"
"3295","Todier de Cuba"
"3296","Todier a bec etroit"
"3297","Todier a bec large"
"3298","Todier de Jamaique"
"3299","Todier de Porto Rico"
"3300","Motmot nain"
"3301","Motmot a gorge bleue"
"3302","Motmot a tete rousse"
"3303","Motmot a tete bleue"
"3304","Motmot de Lesson"
"3305","Motmot caraibe"
"3306","Motmot de Trinidad"
"3307","Motmot houtouc"
"3308","Motmot d'equateur"
"3309","Motmot roux"
"3310","Motmot oranroux"
"3311","Motmot a bec carene"
"3312","Motmot a bec large"
"3313","Motmot a sourcils bleus"
"3314","Martin-pecheur a tete rousse"
"3315","Martin-pecheur pygmee"
"3316","Martin-pecheur malgache"
"3317","Martin-pecheur a ventre blanc"
"3318","Martin-pecheur huppe"
"3321","Martin-pecheur vintsi"
"3323","Martin-pecheur multicolore"
"3324","Martin-pecheur flamboyant"
"3326","Martin-pecheur pourpre"
"3327","Martin-pecheur de Margarete"
"3328","Martin-pecheur gracieux"
"3329","Martin-pecheur des Sula"
"3330","Martin-pecheur de Buru"
"3331","Martin-pecheur de Nouvelle-Guinee"
"3332","Martin-pecheur de Manus"
"3333","Martin-pecheur de Nouvelle-Irlande"
"3334","Martin-pecheur de Nouvelle-Bretagne"
"3335","Martin-pecheur d'Isabel"
"3336","Martin-pecheur de Nouvelle-Georgie"
"3337","Martin-pecheur de Guadalcanal"
"3338","Martin-pecheur de San Cristobal"
"3339","Martin-pecheur a poitrine bleue"
"3341","Martin-pecheur de Steere"
"3342","Martin-pecheur argente"
"3343","Martin-pecheur poucet"
"3344","Martin-pecheur a dos bleu"
"3345","Martin-pecheur des Bismarck"
"3347","Martin-pecheur a large bande"
"3348","Martin-pecheur meninting"
"3349","Martin-pecheur de Blyth"
"3350","Martin-pecheur azure"
"3351","Martin-pecheur a demi-collier"
"3352","Martin-pecheur d'Europe"
"3353","Martin-pecheur aigue-marine"
"3354","Martin-pecheur tachete"
"3355","Martin-pecheur geant"
"3356","Martin-pecheur a ventre roux"
"3357","Martin-pecheur d'Amerique"
"3358","Martin-pecheur pie"
"3359","Martin-pecheur d'Amazonie"
"3360","Martin-pecheur nain"
"3361","Martin-pecheur vert"
"3362","Martin-pecheur bicolore"
"3363","Martin-chasseur mignon"
"3365","Martin-chasseur gurial"
"3366","Martin-chasseur a bec noir"
"3367","Martin-chasseur a ailes brunes"
"3368","Martin-chasseur violet"
"3369","Martin-chasseur de Smyrne"
"3370","Martin-chasseur a poitrine brune"
"3371","Martin-chasseur de Java"
"3372","Martin-chasseur marron"
"3373","Martin-chasseur a coiffe noire"
"3374","Martin-chasseur a tete grise"
"3375","Martin-chasseur a tete brune"
"3376","Martin-chasseur strie"
"3377","Martin-chasseur a poitrine bleue"
"3378","Martin-chasseur du Senegal"
"3379","Martin-chasseur des mangroves"
"3380","Martin-chasseur etincelant"
"3381","Martin-chasseur moine"
"3383","Martin-chasseur royal"
"3385","Martin-chasseur a moustaches"
"3387","Martin-chasseur tachete"
"3388","Martin-chasseur de Hombron"
"3389","Martin-chasseur trapu"
"3390","Martin-chasseur torotoro"
"3391","Martin-chasseur montagnard"
"3392","Martin-chasseur bleu-noir"
"3393","Martin-chasseur de Winchell"
"3394","Martin-chasseur des Moluques"
"3395","Martin-chasseur lazuli"
"3396","Martin-chasseur forestier"
"3397","Martin-chasseur a dos blanc"
"3398","Martin-chasseur outremer"
"3399","Martin-chasseur a ventre roux"
"3400","Martin-chasseur funebre"
"3401","Martin-chasseur a collier blanc"
"3402","Martin-chasseur des Talaud"
"3403","Martin-chasseur des Palau"
"3404","Martin-chasseur cannelle"
"3405","Martin-chasseur de Ponape"
"3406","Martin-chasseur a tete blanche"
"3407","Martin-chasseur sacre"
"3408","Martin-chasseur des Samoa"
"3409","Martin-chasseur couronne"
"3410","Martin-chasseur respecte"
"3411","Martin-chasseur de Mangaia"
"3413","Martin-chasseur venere"
"3414","Martin-chasseur des Gambier"
"3415","Martin-chasseur des Marquises"
"3416","Martin-chasseur a dos de feu"
"3418","Martin-chasseur oreillard"
"3419","Martin-chasseur a longs brins"
"3420","Martin-chasseur de Kofiau"
"3421","Martin-chasseur de Biak"
"3422","Martin-chasseur de Caroline"
"3423","Martin-chasseur menu"
"3424","Martin-chasseur a tete noire"
"3425","Martin-chasseur sylvain"
"3426","Martin-chasseur nymphe"
"3427","Martin-chasseur rose"
"3428","Martin-chasseur d'Euphrosine"
"3429","Martin-chasseur geant"
"3430","Martin-chasseur a ailes bleues"
"3431","Martin-chasseur paillete"
"3432","Martin-chasseur de Gaudichaud"
"3433","Martin-chasseur bec-en-cuillere"
"3434","Jacamar oreillard"
"3435","Jacamar roux"
"3436","Jacamar a gorge blanche"
"3437","Jacamar brun"
"3438","Jacamar a tete pale"
"3439","Jacamar sombre"
"3440","Jacamar tridactyle"
"3441","Jacamar a bec jaune"
"3443","Jacamar a joues bleues"
"3444","Jacamar a queue rousse"
"3445","Jacamar vert"
"3446","Jacamar a menton blanc"
"3447","Jacamar a couronne bleue"
"3448","Jacamar des Andes"
"3449","Jacamar violace"
"3450","Jacamar a ventre blanc"
"3451","Jacamar a longue queue"
"3452","Grand Jacamar"
"3453","Tamatia a front blanc"
"3454","Tamatia a gros bec"
"3455","Tamatia de Swainson"
"3456","Tamatia a plastron"
"3457","Tamatia de Cassin"
"3459","Tamatia pie"
"3463","Tamatia a collier"
"3464","Tamatia barre"
"3465","Tamatia striole"
"3466","Tamatia chacuru"
"3467","Tamatia tamajac"
"3468","Tamatia a gorge rousse"
"3470","Tamatia brun"
"3471","Tamatia a semi-collier"
"3473","Tamatia raye"
"3474","Tamatia a col roux"
"3475","Tamatia de Lafresnaye"
"3476","Tamatia a gorge fauve"
"3477","Tamatia a moustaches"
"3478","Barbacou lanceole"
"3479","Barbacou rufalbin"
"3480","Barbacou de Sclater"
"3481","Barbacou brun"
"3482","Barbacou a joues grises"
"3483","Barbacou a couronne rousse"
"3484","Barbacou a face rousse"
"3485","Barbacou a face blanche"
"3486","Barbacou noir"
"3487","Barbacou unicolore"
"3488","Barbacou a front blanc"
"3489","Barbacou a bec jaune"
"3490","Barbacou a croupion blanc"
"3491","Toucan toco"
"3492","Toucan tocard"
"3494","Toucan a bec rouge"
"3495","Toucan a carene"
"3496","Toucan du Choco"
"3499","Toucan ariel"
"3501","Toucan a ventre rouge"
"3503","Toucanet emeraude"
"3505","Toucanet a gorge blanche"
"3508","Toucanet a croupion rouge"
"3509","Toucanet a sourcils jaunes"
"3510","Toucanet a ceinture bleue"
"3512","Toucanet a bec sillonne"
"3513","Toucanet de Derby"
"3514","Toucanet de Whitely"
"3515","Toucan bleu"
"3516","Toucan montagnard"
"3517","Toucan a capuchon"
"3518","Toucan a bec noir"
"3519","Toucanet a oreilles d'or"
"3520","Toucanet koulik"
"3521","Toucanet de Reinwardt"
"3523","Toucanet de Gould"
"3524","Toucanet a bec tachete"
"3525","Toucanet de Natterer"
"3526","Araçari de Baillon"
"3527","Araçari vert"
"3529","Araçari marque"
"3530","Araçari a collier"
"3533","Araçari de Frantzius"
"3534","Araçari grigri"
"3535","Araçari a oreillons roux"
"3536","Araçari multibande"
"3537","Araçari d'Azara"
"3538","Araçari de Beauharnais"
"3540","Araçari a double collier"
"3541","Cabezon oranvert"
"3542","Cabezon du Bresil"
"3543","Cabezon a calotte tachetee"
"3544","Cabezon a nuque blanche"
"3545","Cabezon a manteau blanc"
"3546","Cabezon du Loreto"
"3548","Cabezon a cinq couleurs"
"3549","Cabezon a poitrine brune"
"3550","Cabezon tachete"
"3551","Cabezon dore"
"3552","Cabezon a poitrine d'or"
"3554","Cabezon de Carabaya"
"3555","Cabezon a tete rouge"
"3558","Cabezon elegant"
"3559","Cabezon de Frantzius"
"3560","Cabezon toucan"
"3561","Barbu de Hay"
"3562","Barbu fuligineux"
"3563","Barbu a plastron rouge"
"3564","Barbu a couronne rouge"
"3565","Barbu de Malabar"
"3567","Barbu a oreillons noirs"
"3568","Barbu a calotte bleue"
"3569","Barbu a gorge noire"
"3570","Barbu a ventre rouge"
"3571","Barbu geant"
"3572","Barbu a collier"
"3573","Barbu arlequin"
"3574","Barbu de Java"
"3575","Barbu bigarre"
"3576","Barbu souci-col"
"3577","Barbu a sourcils jaunes"
"3578","Barbu elegant"
"3579","Barbu grivele"
"3580","Barbu raye"
"3581","Barbu a tete brune"
"3582","Barbu vert"
"3583","Barbu a front d'or"
"3584","Barbu de Franklin"
"3585","Barbu a gorge d'or"
"3586","Barbu corbin"
"3587","Barbu a joues jaunes"
"3588","Barbu montagnard"
"3589","Barbu de Formose"
"3590","Barbu forgeron"
"3591","Barbu de Hume"
"3592","Barbu a gorge bleue"
"3593","Barbu de Kra"
"3594","Barbu d'Annam"
"3595","Barbu malais"
"3596","Barbican promepic"
"3597","Barbican a tete rouge"
"3598","Barbican perle"
"3599","Barbican d'Arnaud"
"3602","Barbican a taches jaunes"
"3605","Barbican a gorge grise"
"3607","Barbican de Sladen"
"3608","Barbican a narines emplumees"
"3609","Barbican chauve"
"3611","Barbican oreillard"
"3613","Barbican de Whyte"
"3614","Barbican a tete jaune"
"3615","Barbion grivele"
"3616","Barbion vert"
"3617","Barbion a moustaches"
"3618","Barbion montagnard"
"3619","Barbion a croupion rouge"
"3620","Barbion a gorge jaune"
"3621","Barbion a croupion jaune"
"3623","Barbion a front rouge"
"3624","Barbion a front jaune"
"3625","Barbican herisse"
"3626","Barbican a diademe"
"3627","Barbican du miombo"
"3628","Barbican pie"
"3629","Barbican funebre"
"3630","Barbican a tete noire"
"3631","Barbican barre"
"3632","Barbican de Vieillot"
"3633","Barbican a tete blanche"
"3636","Barbican de Chaplin"
"3637","Barbican a face rouge"
"3638","Barbican guifsobalito"
"3639","Barbican a collier"
"3649","Indicateur pygmee"
"3650","Indicateur gris"
"3651","Indicateur de Wahlberg"
"3652","Indicateur de Zenker"
"3653","Indicateur d'Eisentraut"
"3654","Indicateur nain"
"3655","Indicateur de Willcocks"
"3656","Indicateur pale"
"3657","Indicateur menu"
"3658","Petit Indicateur"
"3659","Indicateur tachete"
"3660","Indicateur varie"
"3661","Indicateur a dos jaune"
"3662","Indicateur archipelagique"
"3663","Grand Indicateur"
"3664","Indicateur a queue en lyre"
"3665","Torcol fourmilier"
"3666","Torcol a gorge rousse"
"3667","Picumne de Verreaux"
"3668","Picumne roux"
"3669","Picumne a sourcils blancs"
"3670","Picumne tachete"
"3671","Picumne barre"
"3672","Picumne de l'Orenoque"
"3673","Picumne de Lafresnaye"
"3674","Picumne de Buffon"
"3676","Picumne de Sclater"
"3677","Picumne squamule"
"3678","Picumne a ventre blanc"
"3679","Picumne de Cayenne"
"3680","Picumne ocelle"
"3681","Picumne perle"
"3682","Picumne des varzeas"
"3683","Picumne frange"
"3684","Picumne de d'Orbigny"
"3685","Picumne de Temminck"
"3686","Picumne noir et blanc"
"3687","Picumne a nuque rousse"
"3688","Picumne a ventre roux"
"3690","Picumne ocre"
"3691","Picumne strie"
"3692","Picumne de Castelnau"
"3693","Picumne de Cuzco"
"3694","Picumne olivatre"
"3695","Picumne gris"
"3696","Picumne cannelle"
"3697","Piculet des Antilles"
"3699","Pic trapu"
"3700","Pic canente"
"3701","Pic puissant"
"3703","Pic superbe"
"3704","Pic a cou rouge"
"3705","Pic robuste"
"3706","Pic a bec clair"
"3707","Pic de Malherbe"
"3708","Pic de Guayaquil"
"3709","Pic a dos creme"
"3710","Pic de Magellan"
"3711","Pic a bec ivoire"
"3712","Pic imperial"
"3713","Pic porphyroide"
"3714","Pic a oreillons rouges"
"3716","Pic de Tickell"
"3717","Pic de Ceylan"
"3718","Pic de Java"
"3719","Pic a face rouge"
"3720","Pic de Luçon"
"3721","Pic sultan"
"3722","Pic a face jaune"
"3723","Pic de Goa"
"3724","Pic de Shore"
"3725","Pic a dos rouge"
"3726","Pic d'Everett"
"3727","Pic du Bengale"
