species_code,avibase_code,taxon_order,category,primary_com_name,cur_alternate_com_name,sci_name,com_name_locale_code
duclor1,avibase-7B5F311D,12034,species,Duchess Lorikeet,Lori de Margaret,Charmosynoides margarethae,fr
meelor1,avibase-DF94576F,12035,species,Meek's Lorikeet,Lori de Meek,Vini meeki,fr
neclor1,avibase-DDC46661,12036,species,New Caledonian Lorikeet,Lori a diademe,Vini diadema,fr
reclor1,avibase-431B9646,12037,species,Red-chinned Lorikeet,Lori a menton rouge,Vini rubrigularis,fr
pallor1,avibase-5DDF8ABA,12038,species,Palm Lorikeet,Lori des palmiers,Vini palmarum,fr
retlor1,avibase-586A8C9B,12039,species,Red-throated Lorikeet,Lori a gorge rouge,Vini amabilis,fr
collor1,avibase-5F807D3C,12040,species,Collared Lory,Lori des Fidji,Vini solitarius,fr
blclor2,avibase-8FDE1AA2,12041,species,Blue-crowned Lorikeet,Lori fringillaire,Vini australis,fr
ultlor1,avibase-7DEEF7AF,12042,species,Ultramarine Lorikeet,Lori ultramarin,Vini ultramarina,fr
stelor1,avibase-2438DF74,12043,species,Stephen's Lorikeet,Lori de Stephen,Vini stepheni,fr
kuhlor1,avibase-4E91A64F,12044,species,Kuhl's Lorikeet,Lori de Kuhl,Vini kuhlii,fr
blulor1,avibase-9EBC0AD1,12045,species,Blue Lorikeet,Lori nonnette,Vini peruviana,fr
yeblor2,avibase-4B8D4F6C,12046,species,Yellow-billed Lorikeet,Lori de Musschenbroek,Neopsittacus musschenbroekii,fr
orblor1,avibase-7A03D2D9,12049,species,Orange-billed Lorikeet,Lori emeraude,Neopsittacus pullicauda,fr
y00874,avibase-29D57C88,12053,slash,Yellow-billed/Orange-billed Lorikeet,Lori de Musschenbroek ou L. emeraude,Neopsittacus musschenbroekii/pullicauda,fr
whnlor2,avibase-3106EC1A,12054,species,White-naped Lory,Lori a nuque blanche,Lorius albidinucha,fr
yeblor1,avibase-8EFBF8E5,12055,species,Yellow-bibbed Lory,Lori a collier jaune,Lorius chlorocercus,fr
chalor1,avibase-F33A63C5,12056,species,Chattering Lory,Lori noira,Lorius garrulus,fr
punlor1,avibase-F720A7D5,12060,species,Purple-naped Lory,Lori des dames,Lorius domicella,fr
publor1,avibase-E8065829,12061,species,Purple-bellied Lory,Lori a ventre violet,Lorius hypoinochrous,fr
blclor1,avibase-451B7837,12065,species,Black-capped Lory,Lori tricolore,Lorius lory,fr
varlor1,avibase-C18EB75E,12073,species,Varied Lorikeet,Loriquet versicolore,Psitteuteles versicolor,fr
litlor1,avibase-3AACCDB1,12074,species,Little Lorikeet,Lori a masque rouge,Parvipsitta pusilla,fr
puclor1,avibase-9689E669,12075,species,Purple-crowned Lorikeet,Lori a couronne pourpre,Parvipsitta porphyrocephala,fr
duslor1,avibase-62A79530,12076,species,Dusky Lory,Lori sombre,Pseudeos fuscata,fr
carlor1,avibase-E8C9F4D3,12077,species,Cardinal Lory,Lori cardinal,Pseudeos cardinalis,fr
brolor1,avibase-5059CD94,12078,species,Brown Lory,Lori de Duyvenbode,Chalcopsitta duivenbodei,fr
blalor1,avibase-EE382415,12081,species,Black Lory,Lori noir,Chalcopsitta atra,fr
yeslor1,avibase-80AE9E79,12085,species,Yellow-streaked Lory,Lori flammeche,Chalcopsitta scintillata,fr
gollor1,avibase-6AABF24D,12089,species,Goldie's Lorikeet,Loriquet de Goldie,Glossoptila goldiei,fr
muslor1,avibase-BE39F927,12090,species,Musk Lorikeet,Lori a bandeau rouge,Glossopsitta concinna,fr
minlor1,avibase-C164958E,12091,species,Mindanao Lorikeet,Loriquet de Johnstone,Saudareos johnstoniae,fr
irilor1,avibase-881E4A12,12092,species,Iris Lorikeet,Loriquet iris,Saudareos iris,fr
ornlor1,avibase-E67C31A6,12096,species,Ornate Lorikeet,Loriquet orne,Saudareos ornatus,fr
yaglor2,avibase-B61729B6,12097,species,Yellow-cheeked Lorikeet,Loriquet de Meyer,Saudareos meyeri,fr
yaglor3,avibase-EA99B306,12098,species,Sula Lorikeet,Loriquet jaune et vert,Saudareos flavoviridis,fr
blslor1,avibase-219C2746,12099,species,Blue-streaked Lory,Lori reticule,Eos reticulata,fr
blelor1,avibase-E4C292E4,12100,species,Blue-eared Lory,Lori masque,Eos semilarvata,fr
redlor1,avibase-1A4139AB,12101,species,Red Lory,Lori ecarlate,Eos bornea,fr
blwlor1,avibase-26DF0EB5,12104,species,Black-winged Lory,Lori a joues bleues,Eos cyanogenia,fr
rablor1,avibase-5B9183E8,12105,species,Red-and-blue Lory,Lori arlequin,Eos histrio,fr
vinlor1,avibase-70A8C9E7,12109,species,Violet-necked Lory,Lori ecaille,Eos squamata,fr
pohlor1,avibase-C3D27DBC,12113,species,Pohnpei Lorikeet,Loriquet de Ponape,Trichoglossus rubiginosus,fr
scblor1,avibase-4B0E14DB,12114,species,Scaly-breasted Lorikeet,Loriquet vert,Trichoglossus chlorolepidotus,fr
railor4,avibase-DB9CC87F,12115,species,Coconut Lorikeet,Loriquet a tete bleue,Trichoglossus haematodus,fr
railor6,avibase-6B4D5B3C,12116,issf,Coconut Lorikeet (Biak),Loriquet a tete bleue (rosenbergii),Trichoglossus haematodus rosenbergii,fr
coclor1,avibase-BA1FA66D,12117,issf,Coconut Lorikeet (Coconut),Loriquet a tete bleue (groupe haematodus),Trichoglossus haematodus [haematodus Group],fr
railor5,avibase-DF6532E2,12127,species,Rainbow Lorikeet,Loriquet arc-en-ciel,Trichoglossus moluccanus,fr
x00809,avibase-42ED3446,12130,hybrid,Musk x Rainbow Lorikeet (hybrid),Hybride Lori a bandeau rouge x Loriquet a tete bleue,Glossopsitta concinna x Trichoglossus haematodus,fr
x00810,avibase-BC274AAB,12131,hybrid,Scaly-breasted x Rainbow Lorikeet (hybrid),Hybride Loriquet vert x L. arc-en-ciel,Trichoglossus chlorolepidotus x moluccanus,fr
y01035,avibase-FF211612,12132,slash,Scaly-breasted/Rainbow Lorikeet,Loriquet vert ou L. arc-en-ciel,Trichoglossus chlorolepidotus/moluccanus,fr
x00856,avibase-590BCE20,12133,hybrid,lorikeet sp. (Musk/Rainbow/Scaly-breasted Lorikeet hybrid),Hybride Glossopsitta ou Trichoglossus sp.,Glossopsitta/Trichoglossus sp. (hybrid),fr
railor7,avibase-71B42AA4,12134,species,Red-collared Lorikeet,Loriquet a col rouge,Trichoglossus rubritorquis,fr
x00957,avibase-CBB186DF,12135,hybrid,Rainbow x Red-collared Lorikeet (hybrid),Hybride Loriquet arc-en-ciel x L. a col rouge,Trichoglossus moluccanus x rubritorquis,fr
y01142,avibase-D6412166,12136,slash,Rainbow/Red-collared Lorikeet,Loriquet arc-en-ciel ou L. a col rouge,Trichoglossus moluccanus/rubritorquis,fr
railor1,avibase-3A4A31B9,12137,spuh,rainbow lorikeet sp.,Trichoglossus sp. (complexe Loriquet a tete bleue),Trichoglossus sp. (rainbow lorikeet complex),fr
olhlor1,avibase-07630935,12138,species,Olive-headed Lorikeet,Loriquet eutele,Trichoglossus euteles,fr
railor2,avibase-F96C216E,12139,species,Marigold Lorikeet,Loriquet harnache,Trichoglossus capistratus,fr
railor8,avibase-E3E86D6C,12143,species,Leaf Lorikeet,Loriquet de Weber,Trichoglossus weberi,fr
railor3,avibase-A9EF5D3A,12144,species,Sunset Lorikeet,Loriquet de Forsten,Trichoglossus forsteni,fr
y00637,avibase-D73B963B,12149,spuh,lorikeet sp.,Trichoglossus ou Psitteuteles sp.,Psittaculidae sp. (lorikeet sp.),fr
vehpar1,avibase-A5FA764B,12150,species,Vernal Hanging-Parrot,Coryllis vernal,Loriculus vernalis,fr
cehpar1,avibase-424E35B4,12151,species,Sri Lanka Hanging-Parrot,Coryllis de Ceylan,Loriculus beryllinus,fr
phihap1,avibase-ACFBE74D,12152,species,Philippine Hanging-Parrot,Coryllis des Philippines,Loriculus philippensis,fr
camhap1,avibase-6D801C47,12163,species,Camiguin Hanging-Parrot,Coryllis de Camiguin,Loriculus camiguinensis,fr
bchpar1,avibase-34FA84EF,12164,species,Blue-crowned Hanging-Parrot,Coryllis a tete bleue,Loriculus galgulus,fr
suhpar1,avibase-DF801E78,12165,species,Sulawesi Hanging-Parrot,Coryllis des Celebes,Loriculus stigmatus,fr
sulhap1,avibase-B2D21F1D,12166,species,Sula Hanging-Parrot,Coryllis des Sula,Loriculus sclateri,fr
mohpar1,avibase-B03FE87A,12167,species,Moluccan Hanging-Parrot,Coryllis des Moluques,Loriculus amabilis,fr
sahpar2,avibase-390975E0,12168,species,Sangihe Hanging-Parrot,Coryllis des Sangihe,Loriculus catamene,fr
paphap1,avibase-3506CDB5,12169,species,Papuan Hanging-Parrot,Coryllis a front orange,Loriculus aurantiifrons,fr
gfhpar1,avibase-CE21EA2E,12173,species,Green-fronted Hanging-Parrot,Coryllis des Bismarck,Loriculus tener,fr
pyghap1,avibase-4E06EF1A,12174,species,Pygmy Hanging-Parrot,Coryllis vert,Loriculus exilis,fr
ythpar1,avibase-429AFB0E,12175,species,Yellow-throated Hanging-Parrot,Coryllis a gorge jaune,Loriculus pusillus,fr
wahpar2,avibase-BB7D6891,12176,species,Wallace's Hanging-Parrot,Coryllis de Wallace,Loriculus flosculus,fr
hangin1,avibase-CAAC80A7,12177,spuh,hanging-parrot sp.,Loriculus sp.,Loriculus sp.,fr
blclov2,avibase-D44EE47D,12178,species,Black-collared Lovebird,Inseparable a collier noir,Agapornis swindernianus,fr
gyhlov1,avibase-D4686ACD,12182,species,Gray-headed Lovebird,Inseparable a tete grise,Agapornis canus,fr
rehlov1,avibase-1E2EC99C,12185,species,Red-headed Lovebird,Inseparable a tete rouge,Agapornis pullarius,fr
blwlov1,avibase-39DAF131,12188,species,Black-winged Lovebird,Inseparable d'Abyssinie,Agapornis taranta,fr
peflov,avibase-31C03CB8,12189,species,Rosy-faced Lovebird,Inseparable rosegorge,Agapornis roseicollis,fr
fislov1,avibase-E1EE00F7,12192,species,Fischer's Lovebird,Inseparable de Fischer,Agapornis fischeri,fr
yeclov,avibase-4396F4F1,12193,species,Yellow-collared Lovebird,Inseparable masque,Agapornis personatus,fr
x00671,avibase-7B0E2F01,12194,hybrid,Fischer's x Yellow-collared Lovebird (hybrid),Hybride Inseparable de Fischer x I. masque,Agapornis fischeri x personatus,fr
y00791,avibase-454D5BB7,12195,slash,Fischer's/Yellow-collared Lovebird,Inseparable de Fischer ou I. masque,Agapornis fischeri/personatus,fr
lillov1,avibase-3EBFC893,12196,species,Lilian's Lovebird,Inseparable de Lilian,Agapornis lilianae,fr
blclov1,avibase-DAB4D2A2,12197,species,Black-cheeked Lovebird,Inseparable a joues noires,Agapornis nigrigenis,fr
lovebi1,avibase-53456BBC,12198,spuh,lovebird sp.,Agapornis sp.,Agapornis sp.,fr
grepar,avibase-99B98FCA,12199,species,Gray Parrot,Perroquet jaco,Psittacus erithacus,fr
grypar1,avibase-F63BD872,12200,issf,Gray Parrot (Timneh),Perroquet jaco (timneh/princeps),Psittacus erithacus timneh/princeps,fr
grypar2,avibase-3DE7F2AD,12203,issf,Gray Parrot (Gray),Perroquet jaco (erithacus),Psittacus erithacus erithacus,fr
brnpar1,avibase-0EB10DB3,12204,species,Brown-necked Parrot,Perroquet a cou brun,Poicephalus fuscicollis,fr
bnnpar3,avibase-57C14523,12205,issf,Brown-necked Parrot (Brown-necked),Perroquet a cou brun (fuscicollis),Poicephalus fuscicollis fuscicollis,fr
bnnpar4,avibase-5F4B15B3,12206,issf,Brown-necked Parrot (Gray-headed),Perroquet a cou brun (suahelicus),Poicephalus fuscicollis suahelicus,fr
bnnpar2,avibase-2F4B17A7,12207,species,Cape Parrot,Perroquet robuste,Poicephalus robustus,fr
refpar5,avibase-83D329B5,12208,species,Red-fronted Parrot,Perroquet a calotte rouge,Poicephalus gulielmi,fr
refpar6,avibase-961B86C0,12209,issf,Red-fronted Parrot (Guinean),Perroquet a calotte rouge (fantiensis),Poicephalus gulielmi fantiensis,fr
refpar7,avibase-9C66B09E,12210,issf,Red-fronted Parrot (Red-fronted),Perroquet a calotte rouge (gulielmi/massaicus),Poicephalus gulielmi gulielmi/massaicus,fr
meypar1,avibase-0ECD9D58,12213,species,Meyer's Parrot,Perroquet de Meyer,Poicephalus meyeri,fr
ruepar1,avibase-E37F25F7,12220,species,Rüppell's Parrot,Perroquet de Rüppell,Poicephalus rueppellii,fr
brhpar2,avibase-4A039821,12221,species,Brown-headed Parrot,Perroquet a tete brune,Poicephalus cryptoxanthus,fr
ninpar1,avibase-6C96E81B,12224,species,Niam-Niam Parrot,Perroquet des Niam-niams,Poicephalus crassus,fr
rebpar1,avibase-69661C7D,12225,species,Red-bellied Parrot,Perroquet a ventre rouge,Poicephalus rufiventris,fr
senpar,avibase-D7F9C6B5,12228,species,Senegal Parrot,Perroquet youyou,Poicephalus senegalus,fr
yefpar4,avibase-8413D9A5,12231,species,Yellow-fronted Parrot,Perroquet a face jaune,Poicephalus flavifrons,fr
poicep1,avibase-CE21BFFD,12232,spuh,Poicephalus sp.,Poicephalus sp.,Poicephalus sp.,fr
litpar2,avibase-D61A8FB2,12233,species,Lilac-tailed Parrotlet,Toui a sept couleurs,Touit batavicus,fr
scspar1,avibase-2BFD2184,12234,species,Scarlet-shouldered Parrotlet,Toui de Huet,Touit huetii,fr
refpar1,avibase-F30DC53E,12235,species,Red-fronted Parrotlet,Toui du Costa Rica,Touit costaricensis,fr
bufpar1,avibase-D8C977FC,12236,species,Blue-fronted Parrotlet,Toui a front bleu,Touit dilectissimus,fr
sarpar2,avibase-520D149F,12237,species,Sapphire-rumped Parrotlet,Toui a queue pourpree,Touit purpuratus,fr
brbpar1,avibase-629451DA,12240,species,Brown-backed Parrotlet,Toui a dos noir,Touit melanonotus,fr
gotpar2,avibase-9C59337D,12241,species,Golden-tailed Parrotlet,Toui a queue d'or,Touit surdus,fr
spwpar2,avibase-72692065,12242,species,Spot-winged Parrotlet,Toui tachete,Touit stictopterus,fr
touit1,avibase-5B39DD2B,12243,spuh,Touit sp.,Touit sp.,Touit sp.,fr
gyhpar1,avibase-2F6F57F8,12244,species,Gray-hooded Parakeet,Toui aymara,Psilopsiagon aymara,fr
moupar2,avibase-AE9BD88B,12245,species,Mountain Parakeet,Toui a bandeau jaune,Psilopsiagon aurifrons,fr
barpar1,avibase-0AD53589,12250,species,Barred Parakeet,Toui catherine,Bolborhynchus lineola,fr
rufpar1,avibase-2706D697,12253,species,Rufous-fronted Parakeet,Toui a front roux,Bolborhynchus ferrugineifrons,fr
andpar1,avibase-145BB516,12254,species,Andean Parakeet,Toui de d'Orbigny,Bolborhynchus orbygnesius,fr
y00875,avibase-EC59DC0B,12255,slash,Barred/Andean Parakeet,Toui catherine ou T. de d'Orbigny,Bolborhynchus lineola/orbygnesius,fr
teppar1,avibase-7F285393,12256,species,Tepui Parrotlet,Toui des tepuis,Nannopsittaca panychlora,fr
amapar1,avibase-E603F9E5,12257,species,Amazonian Parrotlet,Toui de D'Achille,Nannopsittaca dachilleae,fr
monpar,avibase-11783075,12258,species,Monk Parakeet,Perriche veuve,Myiopsitta monachus,fr
monpar1,avibase-35810386,12259,issf,Monk Parakeet (Monk),Perriche veuve (groupe monachus),Myiopsitta monachus [monachus Group],fr
monpar2,avibase-FDD9A634,12263,issf,Monk Parakeet (Cliff),Perriche veuve (luchsi),Myiopsitta monachus luchsi,fr
tuipar1,avibase-0223FDB1,12264,species,Tui Parakeet,Toui a front d'or,Brotogeris sanctithomae,fr
plapar1,avibase-09ABF606,12267,species,Plain Parakeet,Toui tirica,Brotogeris tirica,fr
whwpar,avibase-B42BCB40,12268,species,White-winged Parakeet,Toui a ailes variees,Brotogeris versicolurus,fr
yecpar,avibase-1FEC3F95,12269,species,Yellow-chevroned Parakeet,Toui a ailes jaunes,Brotogeris chiriri,fr
wwxpar1,avibase-5A5EF34E,12272,hybrid,White-winged x Yellow-chevroned Parakeet (hybrid),Hybride Toui a ailes variees x T. a ailes jaunes,Brotogeris versicolurus x chiriri,fr
y00483,avibase-48539233,12273,slash,White-winged/Yellow-chevroned Parakeet,Toui a ailes variees ou T. a ailes jaunes,Brotogeris versicolurus/chiriri,fr
gycpar1,avibase-E8B22F41,12274,species,Gray-cheeked Parakeet,Toui flamboyant,Brotogeris pyrrhoptera,fr
orcpar,avibase-C360AA2F,12275,species,Orange-chinned Parakeet,Toui a menton d'or,Brotogeris jugularis,fr
cowpar1,avibase-14FCAD62,12278,species,Cobalt-winged Parakeet,Toui de Deville,Brotogeris cyanoptera,fr
gowpar2,avibase-ECE896E2,12282,species,Golden-winged Parakeet,Toui para,Brotogeris chrysoptera,fr
brotog1,avibase-80032D38,12288,spuh,Brotogeris sp.,Brotogeris sp.,Brotogeris sp.,fr
recpar3,avibase-7E10A5B9,12289,species,Pileated Parrot,Caique mitre,Pionopsitta pileata,fr
blbpar4,avibase-F04B1141,12290,species,Blue-bellied Parrot,Crick a ventre bleu,Triclaria malachitacea,fr
rufpar2,avibase-6967FA94,12291,species,Rusty-faced Parrot,Caique a face rousse,Hapalopsittaca amazonina,fr
inwpar1,avibase-485B3D87,12295,species,Indigo-winged Parrot,Caique de Fuertes,Hapalopsittaca fuertesi,fr
refpar2,avibase-E37691A0,12296,species,Red-faced Parrot,Caique de Salvin,Hapalopsittaca pyrrhops,fr
blwpar1,avibase-91F5CA1B,12297,species,Black-winged Parrot,Caique a ailes noires,Hapalopsittaca melanotis,fr
brhpar1,avibase-B197D2D1,12300,species,Brown-hooded Parrot,Caique a capuchon,Pyrilia haematotis,fr
rofpar2,avibase-4FD2C88E,12303,species,Rose-faced Parrot,Caique a joues roses,Pyrilia pulchra,fr
sahpar1,avibase-3F7F7C19,12304,species,Saffron-headed Parrot,Caique de Bonaparte,Pyrilia pyrilia,fr
orcpar2,avibase-05B5B7D0,12305,species,Orange-cheeked Parrot,Caique de Barraband,Pyrilia barrabandi,fr
caipar2,avibase-33487D8B,12308,species,Caica Parrot,Caique a tete noire,Pyrilia caica,fr
balpar1,avibase-B613BE89,12309,species,Bald Parrot,Caique chauve,Pyrilia aurantiocephala,fr
vulpar1,avibase-AF2DDFAE,12310,species,Vulturine Parrot,Caique vautourin,Pyrilia vulturina,fr
pyrili1,avibase-10515049,12311,spuh,Pyrilia sp.,Pyrilia sp.,Pyrilia sp.,fr
duspar1,avibase-1A87E3A9,12312,species,Dusky Parrot,Pione violette,Pionus fuscus,fr
rebpar2,avibase-7BAAE4E3,12313,species,Red-billed Parrot,Pione a bec rouge,Pionus sordidus,fr
schpar1,avibase-FAC09D76,12320,species,Scaly-headed Parrot,Pione de Maximilien,Pionus maximiliani,fr
spfpar1,avibase-93DC24A5,12325,species,Speckle-faced Parrot,Pione pailletee,Pionus tumultuosus,fr
spfpar2,avibase-9EBE8B16,12326,issf,Speckle-faced Parrot (White-capped),Pione pailletee (seniloides),Pionus tumultuosus seniloides,fr
spfpar3,avibase-BF66BBFC,12327,issf,Speckle-faced Parrot (Plum-crowned),Pione pailletee (tumultuosus),Pionus tumultuosus tumultuosus,fr
blhpar1,avibase-FF68945E,12328,species,Blue-headed Parrot,Pione a tete bleue,Pionus menstruus,fr
buhpar1,avibase-F9814D52,12329,issf,Blue-headed Parrot (Blue-headed),Pione a tete bleue (menstruus/rubrigularis),Pionus menstruus menstruus/rubrigularis,fr
buhpar2,avibase-09F13424,12332,issf,Blue-headed Parrot (Reichenow's),Pione a tete bleue (reichenowi),Pionus menstruus reichenowi,fr
whcpar,avibase-F1202D11,12333,species,White-crowned Parrot,Pione a couronne blanche,Pionus senilis,fr
brwpar1,avibase-3B0B6BD9,12334,species,Bronze-winged Parrot,Pione noire,Pionus chalcopterus,fr
pionus1,avibase-8DFE3AED,12335,spuh,Pionus sp.,Pionus sp.,Pionus sp.,fr
shtpar2,avibase-44DA4D4E,12336,species,Short-tailed Parrot,Caique a queue courte,Graydidascalus brachyurus,fr
yefpar5,avibase-032F4AC2,12337,species,Yellow-faced Parrot,Amazone a face jaune,Alipiopsitta xanthops,fr
fespar1,avibase-428D51E8,12338,species,Festive Parrot,Amazone tavoua,Amazona festiva,fr
fespar2,avibase-CB22967B,12339,issf,Festive Parrot (Northern),Amazone tavoua (bodini),Amazona festiva bodini,fr
fespar3,avibase-76A116AB,12340,issf,Festive Parrot (Southern),Amazone tavoua (festiva),Amazona festiva festiva,fr
vinpar1,avibase-0FF89B76,12341,species,Vinaceous-breasted Parrot,Amazone vineuse,Amazona vinacea,fr
tucpar1,avibase-D50220E9,12342,species,Tucuman Parrot,Amazone de Tucuman,Amazona tucumana,fr
respar2,avibase-EFA0861B,12343,species,Red-spectacled Parrot,Amazone de Pretre,Amazona pretrei,fr
recpar,avibase-B1595124,12344,species,Red-crowned Parrot,Amazone a joues vertes,Amazona viridigenalis,fr
licpar,avibase-66C32CC9,12345,species,Lilac-crowned Parrot,Amazone a couronne lilas,Amazona finschi,fr
x00958,avibase-977986EC,12346,hybrid,Red-crowned x Lilac-crowned Parrot (hybrid),Hybride Amazone a joues vertes x A. a couronne lilas,Amazona viridigenalis x finschi,fr
relpar,avibase-F2DFC4C1,12347,species,Red-lored Parrot,Amazone a diademe,Amazona autumnalis,fr
relpar10,avibase-56EC9CA9,12348,issf,Red-lored Parrot (Red-lored),Amazone a diademe (autumnalis/salvini),Amazona autumnalis autumnalis/salvini,fr
relpar9,avibase-1F11D1B1,12351,issf,Red-lored Parrot (Lilacine),Amazone a diademe (lilacina),Amazona autumnalis lilacina,fr
relpar4,avibase-7539A5FF,12352,issf,Red-lored Parrot (Diademed),Amazone a diademe (diadema),Amazona autumnalis diadema,fr
x00857,avibase-5D2AB5AF,12353,hybrid,Red-crowned x Red-lored Parrot (hybrid),Hybride Amazone a joues vertes x A. a diademe,Amazona viridigenalis x autumnalis,fr
blcpar2,avibase-7B534E0C,12354,species,Blue-cheeked Parrot,Amazone de Dufresne,Amazona dufresniana,fr
rebpar7,avibase-8FC55431,12355,species,Red-browed Parrot,Amazone a sourcils rouges,Amazona rhodocorytha,fr
