species_code,avibase_code,taxon_order,category,primary_com_name,cur_alternate_com_name,sci_name,com_name_locale_code
crohor1,avibase-1FDA0172,9214,species,Crowned Hornbill,Calao couronne,Lophoceros alboterminatus,fr
brahor1,avibase-336CB959,9215,species,Bradfield's Hornbill,Calao de Bradfield,Lophoceros bradfieldi,fr
afphor1,avibase-202D9FBB,9216,species,African Pied Hornbill,Calao longibande,Lophoceros fasciatus,fr
afphor2,avibase-89218876,9217,issf,African Pied Hornbill (Western),Calao longibande (semifasciatus),Lophoceros fasciatus semifasciatus,fr
afphor3,avibase-4B8F7AF5,9218,issf,African Pied Hornbill (Congo),Calao longibande (fasciatus),Lophoceros fasciatus fasciatus,fr
hemhor1,avibase-6D72B23C,9219,species,Hemprich's Hornbill,Calao de Hemprich,Lophoceros hemprichii,fr
afghor1,avibase-0CCD664D,9220,species,African Gray Hornbill,Calao a bec noir,Lophoceros nasutus,fr
pabhor1,avibase-235F0000,9223,species,Pale-billed Hornbill,Calao a bec pale,Lophoceros pallidirostris,fr
lophoc1,avibase-55CF958D,9226,spuh,Lophoceros sp.,Lophoceros sp.,Lophoceros sp.,fr
eybhor1,avibase-3BCD9CB0,9227,species,Eastern Yellow-billed Hornbill,Calao a bec jaune,Tockus flavirostris,fr
sybhor1,avibase-21A15CDE,9228,species,Southern Yellow-billed Hornbill,Calao leucomele,Tockus leucomelas,fr
jachor1,avibase-427D7FD6,9229,species,Jackson's Hornbill,Calao de Jackson,Tockus jacksoni,fr
vddhor1,avibase-DE36D3BD,9230,species,Von der Decken's Hornbill,Calao de der Decken,Tockus deckeni,fr
monhor1,avibase-C8898E88,9231,species,Monteiro's Hornbill,Calao de Monteiro,Tockus monteiri,fr
srbhor1,avibase-73A7F4D0,9232,species,Southern Red-billed Hornbill,Calao d'Afrique du Sud,Tockus rufirostris,fr
drbhor1,avibase-4C4AADAB,9233,species,Damara Red-billed Hornbill,Calao de Namibie,Tockus damarensis,fr
x00667,avibase-EA4CD56E,9234,hybrid,Southern x Damara Red-billed Hornbill (hybrid),Hybride Calao d'Afrique du Sud x C. de Namibie,Tockus rufirostris x damarensis,fr
trbhor1,avibase-1A34CC23,9235,species,Tanzanian Red-billed Hornbill,Calao du Ruaha,Tockus ruahae,fr
wrbhor2,avibase-1ADEF52B,9236,species,Western Red-billed Hornbill,Calao de Kemp,Tockus kempi,fr
rebhor1,avibase-AF75AC32,9237,species,Northern Red-billed Hornbill,Calao a bec rouge,Tockus erythrorhynchus,fr
tockus1,avibase-F3A85887,9238,spuh,Tockus sp.,Tockus sp.,Tockus sp.,fr
whchor2,avibase-89BFB892,9239,species,White-crowned Hornbill,Calao coiffe,Berenicornis comatus,fr
whchor3,avibase-9B729FF3,9240,species,White-crested Hornbill,Calao a huppe blanche,Horizocerus albocristatus,fr
whchor1,avibase-8009A6BC,9241,issf,White-crested Hornbill (White-cheeked),Calao a huppe blanche (albocristatus/macrourus),Horizocerus albocristatus albocristatus/macrourus,fr
whchor4,avibase-EBFEDFB3,9244,issf,White-crested Hornbill (Dark-cheeked),Calao a huppe blanche (cassini),Horizocerus albocristatus cassini,fr
bldhor1,avibase-39F21FF9,9245,species,Black Dwarf Hornbill,Calao de Hartlaub,Horizocerus hartlaubi,fr
bkdhor1,avibase-66D85117,9246,issf,Black Dwarf Hornbill (Western),Calao de Hartlaub (hartlaubi),Horizocerus hartlaubi hartlaubi,fr
bkdhor2,avibase-23FEF54E,9247,issf,Black Dwarf Hornbill (Eastern),Calao de Hartlaub (granti),Horizocerus hartlaubi granti,fr
blchor1,avibase-C05BF908,9248,species,Black-casqued Hornbill,Calao a casque noir,Ceratogymna atrata,fr
yechor1,avibase-CBC236C2,9249,species,Yellow-casqued Hornbill,Calao a casque jaune,Ceratogymna elata,fr
y00865,avibase-E4D9CF12,9250,slash,Black-casqued/Yellow-casqued Hornbill,Calao a casque noir ou C. a casque jaune,Ceratogymna atrata/elata,fr
sichor1,avibase-5350D0E8,9251,species,Silvery-cheeked Hornbill,Calao a joues argent,Bycanistes brevis,fr
bawhor2,avibase-02428AC1,9252,species,Black-and-white-casqued Hornbill,Calao a joues grises,Bycanistes subcylindricus,fr
bnchor1,avibase-F03111B9,9255,species,Brown-cheeked Hornbill,Calao a joues brunes,Bycanistes cylindricus,fr
whthor1,avibase-2F7DCF91,9256,species,White-thighed Hornbill,Calao a cuisses blanches,Bycanistes albotibialis,fr
truhor1,avibase-3A4D2B44,9257,species,Trumpeter Hornbill,Calao trompette,Bycanistes bucinator,fr
piphor1,avibase-2AAFDD00,9258,species,Piping Hornbill,Calao siffleur,Bycanistes fistulator,fr
piphor2,avibase-EB23C9C9,9259,issf,Piping Hornbill (Western),Calao siffleur (fistulator),Bycanistes fistulator fistulator,fr
piphor3,avibase-BC28FF7B,9260,issf,Piping Hornbill (Eastern),Calao siffleur (sharpii/duboisi),Bycanistes fistulator sharpii/duboisi,fr
helhor1,avibase-88CDFD67,9263,species,Helmeted Hornbill,Calao a casque rond,Buceros vigil,fr
rufhor1,avibase-4AE2B146,9264,species,Rufous Hornbill,Calao a casque plat,Buceros hydrocorax,fr
rufhor3,avibase-C09BECA9,9265,issf,Rufous Hornbill (Northern),Calao a casque plat (hydrocorax),Buceros hydrocorax hydrocorax,fr
rufhor4,avibase-45336347,9266,issf,Rufous Hornbill (Southern),Calao a casque plat (mindanensis/semigaleatus),Buceros hydrocorax mindanensis/semigaleatus,fr
rhihor1,avibase-0D3D9303,9269,species,Rhinoceros Hornbill,Calao rhinoceros,Buceros rhinoceros,fr
grehor1,avibase-A9D587B9,9273,species,Great Hornbill,Calao bicorne,Buceros bicornis,fr
y00396,avibase-81BD82FA,9274,slash,Rhinoceros/Great Hornbill,Calao rhinoceros ou C. bicorne,Buceros rhinoceros/bicornis,fr
buchor1,avibase-1FD5EBCD,9275,species,Bushy-crested Hornbill,Calao largup,Anorrhinus galeritus,fr
brnhor1,avibase-71A029B9,9276,species,Brown Hornbill,Calao d'Austen,Anorrhinus austeni,fr
ruchor1,avibase-8454CE68,9277,species,Rusty-cheeked Hornbill,Calao brun,Anorrhinus tickelli,fr
inghor2,avibase-FD5AD57F,9278,species,Indian Gray Hornbill,Calao de Gingi,Ocyceros birostris,fr
maghor2,avibase-2BE24F91,9279,species,Malabar Gray Hornbill,Calao gris,Ocyceros griseus,fr
y00397,avibase-37ED8998,9280,slash,Indian/Malabar Gray Hornbill,Calao de Gingi ou C. gris,Ocyceros birostris/griseus,fr
ceghor1,avibase-51D20ACB,9281,species,Sri Lanka Gray Hornbill,Calao de Ceylan,Ocyceros gingalensis,fr
blahor1,avibase-6DC62BCF,9282,species,Black Hornbill,Calao charbonnier,Anthracoceros malayanus,fr
sulhor2,avibase-C2775FA0,9283,species,Sulu Hornbill,Calao des Sulu,Anthracoceros montani,fr
maphor1,avibase-079BC769,9284,species,Malabar Pied-Hornbill,Calao de Malabar,Anthracoceros coronatus,fr
orphor1,avibase-082CFEA6,9285,species,Oriental Pied-Hornbill,Calao pie,Anthracoceros albirostris,fr
y01097,avibase-3E8C9FF7,9288,slash,Malabar/Oriental Pied-Hornbill,Calao de Malabar ou C. pie,Anthracoceros coronatus/albirostris,fr
palhor1,avibase-87269308,9289,species,Palawan Hornbill,Calao de Palawan,Anthracoceros marchei,fr
runhor1,avibase-01391B1A,9290,species,Rufous-necked Hornbill,Calao a cou roux,Aceros nipalensis,fr
knohor1,avibase-A535F76B,9291,species,Knobbed Hornbill,Calao a cimier,Rhyticeros cassidix,fr
sumhor1,avibase-CDBB9B38,9292,species,Sumba Hornbill,Calao de Sumba,Rhyticeros everetti,fr
wrehor1,avibase-3C98DDBC,9293,species,Wreathed Hornbill,Calao festonne,Rhyticeros undulatus,fr
plphor1,avibase-FAA31B81,9294,species,Plain-pouched Hornbill,Calao a gorge claire,Rhyticeros subruficollis,fr
y01032,avibase-D41AE061,9295,slash,Wreathed/Plain-pouched Hornbill,Calao festonne ou C. a gorge claire,Rhyticeros undulatus/subruficollis,fr
narhor1,avibase-E3E8456E,9296,species,Narcondam Hornbill,Calao de Narcondam,Rhyticeros narcondami,fr
blyhor1,avibase-524408DF,9297,species,Blyth's Hornbill,Calao papou,Rhyticeros plicatus,fr
sulhor1,avibase-C0BD105F,9304,species,Sulawesi Hornbill,Calao des Celebes,Rhabdotorrhinus exarhatus,fr
sulhor3,avibase-9C7BCBAF,9305,issf,Sulawesi Hornbill (Dwarf),Calao des Celebes (exarhatus),Rhabdotorrhinus exarhatus exarhatus,fr
sulhor4,avibase-3CC6A378,9306,issf,Sulawesi Hornbill (Sanford's),Calao des Celebes (sanfordi),Rhabdotorrhinus exarhatus sanfordi,fr
wrihor1,avibase-9C62A324,9307,species,Wrinkled Hornbill,Calao a casque rouge,Rhabdotorrhinus corrugatus,fr
wrbhor1,avibase-522A2DFD,9308,species,Writhe-billed Hornbill,Calao de Walden,Rhabdotorrhinus waldeni,fr
wrihor2,avibase-400BE12E,9309,species,Writhed Hornbill,Calao de Vieillot,Rhabdotorrhinus leucocephalus,fr
tarhor1,avibase-56D5A470,9310,species,Visayan Hornbill,Calao tarictic,Penelopides panini,fr
luzhor1,avibase-FB6FE713,9313,species,Luzon Hornbill,Calao de Manille,Penelopides manillae,fr
minhor2,avibase-ED3D5F4C,9314,species,Mindoro Hornbill,Calao de Mindoro,Penelopides mindorensis,fr
samhor1,avibase-A6F198A6,9315,species,Samar Hornbill,Calao de Samar,Penelopides samarensis,fr
minhor1,avibase-12D638FA,9316,species,Mindanao Hornbill,Calao de Mindanao,Penelopides affinis,fr
hornbi1,avibase-1153E1D7,9319,spuh,hornbill sp.,Calao sp.,Bucerotidae sp.,fr
cubtod1,avibase-6C2B1135,9320,species,Cuban Tody,Todier de Cuba,Todus multicolor,fr
brbtod1,avibase-DC4EA5F1,9321,species,Broad-billed Tody,Todier a bec large,Todus subulatus,fr
nabtod1,avibase-293EAE9A,9322,species,Narrow-billed Tody,Todier a bec etroit,Todus angustirostris,fr
y00866,avibase-AD68BCEB,9323,slash,Broad-billed/Narrow-billed Tody,Todier a bec large ou T. a bec etroit,Todus subulatus/angustirostris,fr
jamtod1,avibase-F9828C2A,9324,species,Jamaican Tody,Todier de Jamaique,Todus todus,fr
purtod1,avibase-BB5B94D9,9325,species,Puerto Rican Tody,Todier de Porto Rico,Todus mexicanus,fr
todmot1,avibase-64360684,9326,species,Tody Motmot,Motmot nain,Hylomanes momotula,fr
bltmot1,avibase-720774A8,9330,species,Blue-throated Motmot,Motmot a gorge bleue,Aspatha gularis,fr
rucmot1,avibase-16892443,9331,species,Russet-crowned Motmot,Motmot a tete rousse,Momotus mexicanus,fr
bucmot1,avibase-BB7A884C,9336,species,Blue-capped Motmot,Motmot a tete bleue,Momotus coeruliceps,fr
bucmot2,avibase-AAADA063,9337,species,Lesson's Motmot,Motmot de Lesson,Momotus lessonii,fr
x00887,avibase-AEDA0689,9341,hybrid,Blue-capped x Lesson's Motmot (hybrid),Hybride Motmot a tete bleue x M. de Lesson,Momotus coeruliceps x lessonii,fr
y01033,avibase-ED21DC1C,9342,slash,Blue-capped/Lesson's Motmot,Motmot a tete bleue ou M. de Lesson,Momotus coeruliceps/lessonii,fr
bucmot3,avibase-0DB8CE98,9343,species,Whooping Motmot,Motmot caraibe,Momotus subrufescens,fr
whomot1,avibase-1A287ADF,9344,issf,Whooping Motmot (Whooping),Motmot caraibe (groupe subrufescens),Momotus subrufescens [subrufescens Group],fr
whomot2,avibase-D15C2006,9348,issf,Whooping Motmot (argenticinctus),Motmot caraibe (argenticinctus),Momotus subrufescens argenticinctus,fr
trimot1,avibase-77D63A85,9349,species,Trinidad Motmot,Motmot de Trinidad,Momotus bahamensis,fr
bucmot4,avibase-7CE7EB2F,9350,species,Amazonian Motmot,Motmot houtouc,Momotus momota,fr
higmot1,avibase-6CAC15FB,9359,species,Andean Motmot,Motmot d'equateur,Momotus aequatorialis,fr
rufmot1,avibase-435AB47D,9362,species,Rufous Motmot,Motmot roux,Baryphthengus martii,fr
x00402,avibase-DD96CD3F,9365,hybrid,Amazonian x Rufous Motmot (hybrid),Hybride Motmot houtouc x M. roux,Momotus momota x Baryphthengus martii,fr
rucmot2,avibase-C2966A66,9366,species,Rufous-capped Motmot,Motmot oranroux,Baryphthengus ruficapillus,fr
x00769,avibase-06573A2A,9367,hybrid,Amazonian x Rufous-capped Motmot (hybrid),Hybride Motmot houtouc x M. oranroux,Momotus momota x Baryphthengus ruficapillus,fr
kebmot1,avibase-A8FEEA01,9368,species,Keel-billed Motmot,Motmot a bec carene,Electron carinatum,fr
brbmot1,avibase-87A54177,9369,species,Broad-billed Motmot,Motmot a bec large,Electron platyrhynchum,fr
brbmot2,avibase-3032FCD7,9370,issf,Broad-billed Motmot (Broad-billed),Motmot a bec large (groupe platyrhynchum),Electron platyrhynchum [platyrhynchum Group],fr
brbmot3,avibase-29FFE586,9374,issf,Broad-billed Motmot (Plain-tailed),Motmot a bec large (groupe pyrrholaemum),Electron platyrhynchum [pyrrholaemum Group],fr
y00733,avibase-11EDBDD4,9378,slash,Keel-billed/Broad-billed Motmot,Motmot a bec carene ou M. a bec large,Electron carinatum/platyrhynchum,fr
tubmot1,avibase-8564E262,9379,species,Turquoise-browed Motmot,Motmot a sourcils bleus,Eumomota superciliosa,fr
motmot1,avibase-3E754309,9387,spuh,motmot sp.,Motmot sp.,Momotidae sp.,fr
blykin1,avibase-56A1C8E5,9388,species,Blyth's Kingfisher,Martin-pecheur de Blyth,Alcedo hercules,fr
comkin1,avibase-9505E03D,9389,species,Common Kingfisher,Martin-pecheur d'Europe,Alcedo atthis,fr
comkin2,avibase-24FC3C2A,9390,issf,Common Kingfisher (Common),Martin-pecheur d'Europe (groupe atthis),Alcedo atthis [atthis Group],fr
comkin3,avibase-08EC3B74,9396,issf,Common Kingfisher (Cobalt-eared),Martin-pecheur d'Europe (hispidoides/salomonensis),Alcedo atthis hispidoides/salomonensis,fr
hackin1,avibase-F9F5CAB0,9399,species,Half-collared Kingfisher,Martin-pecheur a demi-collier,Alcedo semitorquata,fr
shbkin1,avibase-A376DE65,9403,species,Shining-blue Kingfisher,Martin-pecheur azure,Alcedo quadribrachys,fr
blekin1,avibase-39629250,9406,species,Blue-eared Kingfisher,Martin-pecheur meninting,Alcedo meninting,fr
y00398,avibase-5F021F6B,9418,slash,Common/Blue-eared Kingfisher,Martin-pecheur d'Europe ou M.-p. meninting,Alcedo atthis/meninting,fr
blbkin2,avibase-0C148011,9419,species,Blue-banded Kingfisher,Martin-pecheur a large bande,Alcedo euryzona,fr
bubkin1,avibase-9C5F80D9,9420,issf,Blue-banded Kingfisher (Malaysian),Martin-pecheur a large bande (peninsulae),Alcedo euryzona peninsulae,fr
bubkin2,avibase-64A8A820,9421,issf,Blue-banded Kingfisher (Javan),Martin-pecheur a large bande (euryzona),Alcedo euryzona euryzona,fr
smbkin1,avibase-8999E4A9,9422,species,Small Blue Kingfisher,Martin-pecheur aigue-marine,Alcedo coerulescens,fr
azukin1,avibase-AC4118FA,9423,species,Azure Kingfisher,Martin-pecheur a dos bleu,Ceyx azureus,fr
biskin1,avibase-8ADDDF42,9432,species,Bismarck Kingfisher,Martin-pecheur des Bismarck,Ceyx websteri,fr
inbkin2,avibase-F7975DF0,9433,species,Indigo-banded Kingfisher,Martin-pecheur a poitrine bleue,Ceyx cyanopectus,fr
inbkin1,avibase-67DF541C,9434,issf,Indigo-banded Kingfisher (Northern),Martin-pecheur a poitrine bleue (cyanopectus),Ceyx cyanopectus cyanopectus,fr
inbkin3,avibase-617B96C7,9435,issf,Indigo-banded Kingfisher (Southern),Martin-pecheur a poitrine bleue (nigrirostris),Ceyx cyanopectus nigrirostris,fr
norsik1,avibase-5514B980,9436,species,Northern Silvery-Kingfisher,Martin-pecheur de Steere,Ceyx flumenicola,fr
silkin1,avibase-FEA93A09,9437,species,Southern Silvery-Kingfisher,Martin-pecheur argente,Ceyx argentatus,fr
litkin1,avibase-9F840FEA,9438,species,Little Kingfisher,Martin-pecheur poucet,Ceyx pusillus,fr
bkbkin1,avibase-2D66E27C,9448,species,Black-backed Dwarf-Kingfisher,Martin-pecheur pourpre,Ceyx erithaca,fr
rubkin1,avibase-2F51076C,9451,species,Rufous-backed Dwarf-Kingfisher,Martin-pecheur a dos roux,Ceyx rufidorsa,fr
y00867,avibase-318C3891,9456,slash,Black-backed/Rufous-backed Dwarf-Kingfisher,Martin-pecheur pourpre ou M.-p. a dos roux,Ceyx erithaca/rufidorsa,fr
phikin1,avibase-F0EEF2F8,9457,species,Philippine Dwarf-Kingfisher,Martin-pecheur flamboyant,Ceyx melanurus,fr
phidwk1,avibase-C6AE1F6F,9458,issf,Philippine Dwarf-Kingfisher (Luzon),Martin-pecheur flamboyant (melanurus),Ceyx melanurus melanurus,fr
phidwk2,avibase-E1EE2E7A,9459,issf,Philippine Dwarf-Kingfisher (Samar),Martin-pecheur flamboyant (samarensis),Ceyx melanurus samarensis,fr
phidwk3,avibase-F76B8DCB,9460,issf,Philippine Dwarf-Kingfisher (Mindanao),Martin-pecheur flamboyant (mindanensis),Ceyx melanurus mindanensis,fr
sulkin1,avibase-FB8A071F,9461,species,Sulawesi Dwarf-Kingfisher,Martin-pecheur multicolore,Ceyx fallax,fr
suldwk1,avibase-0C0CF67B,9462,issf,Sulawesi Dwarf-Kingfisher (Sangihe),Martin-pecheur multicolore (sangirensis),Ceyx fallax sangirensis,fr
suldwk2,avibase-E7EB8D33,9463,issf,Sulawesi Dwarf-Kingfisher (Sulawesi),Martin-pecheur multicolore (fallax),Ceyx fallax fallax,fr
vardwk1,avibase-B797E63F,9464,species,Dimorphic Dwarf-Kingfisher,Martin-pecheur de Margarete,Ceyx margarethae,fr
vardwk2,avibase-FE1C0F07,9465,species,Sula Dwarf-Kingfisher,Martin-pecheur des Sula,Ceyx wallacii,fr
vardwk3,avibase-A9CEB138,9466,species,North Moluccan Dwarf-Kingfisher,Martin-pecheur d'Halmahera,Ceyx uropygialis,fr
vardwk4,avibase-6B0BA4BA,9467,species,Seram Dwarf-Kingfisher,Martin-pecheur gracieux,Ceyx lepidus,fr
vardwk5,avibase-1761DCEB,9468,species,Buru Dwarf-Kingfisher,Martin-pecheur de Buru,Ceyx cajeli,fr
vardwk6,avibase-72DE8F42,9469,species,Papuan Dwarf-Kingfisher,Martin-pecheur de Nouvelle-Guinee,Ceyx solitarius,fr
vardwk7,avibase-55DAB8DF,9470,species,Manus Dwarf-Kingfisher,Martin-pecheur de Manus,Ceyx dispar,fr
vardwk8,avibase-629FB560,9471,species,New Ireland Dwarf-Kingfisher,Martin-pecheur de Nouvelle-Irlande,Ceyx mulcatus,fr
vardwk9,avibase-EB20184F,9472,species,New Britain Dwarf-Kingfisher,Martin-pecheur de Nouvelle-Bretagne,Ceyx sacerdotis,fr
vardwk10,avibase-8047436A,9473,species,Bougainville Dwarf-Kingfisher,Martin-pecheur de Bougainville,Ceyx pallidus,fr
vardwk11,avibase-416A62A1,9474,species,New Georgia Dwarf-Kingfisher,Martin-pecheur de Nouvelle-Georgie,Ceyx collectoris,fr
vardwk12,avibase-86EF27C1,9475,species,North Solomons Dwarf-Kingfisher,Martin-pecheur d'Isabel,Ceyx meeki,fr
vardwk13,avibase-D1992D84,9476,species,Malaita Dwarf-Kingfisher,Martin-pecheur de Malaita,Ceyx malaitae,fr
vardwk14,avibase-DF39D0E1,9477,species,Guadalcanal Dwarf-Kingfisher,Martin-pecheur de Guadalcanal,Ceyx nigromaxilla,fr
vardwk15,avibase-1F293B90,9478,species,Makira Dwarf-Kingfisher,Martin-pecheur de San Cristobal,Ceyx gentianus,fr
malkin1,avibase-7149F93D,9479,species,Malachite Kingfisher,Martin-pecheur huppe,Corythornis cristatus,fr
malkin3,avibase-12EA0D5A,9480,issf,Malachite Kingfisher (Mainland),Martin-pecheur huppe (groupe cristatus),Corythornis cristatus [cristatus Group],fr
malkin5,avibase-95031C69,9484,issf,Malachite Kingfisher (Sao Tome),Martin-pecheur huppe (thomensis),Corythornis cristatus thomensis,fr
malkin4,avibase-0759A4FB,9485,issf,Malachite Kingfisher (Principe),Martin-pecheur huppe (nais),Corythornis cristatus nais,fr
malkin2,avibase-FEBCB5F6,9486,species,Malagasy Kingfisher,Martin-pecheur vintsi,Corythornis vintsioides,fr
whbkin1,avibase-4F94B89C,9489,species,White-bellied Kingfisher,Martin-pecheur a ventre blanc,Corythornis leucogaster,fr
mapkin1,avibase-EDF78342,9493,species,Madagascar Pygmy Kingfisher,Martin-pecheur malgache,Corythornis madagascariensis,fr
afpkin1,avibase-C0998BB9,9496,species,African Pygmy Kingfisher,Martin-pecheur pygmee,Ispidina picta,fr
dwakin1,avibase-9BE54916,9500,species,African Dwarf Kingfisher,Martin-pecheur a tete rousse,Ispidina lecontei,fr
bankin1,avibase-303D5356,9501,species,Banded Kingfisher,Martin-chasseur mignon,Lacedo pulchella,fr
bankin2,avibase-7082A89B,9502,issf,Banded Kingfisher (Banded),Martin-chasseur mignon (groupe pulchella),Lacedo pulchella [pulchella Group],fr
bankin3,avibase-8F8E7160,9506,issf,Banded Kingfisher (Black-faced),Martin-chasseur mignon (melanops),Lacedo pulchella melanops,fr
laukoo1,avibase-94AF4A47,9507,species,Laughing Kookaburra,Martin-chasseur geant,Dacelo novaeguineae,fr
blwkoo1,avibase-6F0C3A53,9510,species,Blue-winged Kookaburra,Martin-chasseur a ailes bleues,Dacelo leachii,fr
spakoo1,avibase-5B365DF7,9515,species,Spangled Kookaburra,Martin-chasseur paillete,Dacelo tyro,fr
rubkoo1,avibase-8AA36DB0,9518,species,Rufous-bellied Kookaburra,Martin-chasseur de Gaudichaud,Dacelo gaudichaud,fr
shbkoo1,avibase-CCA68E33,9519,species,Shovel-billed Kookaburra,Martin-chasseur bec-en-cuillere,Clytoceyx rex,fr
lilkin1,avibase-A3667CEA,9520,species,Lilac-cheeked Kingfisher,Martin-chasseur oreillard,Cittura cyanotis,fr
lickin1,avibase-E9901CE9,9521,issf,Lilac-cheeked Kingfisher (Sangihe),Martin-chasseur oreillard (sanghirensis),Cittura cyanotis sanghirensis,fr
lickin2,avibase-DE53CCF7,9522,issf,Lilac-cheeked Kingfisher (Sulawesi),Martin-chasseur oreillard (cyanotis),Cittura cyanotis cyanotis,fr
bnwkin1,avibase-19C28D92,9523,species,Brown-winged Kingfisher,Martin-chasseur a ailes brunes,Pelargopsis amauroptera,fr
stbkin1,avibase-2B0E883A,9524,species,Stork-billed Kingfisher,Martin-chasseur gurial,Pelargopsis capensis,fr
blbkin1,avibase-7CF2B1F8,9540,species,Great-billed Kingfisher,Martin-chasseur a bec noir,Pelargopsis melanorhyncha,fr
rudkin1,avibase-6647508A,9544,species,Ruddy Kingfisher,Martin-chasseur violet,Halcyon coromanda,fr
chbkin2,avibase-BD366A8F,9555,species,Chocolate-backed Kingfisher,Martin-chasseur marron,Halcyon badia,fr
whtkin2,avibase-B30B6781,9558,species,White-throated Kingfisher,Martin-chasseur de Smyrne,Halcyon smyrnensis,fr
bnbkin1,avibase-8B9E43C7,9564,species,Brown-breasted Kingfisher,Martin-chasseur a poitrine brune,Halcyon gularis,fr
gyhkin1,avibase-178B6892,9565,species,Gray-headed Kingfisher,Martin-chasseur a tete grise,Halcyon leucocephala,fr
blckin1,avibase-6B292CA0,9571,species,Black-capped Kingfisher,Martin-chasseur a coiffe noire,Halcyon pileata,fr
javkin1,avibase-E4948338,9572,species,Javan Kingfisher,Martin-chasseur de Java,Halcyon cyanoventris,fr
wookin1,avibase-47E71671,9573,species,Woodland Kingfisher,Martin-chasseur du Senegal,Halcyon senegalensis,fr
mankin2,avibase-1F360691,9577,species,Mangrove Kingfisher,Martin-chasseur des mangroves,Halcyon senegaloides,fr
blbkin4,avibase-0D8BDD35,9580,species,Blue-breasted Kingfisher,Martin-chasseur a poitrine bleue,Halcyon malimbica,fr
brhkin1,avibase-C5D3CB2A,9585,species,Brown-hooded Kingfisher,Martin-chasseur a tete brune,Halcyon albiventris,fr
strkin1,avibase-AB51824B,9590,species,Striped Kingfisher,Martin-chasseur strie,Halcyon chelicuti,fr
blbkin3,avibase-67C46F57,9593,species,Blue-black Kingfisher,Martin-chasseur bleu-noir,Todiramphus nigrocyaneus,fr
rulkin1,avibase-E482C372,9597,species,Rufous-lored Kingfisher,Martin-chasseur de Winchell,Todiramphus winchelli,fr
bawkin1,avibase-06CB752D,9603,species,Blue-and-white Kingfisher,Martin-chasseur des Moluques,Todiramphus diops,fr
lazkin1,avibase-6E12BE50,9604,species,Lazuli Kingfisher,Martin-chasseur lazuli,Todiramphus lazuli,fr
rebkin2,avibase-F103AAE1,9605,species,Red-backed Kingfisher,Martin-chasseur a dos de feu,Todiramphus pyrrhopygius,fr
forkin1,avibase-31B7FC11,9606,species,Forest Kingfisher,Martin-chasseur forestier,Todiramphus macleayii,fr
nebkin1,avibase-9487A526,9610,species,New Britain Kingfisher,Martin-chasseur a dos blanc,Todiramphus albonotatus,fr
ultkin1,avibase-37921A66,9611,species,Ultramarine Kingfisher,Martin-chasseur outremer,Todiramphus leucopygius,fr
chbkin1,avibase-5EB42312,9612,species,Vanuatu Kingfisher,Martin-chasseur a ventre roux,Todiramphus farquhari,fr
markin2,avibase-ED3D4981,9613,species,Marquesas Kingfisher,Martin-chasseur des Marquises,Todiramphus godeffroyi,fr
mankin1,avibase-398E3D2F,9614,species,Mewing Kingfisher,Martin-chasseur de Mangaia,Todiramphus ruficollaris,fr
tahkin1,avibase-D42C7863,9615,species,Society Kingfisher,Martin-chasseur venere,Todiramphus veneratus,fr
sockin1,avibase-270BB45F,9616,issf,Society Kingfisher (Moorea),Martin-chasseur venere (youngi),Todiramphus veneratus youngi,fr
sockin2,avibase-53C9EF2B,9617,issf,Society Kingfisher (Tahiti),Martin-chasseur venere (veneratus),Todiramphus veneratus veneratus,fr
niakin1,avibase-5709225C,9618,species,Niau Kingfisher,Martin-chasseur de Niau,Todiramphus gertrudae,fr
mankin3,avibase-8149ACD2,9619,species,Mangareva Kingfisher,Martin-chasseur des Gambier,Todiramphus gambieri,fr
chakin2,avibase-60C7E118,9620,species,Chattering Kingfisher,Martin-chasseur respecte,Todiramphus tutus,fr
packin1,avibase-65BDC7D8,9624,species,Pacific Kingfisher,Martin-chasseur du Pacifique,Todiramphus sacer,fr
colkin5,avibase-4587118E,9625,issf,Pacific Kingfisher (Vanuatu),Martin-chasseur du Pacifique (groupe juliae),Todiramphus sacer [juliae Group],fr
colkin7,avibase-294AA99A,9631,issf,Pacific Kingfisher (South Pacific),Martin-chasseur du Pacifique (groupe sacer),Todiramphus sacer [sacer Group],fr
colkin8,avibase-7141A0FC,9635,issf,Pacific Kingfisher (Solomon Is.),Martin-chasseur du Pacifique (groupe solomonis),Todiramphus sacer [solomonis Group],fr
sackin6,avibase-611D59DC,9646,issf,Pacific Kingfisher (Fiji),Martin-chasseur du Pacifique (groupe vitiensis),Todiramphus sacer [vitiensis Group],fr
packin2,avibase-091B8C09,9650,issf,Pacific Kingfisher (Lau),Martin-chasseur du Pacifique (marinus),Todiramphus sacer marinus,fr
mickin4,avibase-2C302D27,9651,species,Palau Kingfisher,Martin-chasseur des Palau,Todiramphus pelewensis,fr
mickin1,avibase-4D9CF8EC,9652,species,Guam Kingfisher,Martin-chasseur cannelle,Todiramphus cinnamominus,fr
mickin3,avibase-AE52A4D2,9653,issf,Guam Kingfisher (Miyako-Jima I.),Martin-chasseur cannelle (miyakoensis),Todiramphus cinnamominus miyakoensis,fr
mickin2,avibase-3FD21E04,9654,issf,Guam Kingfisher (Guam),Martin-chasseur cannelle (cinnamominus),Todiramphus cinnamominus cinnamominus,fr
