,keyword,count
1912,Pileated Woodpecker,6818
1913,Pilotbird,603
1914,Pin-tailed Sandgrouse,532
1915,Pin-tailed Whydah,3249
1916,Pine Bunting,3014
1917,Pine Flycatcher,584
1918,Pine Grosbeak,5341
1919,Pine Siskin,4310
1920,Pine Warbler,5823
1921,Pink-backed Pelican,626
1922,Pink-footed Goose,777
1923,Pink-headed Duck,1317
1924,Pink-legged Graveteiro,240
1925,Pink-necked Green-pigeon,614
1926,Pink Pigeon,7823
1927,Pink Robin,5415
1928,Pinyon Jay,3069
1929,Piping Crow,438
1930,Piping Plover,5366
1931,Pipipi,3180
1932,Piratic Flycatcher,485
1933,Plain-tailed Wren,470
1934,Plain Chachalaca,1266
1935,Plain Flowerpecker,1726
1936,Plain Nightjar,364
1937,Plain Parakeet,1185
1938,Plain Pigeon,3343
1939,Plain Prinia,3239
1940,Plain Swift,5980
1941,Plains-wanderer,622
1942,Plaintive Cuckoo,1952
1943,Plum-headed Parakeet,1562
1944,Plum-throated Cotinga,296
1945,Plumbeous Kite,1331
1946,Plumbeous Vireo,1498
1947,Plush-crested Jay,545
1948,Pomarine Jaeger,1826
1949,Pompadour Cotinga,3243
1950,Powerful Owl,7928
1951,Prairie Falcon,5462
1952,Prairie Warbler,3754
1953,Princess Parrot,7784
1954,Prothonotary Warbler,3274
1955,Providence Petrel,783
1956,Puaiohi,692
1957,Puerto Rican Amazon,7741
1958,Puerto Rican Mango,1751
1959,Puerto Rican Tody,1109
1960,Puerto Rican Woodpecker,441
1961,Puna Flamingo,803
1962,Puna Ibis,1758
1963,Purple-rumped Sunbird,755
1964,Purple-winged Roller,209
1965,Purple Finch,8094
1966,Purple Gallinule,4619
1967,Purple Grenadier,2409
1968,Purple Heron,3975
1969,Purple Honeycreeper,1935
1970,Purple Martin,5209
1971,Purple Roller,9087
1972,Purple Sandpiper,7554
1973,Purple Starling,2562
1974,Purple Sunbird,4738
1975,Purple Swamphen,5977
1976,Pygmy Cormorant,1583
1977,Pygmy Eagle,2138
1978,Pygmy Nightjar,877
1979,Pygmy Nuthatch,2692
1980,Pyrrhuloxia,2366
1981,Radde's Warbler,450
1982,Radjah Shelduck,1164
1983,Raggiana Bird-of-paradise,1204
1984,Rain Quail,4980
1985,Rainbow Bee-eater,1529
1986,Rainbow Lorikeet,11294
1987,Rainbow Pitta,1831
1988,Rainbow Starfrontlet,611
1989,Razorbill,4382
1990,Red-and-green Macaw,1880
1991,Red-and-yellow Barbet,1035
1992,Red-backed Shrike,1107
1993,Red-bellied Woodpecker,4755
1994,Red-billed Blue Magpie,948
1995,Red-billed Curassow,262
1996,Red-billed Hornbill,2308
1997,Red-billed Leiothrix,1479
1998,Red-billed Oxpecker,1188
1999,Red-billed Quelea,1446
2000,Red-billed Streamertail,1051
2001,Red-billed Tropicbird,1629
2002,Red-breasted Chat,503
2003,Red-breasted Flycatcher,1303
2004,Red-breasted Goose,1458
2005,Red-breasted Merganser,3401
2006,Red-breasted Nuthatch,1263
2007,Red-breasted Parakeet,600
2008,Red-breasted Sapsucker,852
2009,Red-browed Finch,831
2010,Red-capped Manakin,1162
2011,Red-cheeked Cordon-bleu,1208
2012,Red-cockaded Woodpecker,2409
2013,Red-collared Woodpecker,565
2014,Red-crested Cardinal,1801
2015,Red-crested Pochard,1849
2016,Red-crested Turaco,560
2017,Red-crowned Amazon,490
2018,Red-crowned Crane,3143
2019,Red-eyed Vireo,1892
2020,Red-footed Booby,2058
2021,Red-footed Falcon,223.5
2022,Red-fronted Macaw,1153
2023,Red-headed Barbet,1422
2024,Red-headed Falcon,699
2025,Red-headed Finch,1301
2026,Red-headed Lovebird,914
2027,Red-headed Vulture,863
2028,Red-headed Woodpecker,2172
2029,Red-knobbed Coot,567
2030,Red-legged Honeycreeper,866
2031,Red-legged Kittiwake,513
2032,Red-legged Partridge,1907
2033,Red-legged Seriema,554
2034,Red-lored Amazon,1314
2035,Red-naped Ibis,1856
2036,Red-naped Sapsucker,1935
2037,Red-necked Buzzard,406
2038,Red-necked Grebe,1485
2039,Red-necked Phalarope,1059
2040,Red-necked Stint,843
2041,Red-rumped Parrot,1749
2042,Red-rumped Swallow,2012
2043,Red-shouldered Blackbird,344
2044,Red-shouldered Hawk,3093
2045,Red-tailed Hawk,4214
2046,Red-tailed Laughingthrush,394
2047,Red-tailed Shrike,344
2048,Red-tailed Tropicbird,550
2049,Red-tailed Wheatear,243
2050,Red-throated Caracara,416
2051,Red-throated Loon,1245
2052,Red-throated Pipit,1359
2053,Red-throated Twinspot,208
2054,Red-vented Bulbul,2524
2055,Red-wattled Lapwing,709
2056,Red-whiskered Bulbul,3414
2057,Red-winged Blackbird,2764
2058,Red-winged Parrot,588
2059,Red-winged Starling,1437
2060,Red Avadavat,2324
2061,Red Crossbill,3741
2062,Red Fody,1955
2063,Red Goshawk,4848
2064,Red Junglefowl,2836
2065,Red Kite,13814
2066,Red Knot,9440
2067,Red Lark,6242
2068,Red Lory,6286
2069,Red Phalarope,1846
2070,Red Siskin,7090
2071,Red Spurfowl,3221
2072,Red Tanager,2403
2073,Red Warbler,4387
2074,Red Wattlebird,4496
2075,Red Weaver,11362
2076,Reddish Egret,5169
2077,Redhead,12796
2078,Redpoll,6153
2079,Redthroat,860
2080,Redwing,13797
2081,Reed Bunting,5531
2082,Regal Sunbird,830
2083,Regent Bowerbird,3130
2084,Regent Honeyeater,3612
2085,Regent Parrot,5371
2086,Resplendent Quetzal,4377
2087,Restless Flycatcher,2480
2088,Rhinoceros Auklet,2117
2089,Rhinoceros Hornbill,4024
2090,Ribbon-tailed Astrapia,1651
2091,Richard's Pipit,1278
2092,Rifleman,14353
2093,Rimatara Lorikeet,317
2094,Ring-billed Gull,1596
2095,Ring-necked Dove,1452
2096,Ring-necked Duck,1926
2097,Ring Ouzel,4227
2098,Ringed Kingfisher,2398
2099,Ringed Teal,2610
2100,River Lapwing,1091
2101,River Tern,6746
2102,River Warbler,1475
2103,Riverside Wren,1938
2104,Roadside Hawk,2682
2105,Rock Bunting,2967
2106,Rock Dove,11516
2107,Rock Parrot,6873
2108,Rock Partridge,6468
2109,Rock Pipit,4002
2110,Rock Ptarmigan,2911
2111,Rock Sandpiper,3749
2112,Rock Shag,3913
2113,Rock Sparrow,3892
2114,Rock Wren,2533
2115,Rockrunner,4688
2116,Rockwarbler,691
2117,Rook,9875
2118,Rose-breasted Grosbeak,2470.5
2119,Rose-ringed Parakeet,2914
2120,Rose Robin,6864
2121,Roseate Spoonbill,5323
2122,Roseate Tern,2651
2123,Rosy-faced Lovebird,2473
2124,Rosy Starling,1823
2125,Rough-faced Shag,587
2126,Rough-legged Buzzard,1118
2127,Royal Cinclodes,526
2128,Royal Penguin,7078
2129,Royal Spoonbill,1426
2130,Royal Tern,5742
2131,Ruby-cheeked Sunbird,956
2132,Ruby-crowned Kinglet,2416
2133,Ruby-throated Hummingbird,3957
2134,Ruddy Duck,10793
2135,Ruddy Kingfisher,1073
2136,Ruddy Pigeon,869
2137,Ruddy Shelduck,3942
2138,Ruddy Turnstone,4491
2139,Ruff,9089
2140,Ruffed Grouse,5840
2141,Rufous-bellied Niltava,1404
2142,Rufous-bellied Thrush,1686
2143,Rufous-headed Hornbill,1076
2144,Rufous-legged Owl,1899
2145,Rufous-necked Hornbill,817
2146,Rufous-necked Wood-rail,173
2147,Rufous-tailed Hummingbird,414
2148,Rufous-tailed Robin,852
2149,Rufous Babbler,1515
2150,Rufous Bristlebird,729
2151,Rufous Fantail,1536
2152,Rufous Flycatcher,2502
2153,Rufous Hornero,2706
2154,Rufous Hummingbird,2577
2155,Rufous Motmot,1234
2156,Rufous Nightjar,566
2157,Rufous Owl,1827
2158,Rufous Potoo,726
2159,Rufous Sibia,1686
2160,Rufous Songlark,1612
2161,Rufous Treepie,4497
2162,Rufous Whistler,2536
2163,Rufous Woodpecker,1639
2164,Rufous Wren,2111
2165,Russet Sparrow,1521
2166,Rustic Bunting,3543
2167,Rusty Blackbird,5674
2168,Rusty Sparrow,2382
2169,Sabine's Gull,1774
2170,Sabota Lark,320
2171,Sacred Kingfisher,2338
2172,Sad Flycatcher,707
2173,Saddlebill,1285
2174,Saffron Finch,3874
2175,Saffron Toucanet,719
2176,Sage Grouse,6174
2177,Sage Thrasher,2024
2178,Sagebrush Sparrow,2065
2179,Saker Falcon,4395
2180,Salmon-crested Cockatoo,1941
2181,Saltmarsh Sparrow,1762
2182,San Lucas Robin,1820
2183,Sand Lark,1645
2184,Sanderling,7193
2185,Sandwich Tern,4686
2186,Santa Marta Parakeet,604
2187,Sapayoa,705
2188,Satin Bowerbird,4096
2189,Satin Flycatcher,605
2190,Satyr Tragopan,3581
2191,Savanna Hawk,2330
2192,Savanna Nightjar,1330
2193,Savannah Sparrow,4360
2194,Savi's Warbler,489
2195,Saxaul Sparrow,1266
2196,Say's Phoebe,6906
2197,Scaled Quail,2768
2198,Scaly-breasted Munia,1460
2199,Scaly Thrush,4828
2200,Scarlet-backed Flowerpecker,2075
2201,Scarlet-headed Flowerpecker,416
2202,Scarlet Finch,3296
2203,Scarlet Ibis,6488
2204,Scarlet Macaw,6052
2205,Scarlet Minivet,3734
2206,Scarlet Myzomela,1161
2207,Scarlet Robin,6809
2208,Scarlet Tanager,1990
2209,Scissor-tailed Flycatcher,2155
2210,Scott's Oriole,1327
2211,Scottish Crossbill,1102
2212,Screaming Cowbird,630
2213,Screaming Piha,2075
2214,Scrubtit,658
2215,Seaside Sparrow,2491
2216,Secretarybird,1676
2217,Sedge Warbler,3115
2218,Sedge Wren,2748
2219,Semipalmated Plover,3636
2220,Semipalmated Sandpiper,4510
2221,Senegal Parrot,5754
2222,Seven-colored Tanager,187
2223,Seychelles Kestrel,759
2224,Seychelles Parrot,2033
2225,Seychelles Warbler,1035
2226,Sharp-shinned Hawk,3149
2227,Sharp-tailed Grouse,2393
2228,Sharp-tailed Sandpiper,1799
2229,Sharpbill,2711
2230,Shikra,7326
2231,Shining Honeycreeper,411
2232,Shiny Cowbird,1711
2233,Shoebill,2254
2234,Shore Plover,2376
2235,Short-billed Dowitcher,1346
2236,Short-eared Owl,2850
2237,Short-tailed Albatross,1781
2238,Short-tailed Parrot,252
2239,Short-tailed Shearwater,1204
2240,Shy Albatross,1083
2241,Siamese Fireback,2017
2242,Siberian Accentor,351
2243,Siberian Blue Robin,1928
2244,Siberian Chiffchaff,2612
2245,Siberian Crane,6201
2246,Siberian Jay,3327
2247,Siberian Rubythroat,1975
2248,Siberian Thrush,1180
2249,Siberian Tit,1197
2250,Sichuan Partridge,805
2251,Sickle-billed Vanga,479
2252,Sierra Madre Ground-warbler,123
2253,Silver-backed Tanager,222
2254,Silver-breasted Broadbill,1269
2255,Silver-eared Mesia,621
2256,Silver Gull,6263
2257,Silver Oriole,2608
2258,Silver Pheasant,7219
2259,Silver Teal,9881
2260,Silverbird,9246
2261,Silvereye,5844
2262,Silvery Pigeon,800
2263,Sinai Rosefinch,1266
2264,Sinaloa Martin,3727
2265,Sinaloa Wren,899
2266,Sind Sparrow,1013
2267,Singing Honeyeater,3281
2268,Singing Quail,4303
2269,Singing Starling,1538
2270,Sinu Parakeet,321
2271,Sira Barbet,238
2272,Sirkeer Malkoha,2559
2273,Slaty-backed Gull,1165
2274,Slaty-legged Crake,746
2275,Slaty Bristlefront,114
2276,Slaty Egret,453
2277,Slender-billed Curlew,267.5
2278,Slender-billed Vulture,1070
2279,Small-billed Elaenia,509
2280,Small Minivet,2359
2281,Smew,5828
2282,Smoky Honeyeater,352
2283,Smoky Robin,4352
2284,Smooth-billed Ani,728
2285,Snail Kite,2521
2286,Snares Penguin,2246
2287,Snoring Rail,1180
2288,Snow-capped Manakin,142
2289,Snow Bunting,5251
2290,Snow Goose,7253
2291,Snow Partridge,4776
2292,Snow Petrel,2017
2293,Snow Pigeon,3587
2294,Snowcap,8455
2295,Snowy Egret,4400
2296,Snowy Owl,8078
2297,Snowy Plover,3427
2298,Snowy Sheathbill,1520
2299,Sociable Lapwing,1320
2300,Sociable Weaver,2441
2301,Social Flycatcher,1211
2302,Socorro Dove,2012
2303,Socorro Mockingbird,445
2304,Socotra Cormorant,1392
2305,Soft-plumaged Petrel,521
2306,Solitary Sandpiper,4662
2307,Solitary Snipe,558
2308,Somali Ostrich,1692
2309,Somali Pigeon,1563
2310,Sombre Tit,567
2311,Song Parrot,6692
2312,Song Sparrow,8196
2313,Song Thrush,6061
2314,Song Wren,4631
2315,Sooty-headed Bulbul,1450
2316,Sooty Albatross,1860
2317,Sooty Falcon,1862
2318,Sooty Grouse,4700
2319,Sooty Gull,1427
2320,Sooty Oystercatcher,1400
2321,Sooty Shearwater,2867
2322,Sooty Tern,3145
2323,Sora,13562
2324,South African Shelduck,584
2325,South African Swallow,1676
2326,South Georgia Pipit,900
2327,South Island Kokako,907
2328,South Island Robin,3465
2329,South Island Saddleback,265
2330,South Island Takahe,724
2331,South Polar Skua,1698
2332,Southern Boobook,2874
2333,Southern Boubou,868
2334,Southern Brown Kiwi,562
2335,Southern Caracara,2614
2336,Southern Carmine Bee-eater,2495
2337,Southern Cassowary,3405
2338,Southern Fulmar,779
2339,Southern Giant Petrel,1761
2340,Southern Ground-hornbill,440
2341,Southern Lapwing,2296
2342,Southern Martin,8406
2343,Southern Masked Weaver,1043
2344,Southern Mealy Amazon,463
2345,Southern Red Bishop,2243
2346,Southern Rockhopper Penguin,5134
2347,Southern Royal Albatross,2122
2348,Southern Screamer,1566
2349,Southern Swift,8363
2350,Southern White-faced Owl,1861
2351,Southern Yellow-billed Hornbill,2592
2352,Spangled Coquette,643
2353,Spangled Cotinga,1089
2354,Spangled Drongo,2607
2355,Spanish Imperial Eagle,2766
2356,Spanish Sparrow,4895
2357,Speckled Hummingbird,1771
2358,Speckled Mousebird,1505
2359,Speckled Pigeon,2395
2360,Speckled Tanager,917
2361,Speckled Warbler,1152
2362,Spectacled Eider,2912
2363,Spectacled Flowerpecker,402
2364,Spectacled Owl,3080
2365,Spectacled Parrotlet,998
2366,Spectacled Tyrant,941
2367,Spectacled Weaver,504
2368,Spinifex Pigeon,2607
2369,Spix's Macaw,1428
2370,Splendid Fairy-wren,783
2371,Splendid Sunbird,584
2372,Spoon-billed Sandpiper,2347
2373,Spot-bellied Eagle-owl,1518
2374,Spot-billed Pelican,951
2375,Spotless Crake,950
2376,Spotless Starling,1370
2377,Spotted Buttonquail,405
2378,Spotted Crake,2031
2379,Spotted Eagle-owl,1784
2380,Spotted Flycatcher,4052
2381,Spotted Harrier,1292
2382,Spotted Kingfisher,2492
2383,Spotted Owl,5310
2384,Spotted Owlet,3586
2385,Spotted Pardalote,2831
2386,Spotted Rail,3319
2387,Spotted Redshank,3416
2388,Spotted Sandpiper,4077
2389,Spotted Shag,390
2390,Spotted Tanager,844
2391,Spotted Thick-knee,1068
2392,Spotted Towhee,4157
2393,Spotted Wren,1113
2394,Spruce Grouse,5711
2395,Spur-winged Goose,2238
2396,Spur-winged Lapwing,533
2397,Squacco Heron,1703
2398,Squatter Pigeon,1247
2399,Sri Lanka Blue Magpie,871
2400,Sri Lanka Frogmouth,1681
2401,Sri Lanka Junglefowl,2260
2402,St Lucia Amazon,5723
2403,St Vincent Amazon,5633
2404,Standard-winged Nightjar,500
2405,Standardwing Bird-of-paradise,340
2406,Star Finch,4355
2407,Steller's Eider,891
2408,Steller's Jay,3816
2409,Steppe Eagle,5962
2410,Stewart Shag,3341
2411,Stilt Sandpiper,3950
2412,Stitchbird,2739
2413,Stock Dove,6075
2414,Stone Partridge,2348
2415,Stork-billed Kingfisher,2535
2416,Strange-tailed Tyrant,328
2417,Strange Weaver,3547
2418,Straw-headed Bulbul,779
2419,Straw-necked Ibis,1469
2420,Streak-backed Oriole,455
2421,Streak-eared Bulbul,987
2422,Streak-throated Swallow,787
2423,Streaked Bulbul,415
2424,Streaked Laughingthrush,2148
2425,Streaked Spiderhunter,1566
2426,Streaked Weaver,1715
2427,Striated Caracara,1338
2428,Striated Grassbird,1109
2429,Striated Pardalote,3028
2430,Striped Crake,349
2431,Striped Cuckoo,3041
2432,Striped Kingfisher,1346
2433,Striped Owl,4463
2434,Striped Sparrow,3213
2435,Striped Woodpecker,1741
2436,Stubble Quail,1409
2437,Stygian Owl,718
2438,Sulawesi Pitta,991
2439,Sulphur-bellied Warbler,447
2440,Sulphur-breasted Warbler,535
2441,Sulphur-crested Cockatoo,3792
2442,Sultan Tit,1969
2443,Sulu Hornbill,1117
2444,Sumatran Ground-cuckoo,371
2445,Sumba Hornbill,326
2446,Summer Tanager,2887
2447,Sun Lark,3680
2448,Sun Parakeet,5922
2449,Sunbittern,3342
2450,Sunda Blue Robin,2068
2451,Sunda Frogmouth,256
2452,Sunda Thrush,1333
2453,Sungrebe,762
2454,Superb Fairy-wren,1243
2455,Superb Lyrebird,2219
2456,Superb Parrot,3454
2457,Superb Starling,2201
2458,Surf Scoter,6134
2459,Surfbird,4413
2460,Swainson's Hawk,2738
2461,Swainson's Thrush,2336
2462,Swainson's Warbler,590
2463,Swallow-tailed Gull,888
2464,Swallow-tailed Kite,3048
2465,Swallow Flycatcher,2173
2466,Swallow Tanager,1706
2467,Swamp Flycatcher,947
2468,Swamp Francolin,587
2469,Swamp Harrier,641
2470,Swamp Sparrow,4904
2471,Swan Goose,11184
2472,Swift Parrot,4238
2473,Sword-billed Hummingbird,1192
2474,Syrian Serin,888
2475,Syrian Woodpecker,945
2476,Tacazze Sunbird,1110
2477,Tachira Antpitta,297
2478,Tahiti Monarch,1342
2479,Tahiti Petrel,727
2480,Taita Falcon,2741
2481,Taiwan Barbet,1402
2482,Taiwan Blue Magpie,2214
2483,Taiwan Partridge,511
2484,Tamaulipas Crow,614
2485,Tanager Finch,2171
2486,Tanimbar Corella,1231
2487,Taveta Golden Weaver,658
2488,Tawny-flanked Prinia,672
2489,Tawny Eagle,4894
2490,Tawny Frogmouth,7063
2491,Tawny Owl,6594
2492,Tawny Pipit,2209
2493,Temminck's Stint,927
2494,Tennessee Warbler,3481
2495,Terek Sandpiper,1917
2496,Thick-billed Kingbird,461
2497,Thick-billed Longspur,502
2498,Thick-billed Murre,1153
2499,Thick-billed Parrot,1526
2500,Thick-billed Warbler,648
2501,Three-wattled Bellbird,1869
2502,Thrush Nightingale,3958
2503,Tibetan Blackbird,490
2504,Tibetan Bunting,1403
2505,Tibetan Partridge,339
2506,Tibetan Snowcock,601
2507,Tiger Shrike,1273
2508,Timneh Parrot,4350
2509,Tinian Monarch,612
2510,Tiny Hawk,5326
2511,Toco Toucan,3919
2512,Togian White-eye,365
2513,Tooth-billed Pigeon,871
2514,Topknot Pigeon,1670
2515,Torrent Duck,4093
2516,Torresian Crow,1279
2517,Toucan Barbet,886
2518,Townsend's Warbler,1516
2519,Tree Martin,8465
2520,Tree Pipit,3570
2521,Tree Swallow,5391
2522,Tricolored Blackbird,1489
2523,Tricolored Heron,2480
2524,Tricoloured Munia,1913
2525,Trindade Petrel,530
2526,Trinidad Motmot,1096
2527,Tristan Albatross,2297
2528,Tristan Thrush,1325
2529,Tropical Kingbird,3220
2530,Tropical Mockingbird,2580
2531,Tropical Parula,1105
2532,Trumpet Manucode,1540
2533,Trumpeter Finch,804
2534,Trumpeter Hornbill,2641
2535,Trumpeter Swan,6208
2536,Tuamotu Kingfisher,715
2537,Tucuman Amazon,2267
2538,Tufted Coquette,1417
2539,Tufted Duck,5338
2540,Tufted Flycatcher,2380
2541,Tufted Jay,3133
2542,Tufted Puffin,3109
2543,Tufted Titmouse,6051
2544,Tui,9769
2545,Tundra Swan,5975
2546,Turkey Vulture,10053
2547,Turquoise-browed Motmot,1086
2548,Turquoise-fronted Amazon,1855
2549,Turquoise Jay,4938
2550,Turquoise Parrot,6612
2551,Turquoise Tanager,1115
2552,Twite,7812
2553,Two-barred Warbler,721
2554,Ultramarine Flycatcher,3196
2555,Ultramarine Grosbeak,1081
2556,Ultramarine Lorikeet,1115
2557,Upcher's Warbler,296
2558,Upland Buzzard,634
2559,Upland Goose,2742
2560,Upland Sandpiper,2454
2561,Ural Owl,3607
2562,Usambara Hyliota,367
2563,Variable Hawk,2091
2564,Variable Sunbird,915
2565,Variable Wheatear,2196
2566,Varied Bunting,1490
2567,Varied Thrush,3343
2568,Varied Tit,1647
2569,Variegated Flycatcher,484
2570,Vasa Parrot,2041
2571,Veery,3044
2572,Vegetarian Finch,1653
2573,Velvet Scoter,3179
2574,Venezuelan Troupial,730
2575,Verdin,7718
2576,Verditer Flycatcher,2350
2577,Vermilion Cardinal,3325
2578,Vervain Hummingbird,858
2579,Vesper Sparrow,2994
2580,Victoria's Riflebird,753
2581,Vilcabamba Inca,3357
2582,Village Weaver,3491
2583,Vinaceous Rosefinch,373
2584,Violaceous Euphonia,549
2585,Violaceous Trogon,679
2586,Violet-backed Starling,1322
2587,Violet-green Swallow,1253
2588,Violet Crow,1372
2589,Violet Cuckoo,1061
2590,Violet Sabrewing,1796
2591,Violet Turaco,2570
2592,Virginia Rail,5931
2593,Visayan Hornbill,1470
2594,Vogelkop Bowerbird,2713
2595,Volcano Hummingbird,1725
2596,Vulturine Guineafowl,1770
2597,Vulturine Parrot,976
2598,Wallcreeper,5297
2599,Wandering Albatross,2309
2600,Wandering Tattler,2612
2601,Warbling Vireo,2834
2602,Warsangli Linnet,588
2603,Water Pipit,3204
2604,Watercock,1928
2605,Waterfall Swift,3004
2606,Wattled Crane,2051
2607,Wattled Curassow,593
2608,Wattled Jacana,733
2609,Wattled Lapwing,4251
2610,Wattled Starling,727
2611,Waved Albatross,3765
2612,Wedge-rumped Storm-petrel,320
2613,Wedge-tailed Eagle,3009
2614,Wedge-tailed Shearwater,1515
2615,Weebill,2958.5
2616,Weka,11178
2617,Welcome Swallow,6244
2618,Western Bluebird,5063
2619,Western Capercaillie,1357
2620,Western Grebe,3147
2621,Western Gull,3140
2622,Western Kingbird,4503
2623,Western Koel,1452
2624,Western Meadowlark,4078
2625,Western Mountaineer,4186
2626,Western Parotia,1720
2627,Western Rosella,1867
2628,Western Sandpiper,2767
2629,Western Screech-owl,696
2630,Western Spindalis,752
2631,Western Spinebill,1087
2632,Western Tanager,2917
2633,Western Tragopan,3338
2634,Western Wattlebird,784
2635,Western Whipbird,552
2636,Western Wood-pewee,939
2637,Western Yellow Robin,1030
2638,Western Yellow Wagtail,1884
2639,Whimbrel,8962
2640,Whinchat,7310
2641,Whiskered Auklet,573
2642,Whiskered Pitta,547
2643,Whiskered Screech-owl,634
2644,Whiskered Tern,1513
2645,Whiskered Treeswift,1916
2646,Whistling Heron,1811
2647,Whistling Kite,7629
2648,White's Thrush,425
2649,White-backed Vulture,1581
2650,White-bellied Drongo,282
2651,White-bellied Go-away-bird,821
2652,White-bellied Heron,2442
2653,White-bellied Kingfisher,1112
2654,White-bellied Sea-eagle,1646
2655,White-breasted Nuthatch,2889
2656,White-breasted Waterhen,1761
2657,White-browed Tit-warbler,442
2658,White-browed Wagtail,1207
2659,White-cheeked Barbet,1132
2660,White-cheeked Starling,1546
2661,White-chinned Petrel,601
2662,White-collared Swift,420
2663,White-crested Elaenia,258
2664,White-crowned Pigeon,1030
2665,White-crowned Sparrow,3173
2666,White-eared Bulbul,546
2667,White-eared Hummingbird,589
2668,White-eyed River Martin,317
2669,White-eyed Vireo,1725
2670,White-faced Heron,1433
2671,White-faced Ibis,1296
2672,White-fronted Falconet,316
2673,White-headed Duck,981
2674,White-necked Jacobin,391
2675,White-necked Raven,976
2676,White-rumped Sandpiper,725
2677,White-rumped Seedeater,959
2678,White-rumped Shama,1916
2679,White-rumped Swift,1195
2680,White-rumped Vulture,830
2681,White-shouldered Ibis,368
2682,White-spectacled Bulbul,1188
2683,White-tailed Hawk,1961
2684,White-tailed Kite,2227
2685,White-tailed Lapwing,379
2686,White-tailed Ptarmigan,954
2687,White-tailed Tropicbird,1500
2688,White-throated Bee-eater,864
2689,White-throated Dipper,555
2690,White-throated Fantail,2072
2691,White-throated Kingfisher,1822
2692,White-throated Needletail,761
2693,White-throated Rail,229
2694,White-throated Robin,750
2695,White-throated Sparrow,2192
2696,White-throated Swallow,410
2697,White-throated Thrush,1128
2698,White-winged Chough,1778
2699,White-winged Dove,1640
2700,White-winged Flufftail,1097
2701,White-winged Parakeet,344
2702,White-winged Scoter,1597
2703,White-winged Tern,943
2704,White Bellbird,532.5
2705,White Cockatoo,1246
2706,White Hawk,14683
2707,White Ibis,9761
2708,White Stork,7084
2709,White Wagtail,4060
2710,White Woodpecker,5852
2711,Whitehead,8486
2712,Whooper Swan,5508
2713,Whooping Crane,5263
2714,Wild Turkey,8645
2715,Willet,5112
2716,Willie Wagtail,3579
2717,Willow Flycatcher,3513
2718,Willow Grouse,3912
2719,Willow Tit,7184
2720,Willow Warbler,4399
2721,Wilson's Phalarope,1070
2722,Wilson's Plover,981
2723,Wilson's Snipe,2272
2724,Wilson's Warbler,2008
2725,Wine-throated Hummingbird,590
2726,Winter Wren,5311
2727,Wonga Pigeon,2039
2728,Wood Duck,10519
2729,Wood Sandpiper,5056
2730,Wood Snipe,2763
2731,Wood Stork,4374
2732,Wood Thrush,5355
2733,Wood Warbler,1708
2734,Woodchat Shrike,1231
2735,Woodland Kingfisher,4063
2736,Woodlark,10523
2737,Woodpecker Finch,5257
2738,Worm-eating Warbler,1226
2739,Wreathed Hornbill,1252
2740,Wrentit,3086
2741,Wrinkled Hornbill,1568
2742,Wrybill,1438
2743,Yelkouan Shearwater,1726
2744,Yellow-bellied Flycatcher,2434
2745,Yellow-bellied Sapsucker,2204
2746,Yellow-bibbed Lory,1258
2747,Yellow-billed Cardinal,613
2748,Yellow-billed Cuckoo,2545
2749,Yellow-billed Kite,740
2750,Yellow-billed Loon,948
2751,Yellow-billed Magpie,1265
2752,Yellow-billed Oxpecker,571
2753,Yellow-billed Stork,1085
2754,Yellow-breasted Bunting,729
2755,Yellow-breasted Chat,942
2756,Yellow-browed Bunting,337
2757,Yellow-browed Warbler,1095
2758,Yellow-chevroned Parakeet,525
2759,Yellow-collared Lovebird,2051
2760,Yellow-crested Cockatoo,1187
2761,Yellow-crowned Amazon,868
2762,Yellow-crowned Bishop,1013
2763,Yellow-crowned Night-heron,1382
2764,Yellow-eared Parrot,844
2765,Yellow-eyed Penguin,1395
2766,Yellow-faced Grassquit,282
2767,Yellow-faced Honeyeater,674
2768,Yellow-green Finch,166
2769,Yellow-headed Amazon,1401
2770,Yellow-headed Blackbird,1019
2771,Yellow-legged Buttonquail,170
2772,Yellow-legged Gull,2150
2773,Yellow-naped Amazon,2595
2774,Yellow-rumped Honeyguide,506
2775,Yellow-throated Bunting,287
2776,Yellow-throated Vireo,2128
2777,Yellow-throated Warbler,1384
2778,Yellow-vented Bulbul,2070
2779,Yellow-wattled Lapwing,859
2780,Yellow-winged Blackbird,428
2781,Yellow-winged Cacique,706
2782,Yellow Bishop,5240
2783,Yellow Bittern,1937
2784,Yellow Bunting,5719
2785,Yellow Canary,14202
2786,Yellow Cardinal,2285
2787,Yellow Chat,6366
2788,Yellow Grosbeak,2392
2789,Yellow Honeyeater,2607
2790,Yellow Oriole,2428
2791,Yellow Rail,4761
2792,Yellow Thornbill,1727
2793,Yellow Tit,5359
2794,Yellow Wattlebird,1748
2795,Yellowhammer,1836
2796,Yellowhead,10189
2797,Yucatan Jay,2802
2798,Yunnan Nuthatch,524
2799,Zambian Barbet,506
2800,Zapata Rail,967
2801,Zebra Dove,7209
2802,Zenaida Dove,1987
2803,Zigzag Heron,388
2804,Zino's Petrel,700
2805,Zitting Cisticola,2673
2806,Zone-tailed Hawk,1231
2807,Eurasian Griffon,1184
2808,Ruppell's Griffon,491
2809,White-backed Vulture,1554
