,species,gbif_mean,gbif_sum
5405,Locustella caudata,49.7,894
5406,Locustella certhiola,431.4,8196
5407,Locustella chengi,16.3,244
5408,Locustella davidi,94.3,1792
5409,Locustella fasciolata,39.5,711
5410,Locustella fluviatilis,1410.5,26799
5411,Locustella kashmirensis,6.6,66
5412,Locustella lanceolata,275.2,5229
5413,Locustella luscinioides,4023.9,76455
5414,Locustella luteoventris,35.4,638
5415,Locustella major,1.0,1
5416,Locustella mandelli,90.8,1725
5417,Locustella montis,15.4,216
5418,Locustella naevia,10233.2,194430
5419,Locustella naevia x lanceolata,1.5,3
5420,Locustella ochotensis,145.1,2611
5421,Locustella pleskei,7.4,52
5422,Locustella portenta,1.3,4
5423,Locustella pryeri,34.4,619
5424,Locustella seebohmi,15.6,219
5425,Locustella tacsanowskia,16.8,319
5426,Locustella thoracica,50.8,914
5427,Locustella timorensis,3.2,19
5428,Loddigesia mirabilis,61.0,1159
5429,Lonchura atricapilla,2295.9,43623
5430,Lonchura bicolor,1069.2,20314
5431,Lonchura caniceps,23.2,371
5432,Lonchura castaneothorax,2083.9,39595
5433,Lonchura cucullata,6653.9,126424
5434,Lonchura ferruginosa,2.4,22
5435,Lonchura flaviprymna,37.8,718
5436,Lonchura forbesi,1.4,7
5437,Lonchura fringilloides,124.1,2358
5438,Lonchura fuscans,268.8,5108
5439,Lonchura fuscata,2.1,15
5440,Lonchura grandis,15.9,254
5441,Lonchura hunsteini,2.9,38
5442,Lonchura kelaarti,355.6,6756
5443,Lonchura leucogastra,110.9,2107
5444,Lonchura leucogastroides,268.1,5094
5445,Lonchura leucosticta,4.5,67
5446,Lonchura maja,242.6,4610
5447,Lonchura malacca,2234.4,42453
5448,Lonchura melaena,8.9,134
5449,Lonchura molucca,83.6,1505
5450,Lonchura montana,8.2,98
5451,Lonchura monticola,5.0,5
5452,Lonchura nana,5.5,22
5453,Lonchura nevermanni,10.0,50
5454,Lonchura nigriceps,9.3,148
5455,Lonchura oryzivora,1312.5,24937
5456,Lonchura pallida,68.5,1301
5457,Lonchura punctulata,23655.5,449454
5458,Lonchura quinticolor,26.2,472
5459,Lonchura spectabilis,39.2,706
5460,Lonchura striata,5087.3,96658
5461,Lonchura stygia,6.3,38
5462,Lonchura teerinki,7.3,87
5463,Lonchura tristissima,19.6,313
5464,Lonchura vana,15.8,63
5465,Lophaetus occipitalis,2074.4,39414
5466,Lophochroa leadbeateri,680.5,12930
5467,Lophodytes cucullatus,108658.4,2064509
5468,Lophoictinia isura,634.8,12061
5469,Lopholaimus antarcticus,1483.0,28177
5470,Lophonetta specularioides,2474.3,47012
5471,Lophophanes cristatus,32189.5,611601
5472,Lophophanes dichrous,206.0,3914
5473,Lophophorus impejanus,183.7,3490
5474,Lophophorus lhuysii,18.5,315
5475,Lophophorus sclateri,7.9,103
5476,Lophorina minor,4.7,14
5477,Lophorina niedda,23.5,258
5478,Lophorina superba,59.7,1015
5479,Lophornis adorabilis,158.5,3011
5480,Lophornis brachylophus,9.3,112
5481,Lophornis chalybeus,182.7,3472
5482,Lophornis delattrei,248.7,4726
5483,Lophornis gouldii,8.1,122
5484,Lophornis helenae,470.2,8933
5485,Lophornis magnificus,109.1,2073
5486,Lophornis ornatus,286.9,5452
5487,Lophornis pavoninus,6.8,89
5488,Lophornis stictolophus,57.9,1042
5489,Lophornis verreauxii,69.1,1243
5490,Lophospingus griseocristatus,60.1,1142
5491,Lophospingus pusillus,73.5,1396
5492,Lophostrix cristata,683.4,12985
5493,Lophotibis cristata,47.7,811
5494,Lophotis gindiana,177.1,3365
5495,Lophotis ruficrista,1639.1,31142
5496,Lophotis savilei,24.7,445
5497,Lophotriccus eulophotes,42.8,771
5498,Lophotriccus galeatus,344.4,6199
5499,Lophotriccus pileatus,3018.4,57349
5500,Lophotriccus vitiosus,263.5,4743
5501,Lophotriorchis kienerii,345.9,6573
5502,Lophozosterops dohertyi,18.8,339
5503,Lophozosterops goodfellowi,29.2,526
5504,Lophozosterops javanicus,4.3,47
5505,Lophozosterops pinaiae,5.2,52
5506,Lophozosterops squamiceps,23.1,415
5507,Lophozosterops superciliaris,11.1,199
5508,Lophura bulweri,1.7,19
5509,Lophura diardi,132.8,2524
5510,Lophura edwardsi,2.4,24
5511,Lophura erythrophthalma,3.1,47
5512,Lophura ignita,104.9,1889
5513,Lophura imperialis,1.0,2
5514,Lophura inornata,7.8,132
5515,Lophura leucomelanos,1420.4,26987
5516,Lophura nycthemera,116.2,2208
5517,Lophura swinhoii,297.7,5656
5518,Loriculus amabilis,20.6,350
5519,Loriculus aurantiifrons,14.8,222
5520,Loriculus beryllinus,332.7,6322
5521,Loriculus catamene,4.1,29
5522,Loriculus exilis,13.3,239
5523,Loriculus flosculus,1.0,1
5524,Loriculus galgulus,755.4,14352
5525,Loriculus philippensis,304.8,5791
5526,Loriculus pusillus,1.2,11
5527,Loriculus sclateri,8.9,80
5528,Loriculus stigmatus,52.9,953
5529,Loriculus vernalis,4108.5,78061
5530,Loriotus luctuosus,2962.2,56282
5531,Lorius chlorocercus,18.9,284
5532,Lorius domicella,1.7,5
5533,Lorius garrulus,4.1,41
5534,Lorius hypoinochrous,26.2,471
5535,Lorius lory,93.7,1686
5536,Loxia curvirostra,46429.5,882161
5537,Loxia leucoptera,10214.7,194079
5538,Loxia megaplaga,38.9,739
5539,Loxia pytyopsittacus,4613.7,87660
5540,Loxia scotica,49.5,940
5541,Loxia sinesciuris,156.7,2194
5542,Loxigilla barbadensis,186.8,3550
5543,Loxigilla noctis,1226.6,23306
5544,Loxigilla portoricensis,734.5,13956
5545,Loxigilla violacea,3.0,27
5546,Loxioides bailleui,107.8,2048
5547,Loxipasser anoxanthus,150.4,2858
5548,Loxops caeruleirostris,21.9,395
5549,Loxops coccineus,185.2,3518
5550,Loxops mana,214.4,4073
5551,Lullula arborea,22012.2,418231
5552,Lurocalis rufiventris,188.0,3384
5553,Lurocalis semitorquatus,583.1,11079
5554,Luscinia brunnea,547.4,10401
5555,Luscinia calliope,2120.6,40292
5556,Luscinia cyane,527.9,10030
5557,Luscinia luscinia,15344.4,291544
5558,Luscinia megarhynchos,25593.9,486284
5559,Luscinia obscura,3.3,26
5560,Luscinia pectardens,25.3,405
5561,Luscinia pectoralis,107.7,1939
5562,Luscinia ruficeps,4.4,57
5563,Luscinia sibilans,7.5,113
5564,Luscinia svecica,28483.2,541180
5565,Lybius bidentatus,313.2,5950
5566,Lybius chaplini,8.1,138
5567,Lybius dubius,257.7,4897
5568,Lybius guifsobalito,121.2,2303
5569,Lybius leucocephalus,258.4,4910
5570,Lybius melanopterus,139.8,2656
5571,Lybius minor,39.6,752
5572,Lybius rolleti,4.1,58
5573,Lybius rubrifacies,18.4,331
5574,Lybius torquatus,7991.8,151844
5575,Lybius undatus,52.2,991
5576,Lybius vieilloti,266.1,5056
5577,Lycocorax pyrrhopterus,41.8,669
5578,Lymnocryptes minimus,4434.8,84261
5579,Lyncornis macrotis,283.9,5395
5580,Lyncornis temminckii,53.3,1013
5581,Lyrurus mlokosiewiczi,54.0,1026
5582,Lyrurus tetrix,10813.8,205462
5583,Lyrurus tetrix x Tetrao urogallus,5.4,103
5584,Macgregoria pulchra,7.7,108
5585,Machaerirhynchus flaviventer,403.9,7675
5586,Machaerirhynchus nigripectus,81.2,1380
5587,Machaeropterus deliciosus,429.0,8151
5588,Machaeropterus eckelberryi,13.7,205
5589,Machaeropterus pyrocephalus,283.6,5388
5590,Machaeropterus regulus,115.9,2202
5591,Machaeropterus striolatus,444.0,8436
5592,Macheiramphus alcinus,183.9,3495
5593,Machetornis rixosa,7362.5,139887
5594,Mackenziaena leachii,238.2,4526
5595,Mackenziaena severa,442.3,8404
5596,Macroagelaius imthurni,19.0,304
5597,Macroagelaius subalaris,36.8,662
5598,Macrocephalon maleo,17.1,291
5599,Macronectes giganteus,2090.5,39719
5600,Macronectes halli,1410.1,26791
5601,Macronus bornensis,195.8,3721
5602,Macronus flavicollis,14.8,251
5603,Macronus gularis,2110.0,40090
5604,Macronus kelleyi,58.4,1051
5605,Macronus ptilosus,164.5,3126
5606,Macronus striaticeps,102.2,1840
5607,Macronyx ameliae,150.6,2862
5608,Macronyx aurantiigula,98.8,1877
5609,Macronyx capensis,517.8,9838
5610,Macronyx croceus,1774.6,33718
5611,Macronyx flavicollis,28.4,539
5612,Macronyx fuelleborni,18.8,358
5613,Macronyx grimwoodi,4.9,49
5614,Macronyx sharpei,11.3,169
5615,Macropsalis forcipata,44.4,799
5616,Macropygia amboinensis,750.2,13503
5617,Macropygia cinnamomea,2.5,10
5618,Macropygia doreya,130.0,2340
5619,Macropygia emiliana,37.8,681
5620,Macropygia macassariensis,2.5,15
5621,Macropygia mackinlayi,35.9,646
5622,Macropygia magna,17.6,300
5623,Macropygia modiglianii,6.4,51
5624,Macropygia nigrirostris,57.5,1035
5625,Macropygia phasianella,2870.1,54532
5626,Macropygia ruficeps,365.4,6943
5627,Macropygia rufipennis,40.4,728
5628,Macropygia tenuirostris,168.7,3205
5629,Macropygia timorlaoensis,8.1,113
5630,Macropygia unchall,292.9,5566
5631,Macrosphenus concolor,111.5,2119
5632,Macrosphenus flavicans,41.6,749
5633,Macrosphenus kempi,27.5,522
5634,Macrosphenus kretschmeri,9.1,128
5635,Macrosphenus pulitzeri,3.0,27
5636,Madanga ruficollis,4.7,14
5637,Magumma parva,91.5,1739
5638,Malacocincla abbotti,516.2,9808
5639,Malacocincla cinereiceps,37.0,666
5640,Malacocincla malaccensis,5.3,95
5641,Malacocincla perspicillata,1.0,1
5642,Malacocincla sepiaria,144.9,2753
5643,Malaconotus alius,4.4,40
5644,Malaconotus blanchoti,2347.3,44598
5645,Malaconotus cruentus,7.3,131
5646,Malaconotus gladiator,6.6,99
5647,Malaconotus lagdeni,12.5,225
5648,Malaconotus monteiri,3.6,32
5649,Malacopteron affine,191.2,3632
5650,Malacopteron albogulare,8.3,125
5651,Malacopteron cinereum,186.8,3549
5652,Malacopteron magnirostre,186.2,3538
5653,Malacopteron magnum,167.9,3023
5654,Malacopteron palawanense,18.7,336
5655,Malacoptila fulvogularis,98.8,1878
5656,Malacoptila fusca,72.8,1383
5657,Malacoptila mystacalis,426.4,8101
5658,Malacoptila panamensis,1396.4,26532
5659,Malacoptila rufa,41.4,745
5660,Malacoptila semicincta,38.8,699
5661,Malacoptila striata,274.0,5206
5662,Malacorhynchus membranaceus,3551.2,67473
5663,Malcorus pectoralis,1000.7,19013
5664,Malia grata,32.4,584
5665,Malimbus ballmanni,1.9,19
5666,Malimbus cassini,11.0,198
5667,Malimbus coronatus,3.6,51
5668,Malimbus erythrogaster,5.5,82
5669,Malimbus ibadanensis,3.8,30
5670,Malimbus malimbicus,71.1,1351
5671,Malimbus nitens,87.9,1671
5672,Malimbus racheliae,4.2,50
5673,Malimbus rubricollis,187.1,3554
5674,Malimbus scutatus,76.9,1461
5675,Malurus alboscapulatus,83.9,1510
5676,Malurus amabilis,193.5,3677
5677,Malurus assimilis,1585.4,30123
5678,Malurus campbelli,1.5,3
5679,Malurus coronatus,109.7,1974
5680,Malurus cyaneus,34337.5,652412
5681,Malurus cyanocephalus,29.0,464
5682,Malurus elegans,357.7,6796
5683,Malurus grayi,2.0,4
5684,Malurus lamberti,4199.3,79786
5685,Malurus leucopterus,1757.3,33388
5686,Malurus melanocephalus,4617.0,87723
5687,Malurus pulcherrimus,172.9,3285
5688,Malurus splendens,2078.2,39486
5689,Manacus aurantiacus,700.3,13306
5690,Manacus candei,3185.1,60517
5691,Manacus manacus,2664.2,50619
5692,Manacus vitellinus,1036.8,19699
5693,Mandingoa nitidula,112.1,2129
5694,Manorina flavigula,3859.9,73339
5695,Manorina melanocephala,31872.3,605574
5696,Manorina melanophrys,3376.2,64147
5697,Manorina melanotis,40.2,763
5698,Manucodia ater,76.3,1374
5699,Manucodia chalybatus,28.5,456
5700,Manucodia comrii,4.8,53
5701,Manucodia jobiensis,5.4,65
5702,Mareca americana x penelope,6.9,132
5703,Mareca penelope x Anas acuta,2.8,22
5704,Mareca penelope x Anas platyrhynchos,43.7,831
5705,Mareca strepera x Anas platyrhynchos,22.6,429
5706,Margarobyas lawrencii,96.8,1839
5707,Margaroperdix madagarensis,28.3,510
5708,Margarops fuscatus,2318.3,44048
5709,Margarornis bellulus,7.4,111
5710,Margarornis rubiginosus,623.4,11844
5711,Margarornis squamiger,1311.8,24925
5712,Margarornis stellatus,105.7,1903
5713,Marmaronetta angustirostris,741.5,14088
5714,Masius chrysopterus,523.8,9953
5715,Mayrornis lessoni,50.2,903
5716,Mayrornis schistaceus,1.3,4
5717,Mayrornis versicolor,2.7,8
5718,Mazaria propinqua,60.5,1149
5719,Mearnsia novaeguineae,40.3,685
5720,Mearnsia picina,31.8,573
5721,Mecocerculus calopterus,74.6,1342
5722,Mecocerculus hellmayri,47.1,848
5723,Mecocerculus leucophrys,1922.6,36530
5724,Mecocerculus minor,125.2,2254
5725,Mecocerculus poecilocercus,712.4,12824
5726,Mecocerculus stictopterus,751.9,13535
5727,Megabyas flammulatus,83.4,1585
5728,Megaceryle alcyon,224884.7,4272809
5729,Megaceryle lugubris,502.1,9539
5730,Megaceryle maxima,2678.5,50892
5731,Megaceryle torquata,13134.4,249553
5732,Megacrex inepta,6.7,60
5733,Megadyptes antipodes,148.7,2825
5734,Megalampitta gigantea,2.7,8
5735,Megalurulus mariei,5.7,74
5736,Megalurulus rubiginosus,1.3,4
5737,Megalurulus rufus,3.1,40
5738,Megalurulus whitneyi,9.5,38
5739,Megalurus albolimbatus,1.3,5
5740,Megalurus carteri,123.6,2225
5741,Megalurus cruralis,1290.5,24519
5742,Megalurus gramineus,3425.2,65079
5743,Megalurus macrurus,33.4,602
5744,Megalurus mathewsi,2561.5,48668
5745,Megalurus palustris,1070.9,20348
5746,Megalurus punctatus,11.0,143
5747,Megalurus timoriensis,2625.5,49884
5748,Megapodius bernsteinii,6.4,45
5749,Megapodius cumingii,74.3,1338
5750,Megapodius decollatus,5.8,81
5751,Megapodius eremita,26.4,449
5752,Megapodius forstenii,8.0,72
5753,Megapodius freycinet,43.0,774
5754,Megapodius geelvinkianus,5.3,58
5755,Megapodius laperouse,88.8,1598
5756,Megapodius layardi,8.8,114
5757,Megapodius nicobariensis,5.3,48
5758,Megapodius pritchardii,4.2,21
5759,Megapodius reinwardt,1897.5,36052
5760,Megapodius tenimberensis,3.4,31
5761,Megapomatorhinus erythrocnemis,553.8,9415
5762,Megapomatorhinus erythrogenys,3.2,19
5763,Megapomatorhinus hypoleucos,4.3,13
5764,Megarynchus pitangua,17275.8,328241
5765,Megascops alagoensis,1.5,3
5766,Megascops albogularis,163.7,3111
5767,Megascops asio,15341.6,291490
5768,Megascops atricapilla,96.8,1840
5769,Megascops barbarus,15.8,269
5770,Megascops centralis,71.3,1354
5771,Megascops choliba,2601.4,49426
5772,Megascops clarkii,149.7,2845
5773,Megascops colombianus,1.7,10
5774,Megascops cooperi,376.9,7162
5775,Megascops gilesi,81.6,1388
5776,Megascops guatemalae,396.1,7525
5777,Megascops hoyi,25.5,484
5778,Megascops ingens,112.6,2139
5779,Megascops kennicottii,3820.6,72592
5780,Megascops koepckeae,39.6,712
5781,Megascops marshalli,8.8,149
5782,Megascops napensis,2.1,19
5783,Megascops nudipes,178.0,3382
5784,Megascops petersoni,24.3,438
5785,Megascops roboratus,61.2,1101
5786,Megascops roraimae,60.7,1153
5787,Megascops sanctaecatarinae,58.8,1000
5788,Megascops seductus,29.9,539
5789,Megascops stangiae,3.5,7
5790,Megascops trichopsis,666.9,12671
5791,Megascops vermiculatus,1.7,10
5792,Megascops watsonii,541.7,10292
5793,Megastictus margaritatus,49.8,897
5794,Megatriorchis doriae,4.3,52
5795,Megaxenops parnaguae,45.4,863
5796,Megazosterops palauensis,39.7,556
5797,Meiglyptes grammithorax,2.0,2
5798,Meiglyptes jugularis,44.2,795
5799,Meiglyptes tristis,222.6,4230
5800,Meiglyptes tukki,149.4,2838
5801,Melaenornis annamarulae,5.7,57
5802,Melaenornis ardesiacus,35.6,641
5803,Melaenornis edolioides,522.5,9927
5804,Melaenornis pammelaina,3064.3,58222
5805,Melampitta gigantea,2.4,26
5806,Melampitta lugubris,34.8,592
5807,Melanerpes aurifrons,33483.5,636186
5808,Melanerpes cactorum,801.3,15225
5809,Melanerpes candidus,1778.6,33793
5810,Melanerpes carolinus,486979.5,9252611
5811,Melanerpes chrysauchen,616.4,11711
5812,Melanerpes chrysogenys,2029.8,38566
5813,Melanerpes cruentatus,2454.4,46633
5814,Melanerpes erythrocephalus,48390.3,919415
5815,Melanerpes flavifrons,590.9,11227
5816,Melanerpes formicivorus,55407.6,1052745
5817,Melanerpes herminieri,163.7,3110
5818,Melanerpes hoffmannii,5931.4,112696
5819,Melanerpes hypopolius,254.6,4837
5820,Melanerpes lewis,5080.8,96535
5821,Melanerpes portoricensis,1572.6,29879
5822,Melanerpes pucherani,5129.0,97451
5823,Melanerpes pulcher,130.4,2478
5824,Melanerpes pygmaeus,1142.7,21712
5825,Melanerpes radiolatus,432.4,8216
5826,Melanerpes rubricapillus,9663.9,183615
5827,Melanerpes santacruzi,31.9,606
5828,Melanerpes striatus,919.1,17462
5829,Melanerpes superciliaris,993.0,18867
5830,Melanerpes uropygialis,26355.4,500753
5831,Melanitta fusca,43547.7,827406
5832,Melanitta nigra,46414.6,881877
5833,Melanitta perspicillata,43004.1,817078
5834,Melanocharis arfakiana,8.9,134
5835,Melanocharis citreola,3.5,7
5836,Melanocharis longicauda,21.9,328
5837,Melanocharis nigra,79.6,1353
5838,Melanocharis striativentris,19.1,268
5839,Melanocharis versteri,89.4,1610
5840,Melanochlora sultanea,494.1,9388
5841,Melanocichla calva,34.9,628
5842,Melanocichla lugubris,33.5,636
5843,Melanocorypha bimaculata,199.3,3588
5844,Melanocorypha calandra,3138.8,59638
5845,Melanocorypha leucoptera,34.3,617
5846,Melanocorypha maxima,32.9,559
5847,Melanocorypha mongolica,60.3,1146
5848,Melanocorypha yeltoniensis,26.1,470
5849,Melanodera melanodera,166.7,3167
5850,Melanodera xanthogramma,89.5,1701
5851,Melanodryas cucullata,1466.3,27860
5852,Melanodryas vittata,369.0,7011
5853,Melanopareia elegans,178.1,3384
5854,Melanopareia maranonica,32.3,614
5855,Melanopareia maximiliani,195.3,3710
5856,Melanopareia torquata,137.9,2621
5857,Melanoperdix niger,1.0,7
5858,Melanoptila glabrirostris,821.7,15612
5859,Melanorectes nigrescens,21.9,351
5860,Melanospiza richardsoni,30.4,577
5861,Melanotis caerulescens,1673.2,31791
5862,Melanotis hypoleucus,859.5,16331
5863,Meleagris crassipes,1.0,1
5864,Meleagris gallopavo,89579.7,1702015
5865,Meleagris ocellata,771.2,14653
5866,Meliarchus sclateri,13.8,179
5867,Melichneutes robustus,5.3,79
5868,Melidectes belfordi,142.4,2564
5869,Melidectes foersteri,16.4,115
5870,Melidectes fuscus,35.3,494
5871,Melidectes leucostephes,25.5,332
5872,Melidectes nouhuysi,11.2,134
5873,Melidectes ochromelas,25.9,389
5874,Melidectes princeps,19.2,115
5875,Melidectes rufocrissalis,49.6,844
5876,Melidectes torquatus,43.7,786
5877,Melidora macrorrhina,53.8,915
5878,Melierax canorus,2510.8,47706
5879,Melierax metabates,700.7,13314
5880,Melierax poliopterus,395.3,7510
5881,Melignomon eisentrauti,6.9,111
5882,Melignomon zenkeri,2.7,27
5883,Melilestes megarhynchus,112.1,1905
5884,Meliphaga albilineata,48.8,878
5885,Meliphaga albonotata,24.6,418
5886,Meliphaga analoga,174.0,3132
5887,Meliphaga aruensis,22.5,405
5888,Meliphaga chrysotis,1.0,2
5889,Meliphaga flavirictus,8.0,128
5890,Meliphaga gracilis,854.4,16233
5891,Meliphaga lewinii,12193.5,231676
5892,Meliphaga mimikae,2.5,30
5893,Meliphaga montana,9.0,117
5894,Meliphaga notata,1564.8,29732
5895,Meliphaga orientalis,42.4,679
5896,Meliphaga vicina,2.7,8
5897,Melipotes ater,5.2,57
5898,Melipotes carolae,1.0,1
5899,Melipotes fumigatus,116.4,2096
5900,Melipotes gymnops,30.8,400
5901,Melithreptus affinis,577.4,10970
5902,Melithreptus albogularis,4089.7,77705
5903,Melithreptus brevirostris,3765.4,71543
5904,Melithreptus chloropsis,264.1,5017
5905,Melithreptus gularis,936.7,17797
5906,Melithreptus lunatus,4551.5,86479
5907,Melithreptus validirostris,265.7,5049
5908,Melitograis gilolensis,25.4,431
5909,Mellisuga helenae,142.4,2705
5910,Mellisuga minima,667.8,12689
5911,Melloria quoyi,33.3,600
5912,Melocichla mentalis,267.5,5083
5913,Melopsittacus undulatus,1948.9,37030
5914,Melopyrrha nigra,449.8,8547
5915,Melospiza georgiana,100238.4,1904530
5916,Melospiza lincolnii,63523.6,1206949
5917,Melospiza melodia,700972.2,13318471
5918,Melozone aberti,16407.8,311748
5919,Melozone albicollis,648.5,12321
5920,Melozone biarcuata,545.2,10358
5921,Melozone cabanisi,177.4,3370
5922,Melozone crissalis,63093.5,1198776
5923,Melozone fusca,15480.7,294133
5924,Melozone kieneri,418.7,7956
5925,Melozone leucotis,1380.4,26227
5926,Mentocrex beankaensis,3.1,22
5927,Menura alberti,221.9,4217
5928,Menura novaehollandiae,3680.7,69933
5929,Merganetta armata,807.8,15348
5930,Mergellus albellus,22760.8,432456
5931,Mergus merganser,177941.4,3380887
5932,Mergus octosetaceus,19.7,354
5933,Mergus serrator,123311.3,2342915
5934,Mergus squamatus,66.6,1266
5935,Meropogon forsteni,17.6,317
5936,Merops albicollis,790.2,15013
5937,Merops americanus,120.0,2160
5938,Merops apiaster,18890.9,358927
5939,Merops boehmi,55.8,1061
5940,Merops breweri,9.5,171
5941,Merops bullockoides,2787.5,52962
5942,Merops bulocki,288.9,5490
5943,Merops gularis,153.5,2917
5944,Merops hirundineus,1119.6,21273
5945,Merops lafresnayii,16.1,257
5946,Merops leschenaulti,2753.7,52320
5947,Merops malimbicus,54.3,1032
5948,Merops mentalis,23.3,420
5949,Merops muelleri,27.2,517
5950,Merops nubicus,986.5,18744
5951,Merops oreobates,655.6,12456
5952,Merops orientalis,21624.4,410864
5953,Merops ornatus,10266.6,195065
5954,Merops persicus,2171.9,41266
5955,Merops philippinus,8978.1,170584
5956,Merops pusillus,3723.6,70749
5957,Merops revoilii,43.1,818
5958,Merops superciliosus,454.2,8630
5959,Merops variegatus,232.7,4421
5960,Merops viridis,1078.6,20493
5961,Merops viridissimus,20.9,376
5962,Merulaxis ater,132.3,2513
5963,Merulaxis stresemanni,4.9,64
5964,Mesembrinibis cayennensis,3009.9,57189
5965,Mesitornis unicolor,23.1,370
5966,Mesitornis variegatus,31.1,560
5967,Metabolus rugensis,2.1,15
5968,Metallura aeneocauda,40.2,724
5969,Metallura baroni,41.5,788
5970,Metallura eupogon,13.5,230
5971,Metallura iracunda,36.7,440
5972,Metallura odomae,15.9,286
5973,Metallura phoebe,159.8,2876
5974,Metallura theresiae,40.3,725
5975,Metallura tyrianthina,2282.9,43376
5976,Metallura williami,354.2,6376
5977,Metopidius indicus,4170.3,79236
5978,Metopothrix aurantiaca,136.2,2451
5979,Metriopelia aymara,124.2,2360
5980,Metriopelia ceciliae,524.3,9961
5981,Metriopelia melanoptera,692.2,13152
5982,Metriopelia morenoi,47.2,849
5983,Micrastur buckleyi,49.1,883
5984,Micrastur gilvicollis,139.3,2646
5985,Micrastur mintoni,68.4,1300
5986,Micrastur mirandollei,125.6,2387
5987,Micrastur plumbeus,6.3,113
5988,Micrastur ruficollis,1201.7,22833
5989,Micrastur semitorquatus,2510.7,47703
