species_code,avibase_code,taxon_order,category,primary_com_name,cur_alternate_com_name,sci_name,com_name_locale_code
compoo,avibase-D621FFC6,3537,species,Common Poorwill,Chotacabras Pachacua,Phalaenoptilus nuttallii,es
chwwid,avibase-8D3E8871,3543,species,Chuck-will's-widow,Chotacabras de La Carolina,Antrostomus carolinensis,es
rufnig1,avibase-F331D204,3544,species,Rufous Nightjar,Chotacabras Colorado,Antrostomus rufus,es
rufnig2,avibase-97273B90,3545,issf,Rufous Nightjar (South American),Chotacabras Colorado (grupo rufus),Antrostomus rufus [rufus Group],es
rufnig4,avibase-FE152A75,3549,issf,Rufous Nightjar (St. Lucia),Chotacabras Colorado (otiosus),Antrostomus rufus otiosus,es
rufnig3,avibase-525648B8,3550,issf,Rufous Nightjar (Northern),Chotacabras Colorado (minimus),Antrostomus rufus minimus,es
granig1,avibase-EAF08BEB,3551,species,Greater Antillean Nightjar,Chotacabras Cubano,Antrostomus cubanensis,es
granig2,avibase-A89EA38B,3552,issf,Greater Antillean Nightjar (Cuban),Chotacabras Cubano (insulaepinorum),Antrostomus cubanensis cubanensis/insulaepinorum,es
granig3,avibase-592DBE50,3555,issf,Greater Antillean Nightjar (Hispaniolan),Chotacabras Cubano (de La Espanola),Antrostomus cubanensis ekmani,es
tacnig1,avibase-100B2E32,3556,species,Tawny-collared Nightjar,Chotacabras Ticuer,Antrostomus salvini,es
yucnig1,avibase-0D4BB435,3557,species,Yucatan Nightjar,Chotacabras Guatemalteco,Antrostomus badius,es
sitnig1,avibase-2FEC9A38,3558,species,Silky-tailed Nightjar,Chotacabras Coladeseda,Antrostomus sericocaudatus,es
bucnig,avibase-C0F335B7,3561,species,Buff-collared Nightjar,Chotacabras Tucuchillo,Antrostomus ridgwayi,es
easwpw1,avibase-1A09655B,3564,species,Eastern Whip-poor-will,Chotacabras Cuerporruin Norteno,Antrostomus vociferus,es
dusnig1,avibase-67D59645,3565,species,Dusky Nightjar,Chotacabras Fuliginoso,Antrostomus saturatus,es
souwpw1,avibase-CED2468C,3566,species,Mexican Whip-poor-will,Chotacabras Cuerporruin Mexicano,Antrostomus arizonae,es
whpwil,avibase-36F72976,3572,slash,Eastern/Mexican Whip-poor-will,Chotacabras Cuerporruin Norteno/Cuerporruin Mexicano,Antrostomus vociferus/arizonae,es
purnig1,avibase-56DB04E7,3573,species,Puerto Rican Nightjar,Chotacabras Puertorriqueno,Antrostomus noctitherus,es
antros1,avibase-A7B404C7,3574,spuh,Antrostomus sp.,Antrostomus sp.,Antrostomus sp.,es
pewnig1,avibase-A526534E,3575,species,Pennant-winged Nightjar,Chotacabras Cuelgacintas,Caprimulgus vexillarius,es
stwnig1,avibase-D36F4D98,3576,species,Standard-winged Nightjar,Chotacabras Portaestandarte,Caprimulgus longipennis,es
bronig1,avibase-BBC51216,3577,species,Brown Nightjar,Chotacabras Bimaculado,Caprimulgus binotatus,es
rennig1,avibase-6CC3D04B,3578,species,Red-necked Nightjar,Chotacabras Cuellirrojo,Caprimulgus ruficollis,es
grynig2,avibase-5FF16559,3581,species,Jungle Nightjar,Chotacabras de Jungla,Caprimulgus indicus,es
grynig1,avibase-7A2734EB,3584,species,Gray Nightjar,Chotacabras Jotaka,Caprimulgus jotaka,es
granig,avibase-E4D158C4,3587,slash,Jungle/Gray Nightjar,Chotacabras de Jungla/Jotaka,Caprimulgus indicus/jotaka,es
palnig1,avibase-625076EF,3588,species,Palau Nightjar,Chotacabras de Palaos,Caprimulgus phalaena,es
eurnig1,avibase-80D4B0FE,3589,species,Eurasian Nightjar,Chotacabras Europeo,Caprimulgus europaeus,es
y00677,avibase-AD455318,3596,slash,Red-necked/Eurasian Nightjar,Chotacabras Cuellirrojo/Europeo,Caprimulgus ruficollis/europaeus,es
somnig1,avibase-E93A0F33,3597,species,Sombre Nightjar,Chotacabras Oscuro,Caprimulgus fraenatus,es
rucnig1,avibase-05E2FB2A,3598,species,Rufous-cheeked Nightjar,Chotacabras Carirrojo,Caprimulgus rufigena,es
egynig1,avibase-2F7F0244,3601,species,Egyptian Nightjar,Chotacabras Egipcio,Caprimulgus aegyptius,es
nubnig1,avibase-626D56E4,3604,species,Nubian Nightjar,Chotacabras Nubio,Caprimulgus nubicus,es
nubnig2,avibase-00B66A15,3605,issf,Nubian Nightjar (Nubian),Chotacabras Nubio (nubicus/tamaricis),Caprimulgus nubicus nubicus/tamaricis,es
nubnig3,avibase-496D130D,3608,issf,Nubian Nightjar (Torrid),Chotacabras Nubio (torridus),Caprimulgus nubicus torridus,es
nubnig4,avibase-711E89C7,3609,issf,Nubian Nightjar (Socotra),Chotacabras Nubio (jonesi),Caprimulgus nubicus jonesi,es
syknig1,avibase-C727BD31,3610,species,Sykes's Nightjar,Chotacabras de Mahratta,Caprimulgus mahrattensis,es
golnig1,avibase-589694DD,3611,species,Golden Nightjar,Chotacabras Dorado,Caprimulgus eximius,es
latnig2,avibase-04DDADF0,3614,species,Large-tailed Nightjar,Chotacabras Macruro,Caprimulgus macrurus,es
timnig1,avibase-B408927B,3621,form,Timor Nightjar (undescribed form),Chotacabras de Timor (forma no descrita),Caprimulgus [undescribed Timor form],es
andnig1,avibase-74E9F29B,3622,species,Andaman Nightjar,Chotacabras de Andaman,Caprimulgus andamanicus,es
meenig1,avibase-9ECE1498,3623,species,Mees's Nightjar,Chotacabras de Mees,Caprimulgus meesi,es
jernig1,avibase-FAFED39C,3624,species,Jerdon's Nightjar,Chotacabras Maraja,Caprimulgus atripennis,es
phinig1,avibase-9D246A37,3627,species,Philippine Nightjar,Chotacabras Filipino,Caprimulgus manillensis,es
sulnig1,avibase-4C81CF34,3628,species,Sulawesi Nightjar,Chotacabras de Celebes,Caprimulgus celebensis,es
dosnig1,avibase-D1D9B619,3631,species,Donaldson-Smith's Nightjar,Chotacabras Espinero,Caprimulgus donaldsoni,es
bksnig1,avibase-AB8E1D95,3632,species,Black-shouldered Nightjar,Chotacabras Hombronegro,Caprimulgus nigriscapularis,es
finnig1,avibase-62ED1974,3633,species,Fiery-necked Nightjar,Chotacabras Musico,Caprimulgus pectoralis,es
abynig1,avibase-FF9908ED,3638,species,Abyssinian Nightjar,Chotacabras Montano,Caprimulgus poliocephalus,es
monnig2,avibase-CEEE7367,3639,species,Rwenzori Nightjar,Chotacabras del Rwenzori,Caprimulgus ruwenzorii,es
indnig1,avibase-65D4C83B,3643,species,Indian Nightjar,Chotacabras Hindu,Caprimulgus asiaticus,es
madnig1,avibase-0F8EB10D,3647,species,Madagascar Nightjar,Chotacabras Malgache,Caprimulgus madagascariensis,es
swanig1,avibase-52E6406E,3650,species,Swamp Nightjar,Chotacabras del Natal,Caprimulgus natalensis,es
planig1,avibase-7C3959D6,3653,species,Plain Nightjar,Chotacabras Sencillo,Caprimulgus inornatus,es
stsnig1,avibase-CE884D49,3654,species,Star-spotted Nightjar,Chotacabras Estrellado,Caprimulgus stellatus,es
necnig1,avibase-4535D9AB,3655,species,Nechisar Nightjar,Chotacabras de Nechisar,Caprimulgus solala,es
savnig1,avibase-014F2462,3656,species,Savanna Nightjar,Chotacabras de Sabana,Caprimulgus affinis,es
frenig1,avibase-E3C780D6,3667,species,Freckled Nightjar,Chotacabras Pecoso,Caprimulgus tristigma,es
bonnig1,avibase-CD7EFBB3,3673,species,Bonaparte's Nightjar,Chotacabras de Bonaparte,Caprimulgus concretus,es
salnig1,avibase-C5E09D25,3674,species,Salvadori's Nightjar,Chotacabras de Salvadori,Caprimulgus pulchellus,es
itonig1,avibase-4B58353A,3677,species,Itombwe Nightjar,Chotacabras de Prigogine,Caprimulgus prigoginei,es
batnig2,avibase-CCA7AB2D,3678,species,Bates's Nightjar,Chotacabras de Bates,Caprimulgus batesi,es
lotnig1,avibase-A20EA34D,3679,species,Long-tailed Nightjar,Chotacabras Rabudo,Caprimulgus climacurus,es
sltnig1,avibase-54494BCE,3683,species,Slender-tailed Nightjar,Chotacabras Colifino,Caprimulgus clarus,es
sqtnig1,avibase-4FD242D0,3684,species,Square-tailed Nightjar,Chotacabras de Fosse,Caprimulgus fossii,es
caprim1,avibase-A52C2048,3688,spuh,Caprimulgus sp.,Chotacabras (Caprimulgus) sp.,Caprimulgus sp.,es
nightj1,avibase-CDC724FD,3689,spuh,nightjar sp.,Caprimulgidae sp.,Caprimulgidae sp.,es
grepot1,avibase-EBEFFDBF,3690,species,Great Potoo,Nictibio Grande,Nyctibius grandis,es
lotpot1,avibase-407292B2,3691,species,Long-tailed Potoo,Nictibio Colilargo,Nyctibius aethereus,es
compot1,avibase-7333ADB3,3695,species,Common Potoo,Nictibio Urutau,Nyctibius griseus,es
norpot1,avibase-5F312992,3698,species,Northern Potoo,Nictibio Jamaicano,Nyctibius jamaicensis,es
norpot2,avibase-F9476A90,3699,issf,Northern Potoo (Middle American),Nictibio Jamaicano (grupo mexicanus),Nyctibius jamaicensis [mexicanus Group],es
norpot3,avibase-BBF038E8,3703,issf,Northern Potoo (Caribbean),Nictibio Jamaicano (jamaicensis/abbotti),Nyctibius jamaicensis jamaicensis/abbotti,es
andpot1,avibase-29C4EF9C,3706,species,Andean Potoo,Nictibio Andino,Nyctibius maculosus,es
whwpot1,avibase-46E2FA49,3707,species,White-winged Potoo,Nictibio Aliblanco,Nyctibius leucopterus,es
rufpot1,avibase-0B46DD95,3708,species,Rufous Potoo,Nictibio Rufo,Nyctibius bracteatus,es
potoo1,avibase-F8625FFC,3709,spuh,potoo sp.,Nictibio sp.,Nyctibius sp.,es
oilbir1,avibase-A820F165,3710,species,Oilbird,Guacharo,Steatornis caripensis,es
nconig1,avibase-7D6D30A3,3711,species,New Caledonian Owlet-nightjar,Egotelo de Nueva Caledonia,Aegotheles savesi,es
feonig1,avibase-76F38417,3712,species,Feline Owlet-nightjar,Egotelo Grande,Aegotheles insignis,es
spaown1,avibase-EBD55D2E,3713,species,Starry Owlet-nightjar,Egotelo de Rand,Aegotheles tatei,es
waonig1,avibase-27853C12,3714,species,Wallace's Owlet-nightjar,Egotelo de Wallace,Aegotheles wallacii,es
aronig1,avibase-6974CD34,3718,species,Archbold's Owlet-nightjar,Egotelo de Archbold,Aegotheles archboldi,es
moonig1,avibase-482087E5,3719,species,Mountain Owlet-nightjar,Egotelo Montano,Aegotheles albertisi,es
molown1,avibase-83BA78F5,3723,species,Moluccan Owlet-nightjar,Egotelo Moluqueno,Aegotheles crinifrons,es
auonig1,avibase-175A7534,3724,species,Australian Owlet-nightjar,Egotelo Australiano,Aegotheles cristatus,es
barown2,avibase-A2A0B21A,3727,species,Vogelkop Owlet-nightjar,Egotelo Afin,Aegotheles affinis,es
barown1,avibase-32292757,3728,species,Barred Owlet-nightjar,Egotelo Barrado,Aegotheles bennettii,es
barown3,avibase-BAA61581,3729,issf,Barred Owlet-nightjar (Barred),Egotelo Barrado (bennettii/wiedenfeldi),Aegotheles bennettii bennettii/wiedenfeldi,es
barown5,avibase-5FF84E4E,3732,issf,Barred Owlet-nightjar (Diamond's),Egotelo Barrado (terborghi),Aegotheles bennettii terborghi,es
barown4,avibase-FEC830D7,3733,issf,Barred Owlet-nightjar (Dwarf),Egotelo Barrado (plumifer),Aegotheles bennettii plumifer,es
owletn1,avibase-D714A1F1,3734,spuh,owlet-nightjar sp.,Egotelo sp.,Aegotheles sp.,es
blkswi,avibase-7FB66FEB,3735,species,Black Swift,Vencejo Negro,Cypseloides niger,es
blkswi1,avibase-9C0D4669,3736,issf,Black Swift (borealis),Vencejo Negro (borealis),Cypseloides niger borealis,es
blkswi2,avibase-2FDFE275,3737,issf,Black Swift (costaricensis),Vencejo Negro (costaricensis),Cypseloides niger costaricensis,es
blkswi3,avibase-FF75894A,3738,issf,Black Swift (niger),Vencejo Negro (niger),Cypseloides niger niger,es
whcswi2,avibase-B66A13A9,3739,species,White-chested Swift,Vencejo Pechiblanco,Cypseloides lemosi,es
rotswi1,avibase-CB21F7A7,3740,species,Rothschild's Swift,Vencejo Parduzco,Cypseloides rothschildi,es
sooswi1,avibase-9054A7CA,3741,species,Sooty Swift,Vencejo Negruzco,Cypseloides fumigatus,es
whfswi1,avibase-DD9CB478,3742,species,White-fronted Swift,Vencejo Frentiblanco,Cypseloides storeri,es
whcswi1,avibase-0770CE13,3743,species,White-chinned Swift,Vencejo Barbiblanco,Cypseloides cryptus,es
spfswi1,avibase-258B1B37,3744,species,Spot-fronted Swift,Vencejo Cuatroojos,Cypseloides cherriei,es
grdswi1,avibase-61C74CAD,3745,species,Great Dusky Swift,Vencejo Canoso,Cypseloides senex,es
cypsel1,avibase-C6FC9689,3746,spuh,Cypseloides sp.,Cypseloides sp.,Cypseloides sp.,es
chcswi1,avibase-50222B1F,3747,species,Chestnut-collared Swift,Vencejo Cuellirrojo,Streptoprocne rutila,es
tepswi1,avibase-152D907A,3751,species,Tepui Swift,Vencejo de Tepuy,Streptoprocne phelpsi,es
whcswi,avibase-88D7E68D,3752,species,White-collared Swift,Vencejo Acollarado,Streptoprocne zonaris,es
whnswi1,avibase-6CDEB3D1,3762,species,White-naped Swift,Vencejo Nuquiblanco Mexicano,Streptoprocne semicollaris,es
bisswi1,avibase-5267D127,3763,species,Biscutate Swift,Vencejo Nuquiblanco Brasileno,Streptoprocne biscutata,es
strept2,avibase-02B4FF45,3766,spuh,Streptoprocne sp.,Streptoprocne sp.,Streptoprocne sp.,es
phinee1,avibase-5B67443F,3767,species,Philippine Spinetailed Swift,Vencejo Filipino,Mearnsia picina,es
papnee1,avibase-BC8996E2,3768,species,Papuan Spinetailed Swift,Vencejo Papu,Mearnsia novaeguineae,es
malspi1,avibase-B0A0EA81,3771,species,Madagascar Spinetail,Vencejo Malgache,Zoonavena grandidieri,es
satspi1,avibase-66F1256F,3774,species,Sao Tome Spinetail,Vencejo de Santo Tome,Zoonavena thomensis,es
whrnee1,avibase-A24E5001,3775,species,White-rumped Needletail,Vencejo Indio,Zoonavena sylvatica,es
motspi1,avibase-8ACC245F,3776,species,Mottled Spinetail,Vencejo de Baobab,Telacanthura ussheri,es
blaspi1,avibase-4B79BD9A,3781,species,Black Spinetail,Vencejo del Ituri,Telacanthura melanopygia,es
sirnee1,avibase-737C55FF,3782,species,Silver-rumped Needletail,Vencejo Culiplata,Rhaphidura leucopygialis,es
sabspi1,avibase-1E12D857,3783,species,Sabine's Spinetail,Vencejo de Sabine,Rhaphidura sabini,es
casspi1,avibase-4CB38AE8,3784,species,Cassin's Spinetail,Vencejo de Cassin,Neafrapus cassini,es
balspi1,avibase-0D52DFC7,3785,species,Bat-like Spinetail,Vencejo de Bohm,Neafrapus boehmi,es
chiswi,avibase-C3AD1AFF,3788,species,Chimney Swift,Vencejo de Chimenea,Chaetura pelagica,es
vauswi,avibase-1775ED98,3789,species,Vaux's Swift,Vencejo de Vaux,Chaetura vauxi,es
vauswi1,avibase-81040D12,3790,issf,Vaux's Swift (Vaux's),Vencejo de Vaux (vauxi),Chaetura vauxi vauxi,es
vauswi2,avibase-D82679CF,3791,issf,Vaux's Swift (Yucatan),Vencejo de Vaux (gaumeri),Chaetura vauxi gaumeri,es
vauswi3,avibase-04405F0F,3792,issf,Vaux's Swift (Richmond's),Vencejo de Vaux (grupo richmondi),Chaetura vauxi [richmondi Group],es
vauswi4,avibase-4C6991F4,3796,issf,Vaux's Swift (aphanes),Vencejo de Vaux (aphanes),Chaetura vauxi aphanes,es
y00321,avibase-C00580E9,3797,slash,Chimney/Vaux's Swift,Vencejo de Chimenea/de Vaux,Chaetura pelagica/vauxi,es
chaswi2,avibase-3792D735,3798,species,Chapman's Swift,Vencejo de Chapman,Chaetura chapmani,es
astswi1,avibase-B414537B,3801,species,Ashy-tailed Swift,Vencejo Colicenizo,Chaetura andrei,es
sicswi1,avibase-C2288064,3802,species,Sick's Swift,Vencejo de Tormenta,Chaetura meridionalis,es
shtswi1,avibase-5368983F,3803,species,Short-tailed Swift,Vencejo Rabon,Chaetura brachyura,es
shtswi2,avibase-AA21E3A7,3804,issf,Short-tailed Swift (Short-tailed),Vencejo Rabon (grupo brachyura),Chaetura brachyura [brachyura Group],es
shtswi3,avibase-AEDB244E,3808,issf,Short-tailed Swift (Tumbes),Vencejo Rabon (ocypetes),Chaetura brachyura ocypetes,es
grrswi1,avibase-0F898234,3809,species,Gray-rumped Swift,Vencejo Ceniciento,Chaetura cinereiventris,es
gyrswi3,avibase-26A1357C,3810,issf,Gray-rumped Swift (phaeopygos),Vencejo Ceniciento (phaeopygos),Chaetura cinereiventris phaeopygos,es
gyrswi4,avibase-A5206A81,3811,issf,Gray-rumped Swift (occidentalis),Vencejo Ceniciento (occidentalis),Chaetura cinereiventris occidentalis,es
gyrswi1,avibase-408CAE6C,3812,issf,Gray-rumped Swift (Ash-rumped),Vencejo Ceniciento (grupo sclateri),Chaetura cinereiventris [sclateri Group],es
gyrswi2,avibase-4B8B96B0,3817,issf,Gray-rumped Swift (Gray-rumped),Vencejo Ceniciento (cinereiventris),Chaetura cinereiventris cinereiventris,es
barswi,avibase-AEFB8157,3818,species,Band-rumped Swift,Vencejo Lomiblanco,Chaetura spinicaudus,es
barswi1,avibase-5AB57AB7,3819,issf,Band-rumped Swift (aetherodroma),Vencejo Lomiblanco (aetherodroma),Chaetura spinicaudus aetherodroma,es
barswi2,avibase-C5C6C2B0,3820,issf,Band-rumped Swift (spinicaudus/latirostris),Vencejo Lomiblanco (spinicaudus/latirostris),Chaetura spinicaudus spinicaudus/latirostris,es
barswi3,avibase-DF7E9406,3823,issf,Band-rumped Swift (aethalea),Vencejo Lomiblanco (aethalea),Chaetura spinicaudus aethalea,es
corswi,avibase-7DBCF8E4,3824,species,Costa Rican Swift,Vencejo Costarricense,Chaetura fumosa,es
leaswi1,avibase-0E688C13,3825,species,Lesser Antillean Swift,Vencejo de Martinica,Chaetura martinica,es
parswi1,avibase-33352866,3826,species,Pale-rumped Swift,Vencejo Egregio,Chaetura egregia,es
chaetu,avibase-58CD39D9,3827,spuh,Chaetura sp.,Chaetura sp.,Chaetura sp.,es
whtnee,avibase-EA55CA27,3828,species,White-throated Needletail,Vencejo Mongol,Hirundapus caudacutus,es
sibnee1,avibase-E4875B29,3831,species,Silver-backed Needletail,Vencejo de La Cochinchina,Hirundapus cochinchinensis,es
brbnee1,avibase-468C27AD,3835,species,Brown-backed Needletail,Vencejo Gigante,Hirundapus giganteus,es
purnee1,avibase-0685479A,3838,species,Purple Needletail,Vencejo de Celebes,Hirundapus celebensis,es
hirund1,avibase-6F980EBB,3839,spuh,Hirundapus sp.,Hirundapus sp.,Hirundapus sp.,es
watswi1,avibase-18E79DA7,3840,species,Waterfall Swift,Salangana Gigante,Hydrochous gigas,es
pygswi2,avibase-2BC9E234,3841,species,Pygmy Swiftlet,Salangana Chica,Collocalia troglodytes,es
cavswi3,avibase-2EF40362,3842,species,Bornean Swiftlet,Salangana de Borneo,Collocalia dodgei,es
chiswi1,avibase-48E1BFD0,3843,species,Christmas Island Swiftlet,Salangana de Isla Navidad,Collocalia natalis,es
cavswi2,avibase-4BA9A5D1,3844,species,Cave Swiftlet,Salangana Linchi,Collocalia linchi,es
pltswi1,avibase-5AF6B3D9,3848,species,Plume-toed Swiftlet,Salangana Calzada,Collocalia affinis,es
gyrswi5,avibase-80265F80,3854,species,Gray-rumped Swiftlet,Salangana de Obispillo Gris,Collocalia marginata,es
ridswi1,avibase-415182DB,3857,species,Ridgetop Swiftlet,Salangana Crestada,Collocalia isonota,es
y01084,avibase-2E4307ED,3860,slash,Gray-rumped/Ridgetop Swiftlet,Salangana de Obispillo Gris/Crestada,Collocalia marginata/isonota,es
tenswi1,avibase-8E6A673A,3861,species,Tenggara Swiftlet,Salangana de Tenggara,Collocalia sumbawae,es
draswi1,avibase-3BD2491C,3864,species,Drab Swiftlet,Salangana Pardusca,Collocalia neglecta,es
gloswi1,avibase-4603DB3F,3867,species,Glossy Swiftlet,Salangana Lustrosa,Collocalia esculenta,es
y01077,avibase-81428871,3885,slash,Drab/Glossy Swiftlet,Salangana Pardusca/Lustrosa,Collocalia neglecta/esculenta,es
satswi1,avibase-CB1DD39F,3886,species,Satin Swiftlet,Salangana Satinada,Collocalia uropygialis,es
whbswi1,avibase-2B4817C3,3889,spuh,white-bellied swiftlet sp.,Collocalia sp.,Collocalia sp.,es
seyswi1,avibase-C983661F,3890,species,Seychelles Swiftlet,Salangana de Las Seychelles,Aerodramus elaphrus,es
masswi1,avibase-C831C041,3891,species,Mascarene Swiftlet,Salangana de Las Mascarenas,Aerodramus francicus,es
indswi1,avibase-F14B0031,3894,species,Indian Swiftlet,Salangana de Malabar,Aerodramus unicolor,es
molswi4,avibase-B9AA3E2C,3895,species,Sulawesi Swiftlet,Salangana de Celebes,Aerodramus sororum,es
molswi3,avibase-9CC0E11C,3896,species,Halmahera Swiftlet,Salangana de Halmahera,Aerodramus infuscatus,es
molswi1,avibase-C5170049,3897,species,Seram Swiftlet,Salangana de Seram,Aerodramus ceramensis,es
phiswi1,avibase-E1E2B0EB,3898,species,Philippine Swiftlet,Salangana Filipina,Aerodramus mearnsi,es
mouswi2,avibase-942DE41C,3899,species,Mountain Swiftlet,Salangana Montana,Aerodramus hirundinaceus,es
whrswi2,avibase-E1989B1D,3903,species,White-rumped Swiftlet,Salangana Culiblanca,Aerodramus spodiopygius,es
ausswi1,avibase-CB433EED,3915,species,Australian Swiftlet,Salangana Australiana,Aerodramus terraereginae,es
himswi2,avibase-2F1D27B4,3918,species,Himalayan Swiftlet,Salangana del Himalaya,Aerodramus brevirostris,es
himswi1,avibase-5AA06609,3919,issf,Himalayan Swiftlet (Himalayan),Salangana del Himalaya (Himalaya),Aerodramus brevirostris brevirostris/innominatus,es
indswi2,avibase-11BAE843,3922,issf,Himalayan Swiftlet (Indochinese),Salangana del Himalaya (Indochina),Aerodramus brevirostris rogersi,es
volswi1,avibase-F3417B87,3923,species,Volcano Swiftlet,Salangana de Los Volcanes,Aerodramus vulcanorum,es
whiswi1,avibase-239F660C,3924,species,Whitehead's Swiftlet,Salangana de Whitehead,Aerodramus whiteheadi,es
balswi1,avibase-31CA6790,3927,species,Bare-legged Swiftlet,Salangana Tarsidesnuda,Aerodramus nuditarsus,es
mayswi1,avibase-49FEFB24,3928,species,Mayr's Swiftlet,Salangana de Guadalcanal,Aerodramus orientalis,es
palswi2,avibase-6F1B12CA,3931,species,Ameline Swiftlet,Salangana Gris,Aerodramus amelis,es
uniswi1,avibase-4ADF31A6,3934,species,Uniform Swiftlet,Salangana de Vanikoro,Aerodramus vanikorensis,es
monswi2,avibase-8630DD29,3947,species,Mossy-nest Swiftlet,Salangana de La Sonda,Aerodramus salangana,es
palswi1,avibase-FF57D121,3952,species,Palau Swiftlet,Salangana de Las Palau,Aerodramus pelewensis,es
marswi,avibase-F8E58F0F,3953,species,Mariana Swiftlet,Salangana de Guam,Aerodramus bartschi,es
caiswi1,avibase-FEC866D0,3954,species,Caroline Islands Swiftlet,Salangana de Las Carolinas,Aerodramus inquietus,es
atiswi1,avibase-C6C43CDC,3958,species,Atiu Swiftlet,Salangana de Las Cook,Aerodramus sawtelli,es
polswi1,avibase-C5561B75,3959,species,Polynesian Swiftlet,Salangana Polinesia,Aerodramus leucophaeus,es
marswi2,avibase-E4A4B821,3960,species,Marquesan Swiftlet,Salangana de Las Marquesas,Aerodramus ocistus,es
blnswi1,avibase-76179577,3963,species,Black-nest Swiftlet,Salangana Nidonegro,Aerodramus maximus,es
ednswi1,avibase-F9EE54D9,3967,species,White-nest Swiftlet,Salangana Nidoblanco,Aerodramus fuciphagus,es
gerswi1,avibase-842DAA43,3974,species,Germain's Swiftlet,Salangana de Oustalet,Aerodramus germani,es
y00731,avibase-FF38B8FB,3977,slash,White-nest/Germain's Swiftlet (Edible-nest Swiftlet),Salangana Nidoblanco/Nidoblanco (Germani),Aerodramus fuciphagus/germani,es
papswi1,avibase-10591B00,3978,species,Three-toed Swiftlet,Salangana Papu,Aerodramus papuensis,es
aerodr1,avibase-5478820A,3979,spuh,dark swiftlet sp.,Aerodramus sp.,Aerodramus sp.,es
swiftl1,avibase-1DC9E0E8,3980,spuh,swiftlet sp.,Collocalia/Aerodramus sp.,Collocalia/Aerodramus sp.,es
scaswi1,avibase-8439A6E7,3981,species,Scarce Swift,Vencejo de Shoa,Schoutedenapus myoptilus,es
alpswi1,avibase-FA1CAD29,3985,species,Alpine Swift,Vencejo Real,Apus melba,es
motswi2,avibase-91429F78,3996,species,Mottled Swift,Vencejo Ecuatorial,Apus aequatorialis,es
aleswi1,avibase-1C0A5AD9,4001,species,Alexander's Swift,Vencejo de Cabo Verde,Apus alexandri,es
comswi,avibase-4E6EF3F9,4002,species,Common Swift,Vencejo Comun,Apus apus,es
plaswi1,avibase-59A5A24E,4005,species,Plain Swift,Vencejo Unicolor,Apus unicolor,es
nyaswi1,avibase-2103011F,4006,species,Nyanza Swift,Vencejo de Nyanza,Apus niansae,es
palswi3,avibase-332BC664,4009,species,Pallid Swift,Vencejo Palido,Apus pallidus,es
y00732,avibase-DBACF9F8,4013,slash,Common/Pallid Swift,Vencejo Comun/Palido,Apus apus/pallidus,es
y00860,avibase-7F0E15E3,4014,slash,Plain/Pallid Swift,Vencejo Unicolor/Palido,Apus unicolor/pallidus,es
afrswi1,avibase-DEE4829A,4015,species,African Swift,Vencejo de El Cabo,Apus barbatus,es
afrswi2,avibase-8B5BD4F2,4016,issf,African Swift (Bioko),Vencejo de El Cabo (sladeniae),Apus barbatus sladeniae,es
afrswi3,avibase-5086F50B,4017,issf,African Swift (African),Vencejo de El Cabo (grupo barbatus),Apus barbatus [barbatus Group],es
y00370,avibase-E671E2D6,4024,slash,Common/African Swift,Vencejo Comun/de El Cabo,Apus apus/barbatus,es
fowswi1,avibase-45D3FD5A,4025,species,Forbes-Watson's Swift,Vencejo de Socotra,Apus berliozi,es
braswi1,avibase-11507BB3,4028,species,Bradfield's Swift,Vencejo de Namibia,Apus bradfieldi,es
madswi1,avibase-20022FF9,4031,species,Malagasy Swift,Vencejo de Balston,Apus balstoni,es
fotswi,avibase-E23EBEFB,4034,species,Pacific Swift,Vencejo del Pacifico,Apus pacificus,es
saaswi1,avibase-E8B1998F,4037,species,Salim Ali's Swift,Vencejo del Tibet,Apus salimalii,es
blyswi1,avibase-EB2DAF39,4038,species,Blyth's Swift,Vencejo del Himalaya,Apus leuconyx,es
cooswi1,avibase-AF4B00DC,4039,species,Cook's Swift,Vencejo de Tailandia,Apus cooki,es
y00959,avibase-862C22A8,4040,slash,Pacific/Cook's Swift,Vencejo del Pacifico/de Tailandia,Apus pacificus/cooki,es
fotswi1,avibase-68E950E5,4041,spuh,fork-tailed swift sp.,Vencejo del Pacifico/Del Tibet/Del Himalaya/de Tailandia,Apus pacificus/salimalii/leuconyx/cooki,es
darswi1,avibase-2FAB9911,4042,species,Dark-rumped Swift,Vencejo de Los Khasi,Apus acuticauda,es
litswi1,avibase-D209A90C,4043,species,Little Swift,Vencejo Moro,Apus affinis,es
litswi2,avibase-6B552CE9,4044,issf,Little Swift (Little),Vencejo Moro (grupo affinis),Apus affinis [affinis Group],es
litswi3,avibase-C0240117,4049,issf,Little Swift (Bannerman's),Vencejo Moro (bannermani),Apus affinis bannermani,es
litswi4,avibase-B2F1B315,4050,issf,Little Swift (Indian),Vencejo Moro (singalensis),Apus affinis singalensis,es
houswi1,avibase-2A241F0C,4051,species,House Swift,Vencejo Oriental,Apus nipalensis,es
y00960,avibase-4D28A0CD,4056,slash,Little/House Swift,Vencejo Moro/Oriental,Apus affinis/nipalensis,es
horswi1,avibase-FF79A533,4057,species,Horus Swift,Vencejo Horus,Apus horus,es
horswi2,avibase-BC4B1C57,4058,issf,Horus Swift (Horus),Vencejo Horus (horus),Apus horus horus,es
