species_code,avibase_code,taxon_order,category,primary_com_name,cur_alternate_com_name,sci_name,com_name_locale_code
bacori2,avibase-3D1CC341,18934,issf,Black-and-crimson Oriole (Black-and-crimson),Oropendola Ensangrentada (grupo consanguineus),Oriolus cruentus [consanguineus Group],es
bacori3,avibase-556DF2D6,18938,issf,Black-and-crimson Oriole (Javan),Oropendola Ensangrentada (cruentus),Oriolus cruentus cruentus,es
marori2,avibase-11093B09,18939,species,Maroon Oriole,Oropendola Granate,Oriolus traillii,es
silori1,avibase-5CB04D17,18944,species,Silver Oriole,Oropendola Plateada,Oriolus mellianus,es
oriolu1,avibase-76CA334E,18945,spuh,old world oriole sp.,Oropendola sp.,Oriolus sp.,es
wetfig1,avibase-191C56A7,18946,species,Wetar Figbird,Oropendola de Wetar,Sphecotheres hypoleucus,es
grnfig1,avibase-196347A3,18947,species,Green Figbird,Papafigos de Timor,Sphecotheres viridis,es
ausfig1,avibase-DAC824A4,18948,species,Australasian Figbird,Oropendola de Vieillot,Sphecotheres vieilloti,es
ausfig7,avibase-74E332AC,18949,issf,Australasian Figbird (flaviventris Group),Oropendola de Vieillot (grupo flaviventris),Sphecotheres vieilloti [flaviventris Group],es
ausfig3,avibase-7584A57E,18953,issf,Australasian Figbird (salvadorii),Oropendola de Vieillot (salvadorii),Sphecotheres vieilloti salvadorii,es
ausfig6,avibase-00F41F54,18954,issf,Australasian Figbird (vieilloti),Oropendola de Vieillot (vieilloti),Sphecotheres vieilloti vieilloti,es
noipio1,avibase-BF367578,18955,species,North Island Piopio,Piopio de La Isla Norte,Turnagra tanagra,es
soipio1,avibase-65FAB387,18956,species,South Island Piopio,Charlatan de Nueva Zelandia,Turnagra capensis,es
blbboa1,avibase-7A20EBB0,18959,species,Black-breasted Boatbill,Monarca Piquiplano Pechinegro,Machaerirhynchus nigripectus,es
yebboa1,avibase-A7DBA3E6,18963,species,Yellow-breasted Boatbill,Monarca Piquiplano Pechiamarillo,Machaerirhynchus flaviventer,es
ashwoo2,avibase-D10DF10F,18970,species,Ashy Woodswallow,Artamo Ceniciento,Artamus fuscus,es
fijwoo1,avibase-F12E7F7F,18971,species,Fiji Woodswallow,Artamo de Las Fiyi,Artamus mentalis,es
whbwoo8,avibase-7ADFC30E,18972,species,Ivory-backed Woodswallow,Artamo Cabecinegro,Artamus monachus,es
grewoo1,avibase-776CBB16,18973,species,Great Woodswallow,Artamo Grande,Artamus maximus,es
whbwoo4,avibase-05793C3E,18974,species,White-breasted Woodswallow,Artamo Ventriblanco,Artamus leucorynchus,es
biswoo1,avibase-30822099,18984,species,Bismarck Woodswallow,Artamo Dorsiblanco,Artamus insignis,es
maswoo1,avibase-92A5A04D,18985,species,Masked Woodswallow,Artamo Enmascarado,Artamus personatus,es
whbwoo5,avibase-FC26F2A3,18986,species,White-browed Woodswallow,Artamo Cejiblanco,Artamus superciliosus,es
x00962,avibase-07F3D5C7,18987,hybrid,Masked x White-browed Woodswallow (hybrid),Artamo Enmascarado x Cejiblanco (hibrido),Artamus personatus x superciliosus,es
y01039,avibase-FF7DF5BE,18988,slash,Masked/White-browed Woodswallow,Artamo Enmascarado/Cejiblanco,Artamus personatus/superciliosus,es
blfwoo1,avibase-DD4B0562,18989,species,Black-faced Woodswallow,Artamo Carinegro,Artamus cinereus,es
bkfwoo1,avibase-41E96DD0,18990,issf,Black-faced Woodswallow (White-vented),Artamo Carinegro (normani/dealbatus),Artamus cinereus normani/inkermani,es
bkfwoo2,avibase-FB715667,18993,issf,Black-faced Woodswallow (Black-vented),Artamo Carinegro (grupo cinereus),Artamus cinereus [cinereus Group],es
duswoo1,avibase-0DA479A1,18997,species,Dusky Woodswallow,Artamo Sombrio,Artamus cyanopterus,es
litwoo4,avibase-CEB500D2,19000,species,Little Woodswallow,Artamo Chico,Artamus minor,es
woodsw1,avibase-CB303234,19003,spuh,woodswallow sp.,Artamo sp.,Artamus sp.,es
moupel1,avibase-E9C26F0E,19004,species,Mountain Peltops,Peltopo Montano,Peltops montanus,es
lowpel1,avibase-4EE509C8,19005,species,Lowland Peltops,Peltopo Llanero,Peltops blainvillii,es
blbbut1,avibase-F9541556,19006,species,Black-backed Butcherbird,Verdugo Dorsinegro,Cracticus mentalis,es
grybut1,avibase-9CD4E6BB,19009,species,Gray Butcherbird,Verdugo Acollarado,Cracticus torquatus,es
sibbut1,avibase-6BFC1262,19013,species,Silver-backed Butcherbird,Verdugo Plateado,Cracticus argenteus,es
hoobut1,avibase-6E902C60,19016,species,Hooded Butcherbird,Verdugo Cabecinegro,Cracticus cassicus,es
tagbut1,avibase-764DC1DA,19019,species,Tagula Butcherbird,Verdugo de Tagula,Cracticus louisiadensis,es
piebut1,avibase-B731E469,19020,species,Pied Butcherbird,Verdugo Gorjinegro,Cracticus nigrogularis,es
blabut1,avibase-6AEC3F15,19023,species,Black Butcherbird,Verdugo Negro,Cracticus quoyi,es
ausmag2,avibase-3CE2F51F,19029,species,Australian Magpie,Verdugo Flautista,Gymnorhina tibicen,es
ausmag1,avibase-6246EB21,19030,issf,Australian Magpie (Papuan),Verdugo Flautista (de Papua),Gymnorhina tibicen papuana,es
ausmag3,avibase-96706851,19031,issf,Australian Magpie (Black-backed),Verdugo Flautista (dorsinegro),Gymnorhina tibicen [tibicen Group],es
ausmag6,avibase-DB79A3FB,19036,issf,Australian Magpie (Western),Verdugo Flautista (occidental),Gymnorhina tibicen dorsalis,es
ausmag4,avibase-71284201,19037,intergrade,Australian Magpie (Black-backed x Western),Verdugo Flautista (dorsinegro x occidental),Gymnorhina tibicen [tibicen Group] x dorsalis,es
ausmag7,avibase-C7E5D73D,19038,issf,Australian Magpie (White-backed),Verdugo Flautista (dorsiblanco),Gymnorhina tibicen telonocua/tyrannica,es
ausmag5,avibase-CDF46881,19041,intergrade,Australian Magpie (Black-backed x White-backed),Verdugo Flautista (dorsinegro x dorsiblanco),Gymnorhina tibicen [tibicen Group] x telonocua/tyrannica,es
ausmag8,avibase-B07371DD,19042,issf,Australian Magpie (Tasmanian),Verdugo Flautista (de Tasmania),Gymnorhina tibicen hypoleuca,es
piecur1,avibase-B39778F8,19043,species,Pied Currawong,Verdugo Pio,Strepera graculina,es
blacur2,avibase-7FF38E73,19050,species,Black Currawong,Verdugo Fuliginoso,Strepera fuliginosa,es
grycur1,avibase-B7717F2A,19054,species,Gray Currawong,Verdugo Cenizo,Strepera versicolor,es
grycur2,avibase-A9BD3030,19055,issf,Gray Currawong (Gray),Verdugo Cenizo (versicolor/plumbea),Strepera versicolor versicolor/plumbea,es
grycur3,avibase-8F2FB4EF,19058,issf,Gray Currawong (Clinking),Verdugo Cenizo (arguta),Strepera versicolor arguta,es
grycur4,avibase-F3FC4C1C,19059,issf,Gray Currawong (Black-winged),Verdugo Cenizo (melanoptera),Strepera versicolor melanoptera,es
grycur5,avibase-50BB5F2D,19060,issf,Gray Currawong (Brown),Verdugo Cenizo (intermedia),Strepera versicolor intermedia,es
grycur6,avibase-01D09C53,19061,issf,Gray Currawong (Kangaroo I.),Verdugo Cenizo (halmaturina),Strepera versicolor halmaturina,es
curraw1,avibase-B35D4DCC,19062,spuh,currawong sp.,Verdugo sp.,Strepera sp.,es
motwhi1,avibase-61EACB38,19063,species,Mottled Berryhunter,Silbador Moteado,Rhagologus leucostigma,es
whtshr1,avibase-7DF5859A,19067,species,White-tailed Shrike,Laniotordo,Lanioturdus torquatus,es
btweye2,avibase-E15225F1,19068,species,Brown-throated Wattle-eye,Batis Carunculado Gorjipardo,Platysteira cyanea,es
wfweye1,avibase-E8A10389,19072,species,White-fronted Wattle-eye,Batis Carunculado Frentiblanco,Platysteira albifrons,es
btweye1,avibase-16935B44,19073,species,Black-throated Wattle-eye,Batis Carunculado Gorjinegro,Platysteira peltata,es
baweye1,avibase-95172DDC,19077,species,Banded Wattle-eye,Batis Carunculado de Bamenda,Platysteira laticincta,es
chweye1,avibase-8D562259,19078,species,Chestnut Wattle-eye,Batis Carunculado Castano,Platysteira castanea,es
weawae1,avibase-E366E35F,19079,species,West African Wattle-eye,Batis Carunculado Acollarado,Platysteira hormophora,es
wsweye1,avibase-DA3F921A,19080,species,White-spotted Wattle-eye,Batis Carunculado Tordo,Platysteira tonsa,es
rcweye1,avibase-5369EE11,19081,species,Red-cheeked Wattle-eye,Batis Carunculado de Blissett,Platysteira blissetti,es
bnweye1,avibase-8091726A,19082,species,Black-necked Wattle-eye,Batis Carunculado Cuellinegro,Platysteira chalybea,es
jaweye1,avibase-7DC78D7A,19083,species,Jameson's Wattle-eye,Batis Carunculado de Jameson,Platysteira jamesoni,es
ybweye1,avibase-3B66D504,19084,species,Yellow-bellied Wattle-eye,Batis Carunculado Ventrigualdo,Platysteira concreta,es
yebwae1,avibase-3AB36AF8,19085,issf,Yellow-bellied Wattle-eye (West African),Batis Carunculado Ventrigualdo (concreta),Platysteira concreta concreta,es
yebwae2,avibase-18AC0675,19086,issf,Yellow-bellied Wattle-eye (Angolan),Batis Carunculado Ventrigualdo (ansorgei),Platysteira concreta ansorgei,es
yebwae3,avibase-CB278C60,19087,issf,Yellow-bellied Wattle-eye (Central African),Batis Carunculado Ventrigualdo (graueri),Platysteira concreta graueri,es
yebwae4,avibase-32408ADD,19088,issf,Yellow-bellied Wattle-eye (Kungwe),Batis Carunculado Ventrigualdo (kungwensis),Platysteira concreta kungwensis,es
wattle2,avibase-A8386EAB,19089,spuh,wattle-eye sp.,Batis Carunculado sp.,Platysteira sp.,es
boubat1,avibase-5D9428D8,19090,species,Boulton's Batis,Batis de Boulton,Batis margaritae,es
boubat2,avibase-D0ECEE82,19091,issf,Boulton's Batis (Angolan),Batis de Boulton (margaritae),Batis margaritae margaritae,es
boubat3,avibase-F3839E4E,19092,issf,Boulton's Batis (Eastern),Batis de Boulton (kathleenae),Batis margaritae kathleenae,es
shtbat1,avibase-D91540DE,19093,species,Short-tailed Batis,Batis Colicorto,Batis mixta,es
shtbat2,avibase-CDC8A3E6,19094,issf,Short-tailed Batis (Short-tailed),Batis Colicorto (mixta),Batis mixta mixta,es
shtbat3,avibase-90A3BA20,19095,issf,Short-tailed Batis (Reichenow's),Batis Colicorto (reichenowi),Batis mixta reichenowi,es
darbat1,avibase-ADB0C99F,19096,species,Dark Batis,Batis de Iringa,Batis crypta,es
ruwbat1,avibase-B8BAD214,19097,species,Rwenzori Batis,Batis del Ruwenzori,Batis diops,es
capbat1,avibase-DA2B7379,19098,species,Cape Batis,Batis de El Cabo,Batis capensis,es
capbat2,avibase-F2A919A8,19099,issf,Cape Batis (Malawi),Batis de El Cabo (dimorpha/sola),Batis capensis dimorpha/sola,es
capbat3,avibase-9DFD0DD8,19102,issf,Cape Batis (Gray-mantled),Batis de El Cabo (grupo erythrophthalma),Batis capensis [erythrophthalma Group],es
capbat4,avibase-EC7BB4B9,19106,issf,Cape Batis (Cape),Batis de El Cabo (capensis),Batis capensis capensis,es
woobat1,avibase-B9669030,19107,species,Woodward's Batis,Batis de Woodward,Batis fratrum,es
chibat1,avibase-C5C38D98,19108,species,Chinspot Batis,Batis Molitor,Batis molitor,es
palbat1,avibase-5A58B69A,19113,species,Pale Batis,Batis Palido,Batis soror,es
pribat1,avibase-982B2C3A,19114,species,Pririt Batis,Batis Pririt,Batis pririt,es
senbat1,avibase-66B40819,19117,species,Senegal Batis,Batis Senegales,Batis senegalensis,es
gyhbat1,avibase-A6DFFC15,19118,species,Gray-headed Batis,Batis Oriental,Batis orientalis,es
bkhbat1,avibase-DF7C8FC5,19123,species,Western Black-headed Batis,Batis Carinegro Occidental,Batis erlangeri,es
