"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean","count_mean","mean","category.n","prediction","threatened","prob.predictions"
"7541",8157,"Rukia longirostra","Zosteropidae","Passeriformes","AVIBASE-C66F1853",-0.2990898,69.2,46,17.9,"Forest",1,1,"Omnivore","Omnivore","Insessorial",6.79,7.01,6.88,158.23,351.15,1,1,0,0,0,0,0,0,0,0,0,0,-1.01117,-6.589314,NA,NA,2.813875,-0.1923194,3.7,26,0,"Long-billed White-eye","Zosterops de Ponape","Anteojitos Piquilargo",0,0,0,0,0,0,0,0,2,0.874658290232346,0,0.705714065952596
"7594",9318,"Saxicola dacotiae","Muscicapidae","Passeriformes","AVIBASE-FEA56E91",-0.3439823,60.8,46,12.2,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",28.06,28.71,28.4,-14.03,1260.31,1,1,1,1,0,0,1,0,0,0,0,0,-1.394535,-5.311414,0.2308118,4,2.144453,-0.331426,159.8,3037,0,"Fuerteventura Stonechat","Tarier des Canaries","Tarabilla Canaria",0,0,0,0,782,3.52,260.6666667,1.173333333,2,0.912103088949169,0,0.713430326947059
"7637",2497,"Scolopax celebensis","Scolopacidae","Charadriiformes","AVIBASE-5306D33E",0.362005928,192.9,68.4,205,"Forest",3,1,"Carnivore","Aquatic predator","Terrestrial",-3.61,1.38,-1.73,120.29,21965.43,1,1,0,0,0,1,0,0,0,0,1,0,1.427039285,-2.453302067,NA,NA,2.961018412,-0.161742869,1.3,5,0,"Sulawesi Woodcock","Becasse des Celebes","Chocha de Celebes",0,0,0,0,0,0,0,0,2,1.77636257876695,0,0.855247136710399
"7656",4942,"Scytalopus canus","Rhinocryptidae","Passeriformes","AVIBASE-71CF5120",-0.399029091,50.5,37,18.2,"Forest",2,1,"Carnivore","Invertivore","Generalist",6.37,7.2,6.79,-76.09,939.82,1,0,0,0,0,1,0,1,0,0,1,0,-0.9945491,-5.604838832,-0.25347728,2.2,2.939259629,-0.166264366,18.4,332,0,"Paramillo Tapaculo","Merulaxe du paramillo","Churrin del Paramillo",0,0,0,0,0,0,0,0,2,1.22167128307042,0,0.772357530463021
"7675",4918,"Scytalopus panamensis","Rhinocryptidae","Passeriformes","AVIBASE-DC8FE9A9",-0.376048399,54.8,44.4,23,"Forest",1,1,"Carnivore","Invertivore","Generalist",7.93,8.26,8.11,-77.27,233.7,1,0,0,1,1,0,0,0,0,0,1,0,-0.760476478,-6.996488958,-0.30728718,2,2.937746262,-0.166578845,4.4,22,0,"Tacarcuna Tapaculo","Merulaxe du Panama","Churrin Panameno",0,0,0,0,0,0,0,0,2,0.417933620984535,0,0.602988677934226
"7709",7067,"Semioptera wallacii","Paradisaeidae","Passeriformes","AVIBASE-5B56D6BE",0.140215525,151.4,80.8,148.3,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-0.89,2.23,0.65,127.91,13322.44,1,0,1,1,1,1,1,1,0,0,0,0,1.103266555,-2.953322089,NA,NA,4.405326576,0.138385811,31.6,537,1,"Standardwing Bird-of-Paradise","Paradisier de Wallace","Ave del Paraiso de Wallace",0,0,793,3.56,0,0,264.3333333,1.186666667,1,0.897274422937228,0,0.710389073824207
"7711",3649,"Semnornis ramphastinus","Semnornithidae","Piciformes","AVIBASE-0283EBE3",-0.096004614,107.2,81,97.7,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-0.75,5.58,2.34,-77.23,44636.56,1,1,1,1,0,1,0,0,0,0,0,0,0.685930865,-1.744218666,-0.118952532,2.7,3.974061734,0.048768546,825.4,15682,1,"Toucan Barbet","Cabezon toucan","Cabezon Tucan",886,3.97,0,0,0,0,295.3333333,1.323333333,2,1.37910679350528,0,0.798847509061276
"7729",5923,"Sericulus bakeri","Ptilonorhynchidae","Passeriformes","AVIBASE-A188556A",0.055240407,135.5,89.1,176.5,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-5.07,-4.6,-4.8,145.37,564.15,1,0,0,0,0,1,0,0,0,0,1,0,1.277350182,-6.115207026,NA,NA,7.859954856,0.856261019,3.9,27,0,"Fire-maned Bowerbird","Jardinier de Baker","Pergolero de Los Adelbert",0,0,0,0,0,0,0,0,2,1.55431564290901,0,0.825536170988023
"7755",10605,"Setophaga cerulea","Parulidae","Passeriformes","AVIBASE-D00EC2C9",-0.3183295,65.6,42.3,9,"Forest",1,3,"Carnivore","Invertivore","Insessorial",33.26,47.22,40.57,-85.47,1849164,1,1,1,1,0,1,0,0,0,0,0,0,-1.698746,1.979717,0.2308118,4,1.960814,-0.3695863,6357.1,120785,0,"Cerulean Warbler","Paruline azuree","Reinita Cerulea",3809,17.08,0,0,0,0,1269.666667,5.693333333,2,-0.0301486993708551,0,0.492463396011266
"7790",9182,"Sheppardia gunningi","Muscicapidae","Passeriformes","AVIBASE-3E4783BA",-0.3103129,67.1,50.7,17.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-19.49,-1.59,-9.72,37.25,58081.47,1,1,0,0,0,1,0,0,0,0,0,0,-1.045264,-1.480925,NA,NA,2.662409,-0.2237941,58.7,1115,0,"East Coast Akalat","Rougegorge de Gunning","Akelat de Gunning",0,0,0,0,0,0,0,0,2,0.330160688325884,0,0.581798474273077
"7853",423,"Somateria mollissima","Anatidae","Anseriformes","AVIBASE-B77377EE",0.828567425,280.2,88.1,2060.9,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",41.77,81.4,64.94,-48.4,3321100.72,1,1,0,1,0,1,1,0,1,0,1,0,3.734927366,2.565279629,0.271169238,4.15,11.21901402,1.55427687,81219.4,1543169,0,"Common Eider","Eider a duvet","eider Comun",3893,17.46,983,4.43,0,0,1625.333333,7.296666667,2,1.53569278201189,0,0.822837709871057
"7869",6252,"Sphecotheres hypoleucus","Oriolidae","Passeriformes","AVIBASE-191C56A7",0.007675719,126.6,93.8,77.5,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",-8.02,-7.56,-7.78,126.3,2638.29,1,0,0,1,1,1,0,0,0,0,0,0,0.454307242,-4.57264094,NA,NA,4.063243179,0.067300539,4.3,30,0,"Wetar Figbird","Sphecothere de Wetar","Oropendola de Wetar",0,0,0,0,0,0,0,0,1,0.50991951205589,0,0.624787606025894
"7874",1986,"Spheniscus magellanicus","Spheniscidae","Sphenisciformes","AVIBASE-3B4B29E0",-0.083178181,109.6,23.4,4105.1,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-56.72,-33.67,-49.07,-69.55,940638.86,1,1,1,0,0,1,1,1,1,0,1,0,4.424014688,1.303787362,-0.30728718,2,12.91304048,1.906297261,827.8,15729,0,"Magellanic Penguin","Manchot de Magellan","Pinguino Magallanico",3597,16.13,1906,8.59,3029,13.58,2844,12.76666667,1,2.67512933462164,0,0.93554303377248
"7888",2994,"Spilornis klossi","Accipitridae","Accipitriformes","AVIBASE-827AE888",0.919421324,297.2,198.2,450,"Forest",1,1,"Carnivore","Vertivore","Insessorial",6.75,7.44,7.06,93.79,1111.02,1,0,1,0,0,1,0,0,1,0,0,0,2.213276889,-5.437493408,-0.576336676,1,6.663069207,0.607546986,10.2,92,1,"Nicobar Serpent-Eagle","Serpentaire des Nicobar","Culebrera de Nicobar",0,0,0,0,0,0,0,0,2,1.83462007975561,0,0.862311190448248
"7959",10924,"Sporophila melanogaster","Thraupidae","Passeriformes","AVIBASE-547844A7",-0.3862027,52.9,42,9.3,"Wetland",3,3,"Herbivore","Granivore","Insessorial",-29.53,-27.83,-28.6,-50.26,17770.37,1,1,0,1,0,1,0,1,1,0,0,0,-1.665956,-2.665239,NA,NA,2.076416,-0.3455641,33.4,568,0,"Black-bellied Seedeater","Sporophile a ventre noir","Semillero Ventrinegro",0,0,0,0,0,0,0,0,2,1.93052556347847,0,0.873307580392975
"8045",8774,"Streptocitta albertinae","Sturnidae","Passeriformes","AVIBASE-15FFA539",0.1065461,145.1,260.2,248,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-2.03,-1.63,-1.82,124.98,2737.24,1,0,0,0,0,1,0,0,0,0,0,0,1.617458,-4.535822,NA,NA,5.013642,0.2647944,3.5,21,0,"Bare-eyed Myna","Streptocitte des Sula","Mina Caricalvo",0,0,0,0,0,0,0,0,2,0.602295368231822,0,0.646181274557576
"8074",2921,"Strix nebulosa","Strigidae","Strigiformes","AVIBASE-FA36ABE5",1.661216694,436,262.9,1061.9,"Forest",2,1,"Carnivore","Vertivore","Insessorial",36.8,70.03,58.78,41.47,19847527.93,1,1,1,0,1,1,0,0,1,0,1,0,3.071844342,4.35306282,0.230811813,4,5.974684397,0.464499934,793,15067,1,"Great Gray Owl","Chouette lapone","Carabo Lapon",0,0,1315,5.92,3591,16.18,1635.333333,7.366666667,1,0.796206644901783,0,0.689162461489101
"8106",2768,"Surnia ulula","Strigidae","Strigiformes","AVIBASE-C2018A5D",0.567763289,231.4,186.4,319.9,"Grassland",3,2,"Carnivore","Vertivore","Insessorial",40.8,71.82,59.62,27.33,21131927.34,1,1,0,0,1,1,0,1,1,0,1,0,1.872037753,4.4157684,1.037960302,7,3.258330764,-0.099961065,2433.4,46235,1,"Northern Hawk Owl","eperviere boreale","Lechuza Gavilana",0,0,0,0,0,0,0,0,1,0.693243222086682,0,0.666688008886524
"8139",6811,"Symposiachrus leucurus","Monarchidae","Passeriformes","AVIBASE-058B4E9A",-0.254197286,77.6,71.7,16.4,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-6,-5.27,-5.66,132.89,1111.79,1,0,0,0,0,1,0,0,0,0,0,0,-1.098689359,-5.436800591,NA,NA,3.069895277,-0.139118147,6.5,72,0,"White-tailed Monarch","Monarque des Kai","Monarca Coliblanco",0,0,0,0,0,0,0,0,2,0.225860642631363,0,0.55622634063317
"8152",5282,"Synallaxis beverlyae","Furnariidae","Passeriformes","AVIBASE-4435DE4C",-0.373376225,55.3,68.2,12.8,NA,2,1,"Carnivore","Invertivore","Insessorial",5.5,8.7,8.42,-61.5,57.6,1,0,0,0,0,0,1,1,0,0,0,0,-1.346525523,-8.397004632,NA,NA,2.534393376,-0.250395978,6.3,19,0,"Rio Orinoco Spinetail","Synallaxe de Beverly","Pijui del Orinoco",0,0,0,0,0,0,0,0,2,0.400285756568658,0,0.59875631426218
"8160",5274,"Synallaxis cinerea","Furnariidae","Passeriformes","AVIBASE-19D03376",-0.375513964,54.9,71.2,16.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.2,-11.69,-14.11,-40.14,24736.24,1,0,0,0,0,1,0,1,0,0,1,0,-1.110959452,-2.334502546,NA,NA,2.598391223,-0.237097161,33.9,610,0,"Bahia Spinetail","Synallaxe du Bahia","Pijui de Bahia",0,0,0,0,0,0,0,0,2,0.14548788875857,0,0.536307951400507
"8197",322,"Syrmaticus ellioti","Phasianidae","Galliformes","AVIBASE-117C0DDF",0.528215121,224,297.7,1007.5,"Woodland",1,1,"Herbivore","Omnivore","Terrestrial",24.31,31.31,27.21,114.6,470213.06,1,0,0,0,0,1,0,1,1,0,0,0,3.0192566,0.610413991,1.037960302,7,4.068262265,0.06834351,18,288,1,"Elliot's Pheasant","Faisan d'Elliot","Faisan de Elliot",425,1.91,0,0,0,0,141.6666667,0.636666667,2,0.121557770138007,0,0.530352077473498
"8198",323,"Syrmaticus humiae","Phasianidae","Galliformes","AVIBASE-FAF7DC71",0.466220695,212.4,378.6,873.4,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",19.14,27.45,23.67,99.86,405564.05,1,0,1,0,0,1,0,1,0,0,0,0,2.876422947,0.462506894,1.374272173,8.25,3.688031451,-0.010668833,48.7,876,1,"Hume's Pheasant","Faisan de Hume","Faisan de Hume",0,0,0,0,0,0,0,0,2,0.0565211866850616,0,0.514126536099699
"8234",454,"Tadorna ferruginea","Anatidae","Anseriformes","AVIBASE-1F9D883E",1.230996757,355.5,124.7,1235,"Wetland",3,2,"Omnivore","Omnivore","Terrestrial",6.28,56.92,41.82,70.95,18403211.28,1,1,1,1,0,1,0,1,1,0,0,0,3.222855555,4.277508534,1.441534547,8.5,4.588042612,0.176354386,8768.6,166603,0,"Ruddy Shelduck","Tadorne casarca","Tarro Canelo",3942,17.68,4496,20.25,976,4.4,3138,14.11,1,1.07966597741684,0,0.746430767460541
"8302",3511,"Tanysiptera carolinae","Alcedinidae","Coraciiformes","AVIBASE-88BC28F6",-0.099745657,106.5,166.5,50.2,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-1.14,-0.93,-1.03,134.89,336.02,1,0,0,0,0,1,0,0,0,0,1,0,0.020044333,-6.633356517,NA,NA,3.03545641,-0.146274578,4.4,35,0,"Numfor Paradise-Kingfisher","Martin-chasseur de Caroline","Alcion Colilargo de Numfor",0,0,0,0,0,0,0,0,2,1.41244760543739,0,0.804151708256718
"8309",3510,"Tanysiptera riedelii","Alcedinidae","Coraciiformes","AVIBASE-90BFFCDA",-0.13875939,99.2,209,63.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-1.22,-0.63,-0.94,135.89,2526.51,1,0,0,0,0,1,0,0,0,0,0,0,0.255069212,-4.615933017,0.49986131,5,2.948444695,-0.1643557,10.4,135,0,"Biak Paradise-Kingfisher","Martin-chasseur de Biak","Alcion Colilargo de Biak",0,0,0,0,0,0,0,0,2,0.294367660135456,0,0.573065070615632
"8325",1955,"Tauraco fischeri","Musophagidae","Musophagiformes","AVIBASE-D5846D2A",0.235344903,169.2,183.9,250,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-6.48,1.89,-2.24,40.77,48655.56,1,0,1,0,0,1,0,0,0,0,0,0,1.625490224,-1.658005833,-0.576336676,1,4.962775556,0.254224266,58.9,1120,1,"Fischer's Turaco","Touraco de Fischer","Turaco de Fischer",0,0,0,0,0,0,0,0,2,0.0423947431451734,0,0.510597098640806
"8382",240,"Tetraogallus caucasicus","Phasianidae","Galliformes","AVIBASE-1596C37C",0.705647443,257.2,163,1830.8,"Rock",3,1,"Herbivore","Herbivore terrestrial","Terrestrial",41.01,43.97,42.7,44.13,23392.94,1,0,0,0,0,1,0,0,0,0,0,0,3.616537615,-2.390337653,0.83617318,6.25,3.962765081,0.04642109,58.2,990,0,"Caucasian Snowcock","Tetraogalle du Caucase","Perdigallo Caucasiano",0,0,0,0,0,0,0,0,1,0.404462495124951,0,0.599759348776184
"8387",1916,"Tetrax tetrax","Otididae","Otidiformes","AVIBASE-56E3016D",0.609983631,239.3,100.3,833.5,"Grassland",3,2,"Omnivore","Omnivore","Terrestrial",32.86,57.55,48.84,54.04,5061737.32,1,1,0,0,1,1,0,0,1,0,1,0,2.829663008,2.986693127,0.096287065,3.5,5.74242023,0.416235208,1969.5,37420,1,"Little Bustard","Outarde canepetiere","Sison Comun",2925,13.12,1224,5.51,0,0,1383,6.21,2,0.998392372642256,0,0.730742382522396
"8401",2674,"Thalasseus elegans","Laridae","Charadriiformes","AVIBASE-3F9E1C51",0.916214716,296.6,126.6,260,"Coastal",3,3,"Carnivore","Aquatic predator","Aerial",24.14,33.83,31.85,-116.3,1309.31,0,1,0,0,0,1,1,0,0,0,1,0,1.664710937,-5.273271639,-0.576336676,1,8.902271266,1.072855411,7978.7,151596,0,"Elegant Tern","Sterne elegante","Charran Elegante",806,3.61,0,0,979,4.41,595,2.673333333,2,1.1132655471631,0,0.752737408996665
"8521",3488,"Todiramphus farquhari","Alcedinidae","Coraciiformes","AVIBASE-5EB42312",-0.19327173,89,62,38.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.59,-14.63,-15.57,167.05,5637.52,1,1,0,0,0,1,0,0,0,0,0,0,-0.237550447,-3.813327668,NA,NA,3.063669912,-0.140411785,6.9,97,0,"Vanuatu Kingfisher","Martin-chasseur a ventre roux","Alcion Ventrirrufo",0,0,0,0,0,0,0,0,2,1.27514045440695,0,0.781621438924211
"8534",3499,"Todiramphus tutus","Alcedinidae","Coraciiformes","AVIBASE-60C7E118",-0.134483913,100,74.8,42.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-20.19,-16.42,-17.1,-152.14,447.02,1,1,1,0,0,0,0,0,0,0,0,0,-0.151183608,-6.347923863,NA,NA,2.824382926,-0.190135859,8.2,123,0,"Chattering Kingfisher","Martin-chasseur respecte","Alcion Respetado",0,0,0,0,0,0,0,0,2,1.36796651209111,0,0.79705141432329
"8559",4115,"Touit costaricensis","Psittacidae","Psittaciformes","AVIBASE-F30DC53E",-0.058594185,114.2,41.2,80,"Forest",1,1,"Herbivore","Frugivore","Insessorial",8.56,10.48,9.55,-83.37,9984.12,1,0,1,0,0,1,0,1,0,0,1,0,0.486055941,-3.24177609,-0.186214906,2.45,3.699114188,-0.008365829,51.8,932,1,"Red-fronted Parrotlet","Toui du Costa Rica","Cotorrita Costarricense",0,0,0,0,0,0,0,0,2,1.18724758058889,0,0.766248434836733
"8592",815,"Treron aromaticus","Columbidae","Columbiformes","AVIBASE-BA506943",0.169074999,156.8,79.8,234,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-3.84,-3.05,-3.42,126.63,8554.31,1,0,0,0,0,1,0,0,0,0,0,0,1.559350421,-3.396336671,-0.30728718,2,1.934411376,-0.375072837,2.9,20,0,"Buru Green-Pigeon","Colombar de Buru","Vinago de Buru",0,0,0,0,0,0,0,0,2,0.223023672589367,0,0.555525955673312
"8598",813,"Treron chloropterus","Columbidae","Columbiformes","AVIBASE-34FED63C",0.250309075,172,88,234,"Forest",2,1,"Herbivore","Frugivore","Insessorial",6.75,14.19,11.21,92.97,6117.84,1,0,1,0,0,1,0,0,0,0,0,0,1.559350421,-3.731562827,-0.30728718,2,1.934411376,-0.375072837,87.6,1576,0,"Andaman Green-Pigeon","Colombar des Andaman","Vinago de Andaman",0,0,0,0,0,0,0,0,2,0.690481071788845,0,0.666073935020795
"8617",818,"Treron teysmannii","Columbidae","Columbiformes","AVIBASE-6676140F",0.170143869,157,89,205.7,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-10.32,-9.41,-9.82,119.9,6075.21,1,0,0,0,0,1,0,1,0,0,0,0,1.430448103,-3.738555364,-0.30728718,2,3.378581978,-0.074972743,8.7,139,0,"Sumba Green-Pigeon","Colombar de Sumba","Vinago de Sumba",0,0,0,0,0,0,0,0,2,0.688242775661845,0,0.665575909512093
"8630",4400,"Trichoglossus rubiginosus","Psittacidae","Psittaciformes","AVIBASE-C3D27DBC",0.085703186,141.2,93,77.5,"Forest",1,1,"Herbivore","Nectarivore","Insessorial",6.72,7.01,6.88,158.22,355.65,1,0,0,0,0,1,0,0,0,0,1,0,0.454307242,-6.576580098,-0.576336676,1,4.327379887,0.122188411,9,117,1,"Pohnpei Lorikeet","Loriquet de Ponape","Lori de Ponape",0,0,0,0,0,0,0,0,2,1.50059160143765,0,0.81766269487223
"8632",4390,"Trichoglossus weberi","Psittacidae","Psittaciformes","AVIBASE-E3E86D6C",-0.006219584,124,92.5,113.3,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-8.96,-8.07,-8.61,121.15,13936.58,1,0,1,0,0,1,0,0,0,0,0,0,0.834068474,-2.908254882,-0.30728718,2,5.166819264,0.296624752,1,6,0,"Leaf Lorikeet","Loriquet de Weber","Lori de Las Hojas",0,0,0,0,0,0,0,0,2,0.249136373988475,0,0.561963921687919
"8654",2540,"Tringa stagnatilis","Scolopacidae","Charadriiformes","AVIBASE-15CF9352",0.044017279,133.4,56.2,77.5,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",43.79,65.52,53.2,79.96,7597346.84,1,1,0,0,0,1,0,1,1,0,0,0,0.454307242,3.392782445,0.230811813,4,4.061051404,0.066845086,8131.6,154501,0,"Marsh Sandpiper","Chevalier stagnatile","Archibebe Fino",2880,12.91,0,0,0,0,960,4.303333333,1,0.328315964997428,0,0.581349568856503
"8680",8600,"Troglodytes cobbi","Troglodytidae","Passeriformes","AVIBASE-783F7744",-0.3840649,53.3,43.5,19.1,"Grassland",3,1,"Carnivore","Invertivore","Terrestrial",-52.92,-51.02,-51.94,-59.63,283.46,1,1,0,0,0,0,0,1,0,0,0,0,-0.9462824,-6.803456,0.09628707,3.5,2.669672,-0.2222849,44.7,850,0,"Cobb's Wren","Troglodyte de Cobb","Chochin Malvinero",0,0,0,0,0,0,0,0,1,1.34629799370436,0,0.793523736430312
"8692",3251,"Trogon bairdii","Trogonidae","Trogoniformes","AVIBASE-8FEE6F95",0.119372572,147.5,153,94.4,"Forest",1,1,"Omnivore","Frugivore","Insessorial",8.03,9.76,8.98,-83.44,12518.07,1,0,1,0,0,1,0,0,0,0,0,0,0.651570379,-3.01559872,-0.172762432,2.5,3.868197659,0.026769885,366.1,6955,0,"Baird's Trogon","Trogon de Baird","Trogon de Baird",0,0,0,0,0,0,0,0,2,0.238838725773362,0,0.559427451675262
"8712",659,"Turacoena modesta","Columbidae","Columbiformes","AVIBASE-A8B4CB21",0.382848881,196.8,162.2,340,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-10.64,-7.56,-9.14,125.2,31634.62,1,0,0,1,1,1,0,1,0,0,0,0,1.932974924,-2.08851983,NA,NA,5.302593641,0.324838804,25.2,454,0,"Slaty Cuckoo-Dove","Phasianelle modeste","Paloma de Timor",0,0,0,0,0,0,0,0,2,0.463323742395486,0,0.613802363429852
"8713",658,"Turacoena sulaensis","Columbidae","Columbiformes","AVIBASE-E9B2FCFC",0.298408198,181,171.5,208.6,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-2.49,-1.63,-1.88,125.16,4637.38,1,0,0,0,0,1,0,1,0,0,0,0,1.444447849,-4.008622369,NA,NA,NA,NA,5.6,39,0,"Sula Cuckoo-Dove","Phasianelle des Sula","Tortola Cuco de Sula",0,0,0,0,0,0,0,0,1,0.778188933803959,0,0.685289656512225
"8736",8965,"Turdus bewsheri","Turdidae","Passeriformes","AVIBASE-9B5CD224",-0.10509,105.5,77.1,63.3,"Forest",2,1,"Omnivore","Omnivore","Insessorial",-12.41,-11.36,-11.89,43.67,1671.23,1,0,0,0,0,1,0,0,0,0,1,0,0.2519146,-5.029212,-0.2440605,2.235,3.83744,0.02037844,6.5,52,0,"Comoro Thrush","Merle des Comores","Zorzal de Las Comoras",0,0,0,0,0,0,0,0,2,0.955321907779226,0,0.722184196172759
"8763",8970,"Turdus lherminieri","Turdidae","Passeriformes","AVIBASE-D2B2A4AF",0.004469111,126,82.5,105,"Forest",1,1,"Omnivore","Invertivore","Insessorial",13.78,16.81,15.48,-61.43,1326.01,0,1,0,0,0,1,0,0,0,1,0,0,0.7579897,-5.260597,-0.03823768,3,4.077383,0.07023878,130.9,2488,0,"Forest Thrush","Grive a pieds jaunes","Zorzal Antillano",3773,16.92,0,0,0,0,1257.666667,5.64,2,-0.00978791892058117,0,0.497553039805407
"8765",8963,"Turdus ludoviciae","Turdidae","Passeriformes","AVIBASE-8363CB4A",-0.05431871,115,99.5,62,"Shrubland",3,1,"Omnivore","Invertivore","Generalist",9.65,11.2,10.29,46.04,12100.21,1,0,0,0,0,1,0,0,0,0,1,0,0.2311637,-3.049549,-0.1996674,2.4,3.19299,-0.1135388,2,12,0,"Somali Thrush","Merle de Somalie","Zorzal Somali",0,0,0,0,0,0,0,0,1,0.31603940661194,0,0.578358723110772
"8770",8967,"Turdus menachensis","Turdidae","Passeriformes","AVIBASE-F1E0AFD4",-0.03133801,119.3,111.7,75.4,"Woodland",2,1,"Omnivore","Invertivore","Generalist",13.32,21.59,17.48,42.93,66735.6,1,0,1,0,0,1,0,1,0,0,1,0,0.4268366,-1.342033,-0.1727624,2.5,3.923061,0.03817056,14.3,200,0,"Yemen Thrush","Merle du Yemen","Zorzal Yemeni",0,0,0,0,0,0,0,0,2,0.564148776421003,0,0.63741194258723
"8779",8997,"Turdus olivaceofuscus","Turdidae","Passeriformes","AVIBASE-927299E4",0.003400241,125.8,89.8,87,"Forest",1,1,"Omnivore","Invertivore","Insessorial",0.02,0.42,0.24,6.61,856.75,1,1,1,0,1,1,0,0,0,0,0,0,0.5699374,-5.697381,-0.2884537,2.07,3.948911,0.04354213,28.4,454,0,"Sao Tome Thrush","Merle de Sao Tome","Zorzal de Santo Tome",0,0,0,0,0,0,0,0,1,2.43649744047058,0,0.919568410704662
"8790",8944,"Turdus roehli","Turdidae","Passeriformes","AVIBASE-5A00E5A5",-0.08424705,109.4,81.8,67.3,"Forest",1,1,"Omnivore","Omnivore","Generalist",-5.04,-3.66,-4.6,38.24,1676.74,1,0,0,0,0,1,0,0,0,0,0,0,0.3131895,-5.02592,-0.1996674,2.4,3.267659,-0.09802258,9.3,148,0,"Usambara Thrush","Merle de Roehl","Zorzal de Los Usambara",0,0,0,0,0,0,0,0,2,0.439941617018293,0,0.608245119162745
"8812",2550,"Turnix melanogaster","Turnicidae","Charadriiformes","AVIBASE-DE127941",-0.114175394,103.8,40.5,87.1,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-31.43,-24.76,-26.85,152.14,5948.55,1,1,0,0,0,1,0,1,0,0,0,0,0.57108619,-3.759624428,0.096287065,3.5,3.239927771,-0.103785225,40.3,725,0,"Black-breasted Buttonquail","Turnix a poitrine noire","Torillo Pechinegro",0,0,0,0,0,0,0,0,2,1.84308669193904,0,0.863313356225035
"8831",370,"Tympanuchus cupido","Phasianidae","Galliformes","AVIBASE-F59448B7",0.425603658,204.8,82,870.1,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",28.74,47.96,41.99,-98.5,402889.24,1,1,0,1,1,1,0,0,1,0,0,0,2.872637454,0.455889765,2.383207785,12,2.633883697,-0.229721789,805.8,15310,1,"Greater Prairie-Chicken","Tetras des prairies","Gallo de Las Praderas Grande",0,0,0,0,0,0,0,0,2,1.28716249911506,0,0.783666525492772
"8852",2719,"Tyto almae","Tytonidae","Strigiformes","AVIBASE-7ED913E9",0.469427303,213,83,540,"Forest",1,1,"Carnivore","Vertivore","Generalist",-3.33,-2.98,-3.14,129.43,1302.34,1,0,1,0,0,0,0,0,0,0,0,0,2.395598446,-5.278609274,NA,NA,4.146660821,0.084634809,2.8,17,0,"Seram Masked-Owl","Effraie de Ceram","Lechuza de Seram",0,0,0,0,0,0,0,0,0,0.290486939125532,0,0.572115339510155
"8908",2407,"Vanellus duvaucelii","Charadriidae","Charadriiformes","AVIBASE-DDE5A01E",0.370022448,194.4,85.8,143,"Riverine",3,1,"Carnivore","Aquatic predator","Terrestrial",7.48,30.09,21.94,93.64,1666558.67,1,1,0,0,0,1,1,1,0,0,0,0,1.066873936,1.875744182,0.230811813,4,3.630757808,-0.022570353,1062.7,20192,0,"River Lapwing","Vanneau pie","Avefria Fluvial",1091,4.89,0,0,0,0,363.6666667,1.63,2,0.15914722702752,0,0.539703042750743
"8924",2403,"Vanellus vanellus","Charadriidae","Charadriiformes","AVIBASE-F029489A",0.5201986,222.5,103.2,218.4,"Wetland",3,2,"Carnivore","Omnivore","Terrestrial",31.16,71.19,52.6,61.57,18594755.95,1,1,0,0,0,1,0,1,1,0,0,0,1.49035755,4.287862961,0.230811813,4,6.185876204,0.508385803,124890.7,2372923,0,"Northern Lapwing","Vanneau huppe","Avefria Europea",893.5,4.01,2355,10.61,0,0,1082.833333,4.873333333,2,0.111431972692489,0,0.527829202667317
