"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean"
"7260",7912,"Pycnonotus pseudosimplex","Pycnonotidae","Passeriformes","AVIBASE-CCF575F5",-0.2734369,74,68,25.1,"Forest",1,1,"Herbivore","Frugivore","Insessorial",1.01,5.91,3.06,113.33,80675.6,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.6731028,-1.152336,NA,NA,NA,NA,0,7.2,93,0,"Cream-eyed Bulbul","Bulbul aux yeux creme","Bulbul Ojicremoso",NA,NA,NA,NA,NA,NA
"7261",7914,"Pycnonotus simplex","Pycnonotidae","Passeriformes","AVIBASE-12679AF2",-0.2435086,79.6,67.5,25.1,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-8.78,10.96,0.49,108.83,1340820,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.6731028,1.658265,-0.3072872,2,2.647438,-0.2269052,0,403.2,7660,0,"Cream-vented Bulbul","Bulbul aux yeux blancs","Bulbul Ojiblanco",NA,NA,NA,NA,NA,NA
"7262",7889,"Pycnonotus sinensis","Pycnonotidae","Passeriformes","AVIBASE-BB5650EB",-0.2055637,86.7,82.1,34.2,"Human Modified",2,3,"Herbivore","Frugivore","Insessorial",18.16,43.13,30.71,112.66,3154278,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3637451,2.513743,NA,NA,3.286568,-0.09409341,0,21712.7,412542,0,"Light-vented Bulbul","Bulbul de Chine","Bulbul Chino",1398,6.27,NA,NA,NA,NA
"7263",7890,"Pycnonotus taivanus","Pycnonotidae","Passeriformes","AVIBASE-A7C19329",-0.1980816,88.1,79.6,26.1,"Forest",2,1,"Herbivore","Omnivore","Insessorial",21.9,24.06,23.06,121.12,7274.28,3,1,1,1,0,0,0,0,0,0,0,0,0,-0.6340354,-3.558427,NA,NA,2.570221,-0.2429509,1,2287.8,43469,0,"Styan's Bulbul","Bulbul de Taiwan","Bulbul de Taiwan",NA,NA,NA,NA,NA,NA
"7264",7886,"Pycnonotus tympanistrigus","Pycnonotidae","Passeriformes","AVIBASE-1DAB56C6",-0.2707648,74.5,71,33.5,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.48,5.48,0.68,99.7,97157.16,2,1,0,0,0,0,1,0,0,0,0,0,0,-0.3844253,-0.966442,NA,NA,2.859664,-0.1828043,0,5.4,27,0,"Spot-necked Bulbul","Bulbul a cou tachete","Bulbul Cuellipinto",NA,NA,NA,NA,NA,NA
"7265",7904,"Pycnonotus xantholaemus","Pycnonotidae","Passeriformes","AVIBASE-12D2FAB5",-0.2012883,87.5,87,28.1,"Forest",2,1,"Herbivore","Frugivore","Insessorial",8.72,17.67,13.53,77.68,346866.8,3,1,0,1,1,1,1,1,1,0,0,0,0,-0.5602011,0.3061688,-0.1996674,2.4,2.722135,-0.2113831,1,167,3173,0,"Yellow-throated Bulbul","Bulbul a menton jaune","Bulbul Gorjigualdo",NA,NA,NA,NA,NA,NA
"7266",7895,"Pycnonotus xanthopygos","Pycnonotidae","Passeriformes","AVIBASE-24B66475",-0.175101,92.4,89.2,37.6,"Shrubland",2,1,"Herbivore","Frugivore","Insessorial",12.59,37.5,23.04,43.11,1313217,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2689666,1.637463,-0.03823768,3,2.892147,-0.1760544,0,5245.1,99657,0,"White-spectacled Bulbul","Bulbul d'Arabie","Bulbul arabe",1188,5.33,NA,NA,NA,NA
"7267",7888,"Pycnonotus xanthorrhous","Pycnonotidae","Passeriformes","AVIBASE-0604A8C5",-0.1847208,90.6,94.6,26.9,"Shrubland",2,1,"Herbivore","Frugivore","Insessorial",18.01,34.71,27.08,106.25,1741022,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6038444,1.919456,NA,NA,2.817583,-0.1915488,0,325.9,6192,0,"Brown-breasted Bulbul","Bulbul a poitrine brune","Bulbul Pechipardo",NA,NA,NA,NA,NA,NA
"7268",7885,"Pycnonotus zeylanicus","Pycnonotidae","Passeriformes","AVIBASE-6116C5B3",-0.05752532,114.4,105.4,86.3,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-5.18,7.36,2.15,111.51,656927.1,5,1,0,1,0,0,1,0,0,0,0,0,0,0.5618589,0.9448011,NA,NA,6.629565,0.6005848,1,18,306,1,"Straw-headed Bulbul","Bulbul a tete jaune","Bulbul Cabeciamarillo",779,3.49,NA,NA,NA,NA
"7269",6189,"Pycnoptilus floccosus","Acanthizidae","Passeriformes","AVIBASE-F16E99A0",-0.300158671,69,71.5,28.9,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-39,-30.93,-35.35,148.68,244748.61,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.532129099,-0.042540318,-0.388002029,1.7,3.732408103,-0.00144732,0,310.6,5901,0,"Pilotbird","Pycnoptile compagnon","Acantiza Piloto",603,2.7,NA,NA,NA,NA
"7270",6076,"Pycnopygius cinereus","Meliphagidae","Passeriformes","AVIBASE-86C258A6",-0.099745657,106.5,94,44.8,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-10.16,-0.4,-5.63,142.98,106235.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.093762554,-0.877110769,NA,NA,3.383561209,-0.073938053,0,26.8,428,0,"Marbled Honeyeater","Meliphage marbre","Mielero Jaspeado",NA,NA,NA,NA,NA,NA
"7271",6075,"Pycnopygius ixoides","Meliphagidae","Passeriformes","AVIBASE-8B89A812",-0.228544421,82.4,69.4,27.6,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-10.73,-0.34,-4.88,141.11,459537.02,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.578154921,0.587447584,NA,NA,3.021614647,-0.149150911,0,26.4,449,0,"Plain Honeyeater","Meliphage ocre","Mielero Bulbul",NA,NA,NA,NA,NA,NA
"7272",6077,"Pycnopygius stictocephalus","Meliphagidae","Passeriformes","AVIBASE-92C84F5F",-0.095470179,107.3,88.9,38.5,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-10.73,-0.34,-5.36,141,629677.66,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.245312453,0.902436117,NA,NA,3.277386727,-0.096001217,0,32.7,556,0,"Streak-headed Honeyeater","Meliphage a tete rayee","Mielero Cabecirrayado",NA,NA,NA,NA,NA,NA
"7273",5046,"Pygarrhichas albogularis","Furnariidae","Passeriformes","AVIBASE-E2B6B39E",-0.241905288,79.9,56.1,24,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-55.98,-32.57,-45.2,-72.27,470695.91,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.717916864,0.611440339,-0.199667381,2.4,3.096809136,-0.133525421,0,525.2,9979,0,"White-throated Treerunner","Picotelle a gorge blanche","Picolezna Comesebo",NA,NA,NA,NA,NA,NA
"7274",4810,"Pygiptila stellaris","Thamnophilidae","Passeriformes","AVIBASE-E57EE0ED",-0.258472764,76.8,40.5,24.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.61,7.42,-3.77,-64.02,4691696.06,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.713758853,2.910777509,NA,NA,2.870975398,-0.180453897,0,292.2,5259,0,"Spot-winged Antshrike","Batara etoile","Batara Estrellado",NA,NA,NA,NA,NA,NA
"7275",7757,"Pygochelidon melanoleuca","Hirundinidae","Passeriformes","AVIBASE-EC8951D5",-0.178842,91.7,64.8,10.8,"Riverine",3,1,"Carnivore","Invertivore","Aerial",-26.7,8.62,-2.62,-59.26,2130688,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.516425,2.121428,NA,NA,2.311028,-0.2968115,0,114.7,2065,0,"Black-collared Swallow","Hirondelle des torrents","Golondrina Acollarada",NA,NA,NA,NA,NA,NA
"7276",1974,"Pygoscelis adeliae","Spheniscidae","Sphenisciformes","AVIBASE-4A947BE7",-0.163877821,94.5,139,4847.7,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-78.19,-54.4,-70.24,99.28,148210.8,1,0,0,0,0,0,1,1,0,1,0,1,0,4.590288951,-0.544136336,-0.30728718,2,12.83202211,1.889461563,0,2986.6,56746,0,"Adelie Penguin","Manchot d'Adelie","Pinguino de Adelia",6626,29.71,NA,NA,1694,7.6
"7277",1975,"Pygoscelis antarcticus","Spheniscidae","Sphenisciformes","AVIBASE-75B943A3",-0.131811739,100.5,138,4146.1,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-68.89,-53.97,-61.33,-39.89,12591.58,1,0,0,0,0,0,1,0,0,0,1,1,0,4.433952718,-3.009743584,-0.30728718,2,9.400180385,1.176321423,0,227.4,4321,0,"Chinstrap Penguin","Manchot a jugulaire","Pinguino Barbijo",4417,19.81,NA,NA,1412,6.33
"7278",1973,"Pygoscelis papua","Spheniscidae","Sphenisciformes","AVIBASE-F2B3BF2A",0.005003545,126.1,122.8,5933,"Marine",3,2,"Carnivore","Aquatic predator","Aquatic",-64.78,-45.97,-54.31,-25.6,31443.71,1,0,1,0,0,0,1,1,0,1,0,0,0,4.792314572,-2.094572957,-0.30728718,2,11.92169276,1.700294214,0,527.3,10018,0,"Gentoo Penguin","Manchot papou","Pinguino Juanito",5053,22.66,1829,8.24,1816,8.14
"7279",9780,"Pyrenestes minor","Estrildidae","Passeriformes","AVIBASE-A24ED820",-0.3525333,59.2,53.2,14,"Forest",2,1,"Herbivore","Granivore","Generalist",-21.47,-6.42,-13.34,36.04,437153.6,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.256913,0.5375127,0.3653366,4.5,2.066717,-0.3475796,0,6.4,116,0,"Lesser Seedcracker","Petit Pyreneste","Estrilda Piquigorda Chica",NA,NA,NA,NA,NA,NA
"7280",9778,"Pyrenestes ostrinus","Estrildidae","Passeriformes","AVIBASE-2CC91390",-0.3193983,65.4,53.8,22.4,"Forest",1,1,"Herbivore","Granivore","Generalist",-13.88,11.09,-0.36,17.98,4722415,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7869097,2.917304,0.1770019,3.8,2.254795,-0.3084968,0,40.6,731,0,"Black-bellied Seedcracker","Pyreneste ponceau","Estrilda Piquigorda Ventrinegra",NA,NA,NA,NA,NA,NA
"7281",9779,"Pyrenestes sanguineus","Estrildidae","Passeriformes","AVIBASE-E617A8C3",-0.3482578,60,48.3,19.2,"Shrubland",2,1,"Herbivore","Granivore","Generalist",4.35,13.97,7.97,-9,420440.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9410604,0.4985308,0.09628707,3.5,2.317004,-0.2955698,0,7.8,124,0,"Crimson Seedcracker","Pyreneste gros-bec","Estrilda Piquigorda Escarlata",NA,NA,NA,NA,NA,NA
"7282",9949,"Pyrgilauda blanfordi","Passeridae","Passeriformes","AVIBASE-5DE8CA02",-0.1681533,93.7,54.7,23.7,"Grassland",3,2,"Herbivore","Granivore","Terrestrial",27.58,31.69,29.07,88.18,125113.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7304956,-0.7135484,NA,NA,2.443014,-0.2693847,0,38.2,688,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7283",9948,"Pyrgilauda davidiana","Passeridae","Passeriformes","AVIBASE-3F9357EF",-0.2189246,84.2,50,21.2,"Grassland",3,2,"Herbivore","Granivore","Terrestrial",36.17,53.97,45.73,105.68,2260395,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8419695,2.180523,NA,NA,2.210854,-0.3176278,0,30.4,577,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7284",9947,"Pyrgilauda ruficollis","Passeridae","Passeriformes","AVIBASE-24BD3553",-0.1756354,92.3,53.2,22.8,"Grassland",3,2,"Herbivore","Granivore","Terrestrial",27.67,39.65,32.89,91.87,1758725,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7692102,1.929573,NA,NA,2.231869,-0.3132608,0,67.5,1282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7285",9950,"Pyrgilauda theresae","Passeridae","Passeriformes","AVIBASE-09F330B1",-0.1815142,91.2,51.4,24.3,"Rock",3,2,"Herbivore","Granivore","Terrestrial",32.37,36.22,34.32,66.28,128053.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7054943,-0.6903216,NA,NA,2.263265,-0.3067367,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7286",4799,"Pyriglena atra","Thamnophilidae","Passeriformes","AVIBASE-0ED689BD",-0.260610503,76.4,72.8,32,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-12.64,-11.17,-12.11,-38.05,4969.97,4,1,0,1,0,0,1,0,0,0,0,0,0,-0.430234791,-3.939358117,NA,NA,3.060079906,-0.141157791,1,11,209,0,"Fringe-backed Fire-eye","Alapi noir","Ojodefuego de Bahia",NA,NA,NA,NA,NA,NA
"7287",4797,"Pyriglena leuconota","Thamnophilidae","Passeriformes","AVIBASE-DB77A262",-0.26488598,75.6,75.5,32.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-21.11,2.14,-9.69,-55.78,1982603.49,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.420903464,2.049394234,-0.468716878,1.4,3.658316563,-0.016843616,0,428.7,8145,0,"East Amazonian Fire-eye","Alapi a dos blanc","Ojodefuego Dorsiblanco",NA,NA,NA,NA,NA,NA
"7288",4798,"Pyriglena leucoptera","Thamnophilidae","Passeriformes","AVIBASE-95AE2108",-0.252059548,78,75.7,28.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-29.94,-13.38,-22.45,-48.41,1228571.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.535595307,1.570835471,-0.30728718,2,3.395836867,-0.071387159,0,1031.6,19600,0,"White-shouldered Fire-eye","Alapi demoiselle","Ojodefuego Aliblanco",NA,NA,NA,NA,NA,NA
"7289",5799,"Pyrocephalus rubinus","Tyrannidae","Passeriformes","AVIBASE-1456993D",-0.271833632,74.3,57.6,14.4,"Woodland",3,3,"Carnivore","Invertivore","Insessorial",-41.16,39.48,-0.22,-79.92,8461953.41,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.228742487,3.500563405,-0.074559365,2.865,2.285797798,-0.302054387,0,33079.8,628517,0,"Vermilion Flycatcher","Moucherolle vermillon","Mosquero Cardenal",NA,NA,483,2.18,2115,9.53
"7290",5373,"Pyroderus scutatus","Cotingidae","Passeriformes","AVIBASE-50B7979C",0.56562555,231,152.2,357,"Forest",1,2,"Omnivore","Frugivore","Insessorial",-30.68,11.04,-17.64,-52.87,2116677.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1.981765088,2.114831143,-0.576336676,1,6.493984385,0.572410991,0,578.8,10998,0,"Red-ruffed Fruitcrow","Coracine ignite","Yacutoro",NA,NA,NA,NA,1718,7.74
"7291",6929,"Pyrrhocorax graculus","Corvidae","Passeriformes","AVIBASE-45B512E2",0.760159782,267.4,163.5,211,"Rock",3,2,"Carnivore","Invertivore","Terrestrial",27.23,52.77,38.96,65.01,3556954.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1.45588744,2.633888116,0.257716763,4.1,8.054587435,0.896705864,0,1873.1,35589,0,"Yellow-billed Chough","Chocard a bec jaune","Chova Piquigualda",NA,NA,NA,NA,1114,5.02
"7292",6928,"Pyrrhocorax pyrrhocorax","Corvidae","Passeriformes","AVIBASE-18D2C42A",0.851548117,284.5,133.3,276.7,"Rock",3,2,"Carnivore","Invertivore","Terrestrial",5.45,57.54,40.2,85.68,12981520.53,1,0,0,0,0,0,0,0,0,0,0,0,0,1.726963193,3.928510207,0.230811813,4,8.016646585,0.888821717,0,5717.9,108640,0,"Red-billed Chough","Crave a bec rouge","Chova Piquirroja",NA,NA,NA,NA,1769,7.97
"7293",6190,"Pyrrholaemus brunneus","Acanthizidae","Passeriformes","AVIBASE-AFAD2F60",-0.369635182,56,48.5,12.5,"Woodland",2,1,"Omnivore","Invertivore","Insessorial",-36.08,-18.67,-27.58,129.08,3285337.24,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.37024205,2.554452666,0.029024691,3.25,2.743454002,-0.206952971,0,354.2,6729,0,"Redthroat","Sericorne rougegorge","Sedosito Gorjirrojo",860,3.86,NA,NA,NA,NA
"7294",6191,"Pyrrholaemus sagittatus","Acanthizidae","Passeriformes","AVIBASE-A68B1787",-0.343982317,60.8,48.9,13.3,"Woodland",2,1,"Carnivore","Invertivore","Terrestrial",-39.51,-21.71,-30.65,147.98,1269134.5,1,1,1,0,0,0,1,0,1,0,0,1,0,-1.308206659,1.603318531,0.029024691,3.25,2.860636075,-0.182602419,0,1519.2,28864,0,"Speckled Warbler","Sericorne fleche","Sedosito Moteado",1152,5.17,NA,NA,NA,NA
"7295",5582,"Pyrrhomyias cinnamomeus","Tyrannidae","Passeriformes","AVIBASE-370FEC50",-0.295348759,69.9,61.3,9.9,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-27.35,11.15,-5.78,-72.17,539963.44,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.603435937,0.748729513,-0.30728718,2,2.528879608,-0.251541744,0,2708.3,51457,0,"Cinnamon Flycatcher","Moucherolle cannelle","Birro Chico",NA,NA,NA,NA,NA,NA
"7296",10144,"Pyrrhoplectes epauletta","Fringillidae","Passeriformes","AVIBASE-88F67B5E",-0.2638171,75.8,56.8,19,"Forest",1,1,"Herbivore","Granivore","Generalist",24.43,30.1,27.27,97.89,179167.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9515317,-0.3544496,NA,NA,2.136333,-0.3331132,0,82.2,1561,0,"Gold-naped Finch","Roselin a nuque d'or","Pinzon Nuquigualdo",NA,NA,NA,NA,NA,NA
"7297",10133,"Pyrrhula aurantiaca","Fringillidae","Passeriformes","AVIBASE-77B73033",-0.252594,77.9,58.2,19.3,"Forest",1,1,"Herbivore","Granivore","Generalist",30.23,36.13,33.45,74.8,115572.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9358656,-0.7928718,NA,NA,2.665607,-0.2231297,0,20.1,221,0,"Orange Bullfinch","Bouvreuil orange","Camachuelo Anaranjado",1788,8.02,NA,NA,NA,NA
"7298",10135,"Pyrrhula erythaca","Fringillidae","Passeriformes","AVIBASE-98D5002C",-0.2322855,81.7,71.9,19,"Forest",1,1,"Herbivore","Omnivore","Insessorial",21.49,43.22,30.48,103.21,2188960,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9515317,2.14841,NA,NA,2.642999,-0.2278277,0,152.7,2748,0,"Gray-headed Bullfinch","Bouvreuil a tete grise","Camachuelo Cabecigris",NA,NA,NA,NA,NA,NA
"7299",10134,"Pyrrhula erythrocephala","Fringillidae","Passeriformes","AVIBASE-9A1D7F23",-0.2552662,77.4,66,22.3,"Forest",1,1,"Herbivore","Granivore","Insessorial",26.77,33.52,29.13,83.45,283133.6,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.791384,0.1031468,NA,NA,2.717746,-0.2122951,0,115.8,2084,0,"Red-headed Bullfinch","Bouvreuil a tete rouge","Camachuelo Cabecirrojo",NA,NA,NA,NA,NA,NA
"7300",10132,"Pyrrhula leucogenis","Fringillidae","Passeriformes","AVIBASE-14C7C939",-0.2574039,77,67,19,"Forest",1,1,"Herbivore","Omnivore","Insessorial",6.91,18.33,13.68,122.44,16930.87,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.9515317,-2.713633,NA,NA,2.595193,-0.2377618,0,11.7,210,0,"White-cheeked Bullfinch","Bouvreuil des Philippines","Camachuelo Filipino",NA,NA,NA,NA,NA,NA
"7301",10136,"Pyrrhula murina","Fringillidae","Passeriformes","AVIBASE-0788A895",-0.2215968,83.7,71,30,"Woodland",2,1,"Herbivore","Granivore","Insessorial",37.73,37.84,37.79,-25.24,144.43,3,1,1,0,0,0,1,0,0,0,0,0,0,-0.4947733,-7.477732,0.3653366,4.5,3.367504,-0.07727469,1,90.2,1624,0,"Azores Bullfinch","Bouvreuil des Açores","Camachuelo de Las Azores",740,3.32,NA,NA,NA,NA
"7302",10130,"Pyrrhula nipalensis","Fringillidae","Passeriformes","AVIBASE-88383AD3",-0.2098392,85.9,75,24.6,"Forest",1,1,"Herbivore","Omnivore","Insessorial",11.46,32.82,25.95,103.23,2202759,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6932243,2.154694,-0.3072872,2,2.947024,-0.164651,0,286.2,5152,0,"Brown Bullfinch","Bouvreuil brun","Camachuelo Pardo",1629,7.3,1530,6.86,NA,NA
"7303",10137,"Pyrrhula pyrrhula","Fringillidae","Passeriformes","AVIBASE-24764DC7",-0.1954095,88.6,68.3,24.3,"Forest",2,1,"Herbivore","Omnivore","Insessorial",33.14,70.4,56.29,75.68,17864017,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7054943,4.247772,0.3653366,4.5,3.345684,-0.08180897,0,77423.2,1471041,1,"Eurasian Bullfinch","Bouvreuil pivoine","Camachuelo Comun",3265,14.64,6250,28.03,4100,18.47
"7304",10822,"Pyrrhulagra nigra","Thraupidae","Passeriformes","AVIBASE-76018800",-0.3161917,66,59,14.9,"Forest",1,1,"Omnivore","Omnivore","Insessorial",19.83,23.19,21.62,-79,109693,2,1,0,1,0,0,1,0,0,0,0,0,0,-1.194609,-0.8450862,NA,NA,3.196634,-0.1127818,0,1.3,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7305",10821,"Pyrrhulagra violacea","Thraupidae","Passeriformes","AVIBASE-CAE909E3",-0.2712992,74.4,65.2,22.2,"Forest",2,1,"Herbivore","Omnivore","Insessorial",17.47,26.92,19.47,-72.59,97899.28,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7958784,-0.9588327,NA,NA,2.668338,-0.2225621,0,608.3,11557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7306",4237,"Pyrrhura albipectus","Psittacidae","Psittaciformes","AVIBASE-832FDAFE",0.074480057,139.1,113.3,103.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.24,-2.38,-3.98,-78.72,7882.39,3,1,0,1,1,0,1,0,0,0,0,0,0,0.746495277,-3.478140763,NA,NA,3.94883641,0.043526698,1,35.8,681,1,"White-necked Parakeet","Conure a col blanc","Cotorra Cuelliblanca",NA,NA,NA,NA,NA,NA
"7307",4225,"Pyrrhura amazonum","Psittacidae","Psittaciformes","AVIBASE-C7D833ED",-0.090660267,108.2,90.8,58.9,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.67,-1.56,-5.02,-51.67,354187.36,4,1,0,0,0,0,0,0,0,0,0,0,0,0.179870397,0.327054118,0.230811813,4,4.679024688,0.195260552,1,201.8,3835,0,"Santarem Parakeet","Conure de Hellmayr","Cotorra de Santarem",NA,NA,NA,NA,NA,NA
"7308",4239,"Pyrrhura calliptera","Psittacidae","Psittaciformes","AVIBASE-4F34A55C",0.04989606,134.5,112.2,75,"Forest",1,1,"Herbivore","Frugivore","Insessorial",4.22,7.42,4.69,-73.68,1022.08,3,1,0,1,0,1,1,0,0,0,0,0,0,0.42151742,-5.520932154,NA,NA,3.650048113,-0.018561808,1,112.2,2019,1,"Brown-breasted Parakeet","Conure a poitrine brune","Cotorra Pechiparda",NA,NA,NA,NA,NA,NA
"7309",4211,"Pyrrhura cruentata","Psittacidae","Psittaciformes","AVIBASE-9DA59151",0.118838137,147.4,130.6,75.9,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-22.95,-12.37,-18.24,-40.6,10274.69,3,1,0,1,0,0,1,0,0,0,0,0,0,0.433445991,-3.213088331,-0.065142633,2.9,3.774924824,0.007387697,1,50.4,957,1,"Ochre-marked Parakeet","Conure tiriba","Cotorra Tiriba",NA,NA,NA,NA,NA,NA
"7310",4212,"Pyrrhura devillei","Psittacidae","Psittaciformes","AVIBASE-BA656D05",-0.000875236,125,117.8,72,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-22.56,-17.92,-20.57,-57.03,143503.09,2,1,1,0,0,0,1,0,0,0,0,0,0,0.380695425,-0.576415352,NA,NA,3.544508609,-0.040493023,0,36.9,664,1,"Blaze-winged Parakeet","Conure de Deville","Cotorra de Deville",NA,NA,NA,NA,NA,NA
"7311",4232,"Pyrrhura egregia","Psittacidae","Psittaciformes","AVIBASE-4B5C48AC",0.025846499,130,116.6,66.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",4.55,6.41,5.54,-61.28,51342.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.298219203,-1.604258894,NA,NA,3.529698758,-0.043570525,0,18.6,298,1,"Fiery-shouldered Parakeet","Conure aile-de-feu","Cotorra Egregia",NA,NA,NA,NA,NA,NA
"7312",4213,"Pyrrhura frontalis","Psittacidae","Psittaciformes","AVIBASE-B24FFE53",0.039207366,132.5,127.5,72,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-33.56,-9.48,-22.57,-48.65,1704534.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0.380695425,1.898275394,0.634386058,5.5,2.934828725,-0.167185112,0,2008.5,38161,1,"Maroon-bellied Parakeet","Conure de Vieillot","Cotorra Chiripepe",NA,NA,NA,NA,NA,NA
"7313",4218,"Pyrrhura griseipectus","Psittacidae","Psittaciformes","AVIBASE-807B89E7",-0.077833834,110.6,110.6,75.9,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-5.07,-4.07,-4.28,-38.91,686.2,4,1,1,0,0,0,1,0,0,0,0,0,0,0.433445991,-5.919358069,0.957245453,6.7,3.498973334,-0.049955298,1,28.2,507,1,"Gray-breasted Parakeet","Conure a poitrine grise","Cotorra Pechigris",NA,NA,NA,NA,NA,NA
"7314",4240,"Pyrrhura hoematotis","Psittacidae","Psittaciformes","AVIBASE-3CACB009",0.000193633,125.2,111.5,68.7,"Forest",1,1,"Herbivore","Omnivore","Insessorial",9.65,10.56,10.26,-67.7,6303.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333778505,-3.701601845,NA,NA,3.300580583,-0.09118151,0,50.1,902,1,"Red-eared Parakeet","Conure a oreillons","Cotorra Colirroja",NA,NA,NA,NA,NA,NA
"7315",4242,"Pyrrhura hoffmanni","Psittacidae","Psittaciformes","AVIBASE-854F3163",0.017829978,128.5,104.8,82.2,"Forest",1,1,"Herbivore","Omnivore","Insessorial",8.48,9.86,9.24,-83.02,8001.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0.513184608,-3.463191638,0.768910806,6,2.656035471,-0.225118629,0,771.1,14651,1,"Sulphur-winged Parakeet","Conure de Hoffmann","Cotorra Catana",NA,NA,NA,NA,NA,NA
"7316",4214,"Pyrrhura lepida","Psittacidae","Psittaciformes","AVIBASE-EF8A94AA",-0.007288453,123.8,112.2,75,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.97,-0.11,-3.9,-48.94,548390.11,3,1,0,0,0,0,1,0,0,0,0,0,0,0.42151742,0.764214993,0.284621712,4.2,3.651505319,-0.018259,1,23.4,445,1,"Pearly Parakeet","Conure perlee","Cotorra Pulcra",NA,NA,NA,NA,NA,NA
