,Spanish.name
1145,Vencejo Tijereta Grande
1146,Vencejo Tijereta Chico
1147,Vencejo Palmero Africano
1148,Vencejo Palmero Malgache
1149,Vencejo Palmero Asiatico
1152,Vencejo de Los Khasi
1153,Vencejo del Pacifico
1154,Vencejo Cafre
1155,Vencejo del Camerun
1156,Vencejo Horus
1157,Vencejo Oriental
1158,Vencejo Moro
1159,Vencejo de Nyanza
1160,Vencejo de Namibia
1161,Vencejo de El Cabo
1163,Vencejo de Balston
1164,Vencejo de Socotra
1165,Vencejo Unicolor
1166,Vencejo de Cabo Verde
1167,Vencejo Palido
1168,Vencejo Comun
1169,Colibri Topacio
1170,Colibri igneo
1171,Colibri Nuquiblanco
1172,Colibri Negro
1173,Picohoz Coliverde
1174,Picohoz Colicanela
1175,Ermitano Picosierra
1176,Ermitano de Espirito Santo
1177,Ermitano Bronceado
1178,Ermitano Hirsuto
1179,Ermitano Barbudo Colibandeado
1180,Ermitano Barbudo Coliblanco
1181,Ermitano Barbudo Guayanes
1182,Ermitano Coliancho
1183,Ermitano Escualido
1184,Ermitano del Rupununi
1185,Ermitano Chico
1186,Ermitano de Tapajoz
1187,Ermitano Pigmeo
1188,Ermitano de Natterer
1189,Ermitano Barbinegro
1190,Ermitano Gorjiestriado
1191,Ermitano Barbigris
1193,Ermitano Rojizo
1194,Ermitano Boliviano
1195,Ermitano Ocraceo
1196,Ermitano Limpiacasa
1197,Ermitano del Planalto
1198,Ermitano Escamoso
1199,Ermitano Ventripalido
1200,Ermitano Barbiblanco
1201,Ermitano de Yaruqui
1202,Ermitano Verde
1203,Ermitano Ventrihabano
1204,Ermitano de Koepcke
1205,Ermitano Picoaguja
1206,Ermitano Piquirrecto
1208,Ermitano Mexicano
1209,Ermitano Piquilargo
1211,Ermitano Colilargo
1212,Ermitano Picogrande
1213,Colibri Picolanza Mayor
1214,Colibri Picolanza Menor
1215,Colibri Picocuna Occidental
1216,Colibri Picocuna Oriental
1217,Colibri Colaceleste
1218,Colibri Lumaquela
1219,Colibri Pardo
1220,Colibri Oreja Violeta Mexicano
1221,Colibri Rutilante
1222,Colibri Orejimorado
1223,Colibri Piquidentado
1224,Colibri Cornudito
1225,Colibri Hada Occidental
1226,Colibri Hada Oriental
1227,Colibri Guainumbi
1228,Colibri de Tepuy
1229,Colibri de Teresa
1230,Colibri Rubi
1231,Mango Picolezna
1232,Mango Gorjiverde
1233,Mango Pechiverde
1234,Mango Gorjinegro
1235,Mango de Veragua
1236,Mango Dominicano
1238,Mango Puertorriqueno Verde
1239,Mango Jamaicano
1240,Colibri Caribeno Gorjiverde
1241,Colibri Caribeno Gorjimorado
1242,Colibri de Marte
1245,Colibri Gorjiamatista
1246,Colibri Pectoral
1247,Colibri Turmalina
1248,Colibri Lucero
1249,Colibri Violeta
1250,Colibri Real
1251,Colibri Austral
1252,Colibri de Juan Fernandez
1253,Rabudito Verde
1254,Rabudito Crestado
1255,Rabudito Ventrinegro
1256,Rabudito Cobrizo
1257,Rabudito de Raquetas
1258,Coqueta Adornada
1259,Coqueta Moteada
1260,Coqueta Magnifica
1261,Coqueta de Guerrero
1262,Coqueta Crestirrufa
1263,Coqueta Coronada
1264,Coqueta Verde Surena
1265,Coqueta Verde Nortena
1266,Coqueta Pavonina
1267,Coqueta Crestinegra
1268,Coqueta Adorable
1269,Colibri Colipinto Ecuatoriano
1270,Colibri Colipinto Peruano
1271,Colibri Jaspeado
1272,Silfo de King
1273,Silfo Celeste
1274,Silfo de Berlepsch
1275,Colibri Cometa
1276,Colibri Ventrigris
1277,Colibri Colibronce
1278,Colibri del Chimborazo
1279,Colibri Puneno
1280,Colibri de Cabeza Verde
1281,Colibri Cordillerano
1282,Colibri Pechinegro
1283,Colibri de Cochabamba
1284,Colibri Picolezna
1285,Colibri Colilargo Mayor
1286,Colibri Colilargo Menor
1287,Colibri Piquicorto Dorsinegro
1288,Colibri Piquicorto Comun
1289,Colibri Capirrufo
1290,Colibri Olivaceo
1291,Colibri de Stanley
1292,Colibri Picoespina
1293,Colibri de Herran
1294,Colibri Chivito de Santa Marta
1295,Colibri Chivito de Merida
1296,Colibri Chivito de Bogota
1297,Colibri Chivito del Nevado del Ruiz
1299,Colibri Noble Oriental
1300,Metalura Iracunda
1301,Metalura Tiria
1302,Metalura Verde
1303,Metalura de Azuay
1304,Metalura del Chinguela
1305,Metalura de Teresa
1306,Metalura Barbafuego
1307,Metalura Escamosa
1308,Metalura Negra
1309,Calzadito Verdoso Norteno
1310,Calzadito Verdoso Sureno
1311,Calzadito Canoso
1312,Calzadito Pechinegro
1313,Calzadito del Pinche
1314,Calzadito Reluciente
1315,Calzadito Patinegro
1316,Calzadito Turquesa
1317,Calzadito Cobrizo
1318,Calzadito Colilargo Norteno
1320,Calzadito de Mosquera
1321,Calzadito Frentiazul
1322,Calzadito Admirable
1323,Calzadito Pechiblanco
1324,Colibri Admirable
1325,Colibri Cobrizo
1326,Colibri Condecorado
1327,Colibri de Alicia
1328,Colibri Negrito
1329,Inca Bronceado
1330,Inca Negro
1331,Inca Pardo
1333,Inca Acollarado
1339,Inca Boliviano
1340,Inca Arcoiris
1341,Inca Coliblanco
1342,Inca de Antioquia
1343,Inca Alihabano
1345,Inca de Bogota
1347,Inca Ventrivioleta
1348,Colibri Aterciopelado
1349,Colibri Picoespada
1350,Colibri Aliazul
1351,Colibri Colihabano
1352,Colibri Pechirrojo
1353,Colibri Sietecolores
1354,Colibri de Raquetas
1355,Colibri de Bouguer Occidental
1356,Colibri de Bouguer Oriental
1357,Colibri Puntiblanco Occidental
1358,Colibri Puntiblanco Oriental
1359,Brillante de Tepuy
1360,Brillante Gorjirrosado
1361,Brillante Alicanela
1362,Brillante Ventrinegro
1364,Brillante Pechicastano
1365,Brillante Pechigamuza
1366,Brillante Coroniverde
1367,Brillante Emperador
1368,Brillante Frentivioleta
1369,Colibri Colirrojo
1370,Colibri Gigante
1374,Esmeralda Afin
1375,Esmeralda Piquirroja
1376,Esmeralda Coliazul
1377,Esmeralda del Chiribiquete
1381,Esmeralda Ventridorada
1382,Esmeralda Bronceada
1383,Esmeralda Colifina
1384,Esmeralda Colicorta
1387,Colibri Piquiancho Comun
1388,Colibri Piquiancho de Guerrero
1391,Colibri Cabeciazul
1392,Colibri de Abeille
1393,Colibri Crestado
1394,Colibri Copeton Norteno
1395,Colibri Copeton Sureno
1397,Colibri Florido de Santa Marta
1398,Colibri Florido de Tolima
1401,Colibri Pechigris
1403,Colibri Rojizo Venezolano
1404,Colibri Morado
1405,Colibri Coliblanco
1406,Colibri Lazulita
1407,Colibri de Santa Marta
1408,Colibri del Napo
1409,Colibri del Duida
1410,Colibri Golondrina
1411,Colibri Colirrayado
1412,Colibri Oaxaqueno
1413,Colibri de Guerrero
1414,Colibri Ventrinegro
1417,Colibri Coroniblanco
1418,Colibri de Buffon
1419,Colibri Patirrojo
1421,Zafiro Coronado
1422,Zafiro Golondrina
1423,Zafiro Colilargo
1424,Zafiro Capirotado
1425,Colibri Moteado
1426,Colibri Gargantilla
1427,Colibri Ante
1433,Amazilia Tzacatl
1435,Amazilia Yucateca
1436,Amazilia Canela
1443,Amazilia Hondurena
1444,Amazilia de Manglar
1475,Colibri Portacintas
1478,Colibri de Goldman
1479,Colibri de Xantus
1480,Colibri Orejiblanco
1481,Colibri Pechiazul
1482,Colibri Tijereta
1483,Colibri Magnifico
1484,Colibri Insigne
1485,Colibri Pochotero
1486,Colibri Piquilargo
1487,Colibri Escamoso
1488,Colibri de Barbijo
1489,Colibri Gorjiescamoso
1490,Colibri de Sibila
1491,Colibri Amatistino
1492,Colibri Gorjiazul
1493,Colibri Gorjivioleta
1494,Colibri Gorjipurpura
1496,Colibri Ventricastano
1497,Colibri Alicastano
1498,Colibri de Myrtis
1499,Colibri de Arica
1500,Colibri del Atacama
1501,Colibri Cora
1502,Colibri de Mulsant
1503,Colibri Abejorro
1504,Colibri de Heliodoro
1505,Colibri Astral
1506,Colibri de Esmeraldas
1507,Colibri de Jourdan
1508,Colibri Colicorto
1509,Colibri de Burmeister
1510,Colibri Amatista
1513,Colibri Colirraro
1514,Colibri de Elisa
1515,Colibri de Dupont
1516,Colibri Luminoso
1517,Colibri Bonito
1518,Colibri de Inagua
1519,Colibri de Las Bahamas
1520,Colibri Zumbadorcito
1521,Colibri Zunzuncito
1522,Colibri de Anna
1523,Colibri de Costa
1524,Colibri Gorjinegro
1525,Colibri Gorjirrubi
1526,Colibri Coliancho
1527,Colibri Caliope
1528,Colibri Rufo
1529,Colibri de Allen
1530,Colibri Volcanero
1531,Colibri Centelleante
1532,Colibri Ardiente
1535,Hoazin
1536,Garrapatero Mayor
1537,Garrapatero Ani
1538,Garrapatero Asurcado
1539,Pirincho
1540,Cuclillo Crespin
1541,Cuclillo Faisan
1542,Cuclillo Pavonino
1543,Cuclillo Bobo
1544,Correcaminos Chico
1545,Correcaminos Grande
1546,Cuco Hormiguero Ventrirrufo
1547,Cuco Hormiguero Escamoso
1548,Cuco Hormiguero Alirrufo
1549,Cuco Hormiguero Piquirrojo
1550,Cua Gigante
1551,Cua de Coquerel
1552,Cua Pechirrojo
1553,Cua Frentirrojo
1554,Cua Corredor
1555,Cua Capirrojo
1557,Cua Crestado
1559,Cua de Verreaux
1560,Cua Azul
1561,Cuco Terrestre de Borneo
1562,Cuco Terrestre de Sumatra
1563,Cuco Terrestre de Indochina
1564,Cucal Milo
1565,Cucal Blanquinegro
1566,Cucal Menebiki
1567,Cucal de Biak
1568,Cucal Rufo
1569,Cucal de Ceilan
1570,Cucal Carinegro
1571,Cucal de Mindoro
1572,Cucal de Strickland
1573,Cucal de Celebes
1574,Cucal de Gabon
1575,Cucal Ventriblanco
1576,Cucal Senegales
1577,Cucal Monje
1578,Cucal Colicobrizo
1579,Cucal Cejiblanco
1580,Cucal de La Sonda
1581,Cucal Chino
1582,Cucal de Andaman
1583,Cucal Goliat
1584,Cucal Malgache
1585,Cucal Negro
1586,Cucal Filipino
1587,Cucal Bengali
1588,Cucal Violaceo
1589,Cucal de Bernstein
1590,Cucal Faisan
1592,Malcoha de Raffles
1593,Malcoha Africano Occidental
1594,Malcoha Africano Oriental
1595,Malcoha Sirkir
1596,Malcoha Piquirrojo
1597,Malcoha Carirrojo
1598,Malcoha Cariazul
1599,Malcoha Ventrinegro
1600,Malcoha Ventrirrufo
1601,Malcoha Sombrio
1602,Malcoha Pechicastano
1604,Malcoha Crestirrojo
1606,Malcoha de Celebes
1607,Crialo Blanquinegro
1608,Crialo Listado
1609,Crialo Oriental
1610,Crialo Europeo
1611,Cuco Ardilla Menor
1612,Cuclillo Enano
1613,Cuclillo Ceniciento
1615,Cuco Ardilla Comun
1616,Cuco Ardilla Ventrinegro
1617,Cuclillo Piquigualdo
1618,Cuclillo Ventriblanco
1619,Cuclillo de Manglar
1620,Cuclillo de Isla del Coco
1621,Cuclillo Canela
1622,Cuclillo Piquinegro
1623,Cuclillo Cabecigris
1624,Cuco Picogordo de Jamaica
1625,Cuco Picogordo de La Espanola
1626,Cuco Lagartero Cubano
1628,Cuco Lagartero Jamaicano
1629,Cuco Lagartero de La Espanola
1630,Cuco Lagartero Puertorriqueno
1631,Crialo Piquigrueso
1632,Koel Enano
1633,Koel Occidental
1634,Koel Oriental
1635,Koel Colilargo
1636,Cuco Tucan
1645,Cuclillo Esmeralda Asiatico
1646,Cuclillo Violeta
1647,Cuclillo Gorjigualdo
1648,Cuclillo de Klaas
1649,Cuclillo Esmeralda Africano
1650,Cuclillo Didric
1651,Cuco Ventricastano
1652,Cuco Flabeliforme
1653,Cuco Bayo
1654,Cuco Planidero
1655,Cuco Pechigris
1656,Cuco Varioloso
1657,Cuco Moluqueno
1660,Cuco Colilargo Oscuro
1662,Cuco Colilargo Olivaceo
1663,Cuco Colilargo Montano
1664,Cuclillo Drongo Coliahorquillado
1665,Cuclillo Drongo Colitruncado
1666,Cuclillo Drongo Filipino
1667,Cuclillo Drongo Moluqueno
1668,Cuco Oscuro
1669,Cuco Grande
1670,Cuco Chikra
1671,Cuco Bigotudo
1672,Cuco Silbador
1673,Cuco Huidizo
1674,Cuco Ventrirrojo
1675,Cuco Filipino
1676,Cuco de Celebes
1677,Cuco Solitario
1678,Cuco Negro
1679,Cuco Alicorto
1680,Cuco Comun
1681,Cuco Barbiblanco
1682,Cuco del Himalaya
1683,Cuco de La Sonda
1684,Cuco Chico
1685,Cuco Malgache
1686,Avesol Africano
1687,Avesol Asiatico
1688,Avesol Americano
1689,Polluela Pulcra
1690,Polluela Elegante
1691,Polluela Rufa
1692,Polluela Cabecirroja
1693,Polluela de Boehm
1694,Polluela Estriada
1695,Polluela Malgache
1696,Polluela Especulada
1697,Polluela de Waters
1698,Rascon Nkulenga
1699,Rascon Carigris
1700,Rascon Kioloide
1701,Rascon del Tsingy
1706,Polluela Tricolor
1707,Polluela de Andaman
1708,Polluela Patirroja
1709,Polluela de Jungla
1710,Polluela Exquisita
1711,Polluela Amarillenta
1712,Polluela de Darwin
1713,Polluela Ocelada
1716,Polluela Burrito
1717,Polluela Venezolana
1718,Polluela Rojiza
1719,Polluela Carrasqueadora
1720,Polluela Pechigris
1721,Polluela Negruzca
1723,Polluela de Galapagos
1724,Polluela Rojiblanca
1725,Polluela Guarani
1729,Rascon de Manglar
1730,Rascon Mexicano
1731,Rascon de Ridgway
1732,Rascon Elegante
1733,Rascon Crepitante
1734,Rascon de Wetmore
1735,Rascon de Virginia
1736,Rascon de Bogota
1737,Rascon Piden
1738,Rascon Europeo
1739,Rascon Asiatico
1740,Rascon Cafre
1741,Rascon Malgache
1742,Rascon de Platen
1743,Rascon Rufigris
1744,Rascon de Luzon
1745,Rascon Pectoral
1746,Rascon de Las Auckland
1748,Rascon de Calayan
1749,Rascon Weka
1761,Rascon de Cuvier
1762,Guion Africano
1763,Guion de Codornices
1764,Rascon Etiope
1765,Cotara Ipacaa
1766,Cotara Morena
1767,Cotara de Manglar
1768,Cotara Ventriblanca
1769,Cotara Chiricote
1770,Cotara Cuellirrufa
1771,Cotara Alirrufa
1772,Cotara Saracura
1773,Cotara Cafe
1774,Polluela de Zapata
1777,Rascon Overo
1778,Rascon Negruzco
1779,Rascon Gallineta
1780,Cotara Cariazul
1781,Cotara de Las Talaud
1782,Cotara Moluquena
1785,Polluela Sora
1786,Polluela Pintoja
1787,Polluela Australiana
1788,Polluela Pechirrufa
1789,Polluela Mandarina
1790,Gallineta Akul
1791,Polluela Negra Africana
1792,Polluela Bastarda
1793,Polluela Chica
1794,Polluela Negra Malgache
1795,Polluela Bicolor
1796,Polluela de La Henderson
1797,Polluela de Tongatapu
1798,Gallineta Isabelina
1799,Gallineta Filipina
1800,Gallineta de Las Talaud
1801,Gallineta Moluquena
1802,Gallineta Pechiblanca
1804,Polluela Culirroja
1805,Rascon Inepto
1806,Gallineta Crestada
1807,Calamon Comun
1808,Calamon Takahe
1809,Calamoncillo Africano
1811,Calamoncillo Celeste
1814,Gallineta de Gough
1815,Gallineta Comun
1816,Gallineta Americana
1817,Gallineta Enlutada
1818,Gallineta Chica
1819,Gallineta Pintada
1820,Gallineta Patirroja
1821,Gallineta de Tasmania
1822,Focha Moruna
1823,Focha Comun
1824,Focha Hawaiana
1825,Focha Americana
1826,Focha Aliblanca
1827,Focha Andina
1828,Focha de Ligas
1829,Focha Frentirroja
1830,Focha Gigante
1831,Focha Cornuda
1832,Trompetero Aligris
1834,Trompetero Aliblanco
1835,Trompetero Aliverde Occidental
1838,Carrao
1839,Grulla Coronada Cuelligris
1840,Grulla Coronada Cuellinegra
1841,Grulla Siberiana
1842,Grulla Carunculada
1843,Grulla del Paraiso
1844,Grulla Damisela
1845,Grulla Manchu
1846,Grulla Trompetera
1847,Grulla Comun
1848,Grulla Monje
1849,Grulla Cuellinegra
1850,Sison Comun
1851,Avutarda Euroasiatica
1852,Avutarda Hubara Africana
1853,Avutarda Hubara Asiatica
1854,Sison Ventrinegro de Hartlaub
1855,Sison Ventrinegro Comun
1856,Avutarda de Namibia
1857,Avutarda Cafre
1858,Avutarda Somali
1859,Avutarda Nubica
1860,Avutarda arabe
1861,Avutarda Kori
1862,Avutarda India
1863,Avutarda Australiana
1864,Sison Bengali
1865,Sison de Penacho
1874,Sison Senegales
1875,Sison Azulado
1876,Turaco Gigante
1878,Turaco Gris Oriental
1879,Turaco Gris Occidental
1880,Turaco Enmascarado
1882,Turaco Unicolor
1885,Turaco de Schalow
1886,Turaco de Hartlaub
1887,Turaco Piquinegro
1888,Turaco de Livingstone
1889,Turaco de Fischer
1890,Turaco de Knysna
1891,Turaco de Guinea
1892,Turaco Cariblanco
1893,Turaco de Ruspoli
1894,Turaco de Bannerman
1895,Turaco Crestirrojo
1896,Turaco Crestiblanco
1897,Turaco Piquigualdo
1898,Turaco de Ross
1899,Turaco Violaceo
1900,Colimbo Chico
1901,Colimbo artico
1902,Colimbo del Pacifico
1903,Colimbo Grande
1904,Colimbo de Adams
1905,Pinguino Rey
1906,Pinguino Emperador
1907,Pinguino Juanito
1908,Pinguino de Adelia
1909,Pinguino Barbijo
1910,Pinguino de Schlegel
1911,Pinguino Macaroni
1912,Pinguino Saltarrocas Septentrional
1913,Pinguino Saltarrocas Meridional
1914,Pinguino de Sclater
1915,Pinguino de Fiordland
1916,Pinguino de Las Snares
1917,Pinguino Ojigualdo
1918,Pinguino Enano
1919,Pinguino de El Cabo
1920,Pinguino Magallanico
1921,Pinguino de Humboldt
1922,Pinguino de Galapagos
1923,Paino de Wilson
1924,Paino de Elliot
1925,Paino Pincoya
1926,Paino Dorsigris
1927,Paino Pechialbo
1928,Paino Ventriblanco
1929,Paino Ventrinegro
1930,Paino Maori
1931,Paino Gorjiblanco
1932,Paino Europeo
1933,Paino de Cabo Verde
1934,Paino de Madeira
1935,Paino de Monteiro
1936,Paino de Matsudaira
1937,Paino Negro
1938,Paino Ceniciento
1939,Paino Menudo
1940,Paino de Galapagos
1941,Paino de Isla Socorro
1942,Paino de Ainley
1943,Paino Boreal
1944,Paino de Swinhoe
1946,Paino de Tristram
1947,Paino Ahumado
1948,Paino Rabihorcado
1949,Paino Acollarado
1951,Albatros Real
1952,Albatros Viajero
1956,Albatros Ahumado
1957,Albatros Tiznado
1958,Albatros de Galapagos
1959,Albatros Patinegro
1960,Albatros de Laysan
1961,Albatros Colicorto
1962,Albatros Picofino
1964,Albatros Cabecigris
1965,Albatros Ojeroso
1967,Albatros de Buller
1968,Albatros Cauto
1970,Albatros de Las Chatham
1971,Albatros de Salvin
1972,Abanto Marino Subantartico
1973,Abanto Marino Antartico
1974,Fulmar Boreal
1975,Fulmar Austral
1976,Petrel Antartico
1977,Petrel Damero
1978,Petrel Niveo
1979,Petrel Azulado
1980,Prion Piquiancho
1981,Prion de Salvin
1983,Prion Antartico
1984,Prion Picofino
1985,Prion Piquicorto
1986,Prion Picogrueso
1987,Petrel de Las Kerguelen
1988,Petrel Aliblanco
1989,Petrel Acollarado
1990,Petrel Chileno
1991,Petrel de Mas Afuera
1992,Petrel de Cook
1993,Petrel de Pycroft
1994,Petrel de Las Bonin
1995,Petrel Alinegro
1996,Petrel de Las Chatham
1997,Petrel de Murphy
1998,Petrel de Solander
1999,Petrel de Las Kermadec
2000,Petrel de Trindad
2001,Petrel del Herald
2002,Petrel de La Henderson
2003,Petrel de Las Fenix
2004,Petrel de Barau
2005,Petrel Moteado
2006,Petrel Hawaiano
2007,Petrel de Galapagos
2008,Petrel Cuelliblanco
2009,Petrel de Las Juan Fernandez
2010,Petrel Suave
2011,Petrel Cahow
2012,Petrel Antillano
2014,Petrel Gongon
2016,Petrel Freira
2017,Petrel Taiko
2018,Petrel de Schlegel
2019,Petrel Cabeciblanco
2020,Petrel Aligrande
2021,Petrel Carigris
2022,Pardela Gris
2023,Pardela Gorjiblanca
2024,Pardela de Anteojos
2025,Pardela de Westland
2026,Pardela de Parkinson
2027,Pardela del Pacifico
2028,Pardela Dorsigris
2029,Pardela de Tasmania
2030,Pardela Sombria
2031,Pardela Capirotada
2032,Pardela Paticlara
2033,Pardela Patirrosa
2034,Pardela Canosa
2035,Pardela Cenicienta
2037,Pardela Cenicienta de Cabo Verde
2038,Pardela de Navidad
2039,Pardela de Galapagos
2040,Pardela Gavia
2041,Pardela de Hutton
2042,Pardela Culinegra
2043,Pardela de Bryan
2044,Pardela de Rapa
2045,Pardela de Newell
2046,Pardela de Townsend
2047,Pardela Tropical
2048,Pardela Persa
2049,Pardela de Bannerman
2050,Pardela Pichoneta
2051,Pardela Mediterranea
2052,Pardela Balear
2053,Pardela Subantartica
2054,Pardela Maori
2055,Pardela de Audubon
2056,Pardela de Heinroth
2057,Petrel de Las Fiyi
2058,Petrel de Reunion
2059,Petrel de Beck
2060,Petrel de Tahiti
2061,Petrel de Bulwer
2062,Petrel de Jouanin
2064,Potoyunco Peruano
2065,Potoyunco Magallanico
2066,Potoyunco de Georgia del Sur
2067,Potoyunco Comun
2068,Marabu Africano
2069,Marabu Argala
2070,Marabu Menor
2071,Tantalo Americano
2072,Tantalo Africano
2073,Tantalo Indio
2074,Tantalo Malayo
2075,Picotenaza Asiatico
2076,Picotenaza Africano
2077,Ciguena Negra
2078,Ciguena de Abdim
2080,Ciguena Lanuda Asiatica
2081,Ciguena de Storm
2082,Ciguena Maguari
2083,Ciguena Blanca
2084,Ciguena Oriental
2085,Jabiru Americano
2086,Jabiru Asiatico
2087,Jabiru Africano
2088,Espatula Piquigualda
2089,Espatula Rosada
2090,Espatula Africana
2091,Espatula Comun
2092,Espatula Menor
2093,Espatula Real
2094,Ibis Sagrado
2095,Ibis Malgache
2096,Ibis Oriental
2098,Ibis Tornasolado
2099,Ibis Verrugoso
2100,Ibis de Davison
2102,Ibis Eremita
2103,Ibis Calvo
2104,Ibis Nipon
2105,Ibis Olivaceo
2106,Ibis de Santo Tome
2107,Ibis Moteado
2108,Ibis Hadada
2109,Ibis Carunculado
2110,Bandurria Mora
2111,Bandurria Comun
2112,Bandurria Andina
2113,Bandurria Austral
2114,Ibis Rabudo
2115,Ibis Verde
2116,Ibis Afeitado
2117,Ibis Blanco
2118,Ibis Escarlata
2119,Morito Comun
2120,Morito Cariblanco
2121,Morito de La Puna
2122,Ibis Crestado
2123,Avetigre Papu
2124,Avetigre Africana
2125,Avetigre Colorada
2126,Avetigre Oscura
2127,Avetigre Mexicana
2128,Garza Agami
2129,Martinete Cucharon
2130,Avetigre Enana
2131,Avetoro Comun
2132,Avetoro Australiano
2133,Avetoro Lentiginoso
2134,Avetoro Mirasol
2135,Avetorillo Listado
2136,Avetorillo Americano
2137,Avetorillo Comun
2138,Avetorillo Australiano
2139,Avetorillo Chino
2140,Avetorillo Manchu
2141,Avetorillo Canelo
2142,Avetorillo Plomizo
2143,Avetorillo Negro
2145,Martinete Japones
2146,Martinete Malayo
2148,Martinete Comun
2149,Martinete Canelo
2150,Martinete Coronado
2151,Garcilla Azulada
2152,Garcilla Cangrejera
2153,Garcilla India
2154,Garcilla China
2155,Garcilla Indonesia
2156,Garcilla Malgache
2157,Garcilla Ventrirroja
2158,Garcilla Bueyera
2159,Garza Real
2160,Garza Azulada
2162,Garza Cuca
2163,Garza Cuelliblanca
2164,Garza Cabecinegra
2165,Garza Malgache
2166,Garza Ventriblanca
2167,Garza de Sumatra
2168,Garza Goliat
2169,Garza Imperial
2170,Garceta Grande
2172,Garceta Intermedia
2174,Garza Chiflona
2175,Garza Capirotada
2176,Garceta Pia
2177,Garceta Cariblanca
2178,Garceta Rojiza
2179,Garceta Azabache
2180,Garceta Gorjirroja
2181,Garceta Tricolor
2182,Garceta Azul
2183,Garceta Nivea
2184,Garceta Comun
2185,Garceta Dimorfa
2186,Garceta de Arrecife
2187,Garceta China
2188,Avemartillo
2189,Picozapato
2190,Pelicano Cenudo
2191,Pelicano Oriental
2192,Pelicano Rosado
2193,Pelicano Australiano
2194,Pelicano Comun
2195,Pelicano Pardo
2196,Pelicano Alcatraz
2197,Pelicano Norteamericano
2198,Rabihorcado Chico
2199,Rabihorcado Grande
2200,Rabihorcado de Isla de Navidad
2201,Rabihorcado Magnifico
2202,Rabihorcado de Ascension
2203,Piquero de Abbott
2204,Alcatraz Atlantico
2205,Alcatraz de El Cabo
2206,Alcatraz Australiano
2207,Piquero Patirrojo
2208,Piquero Pardo
