"","species","English.name","X","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","winglength_ok"
"3091","Lonchura fuscata","Timor Sparrow",1413,9858,"Estrildidae","Passeriformes","AVIBASE-BBD0A638",4,1,2,1,4,14.1,10.2,6.7,8.2,17.7,61.8,13.9,47.8,22.6,49.1,20.7,"Dunning",NA,"NO",NA,NA,"Shrubland",3,1,"Herbivore","Granivore","Terrestrial",-10.94,-8.33,-9.28,125.07,24603.86,22728596,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.70571009,-1.471665371,-0.398551751
"3092","Lonchura oryzivora","Java Sparrow",1415,9859,"Estrildidae","Passeriformes","AVIBASE-549BEA0C",5,2,3,0,4,15.8,11.9,8.7,10.1,18.3,68.7,15.5,53.4,22.5,50.3,24.8,"Dunning",NA,"NO",NA,NA,"Human Modified",3,1,"Herbivore","Granivore","Generalist",-8.85,-6.4,-7.57,111.44,99641.61,22719912,4,1,0,1,1,0,0,1,0,0,1,0,0,0,0.69296642,-1.290955418,-0.370233707
"3093","Heteromunia pectoralis","Pictorella Mannikin",1410,9860,"Estrildidae","Passeriformes","AVIBASE-E6B72B68",8,4,4,0,4,13.5,9.5,6.6,7.1,14.5,58.8,12.8,46.6,21.5,40.2,15.2,"Dunning",NA,"NO",NA,NA,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",-23.35,-12.04,-18.09,133.17,1302318.41,22719908,1,0,1,1,0,0,0,0,0,1,0,0,0,0,3.26328792,-1.780503643,-0.410863945
"3094","Stagonopleura bella","Beautiful Firetail",1422,9861,"Estrildidae","Passeriformes","AVIBASE-82ABFD7F",8,4,4,0,4,12.3,8.7,6.2,7,17.2,57.2,11,46.9,19,48.5,14,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Generalist",-43.64,-32.59,-37.81,145.82,276741.26,22719654,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.71446956,-1.862741741,-0.417430448
"3095","Stagonopleura oculata","Red-eared Firetail",1424,9862,"Estrildidae","Passeriformes","AVIBASE-AA0BCF4A",10,5,5,0,4,10.8,9.4,5.8,7.3,16.7,55.4,9.8,45.5,17.7,46.9,12.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Insessorial",-35.19,-31.23,-33.76,118.2,82318.02,22719657,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.50197661,-1.94457176,-0.424817764
"3096","Stagonopleura guttata","Diamond Firetail",1423,9863,"Estrildidae","Passeriformes","AVIBASE-00AF5DA1",11,5,6,0,4,10.6,8.1,6.1,6.4,16.2,66,17.9,48.8,26.9,39.5,17.6,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Herbivore","Granivore","Terrestrial",-39.14,-23.36,-32,146.31,1457198.69,22719660,1,0,1,1,0,0,0,1,0,1,0,0,0,0,3.37565774,-1.633900169,-0.381314681
"3097","Neochmia ruficauda","Star Finch",1418,9869,"Estrildidae","Passeriformes","AVIBASE-FC54497E",9,4,5,0,4,11.6,8.2,5.5,6.4,13.9,50.9,10.7,39.5,21.3,43.6,11.1,"Dunning",NA,"NO",NA,NA,"Wetland",3,1,"Herbivore","Granivore","Terrestrial",-26.85,-10.69,-17.7,127.54,1106611.4,22719673,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3.1004444,-2.094853963,-0.443286053
"3098","Poephila cincta","Black-throated Finch",1421,9873,"Estrildidae","Passeriformes","AVIBASE-72840F17",10,5,5,0,4,11.3,7.7,5.9,6.6,15.1,59,13.9,43.9,24.1,37.3,14.9,"Dunning",NA,"NO",NA,NA,"Shrubland",2,2,"Herbivore","Granivore","Terrestrial",-23.16,-12.34,-18.25,144.15,495909.79,22719692,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2.2977806,-1.800437858,-0.410043132
"3099","Erythrura viridifacies","Green-faced Parrotfinch",1406,9879,"Estrildidae","Passeriformes","AVIBASE-99FE1678",4,0,3,1,4,12.7,8.2,5.4,6.5,13.8,56.4,15.2,41.1,27,50.2,12.6,"Updated_literature","BoW","NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Insessorial",9.95,18.65,15.89,121.44,106324.25,22719703,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0.75787996,-1.968102257,-0.420713699
"3100","Erythrura coloria","Red-eared Parrotfinch",1402,9881,"Estrildidae","Passeriformes","AVIBASE-B6EA0B9C",2,0,2,0,2,11.3,8.1,5.9,7.5,15.7,54.2,10.1,44.1,18.6,33,11.3,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Generalist",5.93,8.93,7.55,125.08,11757.65,22719716,1,0,1,0,0,0,0,1,0,0,0,0,1,0,-1.444109338,-2.076996345,-0.429742641
"3101","Erythrura trichroa","Blue-faced Parrotfinch",1405,9882,"Estrildidae","Passeriformes","AVIBASE-A47408C2",10,5,5,0,4,14,9.3,6.2,7.6,17.1,58.5,13.4,46.5,22.4,49.1,14.4,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Insessorial",-21.66,9.77,-4.48,137.17,858792.1,22719712,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.84691344,-1.834570864,-0.412095164
"3102","Erythrura cyaneovirens","Red-headed Parrotfinch",1403,9885,"Estrildidae","Passeriformes","AVIBASE-7775B5DA",9,4,5,0,8,14.3,9.6,6.1,9,17.8,60.6,12.2,48.4,20,36.1,13,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-20.25,-13.43,-15.44,93.66,13133.09,106022210,2,0,0,0,1,0,0,1,0,0,0,0,1,0,-1.333478431,-1.936849714,-0.403476629
"3103","Erythrura kleinschmidti","Pink-billed Parrotfinch",1404,9887,"Estrildidae","Passeriformes","AVIBASE-DE6E6331",2,1,1,0,2,16.2,11.8,7.3,8.4,20.8,61.5,11.6,49.8,18.9,35.8,21,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-18.27,-17.43,-17.92,178.23,4811.61,22719739,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-2.337581684,-1.457276633,-0.399782971
"3104","Chloebia gouldiae","Gouldian Finch",1400,9888,"Estrildidae","Passeriformes","AVIBASE-886A8AB7",9,5,4,0,4,11.5,8.5,6.9,7.2,14.9,64.2,19.5,44.6,30.4,46.2,13.8,"Dunning",NA,"NO",NA,NA,"Woodland",3,1,"Herbivore","Granivore","Generalist",-18.38,-12.45,-15.85,128.89,101027.63,22719744,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0.70678061,-1.877130479,-0.388701997
